id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/13/value,assist,qualifier/17/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId
2550898511,1,34,16,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-05-19T09:41:50.198Z,2023-05-19T10:01:42Z,4289185679,194,1bjh7t56w2jg6berm300782c5,4289185675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4289185687,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289185671,130,17,4289185665,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4289185667,59,"1, 9, 4, 5, 50, 2, 27, 10, 19, 18, 14, 3, 6, 7, 25, 32, 45, 49",4289185683,197,5044,4289185663,30,"7blan2t3io9iatmzpzazeh9lh, 7de6u27l0rm2y8aigjr2i0ru, f06bxfhvobzkepanw3nm1vzzd, 51ny01vwhnzkkd50iy4pfyor9, a60hpbc5lfxj5cj82iadif622, 8cmqekmxeybrc8c9ml7rwdai2, 61mnri2ox1dao9jdo2ye42i8l, 1bjh7t56w2jg6berm300782c5, 70pwpkwjgkp07b4m4jdz1l0fe, ez4fqumbyew4fsvisf0ziml4a, du14luqzm3al3uw51qs2bzqol, 5s151hcgpbhtuuarwfchd47ze, 2jgby6e91uem5e2dd1b11psoa, bcctcysurrrfw25szzr1pjsnp, 8978k9hzej7ocv8ng09i1zcut, 28wgdmao7y8qbj30feniqnj3e, 2xfo511b4sbt16xpwca2w3uok, bj3ve8inko999nctm66s76acp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550899023,1,34,16,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-05-19T09:42:54.397Z,2023-05-19T10:27:00Z,4289188443,130,4,4289223981,194,6vkppmpdrvrujfp035ucpib8q,4289188441,59,"1, 14, 44, 7, 4, 3, 10, 18, 9, 27, 15, 5, 19, 20, 22, 23, 25, 26",4289188445,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4289188439,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4289188449,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4289188447,197,15337,4289188437,30,"7j7c0l6xctuoauvg1tpni3ysp, 23ejdwwhvzovvi7jmek50dyol, 3qguujjae7411ruqhztrfojys, 6vkppmpdrvrujfp035ucpib8q, 82f876uvvivzq5hspoy6vpfmy, 12ndgojwoabbe9igew1ymcnop, dsg6lclcyu8gvsyyn6jnoii95, f0yeq2v114x8is6rbrj6xxrhm, 7csua09fwbprxmixvu567yvv9, 74ebuvw74k1iwcq5nafqijvxm, 493qw13cbziuyumsb1s01cufo, efwxg8re4wdxgcdxa32aoqyqy, ez252u15v75qpotw00x7n3rhl, c2kqhdj67jhmhibczzoigqb1m, darnk2r4rggf7z5dm7t48omp5, 5y6uy0cw3emtxukzgl1xeb4l, ca4hme0jyql3gf06hmsi89ht6, 8m7y7kmzgy3aqwvlt1ywp1tjp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919865,2,32,1,0,0,6bus1cl4b6zdm93290r02o7cx,1,0,0,2023-05-19T10:34:49.636Z,2023-05-19T10:34:51Z,4289298175,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919871,2,32,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,0,0,2023-05-19T10:34:49.636Z,2023-05-19T10:34:50Z,4289298225,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919893,3,1,1,0,0,1f3ehp8p9yi8reamghry4p76t,1,50.2,50,2023-05-19T10:34:49.736Z,2023-05-19T10:34:52Z,4289298357,213,2.9,4289298359,279,S,4289298349,56,Back,4289298351,140,34.4,4289298355,212,17.0,4289298353,141,55.7,,,,,,,61mnri2ox1dao9jdo2ye42i8l,T. Arano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919911,4,1,1,0,3,1f3ehp8p9yi8reamghry4p76t,0,34.4,55.8,2023-05-19T10:34:52.664Z,2023-05-19T10:34:55Z,4289298443,213,5.5,4289298433,155,,4289298441,212,53.4,4289298435,56,Right,4289298445,1,,4289298437,140,68.8,4289298439,141,0.0,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919913,3,5,1,0,5,6bus1cl4b6zdm93290r02o7cx,1,29.2,102,2023-05-19T10:34:55.084Z,2023-05-19T10:34:55Z,4289298447,56,Back,4289298449,347,,4289298459,233,5,,,,,,,,,,,,,,,,7csua09fwbprxmixvu567yvv9,Patric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550919917,5,5,1,0,5,1f3ehp8p9yi8reamghry4p76t,0,70.8,-2,2023-05-19T10:34:55.084Z,2023-05-19T10:51:35Z,4289298455,56,Right,4289298489,233,3,4289298457,347,,,,,,,,,,,,,,,,,51ny01vwhnzkkd50iy4pfyor9,A. Fukumori,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550920007,4,1,1,0,14,6bus1cl4b6zdm93290r02o7cx,1,27.3,100,2023-05-19T10:35:03.778Z,2023-05-19T10:35:53Z,4289298947,141,91.2,4289298951,213,5.6,4289298949,212,11.2,4289298945,140,35.4,4289298941,107,,4289298943,56,Back,,,,,,,3qguujjae7411ruqhztrfojys,K. Sato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550920021,5,1,1,0,15,6bus1cl4b6zdm93290r02o7cx,1,35.6,91.4,2023-05-19T10:35:04.874Z,2023-05-19T10:35:06Z,4289299027,213,2.6,4289299025,212,7.3,4289299021,140,29.5,4289299023,141,96.6,4289299019,56,Back,,,,,,,,,,f0yeq2v114x8is6rbrj6xxrhm,T. Matsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
