id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2551409029,6,1,1,0,14,83d6z6wvkzs3dx9oy3mftixow,0,44.9,52.4,2023-05-20T06:04:26.547Z,2023-05-20T06:08:32Z,4291945395,141,55.4,4291945393,140,48.1,4291945389,3,,4291945399,213,0.5,4291945391,56,Back,4291945397,212,3.9,,,,,,,c3co8yb1kyhzxhl5rs55vi3f9,K. Ohno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409027,4,44,1,0,16,90cc40yau7yv6n8r4xs361ofd,1,52.3,44.3,2023-05-20T06:04:28.694Z,2023-05-20T06:04:30Z,4291945381,286,,4291945379,56,Center,4291945413,233,7,,,,,,,,,,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409031,7,44,1,0,16,83d6z6wvkzs3dx9oy3mftixow,0,47.7,55.7,2023-05-20T06:04:28.695Z,2023-05-20T06:04:30Z,4291945411,285,,4291945447,233,4,4291945409,56,Back,,,,,,,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409033,5,1,1,0,16,90cc40yau7yv6n8r4xs361ofd,1,52.5,44,2023-05-20T06:04:28.967Z,2023-05-20T06:04:30Z,4291945431,213,5.6,4291945425,140,58.9,4291945423,56,Center,4291945429,212,8.4,4291945421,3,,4291945427,141,36.6,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409035,6,49,1,0,17,90cc40yau7yv6n8r4xs361ofd,1,58.9,36.6,2023-05-20T06:04:30.341Z,2023-05-20T06:04:31Z,,,,,,,,,,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409039,7,1,1,0,18,90cc40yau7yv6n8r4xs361ofd,1,58.9,36.6,2023-05-20T06:04:30.646Z,2023-05-20T06:04:33Z,4291945483,213,4.2,4291945479,141,16.1,4291945477,140,51.0,4291945475,56,Right,4291945481,212,16.2,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409049,8,1,1,0,20,90cc40yau7yv6n8r4xs361ofd,0,52.8,15.8,2023-05-20T06:04:33.175Z,2023-05-20T06:09:55Z,4291945535,1,,4291945533,213,1.2,4291945521,155,,4291945529,141,100.0,4291945527,140,71.9,4291945523,196,,4291945525,56,Left,4291945531,212,61.6,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409045,8,5,1,0,24,83d6z6wvkzs3dx9oy3mftixow,1,28.4,-1,2023-05-20T06:04:36.999Z,2023-05-20T06:04:38Z,4291945513,56,Back,4291945515,347,,4291945565,233,9,,,,,,,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409051,9,5,1,0,24,90cc40yau7yv6n8r4xs361ofd,0,71.6,101,2023-05-20T06:04:36.999Z,2023-05-20T06:10:29Z,4291945537,56,Left,4291945539,347,,4291945571,233,8,,,,,,,,,,,,,,,,a5bv94qfazsluavgaoxrys0rt,R. Shindo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409085,9,1,1,0,38,83d6z6wvkzs3dx9oy3mftixow,0,34.4,0,2023-05-20T06:04:50.791Z,2023-05-20T06:04:52Z,4291945827,56,Back,4291945829,140,49.9,4291945831,141,8.9,4291945835,213,0.4,4291945833,212,17.7,4291945825,107,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409091,10,1,1,0,40,90cc40yau7yv6n8r4xs361ofd,1,51.2,88.4,2023-05-20T06:04:53.142Z,2023-05-20T06:04:54Z,4291945883,140,44.9,4291945885,141,94.4,4291945887,212,7.8,4291945881,56,Back,4291945889,213,2.6,,,,,,,,,,c0462ainildhz7zmyosnafmc5,H. Okuno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409093,11,49,1,0,42,90cc40yau7yv6n8r4xs361ofd,1,44.9,94.4,2023-05-20T06:04:54.550Z,2023-05-20T06:04:54Z,,,,,,,,,,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409101,12,1,1,0,42,90cc40yau7yv6n8r4xs361ofd,0,44,96.6,2023-05-20T06:04:54.805Z,2023-05-20T06:05:00Z,4291945933,236,,4291945935,233,10,4291945915,212,2.0,4291945913,141,96.0,4291945917,213,6.1,4291945911,140,45.9,4291945909,56,Back,4291945939,286,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409097,10,74,1,0,42,83d6z6wvkzs3dx9oy3mftixow,1,53.6,2.5,2023-05-20T06:04:54.806Z,2023-05-20T06:04:57Z,4291945901,285,,4291945943,233,12,4291945899,56,Right,,,,,,,,,,,,,,,,docsi872whx44eedrczqua385,K. Onose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409103,11,5,1,0,43,83d6z6wvkzs3dx9oy3mftixow,0,54.6,-1.8,2023-05-20T06:04:55.718Z,2023-05-20T06:05:00Z,4291945929,347,,4291945927,56,Right,4291946055,233,13,,,,,,,,,,,,,,,,docsi872whx44eedrczqua385,K. Onose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409117,13,5,1,0,43,90cc40yau7yv6n8r4xs361ofd,1,45.4,101.8,2023-05-20T06:04:55.718Z,2023-05-20T06:10:29Z,4291946023,56,Back,4291946025,347,,4291946043,233,11,,,,,,,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409137,14,1,1,0,49,90cc40yau7yv6n8r4xs361ofd,1,46.7,100,2023-05-20T06:05:02.360Z,2023-05-20T06:05:03Z,4291946147,107,,4291946155,212,19.5,4291946149,56,Left,4291946153,141,92.3,4291946157,213,6.0,4291946151,140,64.3,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409141,15,44,1,0,51,90cc40yau7yv6n8r4xs361ofd,1,65.8,88.8,2023-05-20T06:05:03.814Z,2023-05-20T06:05:05Z,4291946169,56,Left,4291946171,286,,4291946211,233,12,,,,,,,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409139,12,44,1,0,51,83d6z6wvkzs3dx9oy3mftixow,0,34.2,11.2,2023-05-20T06:05:03.815Z,2023-05-20T06:05:05Z,4291946225,233,15,4291946165,56,Back,4291946167,285,,,,,,,,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409143,16,1,1,0,51,90cc40yau7yv6n8r4xs361ofd,0,64.3,92.3,2023-05-20T06:05:04.038Z,2023-05-20T06:05:04Z,4291946177,56,Left,4291946179,140,70.9,4291946183,212,7.2,4291946185,213,6.0,4291946181,141,89.6,4291946173,3,,4291946175,168,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409151,13,49,1,0,52,83d6z6wvkzs3dx9oy3mftixow,1,31.2,17.7,2023-05-20T06:05:05.175Z,2023-05-20T06:05:05Z,,,,,,,,,,,,,,,,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409165,14,1,1,0,53,83d6z6wvkzs3dx9oy3mftixow,1,31.7,21.6,2023-05-20T06:05:05.846Z,2023-05-20T06:05:08Z,4291946261,56,Back,4291946269,213,1.0,4291946267,212,17.2,4291946263,140,40.1,4291946265,141,43.4,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409181,15,1,1,0,55,83d6z6wvkzs3dx9oy3mftixow,1,38.9,46.4,2023-05-20T06:05:07.990Z,2023-05-20T06:05:10Z,4291946333,56,Back,4291946335,140,31.3,4291946341,213,2.1,4291946339,212,15.5,4291946337,141,66.0,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409195,16,1,1,0,58,83d6z6wvkzs3dx9oy3mftixow,1,36.1,71.4,2023-05-20T06:05:10.631Z,2023-05-20T06:05:12Z,4291946397,212,18.9,4291946391,56,Back,4291946399,213,1.3,4291946393,140,40.7,4291946395,141,98.3,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409207,17,1,1,0,59,83d6z6wvkzs3dx9oy3mftixow,1,40.9,98.3,2023-05-20T06:05:12.390Z,2023-05-20T06:05:15Z,4291946445,141,80.9,4291946443,140,36.0,4291946449,213,4.3,4291946441,56,Back,4291946447,212,12.9,,,,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409221,18,1,1,1,2,83d6z6wvkzs3dx9oy3mftixow,1,39.1,77.3,2023-05-20T06:05:15.096Z,2023-05-20T06:05:18Z,4291946533,141,48.1,4291946535,212,21.1,4291946531,140,32.3,4291946529,56,Back,4291946537,213,4.4,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409235,19,1,1,1,5,83d6z6wvkzs3dx9oy3mftixow,1,33.2,50.6,2023-05-20T06:05:17.910Z,2023-05-20T06:05:21Z,4291946609,56,Back,4291946615,212,18.4,4291946613,141,77.5,4291946617,213,1.5,4291946611,140,35.0,,,,,,,,,,c3co8yb1kyhzxhl5rs55vi3f9,K. Ohno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409237,20,61,1,1,8,83d6z6wvkzs3dx9oy3mftixow,0,35.4,78.1,2023-05-20T06:05:20.871Z,2023-05-20T06:05:21Z,4291946621,56,Back,,,,,,,,,,,,,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409241,17,49,1,1,8,90cc40yau7yv6n8r4xs361ofd,1,62.8,12.6,2023-05-20T06:05:21.158Z,2023-05-20T06:05:21Z,,,,,,,,,,,,,,,,,,,,,,,,,ehnhef906i6z4e7hn7ae1p68l,J. Croux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409255,18,1,1,1,9,90cc40yau7yv6n8r4xs361ofd,1,62.8,12.6,2023-05-20T06:05:21.718Z,2023-05-20T06:05:25Z,4291946683,56,Center,4291946685,140,71.2,4291946689,212,11.1,4291946687,141,22.4,4291946691,213,0.6,,,,,,,,,,ehnhef906i6z4e7hn7ae1p68l,J. Croux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409257,19,50,1,1,12,90cc40yau7yv6n8r4xs361ofd,1,79.3,23.4,2023-05-20T06:05:25.222Z,2023-05-20T06:05:27Z,4291946721,233,21,4291946701,286,,4291946699,56,Center,,,,,,,,,,,,,,,,57140tg9gdrk4iqqhxbfomjmx,M. Kato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409259,21,7,1,1,12,83d6z6wvkzs3dx9oy3mftixow,1,20.7,76.6,2023-05-20T06:05:25.223Z,2023-05-20T06:05:26Z,4291946703,56,Back,4291946705,285,,4291946711,233,19,,,,,,,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409261,22,49,1,1,13,83d6z6wvkzs3dx9oy3mftixow,1,14.6,85.9,2023-05-20T06:05:26.072Z,2023-05-20T06:05:26Z,,,,,,,,,,,,,,,,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409267,23,1,1,1,13,83d6z6wvkzs3dx9oy3mftixow,1,14.6,87.8,2023-05-20T06:05:26.487Z,2023-05-20T06:05:28Z,4291946745,212,7.5,4291946743,141,98.6,4291946739,56,Back,4291946741,140,15.8,4291946747,213,1.4,,,,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409277,24,1,1,1,15,83d6z6wvkzs3dx9oy3mftixow,0,15.8,98.7,2023-05-20T06:05:27.896Z,2023-05-20T06:05:30Z,4291946805,56,Back,4291946803,155,,4291946815,1,,4291946813,213,5.7,4291946811,212,34.0,4291946809,141,70.5,4291946807,140,42.5,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409283,20,8,1,1,18,90cc40yau7yv6n8r4xs361ofd,1,60.1,30.1,2023-05-20T06:05:31.383Z,2023-05-20T06:05:31Z,4291946833,56,Center,,,,,,,,,,,,,,,,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409291,21,49,1,1,20,90cc40yau7yv6n8r4xs361ofd,1,48.4,41.6,2023-05-20T06:05:33.142Z,2023-05-20T06:05:33Z,,,,,,,,,,,,,,,,,,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409295,22,1,1,1,20,90cc40yau7yv6n8r4xs361ofd,1,48.4,41.6,2023-05-20T06:05:33.366Z,2023-05-20T06:05:35Z,4291946905,141,45.2,4291946903,140,66.4,4291946907,212,19.1,4291946909,213,0.1,4291946901,56,Center,,,,,,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409303,23,1,1,1,23,90cc40yau7yv6n8r4xs361ofd,1,64.3,45.8,2023-05-20T06:05:35.686Z,2023-05-20T07:02:33Z,4291946947,140,55.1,4291946949,141,70.6,4291946953,213,2.1,4291946951,212,19.4,4291946945,56,Center,,,,,,,,,,7wg0d34b0cdh7fxgetfgqs8np,Léo Ceará,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409307,25,43,1,1,24,83d6z6wvkzs3dx9oy3mftixow,1,0,0,2023-05-20T06:05:36.551Z,2023-05-20T07:02:30Z,4291946971,212,14.8,4291946963,56,Back,4291946973,213,5.1,4292013539,144,1,4291946969,141,32.1,4291946967,140,44.0,,,,,,,59cu40rkqkx1723dfdp50gonp,A. Barada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409309,24,1,1,1,24,90cc40yau7yv6n8r4xs361ofd,0,55.1,70.6,2023-05-20T06:05:36.998Z,2023-05-20T06:05:37Z,4291946983,212,4.3,4291946985,213,0.3,4291946981,141,72.4,4291946979,140,59.0,4291946977,56,Center,,,,,,,,,,9lx0ga5gyyydtll2lykm496fp,R. Yamanaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551411855,98,61,1,1,25,83d6z6wvkzs3dx9oy3mftixow,1,36.2,26.4,2023-05-20T06:05:38.497Z,2023-05-20T06:18:14Z,4291960511,56,Back,,,,,,,,,,,,,,,,,,,,,,3tx6890pt4hfaz45foj1nhey1,H. Ishihara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409317,25,1,1,1,27,90cc40yau7yv6n8r4xs361ofd,0,38.6,63.6,2023-05-20T06:05:40.374Z,2023-05-20T06:18:47Z,4291947067,56,Center,4291947073,212,43.0,4291947075,213,0.1,4291963185,155,,4291947069,140,79.3,4291947077,1,,4291947071,141,70.2,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409321,26,49,1,1,32,83d6z6wvkzs3dx9oy3mftixow,1,19.9,28.5,2023-05-20T06:05:45Z,2023-05-20T06:05:45Z,,,,,,,,,,,,,,,,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409325,27,1,1,1,32,83d6z6wvkzs3dx9oy3mftixow,1,19.9,28.5,2023-05-20T06:05:45.111Z,2023-05-20T06:05:47Z,4291947109,212,20.3,4291947107,141,46.0,4291947103,56,Back,4291947105,140,4.2,4291947111,213,2.5,,,,,,,,,,63x2f9goh9q2g6ql4r0ll4w5x,T. Okamoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409335,28,1,1,1,34,83d6z6wvkzs3dx9oy3mftixow,1,4.2,47.6,2023-05-20T06:05:47.094Z,2023-05-20T06:05:49Z,4291947147,56,Back,4291947153,212,15.8,4291947149,140,10.7,4291947155,213,1.1,4291947151,141,68.5,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409349,29,1,1,1,37,83d6z6wvkzs3dx9oy3mftixow,1,10.7,68.5,2023-05-20T06:05:49.671Z,2023-05-20T06:05:51Z,4291947201,56,Back,4291947209,213,1.2,4291947207,212,21.2,4291947203,140,18.2,4291947205,141,97.5,,,,,,,,,,etsgyfejyka71co7e2xeq6r55,D. Sugioka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409355,30,1,1,1,39,83d6z6wvkzs3dx9oy3mftixow,1,18.2,97.5,2023-05-20T06:05:51.767Z,2023-05-20T06:05:53Z,4291947219,56,Back,4291947225,212,13.1,4291947223,141,80.5,4291947227,213,5.2,4291947221,140,24.1,,,,,,,,,,8d1sjb0uxmgz8945khj6ovmqd,Y. Nakano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409371,31,1,1,1,40,83d6z6wvkzs3dx9oy3mftixow,1,24.2,80.5,2023-05-20T06:05:53.270Z,2023-05-20T06:05:56Z,4291947323,213,3.5,4291947317,140,2.4,4291947319,141,68.1,4291947321,212,24.4,4291947315,56,Back,,,,,,,,,,3mqvpqnv1yixpclmxsvqfoxec,T. Hiraoka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551409383,32,1,1,1,44,83d6z6wvkzs3dx9oy3mftixow,1,2.3,68.1,2023-05-20T06:05:56.647Z,2023-05-20T06:05:59Z,4291947375,141,97.8,4291947373,140,11.2,4291947379,213,1.1,4291947371,56,Back,4291947377,212,22.3,,,,,,,,,,5ai6500e7oug5v5hybnkfzh7t,Song Bum-Keun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
