id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/8/value,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2542825951,1,34,16,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-03T04:10:33.246Z,2023-05-03T05:06:51Z,4246188111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4246188113,194,2shd4ptk7rfpalkpnrfodgded,4246188117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246188115,197,5066,4246188109,130,8,4246188107,59,"99, 3, 24, 18, 5, 20, 47, 23, 11, 7, 8, 1, 2, 6, 9, 10, 13, 37",4246188103,30,"2mlhzuv74jc84rckx21ctofd, 4xg5pywcbv3pho0idx326s7e2, 76x9dtsoan0d48m4h6gjr8bca, ejiqb92493nx7l8wifxbw5hp1, 8d2l4zwaz145adziclzc764t1, 8bduzkapiw865xcl3xstzior9, ewm5o6wx18ujlzhyai425ak15, i3mv8ja69kgrfm3leprosfe1, 4g3jv6nwzqmv6tow2stbtrt1x, 2shd4ptk7rfpalkpnrfodgded, 2kcise3j2ab8hq0n2vgf391wp, bnejmblsp0svuw4x3ngkgwonp, 23n7wb0am537w2rutg074gpg5, 3erz4yrlw2m15mxxocwq31g16, cts4m629mfz3knbeyri4021n9, 7vo5101vnsyz90015firvjzdh, 7yt16wh1vrezxyfbvtrpn78mi, co2jr63m3drr3y0ww8ytfexw4",4246188105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542826197,1,34,16,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-05-03T04:14:25.557Z,2023-05-03T04:56:45Z,4246189173,130,4,4246189171,59,"21, 2, 6, 4, 22, 24, 25, 8, 9, 16, 19, 1, 3, 7, 20, 33, 38, 41",4246189167,30,"rwrgxpcw0fbw23nmrol7w0d1, a1c22m80hq868xo8ekebeh39x, 9lx0ga5gyyydtll2lykm496fp, 9d46sx7as05co7z0b91b1fpx, cswf4egr4vc9p1mcfdhlfj8id, d5ohcms1wnysq8ydfrbbfhrvu, c0462ainildhz7zmyosnafmc5, 77487qauk9fkzlesgze21odsl, 7wg0d34b0cdh7fxgetfgqs8np, a48j66n8bzz6ffcsyiodbfwq2, 6i35vaig8vo8uu549elm5kul1, 1wwcosp7djsj0lk59c379luxh, a5bv94qfazsluavgaoxrys0rt, 1y7418qkypc0tg1fpx0anycfe, 57140tg9gdrk4iqqhxbfomjmx, b8uoz55lg5vph4efl6clee4x6, cg2dpmeot9vtf40lnvg5scxsk, 79pu8sflam8hqbmlckw8o0huy",4246189177,194,rwrgxpcw0fbw23nmrol7w0d1,4246189175,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4246189179,197,5046,4246189181,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4246189169,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830151,2,32,1,0,0,92br3632xgmc25jvr0jesfvl6,1,0,0,2023-05-03T05:03:29.511Z,2023-05-03T05:03:32Z,4246207109,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830147,2,32,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-05-03T05:03:29.511Z,2023-05-03T05:03:29Z,4246207105,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830167,3,1,1,0,0,90cc40yau7yv6n8r4xs361ofd,1,50,50,2023-05-03T05:03:29.611Z,2023-05-03T05:03:32Z,4246207137,56,Back,4246207147,279,S,4246207143,212,15.5,4246207141,141,57.2,4246207145,213,2.8,4246207139,140,36.0,,,,,,,77487qauk9fkzlesgze21odsl,S. Kagawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830173,4,1,1,0,3,90cc40yau7yv6n8r4xs361ofd,1,36,52.7,2023-05-03T05:03:32.524Z,2023-05-03T05:03:36Z,4246207199,212,45.5,4246207195,140,69.4,4246207197,141,10.1,4246207193,56,Right,4246207191,155,,4246207201,213,5.6,4246207205,1,,,,,d5ohcms1wnysq8ydfrbbfhrvu,K. Toriumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830187,5,44,1,0,6,90cc40yau7yv6n8r4xs361ofd,1,69.2,11.2,2023-05-03T05:03:36.387Z,2023-05-03T05:03:39Z,4246207267,233,3,4246207251,286,,4246207249,56,Right,,,,,,,,,,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830181,3,44,1,0,6,92br3632xgmc25jvr0jesfvl6,0,30.8,88.8,2023-05-03T05:03:36.388Z,2023-05-03T05:03:40Z,4246207235,285,,4246207291,233,5,4246207233,56,Back,,,,,,,,,,,,,,,,76x9dtsoan0d48m4h6gjr8bca,K. Kurokawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830189,6,43,1,0,9,90cc40yau7yv6n8r4xs361ofd,1,0,0,2023-05-03T05:03:38.987Z,2023-05-03T05:03:46Z,4246207259,56,Right,4246207445,144,61,,,,,,,,,,,,,,,,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2542830215,7,1,1,0,10,90cc40yau7yv6n8r4xs361ofd,0,87.1,6.7,2023-05-03T05:03:40.125Z,2023-05-03T05:43:32Z,4246207395,212,20.5,4246207385,2,,4246207397,213,0.8,4246207387,155,,4246207393,141,27.4,4246207391,140,100.0,4246207389,56,Center,,,,a48j66n8bzz6ffcsyiodbfwq2,S. Maikuma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
