id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/9/value,qualifier/10/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,assist
2533359959,8,43,1,0,13,ctm9as17rs95yhuz7qf53wfke,1,0,0,2023-04-15T05:03:41.341Z,2023-04-15T05:13:44Z,4188924721,56,Center,4188938043,144,61,,,,,,,,,,,,,,,,,,,esfnlp56d5kfvxy9518d91gd0,T. Kondo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359969,9,1,1,0,15,ctm9as17rs95yhuz7qf53wfke,0,68.9,33.6,2023-04-15T05:03:42.897Z,2023-04-15T05:08:41Z,4188931021,233,4,4188931025,286,,4188924777,140,67.8,4188931019,236,,4188924779,141,36.1,4188924783,213,2.2,4188924775,56,Center,4188924781,212,2.1,2o6pujv6wvjonzi16w48nf8q1,Caprini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359967,4,74,1,0,15,89wr6p2dkh7wjxtbwhtsruu02,1,33.8,74.1,2023-04-15T05:03:42.898Z,2023-04-15T06:03:51Z,4188930915,285,,4188924763,56,Back,4188930937,233,9,,,,,,,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533361361,57,61,1,0,15,89wr6p2dkh7wjxtbwhtsruu02,1,26.4,69,2023-04-15T05:03:43.202Z,2023-04-15T05:12:24Z,4188935121,56,Back,,,,,,,,,,,,,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359973,10,1,1,0,16,ctm9as17rs95yhuz7qf53wfke,0,68.3,35.5,2023-04-15T05:03:43.698Z,2023-04-15T05:11:45Z,4188924813,213,0.6,4188924811,212,2.3,4188924807,140,70.1,4188930925,233,4,4188924809,141,37.4,4188924805,56,Center,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533361357,56,8,1,0,17,89wr6p2dkh7wjxtbwhtsruu02,1,24.1,54.2,2023-04-15T05:03:45.025Z,2023-04-15T05:14:12Z,4188935557,56,Back,,,,,,,,,,,,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359975,5,49,1,0,18,89wr6p2dkh7wjxtbwhtsruu02,1,34.3,62.4,2023-04-15T05:03:45.950Z,2023-04-15T05:09:46Z,,,,,,,,,,,,,,,,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359981,6,1,1,0,19,89wr6p2dkh7wjxtbwhtsruu02,1,25.9,65.7,2023-04-15T05:03:46.861Z,2023-04-15T05:09:48Z,4188924871,141,55.8,4188924875,213,5.6,4188924869,140,34.3,4188924873,212,11.1,4188924867,56,Back,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533361363,58,1,1,0,21,89wr6p2dkh7wjxtbwhtsruu02,1,31.5,53.4,2023-04-15T05:03:48.873Z,2023-04-15T05:14:14Z,4188937749,140,41.2,4188937747,56,Back,4188937755,213,0.6,4188937751,141,64.7,4188937753,212,12.8,,,,,,,,,,4ps37rz4pj6015y18vgktyynd,M. Mitsuta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533359993,7,1,1,0,22,89wr6p2dkh7wjxtbwhtsruu02,1,36.3,59,2023-04-15T05:03:49.805Z,2023-04-15T05:09:49Z,4188924965,213,6.0,4188924961,141,51.6,4188924963,212,15.8,4188924959,140,50.6,4188924957,56,Center,,,,,,,,,,33w6jl3u5nonnwk29nrhv9xhx,N. Ben Khalifa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360007,8,1,1,0,24,89wr6p2dkh7wjxtbwhtsruu02,1,47.6,26.4,2023-04-15T05:03:51.837Z,2023-04-15T05:17:44Z,4188939883,1,,4188925017,140,65.1,4188925021,212,32.2,4188925023,213,1.0,4188925019,141,65.3,4188925015,56,Center,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533362183,100,43,1,0,25,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-04-15T05:03:53.027Z,2023-04-15T05:17:52Z,4188943695,144,49,,,,,,,,,,,,,,,,,,,,,,6vuryavylbdnwabe4g5yvgzxl,K. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360011,9,1,1,0,25,89wr6p2dkh7wjxtbwhtsruu02,0,70.2,61.6,2023-04-15T05:03:53.453Z,2023-04-15T05:18:05Z,4188925053,212,8.9,4188925049,140,76.5,4188925051,141,70.3,4188925055,213,0.7,4188925047,56,Center,,,,,,,,,,d3aj0s7ozmpdbdtub8s5qo962,S. Higashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360003,11,1,1,0,26,ctm9as17rs95yhuz7qf53wfke,1,20.2,36.9,2023-04-15T05:03:54.261Z,2023-04-15T05:17:26Z,4188925009,56,Back,4188941357,213,2.8,4188941351,140,7.3,4188941355,212,14.4,4188941353,141,44.1,,,,,,,,,,br87k809f9zu9av8cwkwtkhgq,T. Nakamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360025,12,49,1,0,32,ctm9as17rs95yhuz7qf53wfke,1,10.1,44.5,2023-04-15T05:03:59.666Z,2023-04-15T05:16:55Z,,,,,,,,,,,,,,,,,,,,,,,,,a8adq7dy6i0icdu0j2b6jm2g9,A. Ichikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360043,13,1,1,0,32,ctm9as17rs95yhuz7qf53wfke,0,10.1,44.5,2023-04-15T05:03:59.819Z,2023-04-15T05:16:57Z,4188925191,140,46.5,4188925199,1,,4188925197,213,0.0,4188925195,212,38.2,4188925187,157,,4188925193,141,44.8,4188925189,56,Back,,,,a8adq7dy6i0icdu0j2b6jm2g9,A. Ichikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533362711,131,44,1,0,32,ctm9as17rs95yhuz7qf53wfke,1,41.8,48,2023-04-15T05:04:00.052Z,2023-04-15T05:19:17Z,4188944957,56,Back,4188944959,285,,4188945409,233,11,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360055,11,44,1,0,32,89wr6p2dkh7wjxtbwhtsruu02,0,58.2,52,2023-04-15T05:04:00.053Z,2023-04-15T05:19:12Z,4188925253,56,Center,4188925255,286,,4188945419,233,131,,,,,,,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533362803,136,61,1,0,32,ctm9as17rs95yhuz7qf53wfke,1,46.6,49.1,2023-04-15T05:04:00.499Z,2023-04-15T05:19:39Z,4188945899,56,Back,,,,,,,,,,,,,,,,,,,,,,dgex06nxjy9fdvc12o8keg99l,Koki Ogawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360053,14,50,1,0,33,ctm9as17rs95yhuz7qf53wfke,1,46.7,45.6,2023-04-15T05:04:00.955Z,2023-04-15T05:22:37Z,4188925243,286,,4188946577,233,10,4188925241,56,Back,,,,,,,,,,,,,,,,2o6pujv6wvjonzi16w48nf8q1,Caprini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360039,10,7,1,0,33,89wr6p2dkh7wjxtbwhtsruu02,1,53.3,54.4,2023-04-15T05:04:00.956Z,2023-04-15T05:22:38Z,4188946573,233,14,4188946559,285,,4188925165,56,Center,,,,,,,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533363039,164,1,1,0,34,89wr6p2dkh7wjxtbwhtsruu02,0,57.8,57.9,2023-04-15T05:04:02.069Z,2023-04-15T05:22:39Z,4188948047,236,,4188947883,56,Center,4188947889,212,2.4,4188948053,286,,4188947885,140,59.3,4188948049,233,152,4188947891,213,5.4,4188947887,141,55.3,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533363053,152,74,1,0,34,ctm9as17rs95yhuz7qf53wfke,1,40.5,46,2023-04-15T05:04:02.070Z,2023-04-15T06:03:51Z,4188948065,233,164,4188948019,285,,4188948017,56,Back,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533363395,176,1,1,0,36,89wr6p2dkh7wjxtbwhtsruu02,1,54.6,19.2,2023-04-15T05:04:04.037Z,2023-04-15T05:22:49Z,4188950613,56,Center,4188950621,213,0.5,4188950615,140,64.4,4188950617,141,27.9,4188950619,212,11.9,,,,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533363399,177,1,1,0,37,89wr6p2dkh7wjxtbwhtsruu02,0,67,31.2,2023-04-15T05:04:05.213Z,2023-04-15T05:22:50Z,4188950753,140,75.6,4188950761,213,6.0,4188950751,56,Center,4188950759,212,9.3,4188950757,141,27.7,,,,,,,,,,1dta13hd6ajv6vw1c4sxmdzvt,T. Kawamura,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360061,15,49,1,0,38,ctm9as17rs95yhuz7qf53wfke,1,27.3,71.2,2023-04-15T05:04:05.998Z,2023-04-15T05:22:44Z,,,,,,,,,,,,,,,,,,,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360069,16,1,1,0,39,ctm9as17rs95yhuz7qf53wfke,0,27.2,76.3,2023-04-15T05:04:06.952Z,2023-04-15T05:22:47Z,4188925355,56,Left,4188925359,141,92.9,4188925353,155,,4188925357,140,71.7,4188925363,213,0.2,4188925361,212,48.1,4188925365,1,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360071,12,49,1,0,44,89wr6p2dkh7wjxtbwhtsruu02,1,36.3,12.8,2023-04-15T05:04:11.870Z,2023-04-15T05:21:22Z,,,,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360087,13,1,1,0,45,89wr6p2dkh7wjxtbwhtsruu02,1,36.3,19.4,2023-04-15T05:04:13.453Z,2023-04-15T05:21:24Z,4188925471,212,21.9,4188925469,141,48.8,4188925467,140,27.8,4188925473,213,2.0,4188925465,56,Back,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360099,14,1,1,0,48,89wr6p2dkh7wjxtbwhtsruu02,1,27,49.6,2023-04-15T05:04:16.460Z,2023-04-15T05:04:19Z,4188925565,213,1.4,4188925561,141,76.7,4188925559,140,29.5,4188925563,212,18.6,4188925555,56,Back,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360103,15,1,1,0,51,89wr6p2dkh7wjxtbwhtsruu02,1,28.7,75.9,2023-04-15T05:04:19.213Z,2023-04-15T05:04:21Z,4188925611,141,49.3,4188925607,56,Back,4188925615,213,4.5,4188925613,212,18.6,4188925609,140,24.6,,,,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360113,16,1,1,0,54,89wr6p2dkh7wjxtbwhtsruu02,1,24.5,48.5,2023-04-15T05:04:21.805Z,2023-04-15T05:04:24Z,4188925689,140,28.4,4188925693,212,18.8,4188925687,56,Back,4188925695,213,4.9,4188925691,141,21.5,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360123,17,1,1,0,57,89wr6p2dkh7wjxtbwhtsruu02,1,28.6,19.4,2023-04-15T05:04:24.765Z,2023-04-15T05:04:26Z,4188925753,213,5.5,4188925747,140,39.1,4188925751,212,16.3,4188925745,56,Back,4188925749,141,1.7,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360131,18,1,1,0,59,89wr6p2dkh7wjxtbwhtsruu02,0,39.2,2.3,2023-04-15T05:04:26.829Z,2023-04-15T05:04:28Z,4188925797,140,40.8,4188925795,56,Back,4188925801,212,9.5,4188925799,141,16.1,4188925803,213,1.4,,,,,,,,,,3rgupzc2gcdg8nyzd78xe98no,S. Koshimichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360133,17,8,1,1,1,ctm9as17rs95yhuz7qf53wfke,1,63.2,83.9,2023-04-15T05:04:28.696Z,2023-04-15T05:04:28Z,4188925819,56,Left,,,,,,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360135,18,49,1,1,2,ctm9as17rs95yhuz7qf53wfke,1,63.2,83.9,2023-04-15T05:04:29.666Z,2023-04-15T05:04:29Z,,,,,,,,,,,,,,,,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360141,19,1,1,1,2,ctm9as17rs95yhuz7qf53wfke,1,63.2,83.9,2023-04-15T05:04:29.713Z,2023-04-15T05:04:31Z,4188925859,56,Left,4188925863,141,88.6,4188925865,212,5.4,4188925867,213,2.5,4188925861,140,59.1,,,,,,,,,,9gqymee6r8xdj6jbvcc6mahg5,H. Mita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360145,20,1,1,1,3,ctm9as17rs95yhuz7qf53wfke,1,59.1,88.6,2023-04-15T05:04:31.399Z,2023-04-15T05:24:47Z,4188925889,212,4.7,4188925887,141,83.9,4188925885,140,62.4,4188925883,56,Left,4188925891,213,5.5,,,,,,,,,,8bxd61gpgwi9cat8awx4h0n4k,K. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360155,21,1,1,1,4,ctm9as17rs95yhuz7qf53wfke,0,62.4,83.9,2023-04-15T05:04:32.154Z,2023-04-15T05:04:38Z,4188925977,212,40.3,4188925975,141,94.1,4188925971,56,Left,4188925979,213,0.2,4188925973,140,100.0,4188925981,1,,,,,,,,2o6pujv6wvjonzi16w48nf8q1,Caprini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360151,19,56,1,1,10,89wr6p2dkh7wjxtbwhtsruu02,1,0,0,2023-04-15T05:04:37.822Z,2023-04-15T05:04:37Z,4188925953,56,Back,,,,,,,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360161,20,5,1,1,11,89wr6p2dkh7wjxtbwhtsruu02,1,-0.6,6.6,2023-04-15T05:04:38.647Z,2023-04-15T06:04:00Z,4188925999,56,Back,4188926001,346,,4188926021,233,22,,,,,,,,,,,,,,,,5c2ydgdh3f14lya3spj89m0gl,T. Shiotani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360159,22,5,1,1,11,ctm9as17rs95yhuz7qf53wfke,0,100.6,93.4,2023-04-15T05:04:38.647Z,2023-04-15T05:04:40Z,4188926027,233,20,4188925995,56,Left,4188925997,346,,,,,,,,,,,,,,,,,2o6pujv6wvjonzi16w48nf8q1,Caprini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360201,21,1,1,1,26,89wr6p2dkh7wjxtbwhtsruu02,1,4.9,42.8,2023-04-15T05:04:54.269Z,2023-04-15T05:04:58Z,4188926371,140,10.6,4188926377,213,5.4,4188926375,212,10.0,4188926369,56,Back,4188926373,141,31.0,4188926367,124,,4188926381,237,,,,,6vuryavylbdnwabe4g5yvgzxl,K. Osako,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360205,22,1,1,1,30,89wr6p2dkh7wjxtbwhtsruu02,1,12,35.4,2023-04-15T05:04:58.380Z,2023-04-15T05:04:59Z,4188926409,56,Back,4188926417,213,1.1,4188926415,212,20.9,4188926411,140,20.6,4188926413,141,63.1,,,,,,,,,,czkrfln85uvtb58cau4kz5m5m,H. Araki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360211,23,1,1,1,31,89wr6p2dkh7wjxtbwhtsruu02,1,20.6,63.6,2023-04-15T05:04:59.517Z,2023-04-15T05:05:02Z,4188926477,213,1.3,4188926475,212,17.4,4188926471,140,24.7,4188926473,141,88.4,4188926469,56,Back,,,,,,,,,,20ckxhxmd6h2jwv1yqi243h05,G. Notsuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360229,24,1,1,1,34,89wr6p2dkh7wjxtbwhtsruu02,0,23.5,89.4,2023-04-15T05:05:02.029Z,2023-04-15T05:05:04Z,4188926569,212,25.8,4188926567,141,73.9,4188926565,140,45.9,4188926571,213,5.9,4188926563,56,Back,,,,,,,,,,80qq4sxv5janjrt2in0qmgd79,S. Sasaki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360227,23,8,1,1,36,ctm9as17rs95yhuz7qf53wfke,1,59.3,17.6,2023-04-15T05:05:04.502Z,2023-04-15T05:05:04Z,4188926559,56,Right,,,,,,,,,,,,,,,,,,,,,,8lfgk7eqdptu5o53n656vxck5,K. Yoshino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360231,24,49,1,1,38,ctm9as17rs95yhuz7qf53wfke,1,59.9,15.5,2023-04-15T05:05:06.151Z,2023-04-15T05:05:06Z,,,,,,,,,,,,,,,,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533360245,25,1,1,1,40,ctm9as17rs95yhuz7qf53wfke,1,46.4,33,2023-04-15T05:05:08.386Z,2023-04-15T05:05:12Z,4188926695,140,38.5,4188926701,213,1.9,4188926697,141,72.9,4188926699,212,28.4,4188926693,56,Back,,,,,,,,,,31xdzeykcgfe0vyel250sd0q1,S. Inoue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
