id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/14/value,qualifier/15/value,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2521290801,208,1,1,21,57,3vfso415vj7uitnunviuzdyg3,1,69.6,33.3,2023-03-18T06:25:32.867Z,2023-03-18T06:25:35Z,4104007883,141,31.3,4104007879,140,55.1,4104007891,213,3.2,4104007875,56,Center,4104007887,212,15.3,,,,,,,,,,a1uzi9vgpfy7qo1eay243dsk5,T. Sekine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290821,209,1,1,21,59,3vfso415vj7uitnunviuzdyg3,1,56,33.6,2023-03-18T06:25:35.154Z,2023-03-18T06:25:38Z,4104007989,212,22.0,4104007991,213,1.6,4104007983,56,Center,4104007985,140,55.6,4104007987,141,66.0,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290849,210,1,1,22,2,3vfso415vj7uitnunviuzdyg3,1,56.2,73.5,2023-03-18T06:25:38.003Z,2023-03-18T06:25:43Z,4104008133,140,73.4,4104008131,56,Left,4104008135,141,95.4,4104008139,213,0.7,4104008137,212,23.4,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290871,211,1,1,22,7,3vfso415vj7uitnunviuzdyg3,1,76.5,96.2,2023-03-18T06:25:42.978Z,2023-03-18T06:34:23Z,4104008237,141,82.9,4104008235,140,63.5,4104008241,213,3.7,4104008239,212,16.4,4104008233,56,Left,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290891,212,1,1,22,11,3vfso415vj7uitnunviuzdyg3,1,55.8,66,2023-03-18T06:25:47.059Z,2023-03-18T06:25:50Z,4104008345,213,4.7,4104008341,141,33.9,4104008343,212,21.8,4104008339,140,56.0,4104008337,56,Center,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290901,213,1,1,22,14,3vfso415vj7uitnunviuzdyg3,1,58.5,25.8,2023-03-18T06:25:50.323Z,2023-03-18T06:25:51Z,4104008397,212,25.2,4104008399,213,5.7,4104008395,141,4.3,4104008393,140,78.0,4104008391,56,Right,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290913,214,1,1,22,16,3vfso415vj7uitnunviuzdyg3,1,78,4.9,2023-03-18T06:25:51.715Z,2023-03-18T06:25:54Z,4104008455,213,0.8,4104008453,212,21.5,4104008449,140,92.8,4104008451,141,26.7,4104008447,56,Center,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290923,215,1,1,22,19,3vfso415vj7uitnunviuzdyg3,0,93.4,24.6,2023-03-18T06:25:54.467Z,2023-03-18T06:25:55Z,4104008497,141,29.1,4104008499,212,3.1,4104008495,140,92.7,4104008501,213,1.8,4104008493,56,Center,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290929,254,61,1,22,19,12tyw9yomy9n5cjd5po2ajx1q,1,4.3,71.2,2023-03-18T06:25:55.019Z,2023-03-18T06:25:55Z,4104008511,56,Back,,,,,,,,,,,,,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290947,255,49,1,22,21,12tyw9yomy9n5cjd5po2ajx1q,1,15.2,60.8,2023-03-18T06:25:57.217Z,2023-03-18T06:25:57Z,,,,,,,,,,,,,,,,,,,,,,,,,9sqv61rxp1papk4e2aab9noix,Y. Hoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290953,256,1,1,22,21,12tyw9yomy9n5cjd5po2ajx1q,1,15.2,60.8,2023-03-18T06:25:57.223Z,2023-03-18T06:25:58Z,4104008627,213,0.5,4104008625,212,16.5,4104008621,140,28.7,4104008623,141,73.2,4104008619,56,Back,,,,,,,,,,9sqv61rxp1papk4e2aab9noix,Y. Hoshi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290971,257,1,1,22,22,12tyw9yomy9n5cjd5po2ajx1q,1,28.7,73.2,2023-03-18T06:25:58.176Z,2023-03-18T06:25:59Z,4104008673,56,Back,4104008681,213,1.8,4104008677,141,80.5,4104008679,212,5.1,4104008675,140,27.4,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290977,258,1,1,22,24,12tyw9yomy9n5cjd5po2ajx1q,1,27.4,80.5,2023-03-18T06:25:59.488Z,2023-03-18T06:35:03Z,4104008725,140,27.0,4104008727,141,73.9,4104008729,212,4.5,4104008731,213,4.6,4104008723,56,Back,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521290999,259,1,1,22,24,12tyw9yomy9n5cjd5po2ajx1q,1,27,73.9,2023-03-18T06:26:00.191Z,2023-03-18T06:35:05Z,4104008845,213,0.2,4104008839,140,33.5,4104008843,212,7.0,4104008837,56,Back,4104008841,141,75.9,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291003,260,4,1,22,27,12tyw9yomy9n5cjd5po2ajx1q,1,38.6,75,2023-03-18T06:26:02.864Z,2023-03-18T06:26:04Z,4104008859,265,,4104008853,13,,4104008857,152,,4104008855,56,Back,4104008861,286,,4104008911,233,216,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291009,216,4,1,22,27,3vfso415vj7uitnunviuzdyg3,0,61.4,25,2023-03-18T06:26:02.865Z,2023-03-18T06:26:04Z,4104008889,285,,4104008881,56,Center,4104008883,152,,4104008885,265,,4104008915,233,260,4104008879,13,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291223,261,1,1,22,57,12tyw9yomy9n5cjd5po2ajx1q,1,33.4,68.4,2023-03-18T06:26:32.705Z,2023-03-18T06:35:49Z,4104009971,213,1.3,4104009959,5,,4104009967,141,79.3,4104009965,140,35.0,4104009963,56,Back,4104009961,152,,4104030511,189,,4104009969,212,7.6,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291243,262,1,1,22,58,12tyw9yomy9n5cjd5po2ajx1q,1,35,79.3,2023-03-18T06:26:33.505Z,2023-03-18T06:49:28Z,4104010069,141,76.0,4104010073,213,6.1,4104010071,212,16.2,4104010067,140,50.3,4104010065,56,Center,,,,,,,,,,73si74r5khd2xih6w3uc72rxl,T. Deng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291255,263,1,1,23,0,12tyw9yomy9n5cjd5po2ajx1q,1,50.3,76,2023-03-18T06:26:35.777Z,2023-03-18T06:49:30Z,4104010127,213,5.5,4104010125,212,4.7,4104010123,141,71.2,4104010119,56,Center,4104031417,168,,4104010121,140,53.5,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291261,264,50,1,23,1,12tyw9yomy9n5cjd5po2ajx1q,1,55,70,2023-03-18T06:26:36.857Z,2023-03-18T06:49:32Z,4104031837,233,220,4104010157,286,,4104010155,56,Center,,,,,,,,,,,,,,,,536qjh4gcmpo5q68ti87e60kq,S. Mito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291443,220,7,1,23,1,3vfso415vj7uitnunviuzdyg3,1,45,30,2023-03-18T06:26:36.858Z,2023-03-18T06:49:33Z,4104031821,285,,4104031819,56,Back,4104031833,233,264,,,,,,,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521299373,446,49,1,23,2,3vfso415vj7uitnunviuzdyg3,1,53.7,48.7,2023-03-18T06:26:38.241Z,2023-03-18T06:49:35Z,,,,,,,,,,,,,,,,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291267,217,1,1,23,3,3vfso415vj7uitnunviuzdyg3,1,64.8,37.3,2023-03-18T06:26:39.307Z,2023-03-18T06:49:38Z,4104010179,213,0.9,4104010171,56,Center,4104010173,140,69.5,4104010177,212,8.2,4104010175,141,46.9,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521299425,450,61,1,23,5,3vfso415vj7uitnunviuzdyg3,0,67.5,53,2023-03-18T06:26:41.065Z,2023-03-18T06:49:40Z,4104060017,56,Center,,,,,,,,,,,,,,,,,,,,,,1pcyox1b50pxufww0v07c5boq,T. Okubo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291291,265,1,1,23,6,12tyw9yomy9n5cjd5po2ajx1q,1,33.2,43.4,2023-03-18T06:26:41.680Z,2023-03-18T06:49:42Z,4104010281,140,52.1,4104010283,141,10.3,4104010287,213,5.4,4104010285,212,30.0,4104010279,56,Right,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291293,266,49,1,23,7,12tyw9yomy9n5cjd5po2ajx1q,1,52.6,10,2023-03-18T06:26:43.154Z,2023-03-18T06:26:43Z,,,,,,,,,,,,,,,,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291303,267,1,1,23,8,12tyw9yomy9n5cjd5po2ajx1q,1,53.8,8.5,2023-03-18T06:26:44.049Z,2023-03-18T06:26:46Z,4104010331,140,81.8,4104010333,141,5.0,4104010329,56,Right,4104010335,212,29.5,4104010337,213,6.2,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291309,268,3,1,23,10,12tyw9yomy9n5cjd5po2ajx1q,0,89,8.5,2023-03-18T06:26:45.937Z,2023-03-18T06:26:50Z,4104010523,233,218,4104010365,56,Right,4104010367,286,,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291337,218,7,1,23,10,3vfso415vj7uitnunviuzdyg3,1,11,91.5,2023-03-18T06:26:45.938Z,2023-03-18T06:26:50Z,4104010515,233,268,4104010483,56,Back,4104010485,285,,4104010479,167,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291339,219,6,1,23,11,3vfso415vj7uitnunviuzdyg3,0,5.6,89.8,2023-03-18T06:26:47.185Z,2023-03-18T07:01:14Z,4104010549,233,269,4104010511,73,,4104010487,56,Back,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291323,269,6,1,23,11,12tyw9yomy9n5cjd5po2ajx1q,1,94.4,10.2,2023-03-18T06:26:47.185Z,2023-03-18T06:26:50Z,4104010425,75,,4104010423,56,Right,4104010531,233,219,,,,,,,,,,,,,,,,dhqt17jw4t2yis8p6medgnluy,S. Ota,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291605,270,1,1,24,1,12tyw9yomy9n5cjd5po2ajx1q,0,99.5,0.5,2023-03-18T06:27:36.882Z,2023-03-18T06:27:39Z,4104011889,155,,4104011893,56,Center,4104011891,223,,4104011901,213,1.7,4104011899,212,26.1,4104011887,6,,4104011885,2,,4104011895,140,95.2,aieev8jr470iq7ft2ob005wph,Y. Shimada,4104011897,141,38.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291621,221,12,1,24,3,3vfso415vj7uitnunviuzdyg3,1,0.5,53.3,2023-03-18T06:27:38.820Z,2023-03-18T06:27:43Z,4104011969,167,,4104011955,213,1.2,4104012019,15,,4104011947,56,Back,4104011953,212,35.9,4104011949,140,13.8,4104011951,141,100.0,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291625,222,5,1,24,5,3vfso415vj7uitnunviuzdyg3,0,13.2,102,2023-03-18T06:27:41.158Z,2023-03-18T06:27:43Z,4104011961,56,Back,4104012061,233,271,4104011963,347,,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291639,271,5,1,24,5,12tyw9yomy9n5cjd5po2ajx1q,1,86.8,-2,2023-03-18T06:27:41.158Z,2023-03-18T07:04:41Z,4104012027,347,,4104012037,233,222,4104012025,56,Right,,,,,,,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291709,272,1,1,24,18,12tyw9yomy9n5cjd5po2ajx1q,1,88.9,0,2023-03-18T06:27:54.017Z,2023-03-18T06:27:55Z,4104012463,107,,4104012469,141,5.6,4104012473,213,2.0,4104012471,212,5.1,4104012467,140,86.9,4104012465,56,Right,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291725,273,1,1,24,19,12tyw9yomy9n5cjd5po2ajx1q,1,86.9,5.6,2023-03-18T06:27:55.089Z,2023-03-18T06:27:57Z,4104012563,56,Right,4104012571,213,5.8,4104012565,140,92.3,4104012569,212,6.5,4104012567,141,1.0,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291751,274,1,1,24,21,12tyw9yomy9n5cjd5po2ajx1q,1,92.3,1,2023-03-18T06:27:57.409Z,2023-03-18T06:28:00Z,4104012731,141,2.3,4104012733,212,8.6,4104012735,213,3.0,4104012729,140,84.2,4104012727,56,Right,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291755,275,3,1,24,24,12tyw9yomy9n5cjd5po2ajx1q,0,86,3.6,2023-03-18T06:28:00.352Z,2023-03-18T06:28:03Z,4104012765,286,,4104012763,56,Right,4104012951,233,224,,,,,,,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291767,224,7,1,24,24,3vfso415vj7uitnunviuzdyg3,1,14,96.4,2023-03-18T06:28:00.353Z,2023-03-18T06:28:02Z,4104012865,167,,4104012867,56,Back,4104012869,285,,4104012925,233,275,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291773,225,5,1,24,26,3vfso415vj7uitnunviuzdyg3,0,12.4,101.6,2023-03-18T06:28:02.084Z,2023-03-18T06:28:03Z,4104012967,233,276,4104012899,347,,4104012897,56,Back,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291777,276,5,1,24,26,12tyw9yomy9n5cjd5po2ajx1q,1,87.6,-1.6,2023-03-18T06:28:02.084Z,2023-03-18T07:04:41Z,4104012939,233,225,4104012917,56,Right,4104012919,347,,,,,,,,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291859,278,1,1,24,37,12tyw9yomy9n5cjd5po2ajx1q,0,87.6,0,2023-03-18T06:28:12.529Z,2023-03-18T06:33:49Z,4104013555,213,1.8,4104014321,107,,4104013551,141,16.3,4104013549,140,85.0,4104013547,56,Right,4104013553,212,12.2,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291869,226,49,1,24,38,3vfso415vj7uitnunviuzdyg3,1,22.8,77.2,2023-03-18T06:28:13.995Z,2023-03-18T06:34:05Z,,,,,,,,,,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292257,286,43,1,24,39,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-18T06:28:14.929Z,2023-03-18T06:34:22Z,4104016887,140,83.9,4104027101,144,1,4104016885,56,Right,4104016891,212,13.1,4104016889,141,14.7,4104016893,213,0.4,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291865,279,43,1,24,40,12tyw9yomy9n5cjd5po2ajx1q,1,0,0,2023-03-18T06:28:15.713Z,2023-03-18T06:34:25Z,4104027173,144,61,4104013589,56,Right,,,,,,,,,,,,,,,,,,,3n8lo5wm0i7sh0h92abx87hm1,R. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291903,227,3,1,24,40,3vfso415vj7uitnunviuzdyg3,1,26,80.3,2023-03-18T06:28:15.780Z,2023-03-18T06:34:27Z,4104013831,233,280,4104013809,285,,4104013807,56,Back,,,,,,,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291885,280,45,1,24,40,12tyw9yomy9n5cjd5po2ajx1q,0,74,19.7,2023-03-18T06:28:15.780Z,2023-03-18T07:01:16Z,4104013685,286,,4104013839,233,227,4104013683,56,Right,,,,,,,,,,,,,,,,aieev8jr470iq7ft2ob005wph,Y. Shimada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291933,228,1,1,24,47,3vfso415vj7uitnunviuzdyg3,1,59.8,88.3,2023-03-18T06:28:22.452Z,2023-03-18T06:28:24Z,4104014021,140,51.8,4104014019,56,Left,4104014023,141,97.2,4104014025,212,10.4,4104014027,213,2.5,,,,,,,,,,7izhszqmb1a9z5na5e0utnc6i,T. Akimoto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291941,229,50,1,24,48,3vfso415vj7uitnunviuzdyg3,1,56.4,97.8,2023-03-18T06:28:24.240Z,2023-03-18T06:28:26Z,4104014071,286,,4104014195,233,281,4104014069,56,Left,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291953,281,7,1,24,48,12tyw9yomy9n5cjd5po2ajx1q,1,43.6,2.2,2023-03-18T06:28:24.241Z,2023-03-18T06:28:26Z,4104014129,285,,4104014169,233,229,4104014127,56,Back,4104014125,167,,,,,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291949,230,5,1,24,49,3vfso415vj7uitnunviuzdyg3,1,55.3,101.7,2023-03-18T06:28:25.379Z,2023-03-18T06:28:52Z,4104014115,56,Left,4104015043,233,282,4104014119,347,,,,,,,,,,,,,,,,,da5nt2kexuabduzu4qqxf09ud,S. Koroki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521291955,282,5,1,24,49,12tyw9yomy9n5cjd5po2ajx1q,0,44.7,-1.7,2023-03-18T06:28:25.379Z,2023-03-18T07:04:41Z,4104015059,233,230,4104014141,56,Back,4104014143,347,,,,,,,,,,,,,,,,,go72kkg33k57tcxebbg9v7u2,N. Arai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292035,231,1,1,25,3,3vfso415vj7uitnunviuzdyg3,1,56.5,100,2023-03-18T06:28:38.468Z,2023-03-18T06:28:39Z,4104014615,141,89.6,4104014617,212,8.8,4104014611,56,Left,4104014613,140,58.8,4104014609,107,,4104014619,213,5.0,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292067,232,1,1,25,4,3vfso415vj7uitnunviuzdyg3,1,58.7,88.7,2023-03-18T06:28:39.620Z,2023-03-18T06:28:43Z,4104014771,141,96.0,4104014767,140,48.0,4104014779,213,2.7,4104014763,56,Back,4104014775,212,12.3,,,,,,,,,,3ihaypy0xs7cpw7ij61qislat,K. Iwao,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292111,233,1,1,25,8,3vfso415vj7uitnunviuzdyg3,1,43.7,95.1,2023-03-18T06:28:43.460Z,2023-03-18T06:28:51Z,4104014955,56,Back,4104014957,140,33.5,4104014959,141,28.3,4104014965,1,,4104014963,213,4.5,4104014961,212,46.7,4104014953,196,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292133,234,1,1,25,15,3vfso415vj7uitnunviuzdyg3,1,32.3,24.3,2023-03-18T06:28:50.996Z,2023-03-18T06:28:53Z,4104015097,140,14.3,4104015095,56,Back,4104015103,212,23.5,4104015099,141,44.9,4104015107,213,2.5,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292167,235,1,1,25,18,3vfso415vj7uitnunviuzdyg3,1,13.9,53.9,2023-03-18T06:28:53.620Z,2023-03-18T06:28:57Z,4104015285,141,89.7,4104015287,212,24.9,4104015289,213,1.4,4104015281,56,Back,4104015283,140,18.7,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292179,236,1,1,25,22,3vfso415vj7uitnunviuzdyg3,0,22.5,94.8,2023-03-18T06:28:57.748Z,2023-03-18T06:29:00Z,4104015365,212,37.0,4104015367,213,5.5,4104015359,56,Back,4104015369,1,,4104015357,155,,4104015361,140,48.0,4104015363,141,57.3,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292197,283,49,1,25,26,12tyw9yomy9n5cjd5po2ajx1q,1,58.4,38.6,2023-03-18T06:29:01.986Z,2023-03-18T06:29:02Z,,,,,,,,,,,,,,,,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292213,284,1,1,25,26,12tyw9yomy9n5cjd5po2ajx1q,1,58.4,38.6,2023-03-18T06:29:02.018Z,2023-03-18T06:29:03Z,4104015509,140,63.8,4104015515,213,6.1,4104015507,56,Center,4104015511,141,37.0,4104015513,212,5.8,,,,,,,,,,7f7rlxtcm93i5p08kci7rzjkl,M. Fitzgerald,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292221,285,1,1,25,28,12tyw9yomy9n5cjd5po2ajx1q,0,63.8,37,2023-03-18T06:29:03.457Z,2023-03-18T06:29:04Z,4104015563,141,40.0,4104015561,140,74.9,4104015559,56,Center,4104015567,213,0.2,4104015565,212,11.8,,,,,,,,,,3tiriwy3k68lw0zi0fj5dx49h,K. Suzuki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292231,237,43,1,25,30,3vfso415vj7uitnunviuzdyg3,1,0,0,2023-03-18T06:29:05.652Z,2023-03-18T06:29:08Z,4104015661,144,49,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292237,238,52,1,25,31,3vfso415vj7uitnunviuzdyg3,1,15,59.7,2023-03-18T06:29:06.995Z,2023-03-18T06:29:07Z,,,,,,,,,,,,,,,,,,,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292271,239,1,1,25,34,3vfso415vj7uitnunviuzdyg3,1,14.2,57.8,2023-03-18T06:29:10.436Z,2023-03-18T06:29:13Z,4104015821,123,,4104015831,213,5.4,4104015823,56,Back,4104015827,141,29.7,4104015829,212,25.0,4104015825,140,29.5,,,,,,,7lxjfpbed6rmm2qmzs6r1c2j9,S. Nishikawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292283,240,1,1,25,38,3vfso415vj7uitnunviuzdyg3,1,35.1,25.3,2023-03-18T06:29:13.572Z,2023-03-18T06:29:14Z,4104015887,141,6.8,4104015885,140,29.9,4104015883,56,Back,4104015889,212,13.7,4104015891,213,4.3,,,,,,,,,,b5nc0tgc33wklhsekw3jklylm,A. Ito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292287,241,1,1,25,39,3vfso415vj7uitnunviuzdyg3,1,29.9,6.8,2023-03-18T06:29:14.788Z,2023-03-18T06:29:16Z,4104015925,212,14.8,4104015927,213,1.9,4104015919,56,Back,4104015923,141,27.6,4104015921,140,25.9,,,,,,,,,,4seh91gn4cj2l3x7kg19duqxh,H. Sakai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292305,242,1,1,25,41,3vfso415vj7uitnunviuzdyg3,1,25.9,33.1,2023-03-18T06:29:16.660Z,2023-03-18T06:29:19Z,4104016043,56,Back,4104016047,141,76.4,4104016051,213,1.5,4104016049,212,29.6,4104016045,140,28.6,,,,,,,,,,5fglqrb2jo1ideuag4pjit9sl,A. Scholz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292323,243,1,1,25,44,3vfso415vj7uitnunviuzdyg3,1,34,78.8,2023-03-18T06:29:19.764Z,2023-03-18T06:29:21Z,4104016131,56,Center,4104016133,140,54.3,4104016135,141,78.7,4104016139,213,6.3,4104016137,212,21.3,,,,,,,,,,6gzt9s90prbrhsw4t72vb4jx1,M. Høibråten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2521292339,244,1,1,25,46,3vfso415vj7uitnunviuzdyg3,1,55.2,80,2023-03-18T06:29:21.780Z,2023-03-18T06:29:24Z,4104016233,56,Left,4104016243,213,1.2,4104016239,141,95.9,4104016237,140,59.3,4104016241,212,11.6,,,,,,,,,,do6zvquhc4udqtp900l1cid0q,Y. Koizumi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
