id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/13/value,assist,qualifier/14/value
2519692255,15,1,1,1,20,4dhojk80ifrs6ax05725bala2,1,39.8,46.1,2023-03-13T08:59:15.086Z,2023-03-13T08:59:17Z,4095525775,140,37.7,4095525779,212,25.1,4095525781,213,4.6,4095525777,141,9.4,4095525773,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692281,16,1,1,1,23,4dhojk80ifrs6ax05725bala2,1,38.3,7.6,2023-03-13T08:59:17.792Z,2023-03-13T08:59:21Z,4095525915,56,Center,4095525923,213,0.4,4095525919,141,24.1,4095525913,155,,4095525921,212,27.2,4095525917,140,61.9,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692309,17,4,1,1,25,4dhojk80ifrs6ax05725bala2,1,63,23.8,2023-03-13T08:59:19.685Z,2023-03-13T09:02:38Z,4095531189,265,,4095526047,152,,4095526053,286,,4095526043,13,,4095526045,56,Center,4095526521,233,25,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692333,25,4,1,1,25,86pmsqvfhj3t45uo4osr9hks9,0,37,76.2,2023-03-13T08:59:19.686Z,2023-03-13T09:02:41Z,4095526151,56,Back,4095526149,13,,4095531233,265,,4095526529,233,17,4095526153,152,,4095526157,285,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692595,18,2,1,2,11,4dhojk80ifrs6ax05725bala2,1,64.8,24.6,2023-03-13T09:00:05.245Z,2023-03-13T09:05:08Z,4095527295,152,,4095527305,141,49.5,4095527299,56,Center,4095535523,2,,4095527287,5,,4095535513,7,44zj38pfx1daxdibpl0cpttqt,4095527303,140,82.3,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519694469,52,55,1,2,11,86pmsqvfhj3t45uo4osr9hks9,1,18.1,55.9,2023-03-13T09:00:05.246Z,2023-03-13T09:23:25Z,4095536233,189,,,,,,,,,,,,,,,,,,,,,,,8sc2xigysl1ueogyivxyj0hqt,Joo Min-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692585,26,43,1,2,12,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-03-13T09:00:07.167Z,2023-03-13T09:06:24Z,4095527245,346,0,4095537817,144,5,4095527241,56,Back,4095527397,233,20,,,,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692599,19,43,1,2,13,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-13T09:00:08.126Z,2023-03-13T09:05:12Z,4095527321,22,0,4095535603,144,39,4095527325,56,Center,4095527323,17,0,4095527333,252,0,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692611,20,43,1,2,16,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-13T09:00:10.398Z,2023-03-13T09:06:26Z,4095527385,56,Center,4095527387,346,0,4095537873,144,5,,,,,,,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692761,27,1,1,2,43,86pmsqvfhj3t45uo4osr9hks9,0,14.5,56.1,2023-03-13T09:00:37.248Z,2023-03-13T09:06:20Z,4095537421,155,,4095528043,56,Center,4095528047,141,28.9,4095528053,1,,4095537655,5,,4095528083,189,,4095528049,212,58.3,4095528051,213,6.0,4cih000f65u36i7fm1sn0fob9,Jo Hyeon-Woo,4095537657,152,4095528045,140,67.2,,,,,,,,,,,,,,,,,,,,,,,,
2519695293,103,1,1,2,46,4dhojk80ifrs6ax05725bala2,1,37.2,92.3,2023-03-13T09:00:40.535Z,2023-03-13T09:08:08Z,4095539831,141,68.0,4095539955,189,,4095539835,212,16.5,4095539821,56,Back,4095539827,140,36.5,4095539841,213,4.7,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692771,21,49,1,2,47,4dhojk80ifrs6ax05725bala2,1,38,68.4,2023-03-13T09:00:41.870Z,2023-03-13T09:07:42Z,,,,,,,,,,,,,,,,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692801,22,1,1,2,47,4dhojk80ifrs6ax05725bala2,1,36.7,75,2023-03-13T09:00:41.985Z,2023-03-13T09:08:22Z,4095528223,140,27.9,4095528221,56,Back,4095528227,212,15.8,4095528229,213,2.2,4095528225,141,93.8,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692867,23,1,1,2,49,4dhojk80ifrs6ax05725bala2,0,26,94.2,2023-03-13T09:00:43.888Z,2023-03-13T09:08:23Z,4095528501,212,11.8,4095528495,56,Back,4095528499,141,100.0,4095528503,213,0.5,4095528493,155,,4095528497,140,36.0,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692877,24,5,1,2,58,4dhojk80ifrs6ax05725bala2,0,36.8,102,2023-03-13T09:00:52.299Z,2023-03-13T09:08:25Z,4095528547,347,,4095528545,56,Back,4095528615,233,28,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692871,28,5,1,2,58,86pmsqvfhj3t45uo4osr9hks9,1,63.2,-2,2023-03-13T09:00:52.299Z,2023-03-13T09:23:20Z,4095528601,233,24,4095528519,347,,4095528517,56,Right,,,,,,,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692967,29,1,1,3,12,86pmsqvfhj3t45uo4osr9hks9,1,67.6,0,2023-03-13T09:01:07.135Z,2023-03-13T09:01:10Z,4095528965,107,,4095528983,213,2.6,4095528969,56,Right,4095528977,141,11.3,4095528981,212,17.2,4095528971,140,53.7,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692997,30,1,1,3,16,86pmsqvfhj3t45uo4osr9hks9,1,53.7,14.6,2023-03-13T09:01:10.270Z,2023-03-13T09:01:14Z,4095529075,212,27.1,4095529077,213,2.0,4095529069,56,Back,4095529073,141,51.6,4095529071,140,44.0,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519693021,31,1,1,3,20,86pmsqvfhj3t45uo4osr9hks9,1,46.6,51.9,2023-03-13T09:01:14.255Z,2023-03-13T09:01:18Z,4095529201,56,Right,4095529209,213,5.4,4095529211,1,,4095529205,141,3.7,4095529203,140,72.9,4095529207,212,42.9,4095529199,155,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519693041,32,1,1,3,24,86pmsqvfhj3t45uo4osr9hks9,1,71.7,4.3,2023-03-13T09:01:18.462Z,2023-03-13T09:01:23Z,4095529337,141,4.4,4095529333,56,Right,4095529341,213,3.1,4095529339,212,12.0,4095529335,140,60.3,,,,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519693085,33,1,1,3,29,86pmsqvfhj3t45uo4osr9hks9,1,62.7,9.4,2023-03-13T09:01:23.262Z,2023-03-13T09:01:27Z,4095529557,140,53.6,4095529563,213,2.1,4095529559,141,31.6,4095529555,56,Center,4095529561,212,17.9,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519693101,34,1,1,3,33,86pmsqvfhj3t45uo4osr9hks9,1,52.7,31.3,2023-03-13T09:01:27.870Z,2023-03-13T09:01:29Z,4095529643,213,5.0,4095529625,56,Right,4095529631,140,55.1,4095529635,141,17.1,4095529639,212,10.0,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
