id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,keyPass,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/8/value,qualifier/13/value,assist,qualifier/14/value
2519686711,1,34,16,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-03-13T08:42:33.470Z,2023-03-13T10:19:22Z,4095500021,30,"4cih000f65u36i7fm1sn0fob9, 2t5jagwu3ghwwkz2r63tkfis5, eifui3hrv21plt57hxo8dhl62, 5osl9hgarpoek3ici17bq3nqh, e3n0w0p4dvfax1b6bfk2qlex, 53ii8a2tn0kbcxyp0hfqhu02d, 9fg0am5mvsr9u9wu2m4nf9ii1, 8683grc2e0vttdmqococp9iw9, 8sc2xigysl1ueogyivxyj0hqt, 5wa2awnwsayrocgxs9d00p1p1, dvhbezlruic9kvdr40wgzst90, dfgaeb2ty9rt168zsbru4t3v9, 3nicdpsg0eal2r2f4m3oyycb9, f476eflmv1tojfcufu59inf56, 16ibszyes8xs923koupcul08a, df7n0r366r77ujzxdedwcomol, e0bvhpq8csn9eeh5r1ka59bs9, 7g27aztcta6kcxevz44b8lv4l",4095500035,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4095500029,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4095500025,59,"21, 23, 66, 6, 15, 19, 11, 24, 18, 10, 3, 1, 9, 17, 26, 27, 31, 44",4095500031,194,4cih000f65u36i7fm1sn0fob9,4095500023,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4095500027,130,8,4095500033,197,18529,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519686787,1,34,16,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-13T08:42:50.034Z,2023-03-13T09:08:58Z,4095500461,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4095500449,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4095500453,130,2,4095500451,59,"21, 17, 88, 26, 5, 30, 7, 6, 90, 16, 14, 1, 2, 22, 25, 50, 94, 96",4095500447,30,"lfar3t1safoyi3yfz5yph149, 9gmsma17q21lca5ogboz6a6eh, av2iblvadx7u9cj27qgbm09ka, dn6crxzg2siahc43nrb8de9jp, 8ivl7nyl0sp6j834os6ybnmj9, 15lc9nb9h2r2e9qvh4es27q7e, 7djxob0tt6bmyi7hlvc7r81k9, bb0zj4rt5l4vjtdzghhj3n7it, 44zj38pfx1daxdibpl0cpttqt, 5wnt4q34ojngvtxturq18rvmd, e6jkkb7xnu0u2m1e7gbfsmggl, a1tqnoo75nm3u94wfjiphnv56, 71cb0lxow2w6zx4uf91y8kgkp, cbm1zbcl89cfw2q10kg467cru, 6xxhpvf1ac36ox0k06flx9wbt, dj7t9bww1po1nfnro4788qtpl, a53x9bb5dk9vgwa8tf0swtm1h, cspyqj6qtdeymxcnw70b40j55",4095500455,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4095500459,197,7794,4095500457,194,44zj38pfx1daxdibpl0cpttqt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691775,2,32,1,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-13T08:57:54.184Z,2023-03-13T08:57:56Z,4095523807,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691771,2,32,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-03-13T08:57:54.184Z,2023-03-13T08:57:54Z,4095523803,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691787,3,1,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,50.1,50,2023-03-13T08:57:54.284Z,2023-03-13T09:00:07Z,4095523855,279,S,4095523845,56,Back,4095523849,141,56.0,4095523853,213,2.4,4095523851,212,6.3,4095523847,140,45.5,,,,,,,8sc2xigysl1ueogyivxyj0hqt,Joo Min-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691803,4,1,1,0,2,86pmsqvfhj3t45uo4osr9hks9,1,45.5,56,2023-03-13T08:57:56.253Z,2023-03-13T08:57:58Z,4095523915,141,43.0,4095523919,213,3.9,4095523911,56,Back,4095523917,212,12.5,4095523913,140,37.1,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691823,5,1,1,0,4,86pmsqvfhj3t45uo4osr9hks9,1,36.5,36.7,2023-03-13T08:57:58.446Z,2023-03-13T08:58:02Z,4095524029,212,15.5,4095524031,213,3.9,4095524025,140,25.3,4095524027,141,21.8,4095524023,56,Back,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691849,6,1,1,0,8,86pmsqvfhj3t45uo4osr9hks9,1,25.7,15.5,2023-03-13T08:58:02.430Z,2023-03-13T08:58:07Z,4095524129,140,70.2,4095524127,56,Right,4095524125,155,,4095524131,141,13.2,4095524133,212,46.8,4095524135,213,6.2,4095524137,1,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691851,7,44,1,0,11,86pmsqvfhj3t45uo4osr9hks9,1,68.2,18.3,2023-03-13T08:58:06.111Z,2023-03-13T08:58:08Z,4095524151,286,,4095524149,56,Right,4095524161,233,3,,,,,,,,,,,,,,,,9fg0am5mvsr9u9wu2m4nf9ii1,Um Won-Sang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691843,3,44,1,0,11,4dhojk80ifrs6ax05725bala2,0,31.8,81.7,2023-03-13T08:58:06.112Z,2023-03-13T08:58:08Z,4095524103,56,Back,4095524105,285,,4095524165,233,7,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691857,8,1,1,0,12,86pmsqvfhj3t45uo4osr9hks9,0,70.2,13.2,2023-03-13T08:58:07.062Z,2023-03-13T11:50:14Z,4095524177,56,Center,4095524183,212,16.4,4095524173,3,,4095524179,140,78.5,4095524185,213,1.0,4095524175,168,,4095524181,141,33.6,,,,9fg0am5mvsr9u9wu2m4nf9ii1,Um Won-Sang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691869,4,1,1,0,15,4dhojk80ifrs6ax05725bala2,1,26.3,53.9,2023-03-13T08:58:09.663Z,2023-03-13T08:58:13Z,4095524255,213,5.3,4095524245,3,,4095524249,140,33.7,4095524253,212,15.0,4095524251,141,35.1,4095524247,56,Back,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691871,5,50,1,0,19,4dhojk80ifrs6ax05725bala2,1,34.2,31.7,2023-03-13T08:58:13.405Z,2023-03-13T08:59:30Z,4095524267,286,,4095524315,233,9,4095524265,56,Back,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691881,9,7,1,0,19,86pmsqvfhj3t45uo4osr9hks9,1,65.8,68.3,2023-03-13T08:58:13.406Z,2023-03-13T08:58:16Z,4095524309,233,5,4095524307,285,,4095524305,56,Center,,,,,,,,,,,,,,,,dvhbezlruic9kvdr40wgzst90,Jang Si-Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691883,10,49,1,0,21,86pmsqvfhj3t45uo4osr9hks9,1,55.5,74.2,2023-03-13T08:58:15.630Z,2023-03-13T08:58:16Z,,,,,,,,,,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691909,11,1,1,0,21,86pmsqvfhj3t45uo4osr9hks9,1,55.5,74.2,2023-03-13T08:58:15.886Z,2023-03-13T08:58:21Z,4095524443,141,66.0,4095524441,140,56.0,4095524447,213,4.8,4095524439,56,Center,4095524445,212,5.6,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691917,12,1,1,0,26,86pmsqvfhj3t45uo4osr9hks9,1,56,66,2023-03-13T08:58:20.878Z,2023-03-13T08:58:22Z,4095524481,212,14.9,4095524479,141,86.5,4095524475,56,Left,4095524483,213,1.9,4095524477,140,50.9,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691929,13,1,1,0,27,86pmsqvfhj3t45uo4osr9hks9,1,48.5,86.8,2023-03-13T08:58:22.013Z,2023-03-13T08:58:23Z,4095524523,56,Back,4095524527,141,82.3,4095524525,140,28.4,4095524531,213,3.3,4095524529,212,21.3,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691939,14,43,1,0,29,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-03-13T08:58:23.293Z,2023-03-13T08:59:54Z,4095524563,213,4.5,4095526905,144,1,4095524553,140,25.3,4095524551,56,Back,4095524555,141,67.2,4095524559,212,12.0,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519691959,15,1,1,0,30,86pmsqvfhj3t45uo4osr9hks9,1,25.3,67.2,2023-03-13T08:58:24.910Z,2023-03-13T09:00:01Z,4095524645,212,33.9,4095524649,1,,4095524641,140,52.2,4095524639,56,Left,4095524647,213,0.6,4095527085,155,,4095524643,141,94.7,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692005,16,1,1,0,32,86pmsqvfhj3t45uo4osr9hks9,1,45,92.9,2023-03-13T08:58:27.054Z,2023-03-13T08:58:32Z,4095524811,213,3.9,4095524805,140,30.2,4095524809,212,22.1,4095524803,56,Back,4095524807,141,69.7,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692009,17,1,1,0,38,86pmsqvfhj3t45uo4osr9hks9,1,29.9,67.3,2023-03-13T08:58:32.542Z,2023-03-13T08:58:34Z,4095524837,140,42.2,4095524841,212,13.4,4095524835,56,Back,4095524839,141,61.8,4095524843,213,6.0,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692031,18,1,1,0,39,86pmsqvfhj3t45uo4osr9hks9,1,42.2,61.8,2023-03-13T08:58:33.998Z,2023-03-13T08:58:38Z,4095524921,56,Back,4095524923,140,33.4,4095524925,141,67.2,4095524929,213,2.8,4095524927,212,9.9,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692047,19,1,1,0,43,86pmsqvfhj3t45uo4osr9hks9,1,42.4,76,2023-03-13T08:58:37.885Z,2023-03-13T08:58:40Z,4095524985,141,91.7,4095524987,212,11.6,4095524989,213,1.2,4095524983,140,46.7,4095524981,56,Back,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692049,20,61,1,0,46,86pmsqvfhj3t45uo4osr9hks9,0,46.7,91.7,2023-03-13T08:58:40.495Z,2023-03-13T08:58:40Z,4095524993,56,Back,,,,,,,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692051,6,3,1,0,46,4dhojk80ifrs6ax05725bala2,1,56.4,9,2023-03-13T08:58:40.878Z,2023-03-13T08:58:42Z,4095524997,286,,4095524995,56,Right,4095525035,233,21,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692063,21,45,1,0,46,86pmsqvfhj3t45uo4osr9hks9,0,43.6,91,2023-03-13T08:58:40.878Z,2023-03-13T08:58:42Z,4095525025,285,,4095525039,233,6,4095525023,56,Back,,,,,,,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692055,7,49,1,0,47,4dhojk80ifrs6ax05725bala2,1,56.6,7.7,2023-03-13T08:58:41.313Z,2023-03-13T08:58:41Z,,,,,,,,,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692089,8,3,1,0,51,4dhojk80ifrs6ax05725bala2,0,69.7,3.6,2023-03-13T08:58:46.125Z,2023-03-13T08:58:47Z,4095525111,56,Right,4095525113,286,,4095525155,233,22,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692097,22,7,1,0,51,86pmsqvfhj3t45uo4osr9hks9,1,30.3,96.4,2023-03-13T08:58:46.126Z,2023-03-13T08:58:47Z,4095525149,233,8,4095525135,167,,4095525137,56,Back,4095525139,285,,,,,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692101,9,5,1,0,52,4dhojk80ifrs6ax05725bala2,1,72,-0.8,2023-03-13T08:58:46.959Z,2023-03-13T09:23:20Z,4095525165,233,23,4095525147,347,,4095525145,56,Right,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692099,23,5,1,0,52,86pmsqvfhj3t45uo4osr9hks9,0,28,100.8,2023-03-13T08:58:46.959Z,2023-03-13T08:58:48Z,4095525141,56,Back,4095525143,347,,4095525171,233,9,,,,,,,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692191,10,1,1,1,9,4dhojk80ifrs6ax05725bala2,0,73.4,0,2023-03-13T08:59:03.664Z,2023-03-13T08:59:06Z,4095525487,212,13.6,4095525483,140,82.2,4095525489,213,0.8,4095525479,107,,4095525485,141,13.5,4095525481,56,Right,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692185,24,61,1,1,11,86pmsqvfhj3t45uo4osr9hks9,1,25.9,85.9,2023-03-13T08:59:05.486Z,2023-03-13T09:01:51Z,4095525459,56,Back,,,,,,,,,,,,,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692215,11,1,1,1,14,4dhojk80ifrs6ax05725bala2,1,76.9,6.8,2023-03-13T08:59:08.368Z,2023-03-13T08:59:10Z,4095525583,141,5.0,4095525587,213,3.2,4095525581,140,62.9,4095525585,212,14.8,4095525579,56,Right,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692225,12,1,1,1,15,4dhojk80ifrs6ax05725bala2,1,62.9,5,2023-03-13T08:59:09.888Z,2023-03-13T08:59:12Z,4095525639,140,46.8,4095525645,213,2.2,4095525637,56,Back,4095525643,212,30.1,4095525641,141,41.6,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692231,13,1,1,1,18,4dhojk80ifrs6ax05725bala2,1,46.9,44.6,2023-03-13T08:59:12.592Z,2023-03-13T08:59:13Z,4095525675,213,5.2,4095525669,140,48.9,4095525667,56,Back,4095525673,212,4.8,4095525671,141,38.3,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2519692247,14,1,1,1,19,4dhojk80ifrs6ax05725bala2,1,48.9,38.3,2023-03-13T08:59:13.823Z,2023-03-13T08:59:15Z,4095525725,212,10.7,4095525727,213,2.6,4095525719,56,Back,4095525723,141,46.1,4095525721,140,40.0,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
