id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,assist,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/20/id,qualifier/20/qualifierId,qualifier/18/value
2513323765,1,34,16,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-02-27T13:57:36.199Z,2023-02-27T13:57:36Z,4061789885,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4061789901,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4061789887,59,"21, 2, 33, 66, 6, 7, 26, 8, 11, 17, 99, 1, 5, 9, 14, 15, 22, 74",4061789897,194,74vr5grc65e8ogu008l764o2d,4061789895,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4061789899,197,7783,4061789891,130,18,4061789883,30,"812p4cjsthngn5glo3d7yzro5, 6lfh7umo99gfk2f23jbg6k3ro, 22a2q71mkijfu6koscvcmybit, 2urtsl9xa0plg4w80nr8z9tuy, 50pxsuw6rozz51fqz6phq4r8p, apa928m4vsbgdb20pvxjwdgix, d585rl5n1lyby0pzclz7ywokq, bw0h202lprp7jzdtp6hv78ixh, 74vr5grc65e8ogu008l764o2d, 2zgac47mjf4fife5es00y4h9m, 8ig76mb9fsq6r456o42fnactm, any4esejk79yct375aswisyqx, 6k2wxx0v0e60g1gtrio4xekmh, 5blgib9feku7hwyfe4qyla85x, 62cm6wselsnn3az1utbmdual0, c9eu4wnftgpmoo64onib4aaz8, au0u20e5h1p6yn4gsgcimjcnp, deo8agvy9lyt8xppcisqepxx",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513325361,1,34,16,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-02-27T14:04:03.296Z,2023-02-28T06:03:36Z,4061797743,130,8,4061797749,197,7789,4061797741,59,"21, 14, 2, 6, 45, 20, 27, 8, 9, 11, 10, 1, 7, 12, 17, 22, 33, 66",4061797739,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4061797751,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4061797737,30,"7wca6eqs9p0yfnopg1vuf9mg9, bngdqkl7quj4slkpv7iv4ty7e, 66yiyba5pr0e94lgjt1l3edw5, 9nd45rqvcb13poit54el416uh, 9ir50j29o8lz3mopyvwqhf55, d3gfht1nvvyogqkw6pujvchyh, 8glv4do5pgyuzsq9np0ftubxl, ajg3l6aivz51lhfsc7cick3x1, ax9f6iiirrjdhdj3cue6ok73d, bnuywmddfhmgf37fm8m53e73e, hn056q5dmwdhmp8vcb06hgph, dptyomb8hqciz4ae6o4735pt5, 9hvm2holhffxslajxxhozpk2d, acwul6zjezm8jopk2smtc1yhh, 2f0xad1wghxbjm4rgashsqw2d, chji5o97r5tw2lkqq9gq2vrbo, 8cowao0urqwdop1p42dt722vo, 7fdum5qr7w63uv8btpe4rqu50",4061797747,194,9ir50j29o8lz3mopyvwqhf55,4061797745,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330129,2,32,1,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-02-27T14:16:56.508Z,2023-02-27T14:16:59Z,4061820353,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330123,2,32,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-02-27T14:16:56.508Z,2023-03-03T15:53:40Z,4061820337,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330155,3,1,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,50,50,2023-02-27T14:16:56.608Z,2023-02-27T14:17:00Z,4061820485,140,34.6,4061820487,141,44.3,4061820505,189,,4061820493,279,S,4061820483,56,Back,4061820491,213,3.4,4061820489,212,16.6,,,,ax9f6iiirrjdhdj3cue6ok73d,Zeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330175,4,79,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,0,0,0,2023-02-27T14:16:56.633Z,2023-03-02T19:23:33Z,4061820565,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330483,5,79,1,0,1,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-02-27T14:16:57.896Z,2023-03-02T19:23:27Z,4061822031,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330493,6,1,1,0,50,dw7c1rdfrjt0ldijrpj6rzsqa,1,34.9,35.5,2023-02-27T14:17:47.472Z,2023-03-03T16:01:07Z,4061822091,213,1.2,4061822089,212,24.0,4061822083,56,Back,4061822085,140,42.4,4061822087,141,68.8,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330515,7,1,1,0,52,dw7c1rdfrjt0ldijrpj6rzsqa,1,46.6,61.6,2023-02-27T14:17:49.263Z,2023-03-03T16:01:07Z,4061822213,56,Back,4061822219,212,17.3,4061822221,213,2.0,4061822215,140,40.0,4061822217,141,84.9,,,,,,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330551,8,1,1,0,55,dw7c1rdfrjt0ldijrpj6rzsqa,1,56.3,93.2,2023-02-27T14:17:51.824Z,2023-03-03T16:01:07Z,4061822467,212,13.7,4061822461,56,Back,4061822465,141,84.4,4061822469,213,3.6,4061822463,140,44.6,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330557,9,1,1,1,3,dw7c1rdfrjt0ldijrpj6rzsqa,1,55.6,73,2023-02-27T14:17:59.936Z,2023-03-03T16:01:06Z,4061822497,56,Left,4061822505,213,1.4,4061822503,212,13.4,4061822499,140,58.4,4061822501,141,92.3,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330565,10,1,1,1,4,dw7c1rdfrjt0ldijrpj6rzsqa,1,57.7,91.4,2023-02-27T14:18:00.896Z,2023-03-03T16:01:06Z,4061822539,212,7.9,4061822541,213,3.8,4061822533,56,Left,4061822537,141,84.1,4061822535,140,51.8,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330593,11,1,1,1,5,dw7c1rdfrjt0ldijrpj6rzsqa,1,55.4,83.3,2023-02-27T14:18:02.272Z,2023-03-03T16:01:06Z,4061822663,213,2.2,4061822659,141,90.5,4061822655,56,Left,4061822657,140,51.8,4061822661,212,6.2,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513330633,12,1,1,1,8,dw7c1rdfrjt0ldijrpj6rzsqa,1,43.6,82.1,2023-02-27T14:18:04.912Z,2023-03-03T16:01:05Z,4061822839,56,Back,4061822847,212,25.6,4061822841,140,34.2,4061822849,213,4.3,4061822843,141,47.3,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
