id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,keyPass,qualifier/15/value
2539484717,9,1,1,0,16,25yplfulilqz11lp1qbii7sf3,1,18.9,89.9,2023-04-26T14:24:54.038Z,2023-04-26T14:24:56Z,4221449353,56,Back,4221449357,141,90.6,4221449355,140,41.6,4221449351,155,,4221449359,212,23.8,4221449361,213,0.0,,,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484723,10,1,1,0,18,25yplfulilqz11lp1qbii7sf3,0,44.2,90.2,2023-04-26T14:24:56.222Z,2023-04-26T14:26:42Z,4221452213,168,,4221449383,3,,4221449387,140,54.9,4221449385,56,Center,4221449393,213,5.6,4221449389,141,75.9,4221449391,212,14.9,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484721,3,61,1,0,19,dw7c1rdfrjt0ldijrpj6rzsqa,1,44.5,33,2023-04-26T14:24:56.601Z,2023-04-26T14:26:47Z,4221449377,56,Back,,,,,,,,,,,,,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484725,11,43,1,0,20,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-04-26T14:24:57.991Z,2023-04-26T14:27:07Z,4221452891,144,61,4221449401,56,Center,,,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484729,4,49,1,0,21,dw7c1rdfrjt0ldijrpj6rzsqa,1,42.2,34.9,2023-04-26T14:24:58.993Z,2023-04-26T14:24:59Z,,,,,,,,,,,,,,,,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484737,12,43,1,0,21,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-04-26T14:24:59.422Z,2023-04-26T14:25:01Z,4221449435,56,Center,4221449489,144,61,,,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484775,5,1,1,0,22,dw7c1rdfrjt0ldijrpj6rzsqa,1,37.2,40.1,2023-04-26T14:24:59.664Z,2023-04-26T14:25:04Z,4221449559,212,19.8,4221449551,56,Back,4221449553,140,38.4,4221449563,213,1.5,4221449555,141,69.1,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484789,6,1,1,0,26,dw7c1rdfrjt0ldijrpj6rzsqa,1,42.3,75.3,2023-04-26T14:25:04.096Z,2023-04-26T14:25:06Z,4221449621,141,68.7,4221449617,56,Back,4221449625,213,4.8,4221449619,140,42.8,4221449623,212,4.5,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484815,7,1,1,0,28,dw7c1rdfrjt0ldijrpj6rzsqa,1,42.5,67,2023-04-26T14:25:06.400Z,2023-04-26T14:25:11Z,4221449783,213,5.0,4221449777,140,46.1,4221449781,212,14.5,4221449779,141,46.4,4221449775,56,Back,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484823,8,1,1,0,33,dw7c1rdfrjt0ldijrpj6rzsqa,1,44.2,33.3,2023-04-26T14:25:10.928Z,2023-04-26T14:25:14Z,4221449835,140,60.4,4221449837,141,6.5,4221449833,56,Right,4221449841,213,5.5,4221449839,212,24.9,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484827,9,1,1,0,37,dw7c1rdfrjt0ldijrpj6rzsqa,0,53.4,5.8,2023-04-26T14:25:14.576Z,2023-04-26T14:25:17Z,4221449851,140,53.0,4221449897,233,13,4221449901,286,,4221449895,236,,4221449857,213,1.8,4221449853,141,8.3,4221449849,56,Right,4221449855,212,1.8,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484831,13,74,1,0,37,25yplfulilqz11lp1qbii7sf3,1,50.6,88.3,2023-04-26T14:25:14.577Z,2023-04-26T14:36:57Z,4221449877,285,,4221449915,233,9,4221449875,56,Left,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484841,14,49,1,0,40,25yplfulilqz11lp1qbii7sf3,1,59.9,81.1,2023-04-26T14:25:17.798Z,2023-04-26T14:25:17Z,,,,,,,,,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484859,15,1,1,0,40,25yplfulilqz11lp1qbii7sf3,1,59.9,81.1,2023-04-26T14:25:17.822Z,2023-04-26T14:25:19Z,4221450011,213,0.2,4221450009,212,12.1,4221450007,141,85.4,4221450003,140,71.1,4221449999,56,Left,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484863,16,3,1,0,42,25yplfulilqz11lp1qbii7sf3,0,74.9,85,2023-04-26T14:25:19.654Z,2023-04-26T14:25:23Z,4221450029,286,,4221450027,56,Left,4221450075,233,10,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484869,10,7,1,0,42,dw7c1rdfrjt0ldijrpj6rzsqa,0,25.1,15,2023-04-26T14:25:19.655Z,2023-04-26T14:25:22Z,4221450039,56,Back,4221450049,233,16,4221450041,285,,,,,,,,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484867,17,61,1,0,44,25yplfulilqz11lp1qbii7sf3,1,73.6,84.5,2023-04-26T14:25:21.665Z,2023-04-26T14:25:21Z,4221450037,56,Left,,,,,,,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484875,11,49,1,0,44,dw7c1rdfrjt0ldijrpj6rzsqa,1,21.3,21.3,2023-04-26T14:25:22.464Z,2023-04-26T14:25:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484895,12,1,1,0,45,dw7c1rdfrjt0ldijrpj6rzsqa,1,22.2,22.7,2023-04-26T14:25:22.977Z,2023-04-26T14:25:25Z,4221450159,56,Back,4221450161,140,18.8,4221450165,212,14.9,4221450167,213,1.8,4221450163,141,44.0,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484911,13,1,1,0,47,dw7c1rdfrjt0ldijrpj6rzsqa,1,8.4,37.4,2023-04-26T14:25:25.073Z,2023-04-26T14:25:28Z,4221450253,56,Back,4221450257,141,54.0,4221450259,212,12.9,4221450255,140,2.5,4221450261,213,2.1,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484937,14,1,1,0,50,dw7c1rdfrjt0ldijrpj6rzsqa,1,5,55.8,2023-04-26T14:25:28.384Z,2023-04-26T14:25:32Z,4221450407,140,24.4,4221450405,56,Back,4221450413,213,0.7,4221450409,141,83.5,4221450411,212,27.7,,,,,,,,,,7wca6eqs9p0yfnopg1vuf9mg9,Hwang In-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484959,15,1,1,0,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,26.6,85.4,2023-04-26T14:25:32.032Z,2023-04-26T14:25:34Z,4221450523,140,30.5,4221450527,212,9.9,4221450521,56,Back,4221450529,213,5.1,4221450525,141,72.1,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539484991,16,1,1,0,57,dw7c1rdfrjt0ldijrpj6rzsqa,1,31.9,69.6,2023-04-26T14:25:34.673Z,2023-04-26T14:25:39Z,4221450659,56,Back,4221450661,140,31.1,4221450665,212,18.5,4221450667,213,4.7,4221450663,141,42.4,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485009,17,1,1,1,1,dw7c1rdfrjt0ldijrpj6rzsqa,1,31,43.3,2023-04-26T14:25:39.440Z,2023-04-26T14:25:43Z,4221450761,141,32.7,4221450763,212,10.3,4221450757,56,Back,4221450759,140,38.0,4221450765,213,5.5,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485025,18,1,1,1,5,dw7c1rdfrjt0ldijrpj6rzsqa,1,37.7,34.6,2023-04-26T14:25:42.912Z,2023-04-26T14:25:45Z,4221450829,212,19.6,4221450823,56,Back,4221450827,141,62.7,4221450825,140,33.7,4221450831,213,1.8,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485049,19,1,1,1,7,dw7c1rdfrjt0ldijrpj6rzsqa,1,33.7,64.2,2023-04-26T14:25:45.281Z,2023-04-26T14:25:49Z,4221450979,141,97.7,4221450981,212,31.3,4221450983,213,0.8,4221450977,140,54.2,4221450975,56,Left,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485067,20,1,1,1,12,dw7c1rdfrjt0ldijrpj6rzsqa,1,54.6,95.9,2023-04-26T14:25:49.713Z,2023-04-26T14:25:53Z,4221451091,213,4.0,4221451085,140,40.0,4221451089,212,22.8,4221451087,141,71.1,4221451083,56,Back,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485087,21,1,1,1,15,dw7c1rdfrjt0ldijrpj6rzsqa,1,44.7,67.2,2023-04-26T14:25:53.008Z,2023-04-26T14:25:56Z,4221451175,56,Back,4221451177,140,45.0,4221451183,213,4.7,4221451181,212,15.2,4221451179,141,44.9,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485101,22,1,1,1,18,dw7c1rdfrjt0ldijrpj6rzsqa,1,45,30.4,2023-04-26T14:25:56.449Z,2023-04-26T14:25:59Z,4221451257,140,63.2,4221451263,213,5.6,4221451255,56,Right,4221451259,141,9.4,4221451261,212,23.9,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485109,23,1,1,1,21,dw7c1rdfrjt0ldijrpj6rzsqa,0,64.2,6.8,2023-04-26T14:25:59.232Z,2023-04-26T14:26:05Z,4221451313,140,77.2,4221451317,212,13.7,4221451319,213,0.0,4221451311,56,Right,4221451315,141,7.3,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485113,24,43,1,1,23,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-26T14:26:01.072Z,2023-04-26T14:26:04Z,4221451329,286,0,4221451327,56,Right,4221451439,144,50,,,,,,,,,,,,,,,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485127,18,8,1,1,23,25yplfulilqz11lp1qbii7sf3,1,18.7,87.8,2023-04-26T14:26:01.302Z,2023-04-26T14:31:13Z,4221451411,56,Back,,,,,,,,,,,,,,,,,,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539486489,59,61,1,1,26,25yplfulilqz11lp1qbii7sf3,1,20.2,91.9,2023-04-26T14:26:03.648Z,2023-04-26T14:31:27Z,4221459627,56,Back,,,,,,,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485133,19,43,1,1,27,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-04-26T14:26:04.670Z,2023-04-26T14:30:09Z,4221451441,56,Back,4221457395,144,61,,,,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485149,20,5,1,1,28,25yplfulilqz11lp1qbii7sf3,0,23.4,101.6,2023-04-26T14:26:06.129Z,2023-04-26T14:36:53Z,4221451521,233,25,4221451501,56,Back,4221459763,361,,4221451503,347,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485143,25,5,1,1,28,dw7c1rdfrjt0ldijrpj6rzsqa,1,76.6,-1.6,2023-04-26T14:26:06.129Z,2023-04-26T14:31:29Z,4221451475,56,Right,4221451505,233,20,4221451477,347,,4221459735,361,,,,,,,,,,,,,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485167,26,1,1,1,30,dw7c1rdfrjt0ldijrpj6rzsqa,1,73.6,0,2023-04-26T14:26:08.208Z,2023-04-26T14:26:11Z,4221451605,140,61.2,4221451611,213,2.8,4221451603,56,Right,4221451607,141,5.8,4221451601,107,,4221451609,212,14.1,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485181,27,1,1,1,33,dw7c1rdfrjt0ldijrpj6rzsqa,1,59.1,11.1,2023-04-26T14:26:11.520Z,2023-04-26T14:26:15Z,4221451701,141,40.7,4221451699,140,53.0,4221451705,213,1.9,4221451697,56,Center,4221451703,212,21.1,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485189,28,1,1,1,37,dw7c1rdfrjt0ldijrpj6rzsqa,1,53,40.7,2023-04-26T14:26:15.218Z,2023-04-26T14:26:17Z,4221451757,140,52.9,4221451759,141,65.7,4221451755,56,Center,4221451761,212,17.0,4221451763,213,1.6,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485197,29,1,1,1,40,dw7c1rdfrjt0ldijrpj6rzsqa,0,56,66.7,2023-04-26T14:26:17.617Z,2023-04-26T14:26:20Z,4221451809,56,Center,4221451819,1,,4221451811,140,87.8,4221451815,212,40.8,4221451807,155,,4221451817,213,5.7,4221451813,141,32.1,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485213,21,12,1,1,43,25yplfulilqz11lp1qbii7sf3,1,10.8,69.4,2023-04-26T14:26:21.406Z,2023-04-26T14:32:29Z,4221451891,212,14.7,4221461129,15,,4221451889,141,88.3,4221451885,56,Back,4221451893,213,1.1,4221451887,140,17.5,,,,,,,c75jawwqkzeeuok8x8jp590yc,Lee Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485227,30,1,1,1,46,dw7c1rdfrjt0ldijrpj6rzsqa,1,79.2,7.3,2023-04-26T14:26:24.032Z,2023-04-26T14:26:27Z,4221451997,140,66.2,4221451999,141,17.6,4221451995,56,Right,4221452001,212,15.3,4221452003,213,2.7,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485235,31,1,1,1,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,67.4,18.5,2023-04-26T14:26:26.960Z,2023-04-26T14:26:29Z,4221452045,212,14.9,4221452039,56,Center,4221452043,141,38.0,4221452047,213,1.1,4221452041,140,73.8,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485237,32,1,1,1,51,dw7c1rdfrjt0ldijrpj6rzsqa,0,73.8,38,2023-04-26T14:26:29.360Z,2023-04-26T14:34:07Z,4221452057,56,Center,4221452059,140,78.3,4221452065,213,5.2,4221452061,141,24.3,4221452063,212,10.4,,,,,,,,,,8cowao0urqwdop1p42dt722vo,Lee Ho-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485239,22,8,1,1,52,25yplfulilqz11lp1qbii7sf3,1,29.9,62,2023-04-26T14:26:29.950Z,2023-04-26T14:33:25Z,4221452069,56,Back,,,,,,,,,,,,,,,,,,,,,,4z3rcjk4s1tco4fkowyge47p,D. Bulthuis,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485243,23,49,1,1,53,25yplfulilqz11lp1qbii7sf3,1,23.8,90.8,2023-04-26T14:26:31.030Z,2023-04-26T14:26:31Z,,,,,,,,,,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485245,24,1,1,1,54,25yplfulilqz11lp1qbii7sf3,0,23.1,93,2023-04-26T14:26:31.863Z,2023-04-26T14:26:34Z,4221452089,141,91.1,4221452091,212,3.3,4221452127,286,,4221452123,233,33,4221452087,140,20.2,4221452093,213,3.5,4221452085,56,Back,4221452121,236,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485249,33,74,1,1,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,78.3,6.1,2023-04-26T14:26:31.864Z,2023-04-26T14:36:57Z,4221452129,233,24,4221452113,56,Right,4221452115,285,,,,,,,,,,,,,,,,,6zk7quf12qk6pvyiv68zt1kb8,Cho Jae-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485251,25,5,1,1,57,25yplfulilqz11lp1qbii7sf3,1,21.7,101.6,2023-04-26T14:26:34.752Z,2023-04-26T14:36:53Z,4221452159,233,34,4221452119,347,,4221452117,56,Back,,,,,,,,,,,,,,,,72uvhqf52slu7tjs4r8djibmy,Jeon Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2539485253,34,5,1,1,57,dw7c1rdfrjt0ldijrpj6rzsqa,0,78.3,-1.6,2023-04-26T14:26:34.752Z,2023-04-26T14:26:36Z,4221452135,347,,4221452147,233,25,4221452133,56,Right,,,,,,,,,,,,,,,,acwul6zjezm8jopk2smtc1yhh,Kim Seung-Dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
