id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,keyPass,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2546497263,1,34,16,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-05-10T06:42:49.689Z,2023-05-10T06:43:27Z,4265752679,197,15311,4265752677,194,68ipkee8liqja0vaxm5hp3gt1,4265752675,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4265752681,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4265752667,30,"4cih000f65u36i7fm1sn0fob9, 2t5jagwu3ghwwkz2r63tkfis5, 68ipkee8liqja0vaxm5hp3gt1, 8683grc2e0vttdmqococp9iw9, 7g27aztcta6kcxevz44b8lv4l, 53ii8a2tn0kbcxyp0hfqhu02d, 9fg0am5mvsr9u9wu2m4nf9ii1, 5osl9hgarpoek3ici17bq3nqh, 8sc2xigysl1ueogyivxyj0hqt, aka1ddwszmv6g7etcelkjgup6, f476eflmv1tojfcufu59inf56, dfgaeb2ty9rt168zsbru4t3v9, 3nicdpsg0eal2r2f4m3oyycb9, 5wa2awnwsayrocgxs9d00p1p1, e3n0w0p4dvfax1b6bfk2qlex, biv5sbz8pcwic5vb8k0zc3tnt, 16ibszyes8xs923koupcul08a, df7n0r366r77ujzxdedwcomol",4265752669,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4265752671,59,"21, 23, 13, 24, 44, 19, 11, 6, 18, 29, 17, 1, 9, 10, 15, 22, 26, 27",4265752673,130,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546498673,1,34,16,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-05-10T06:50:06.466Z,2023-05-10T06:50:06Z,4265759047,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4265759049,194,efi5ryymu8cvxdp3rnrk0gct1,4265759039,30,"6h3wqtfn2mmenany8bwqeges5, efi5ryymu8cvxdp3rnrk0gct1, 39if24afmrxwterxd4uv665sl, e1dd7mmkckdxq9zv1zlp18out, 54wwllrm62wwim96tte369xp1, 2sds2sehq07afh2cfoctbj651, bf02taewqoelgq18ul1nlkkb9, 2a304ugyodhumio0ytku7hhm2, 1446yq80h9yahbdxxmkje7384, 8sobgcp6sk25isz412rykigo9, mvn1u3p4yeecbjobvsuontp0, epwuhrr3ub0acxh16j6m0ynrp, 1ljv0c7ibkdetodpptwowgru1, lfe406p9mh0c4z6sbehkq4fd, cyp54741s3j0xpkfoezl86cix, 7efpo3cgov4wnomp27wkanrpw, 8mzlaxcpow2u6eoi19slmzoix, byv2xgoetylx6ow3yrshm4q2",4265759045,130,13,4265759051,197,7001,4265759041,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4265759053,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4265759043,59,"1, 23, 22, 20, 2, 5, 8, 4, 35, 88, 7, 6, 10, 11, 13, 19, 21, 31",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500889,2,32,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-05-10T07:01:59.035Z,2023-05-10T07:01:59Z,4265768711,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500893,2,32,1,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-05-10T07:01:59.035Z,2023-05-10T07:02:00Z,4265768737,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500901,3,1,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,49.8,50,2023-05-10T07:01:59.135Z,2023-05-10T07:02:01Z,4265768759,140,37.1,4265768757,56,Back,4265768761,141,50.0,4265768767,213,3.1,4265768769,279,S,4265768763,212,13.3,,,,,,,8sc2xigysl1ueogyivxyj0hqt,Joo Min-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500919,4,1,1,0,2,86pmsqvfhj3t45uo4osr9hks9,1,39,56.6,2023-05-10T07:02:01.128Z,2023-05-10T07:02:04Z,4265768849,212,23.7,4265768847,141,91.5,4265768851,213,1.6,4265768843,56,Back,4265768845,140,38.5,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500929,5,1,1,0,5,86pmsqvfhj3t45uo4osr9hks9,1,36.3,87.1,2023-05-10T07:02:04.728Z,2023-05-10T07:02:07Z,4265768917,213,4.2,4265768911,140,28.1,4265768909,56,Back,4265768913,141,66.3,4265768915,212,16.6,,,,,,,,,,68ipkee8liqja0vaxm5hp3gt1,Lee Myung-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500941,6,1,1,0,8,86pmsqvfhj3t45uo4osr9hks9,1,28.7,61.7,2023-05-10T07:02:07.256Z,2023-05-10T07:02:09Z,4265768977,56,Back,4265768983,212,16.3,4265768979,140,28.7,4265768985,213,4.7,4265768981,141,37.7,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546500971,7,1,1,0,10,86pmsqvfhj3t45uo4osr9hks9,1,33.2,36.1,2023-05-10T07:02:09.736Z,2023-05-10T07:02:14Z,4265769095,56,Back,4265769101,212,23.8,4265769099,141,4.1,4265769097,140,42.3,4265769103,213,5.1,,,,,,,,,,7g27aztcta6kcxevz44b8lv4l,Kim Kee-Hee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546501001,8,1,1,0,15,86pmsqvfhj3t45uo4osr9hks9,1,45.6,7.9,2023-05-10T07:02:14.600Z,2023-05-10T07:02:22Z,4265769251,140,34.0,4265769249,56,Back,4265769257,213,2.3,4265769255,212,17.6,4265769253,141,26.5,,,,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
