id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,keyPass,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/15/value,qualifier/8/value,assist,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515724945,9,1,1,0,18,92h5si20tnxjtg4hj8cs97bpw,1,23.9,56.6,2023-03-05T07:56:18.183Z,2023-03-05T07:56:22Z,4074513947,213,4.8,4074513941,140,24.9,4074513945,212,18.3,4074513939,56,Back,4074513943,141,29.8,,,,,,,,,,5wb9s5dpfmmijb96ck56o3pp1,Lim Chai-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724947,10,1,1,0,23,92h5si20tnxjtg4hj8cs97bpw,0,25.9,23.4,2023-03-05T07:56:22.328Z,2023-03-05T07:56:22Z,4074513955,140,38.3,4074513953,56,Back,4074513959,212,13.7,4074513957,141,29.7,4074513951,155,,4074513961,213,0.3,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724949,3,8,1,0,23,19auwjswq9camwpb4u14a6tp5,1,61.8,66.4,2023-03-05T07:56:23.154Z,2023-03-05T07:56:23Z,4074513967,56,Center,,,,,,,,,,,,,,,,,,,,,,bw0h202lprp7jzdtp6hv78ixh,Marcos Serrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724967,4,1,1,0,26,19auwjswq9camwpb4u14a6tp5,1,59.5,62.1,2023-03-05T07:56:25.281Z,2023-03-05T07:56:28Z,4074514045,213,5.7,4074514039,140,65.5,4074514043,212,7.5,4074514041,141,56.1,4074514037,56,Center,,,,,,,,,,62cm6wselsnn3az1utbmdual0,Park Se-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724971,5,61,1,0,27,19auwjswq9camwpb4u14a6tp5,0,65.5,56.1,2023-03-05T07:56:26.354Z,2023-03-05T07:57:08Z,4074514059,56,Center,,,,,,,,,,,,,,,,,,,,,,74vr5grc65e8ogu008l764o2d,Cesinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724965,11,1,1,0,27,92h5si20tnxjtg4hj8cs97bpw,0,29.6,44.6,2023-03-05T07:56:26.984Z,2023-03-05T07:56:27Z,4074514025,141,44.9,4074514029,213,0.1,4074514023,140,32.5,4074514019,3,,4074514021,56,Back,4074514027,212,3.1,,,,,,,5wb9s5dpfmmijb96ck56o3pp1,Lim Chai-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724977,6,61,1,0,30,19auwjswq9camwpb4u14a6tp5,1,65.5,55.5,2023-03-05T07:56:29.709Z,2023-03-05T07:56:29Z,4074514069,56,Center,,,,,,,,,,,,,,,,,,,,,,74vr5grc65e8ogu008l764o2d,Cesinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725217,23,49,1,0,31,19auwjswq9camwpb4u14a6tp5,1,65.1,33,2023-03-05T07:56:30.620Z,2023-03-05T07:58:03Z,,,,,,,,,,,,,,,,,,,,,,,,,62cm6wselsnn3az1utbmdual0,Park Se-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724991,7,1,1,0,31,19auwjswq9camwpb4u14a6tp5,1,65.8,37,2023-03-05T07:56:30.832Z,2023-03-05T07:56:33Z,4074514105,140,72.9,4074514109,212,7.6,4074514103,56,Center,4074514107,141,39.2,4074514111,213,0.2,,,,,,,,,,62cm6wselsnn3az1utbmdual0,Park Se-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515724997,8,1,1,0,33,19auwjswq9camwpb4u14a6tp5,1,75.8,29.7,2023-03-05T07:56:33.121Z,2023-03-05T07:56:34Z,4074514135,141,4.1,4074514139,213,4.8,4074514133,140,77.4,4074514131,56,Right,4074514137,212,17.5,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725007,9,1,1,0,35,19auwjswq9camwpb4u14a6tp5,1,78,3.5,2023-03-05T07:56:34.865Z,2023-03-05T07:56:37Z,4074514169,140,78.2,4074514173,212,9.3,4074514175,213,1.5,4074514167,56,Right,4074514171,141,17.1,,,,,,,,,,6k2wxx0v0e60g1gtrio4xekmh,Jang Sung-won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725009,10,50,1,0,37,19auwjswq9camwpb4u14a6tp5,1,76,14.3,2023-03-05T07:56:36.945Z,2023-03-05T07:56:41Z,4074514179,56,Right,4074514181,286,,4074514243,233,12,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725017,12,7,1,0,37,92h5si20tnxjtg4hj8cs97bpw,1,24,85.7,2023-03-05T07:56:36.946Z,2023-03-05T07:58:52Z,4074514223,56,Back,4074514225,285,,4074514233,233,10,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725051,14,1,1,0,42,92h5si20tnxjtg4hj8cs97bpw,1,20.7,94.1,2023-03-05T07:56:41.414Z,2023-03-05T07:56:47Z,4074514365,56,Back,4074514373,213,0.0,4074514369,141,94.4,4074514371,212,8.3,4074514367,140,28.6,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725021,13,49,1,0,43,92h5si20tnxjtg4hj8cs97bpw,1,20.7,94.1,2023-03-05T07:56:42.984Z,2023-03-05T07:58:50Z,,,,,,,,,,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725053,15,4,1,0,44,92h5si20tnxjtg4hj8cs97bpw,1,29.8,95.6,2023-03-05T07:56:43.873Z,2023-03-05T07:56:48Z,4074514387,265,,4074514381,13,,4074514385,152,,4074514383,56,Back,4074514395,233,11,4074514389,285,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725037,11,4,1,0,44,19auwjswq9camwpb4u14a6tp5,0,70.2,4.4,2023-03-05T07:56:43.874Z,2023-03-05T07:56:48Z,4074514403,233,15,4074514309,152,,4074514311,265,,4074514307,56,Right,4074514313,286,,4074514303,13,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725069,16,1,1,0,54,92h5si20tnxjtg4hj8cs97bpw,1,32,90.9,2023-03-05T07:56:53.767Z,2023-03-05T07:56:56Z,4074514501,212,24.9,4074514503,213,3.7,4074514495,56,Back,4074514491,5,,4074514499,141,72.4,4074514497,140,11.5,4074514493,152,,,,,99yrscdrulo9rty85p06mclat,Chung Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725081,17,2,1,0,56,92h5si20tnxjtg4hj8cs97bpw,1,10.8,72.9,2023-03-05T07:56:55.976Z,2023-03-05T08:01:31Z,4074514553,140,59.8,4074514551,56,Center,4074514561,1,,4074514555,141,78.8,4074518207,7,3r0e8d9wswt7ygyc46es0u12h,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725087,12,55,1,0,56,19auwjswq9camwpb4u14a6tp5,1,40.8,21,2023-03-05T07:56:55.977Z,2023-03-05T09:56:59Z,4074518339,189,,,,,,,,,,,,,,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725085,18,43,1,1,1,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-05T07:57:00.264Z,2023-03-05T08:01:40Z,4074514589,233,12,4074514573,56,Left,4074514575,286,0,4074518425,144,44,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725107,19,43,1,1,1,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-05T07:57:00.788Z,2023-03-05T08:01:43Z,4074514699,56,Center,4074514703,141,78.4,4074514705,3,0,4074518449,144,2,4074514697,7,141950,4074514701,140,63.6,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725101,13,43,1,1,1,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-03-05T07:57:01.065Z,2023-03-05T08:01:44Z,4074518485,144,55,,,,,,,,,,,,,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725109,14,1,1,1,11,19auwjswq9camwpb4u14a6tp5,1,38.1,39.1,2023-03-05T07:57:10.913Z,2023-03-05T07:57:12Z,4074514711,56,Left,4074514717,212,37.4,4074514707,5,,4074514721,1,,4074514719,213,1.2,4074514709,241,,4074514713,140,51.4,4074514715,141,90.2,50pxsuw6rozz51fqz6phq4r8p,Hong Jeong-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725113,15,1,1,1,12,19auwjswq9camwpb4u14a6tp5,1,54.9,90.8,2023-03-05T07:57:12.161Z,2023-03-05T07:57:13Z,4074514739,141,66.6,4074514743,213,4.6,4074514735,56,Center,4074514741,212,16.6,4074514737,140,52.9,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725125,16,1,1,1,13,19auwjswq9camwpb4u14a6tp5,1,52.9,66.6,2023-03-05T07:57:13.057Z,2023-03-05T07:57:16Z,4074514797,213,6.1,4074514791,140,61.0,4074514793,141,64.3,4074514789,56,Center,4074514795,212,8.6,,,,,,,,,,bw0h202lprp7jzdtp6hv78ixh,Marcos Serrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725127,17,3,1,1,15,19auwjswq9camwpb4u14a6tp5,0,59.8,67.6,2023-03-05T07:57:15.159Z,2023-03-05T08:03:14Z,4074514803,286,,4074514801,56,Center,4074520347,233,20,,,,,,,,,,,,,,,,74vr5grc65e8ogu008l764o2d,Cesinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725123,20,7,1,1,15,92h5si20tnxjtg4hj8cs97bpw,1,40.2,32.4,2023-03-05T07:57:15.160Z,2023-03-05T08:03:26Z,4074514785,56,Back,4074514813,233,17,4074514787,285,,,,,,,,,,,,,,,,,68axkq2o9fe65ew80jtj0xxp1,Lee Chang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726865,104,1,1,1,16,92h5si20tnxjtg4hj8cs97bpw,0,51.9,39.6,2023-03-05T07:57:15.360Z,2023-03-05T08:04:09Z,4074521259,213,1.1,4074521251,56,Center,4074521257,212,11.1,4074521253,140,57.1,4074521255,141,53.8,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725147,18,1,1,1,22,19auwjswq9camwpb4u14a6tp5,0,43.7,41.3,2023-03-05T07:57:21.522Z,2023-03-05T07:57:22Z,4074514897,56,Back,4074514903,212,41.0,4074514905,213,1.6,4074514899,140,42.6,4074514901,141,100.0,4074514907,1,,4074514895,157,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725151,19,5,1,1,22,19auwjswq9camwpb4u14a6tp5,0,45.5,101.5,2023-03-05T07:57:22.197Z,2023-03-05T07:57:24Z,4074514915,347,,4074514943,233,21,4074514913,56,Back,,,,,,,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725155,21,5,1,1,22,92h5si20tnxjtg4hj8cs97bpw,1,54.5,-1.5,2023-03-05T07:57:22.197Z,2023-03-05T09:57:01Z,4074514939,233,19,4074514923,347,,4074514921,56,Right,,,,,,,,,,,,,,,,68axkq2o9fe65ew80jtj0xxp1,Lee Chang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725201,22,1,1,1,39,92h5si20tnxjtg4hj8cs97bpw,0,58,0,2023-03-05T07:57:38.502Z,2023-03-05T07:57:41Z,4074515127,56,Right,4074515129,140,71.0,4074515135,213,0.7,4074515131,141,16.7,4074515133,212,18.4,4074515125,107,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725199,20,44,1,1,41,19auwjswq9camwpb4u14a6tp5,1,27.6,83,2023-03-05T07:57:40.355Z,2023-03-05T08:04:41Z,4074515119,56,Back,4074515121,285,,4074515147,233,23,,,,,,,,,,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725203,23,44,1,1,41,92h5si20tnxjtg4hj8cs97bpw,0,72.4,17,2023-03-05T07:57:40.356Z,2023-03-05T07:57:42Z,4074515143,56,Right,4074515145,286,,4074515151,233,20,,,,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725205,21,1,1,1,41,19auwjswq9camwpb4u14a6tp5,1,26,84.5,2023-03-05T07:57:40.626Z,2023-03-05T08:04:45Z,4074515157,56,Back,4074515161,141,85.9,4074515155,3,,4074515165,213,0.1,4074515159,140,32.3,4074515163,212,6.7,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727419,78,49,1,1,42,19auwjswq9camwpb4u14a6tp5,1,28.2,77.1,2023-03-05T07:57:41.290Z,2023-03-05T08:05:46Z,,,,,,,,,,,,,,,,,,,,,,,,,bw0h202lprp7jzdtp6hv78ixh,Marcos Serrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727423,79,1,1,1,42,19auwjswq9camwpb4u14a6tp5,1,31.6,79.1,2023-03-05T07:57:41.450Z,2023-03-05T08:05:48Z,4074523587,140,27.8,4074523589,141,67.8,4074523593,213,4.2,4074523585,56,Back,4074523591,212,8.7,,,,,,,,,,bw0h202lprp7jzdtp6hv78ixh,Marcos Serrato,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725209,22,1,1,1,42,19auwjswq9camwpb4u14a6tp5,0,26.9,75.6,2023-03-05T07:57:41.889Z,2023-03-05T08:06:38Z,4074515179,140,38.7,4074515181,141,81.8,4074515177,56,Back,4074515183,212,13.1,4074515185,213,0.3,,,,,,,,,,62cm6wselsnn3az1utbmdual0,Park Se-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727751,87,50,1,1,43,19auwjswq9camwpb4u14a6tp5,1,32.4,75.6,2023-03-05T07:57:42.404Z,2023-03-05T08:07:27Z,4074525405,233,24,4074524719,285,,4074524717,56,Back,,,,,,,,,,,,,,,,5blgib9feku7hwyfe4qyla85x,Edgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725225,24,7,1,1,43,92h5si20tnxjtg4hj8cs97bpw,1,67.6,24.4,2023-03-05T07:57:42.405Z,2023-03-05T08:07:30Z,4074525395,56,Center,4074525399,233,87,4074525397,286,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727753,88,43,1,1,43,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-03-05T07:57:42.563Z,2023-03-05T08:07:18Z,4074525103,285,0,4074525101,56,Back,4074525263,144,7,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725227,25,1,1,1,45,92h5si20tnxjtg4hj8cs97bpw,1,63.2,33.2,2023-03-05T07:57:45.125Z,2023-03-05T08:07:43Z,4074525733,213,5.7,4074525725,56,Center,4074525731,212,7.2,4074525727,140,68.7,4074525729,141,27.0,,,,,,,,,,68axkq2o9fe65ew80jtj0xxp1,Lee Chang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725231,26,49,1,1,47,92h5si20tnxjtg4hj8cs97bpw,1,65.5,23.3,2023-03-05T07:57:47.030Z,2023-03-05T08:07:59Z,,,,,,,,,,,,,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725239,27,1,1,1,48,92h5si20tnxjtg4hj8cs97bpw,1,65.1,22.1,2023-03-05T07:57:47.513Z,2023-03-05T08:08:01Z,4074515265,140,55.0,4074515269,212,13.0,4074515263,56,Right,4074515267,141,11.1,4074515271,213,3.8,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515728389,157,1,1,1,49,92h5si20tnxjtg4hj8cs97bpw,1,71.2,23.7,2023-03-05T07:57:48.336Z,2023-03-05T08:08:44Z,4074527125,141,16.5,4074527121,56,Right,4074527129,213,3.7,4074527127,212,9.5,4074527123,140,63.5,,,,,,,,,,bqhazt8seel1clbtwmgacty50,Ji Sang-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725243,28,1,1,1,50,92h5si20tnxjtg4hj8cs97bpw,1,54.6,11.4,2023-03-05T07:57:49.384Z,2023-03-05T07:57:50Z,4074515287,141,17.7,4074515291,213,2.9,4074515283,56,Back,4074515289,212,19.8,4074515285,140,36.2,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515725247,29,1,1,1,51,92h5si20tnxjtg4hj8cs97bpw,1,36.2,17.3,2023-03-05T07:57:50.424Z,2023-03-05T07:57:52Z,4074515311,212,18.4,4074515307,140,52.5,4074515309,141,7.4,4074515313,213,5.9,4074515305,56,Right,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
