id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2530899167,1,34,16,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-09T09:05:07.859Z,2023-04-09T09:43:50Z,4175724973,130,2,4175724979,197,7789,4175724967,30,"7wca6eqs9p0yfnopg1vuf9mg9, bngdqkl7quj4slkpv7iv4ty7e, 66yiyba5pr0e94lgjt1l3edw5, ajg3l6aivz51lhfsc7cick3x1, 9ir50j29o8lz3mopyvwqhf55, 5yrl9rtx98ww9b5fi60clbxsl, 9hvm2holhffxslajxxhozpk2d, 9nd45rqvcb13poit54el416uh, 6r7ac3ukjxdej3s5q9mhbzlec, ax9f6iiirrjdhdj3cue6ok73d, hn056q5dmwdhmp8vcb06hgph, dptyomb8hqciz4ae6o4735pt5, bnuywmddfhmgf37fm8m53e73e, acwul6zjezm8jopk2smtc1yhh, 2f0xad1wghxbjm4rgashsqw2d, d3gfht1nvvyogqkw6pujvchyh, 8glv4do5pgyuzsq9np0ftubxl, 8cowao0urqwdop1p42dt722vo",4175724971,59,"21, 14, 2, 8, 45, 5, 7, 6, 30, 9, 10, 1, 11, 12, 17, 20, 27, 33",4175724977,194,9ir50j29o8lz3mopyvwqhf55,4175724969,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4175724975,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175724981,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530900451,1,34,16,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-04-09T09:09:30.664Z,2023-04-09T09:09:30Z,4175733409,59,"1, 13, 3, 14, 5, 6, 11, 44, 16, 9, 32, 17, 19, 21, 28, 33, 75, 91",4175733413,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4175733407,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4175733405,30,"mz5s4zs3lw1sg7vv68f49iad, i257idor9l103iarq57i4bft, 21tuis2g923xw10ga0po2vlk9, ebsjcibmg7i93yxf4bhmac5w, agy03jhjlcs2x09k316qvfm51, 8hrpj0ialzd2mqug3bxpgnvth, bfb2cvnizvh884eh2i2grqqqd, 7uykeqo2uz07vju7flufnss89, bplgavkxvjdsqd8j812pgwh2i, 15ato5bntfatzlnc2pdu1yn3e, 18yrfugeehiugiqm7ca91xd78, dhvov5lyh3jet3pww97k2sa8l, b0miq9jw3eil023jw8uf60lwp, e9a5dm1gjizkuot7nnen5cwkp, 5pafczrcdtbxy8rrgxb277emt, eqw66ob9qm4awc6wedc89ryll, 77j9so63afyhsxvzykofp9gtm, 7v3gbz56454fadpqntuay5l91",4175733417,197,4567,4175733415,194,8hrpj0ialzd2mqug3bxpgnvth,4175733419,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4175733411,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530907915,2,32,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-04-09T09:33:11.338Z,2023-04-09T09:33:11Z,4175781501,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530907919,2,32,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-09T09:33:11.338Z,2023-04-09T09:33:13Z,4175781523,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530907945,3,1,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,50.1,50,2023-04-09T09:33:11.438Z,2023-04-09T09:33:15Z,4175781659,212,13.3,4175781663,279,S,4175781657,141,48.1,4175781655,140,37.5,4175781661,213,3.2,4175781653,56,Back,,,,,,,15ato5bntfatzlnc2pdu1yn3e,Heo Yool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530907993,4,1,1,0,4,dxrq5ce9fljcf0vrbrz89rp0k,1,37.4,49,2023-04-09T09:33:15.438Z,2023-04-09T09:33:22Z,4175781939,56,Back,4175781947,213,2.2,4175781945,212,13.7,4175781943,141,65.4,4175781941,140,29.9,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908033,5,1,1,0,10,dxrq5ce9fljcf0vrbrz89rp0k,1,30.5,61.1,2023-04-09T09:33:22.287Z,2023-04-09T09:33:28Z,4175782223,212,18.3,4175782217,56,Back,4175782219,140,31.8,4175782225,213,4.8,4175782221,141,34.2,,,,,,,,,,8hrpj0ialzd2mqug3bxpgnvth,Ahn Young-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908043,6,1,1,0,16,dxrq5ce9fljcf0vrbrz89rp0k,1,34,33.4,2023-04-09T09:33:28.142Z,2023-04-09T09:33:29Z,4175782271,140,38.1,4175782277,213,5.5,4175782269,56,Back,4175782275,212,6.3,4175782273,141,26.7,,,,,,,,,,agy03jhjlcs2x09k316qvfm51,T. Letschert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908053,7,1,1,0,17,dxrq5ce9fljcf0vrbrz89rp0k,1,38.1,26.7,2023-04-09T09:33:28.358Z,2023-04-09T09:36:23Z,4175782323,141,34.0,4175782319,56,Back,4175782327,213,1.3,4175782325,212,5.2,4175782321,140,39.5,,,,,,,,,,i257idor9l103iarq57i4bft,Doo Hyeon-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908063,8,1,1,0,17,dxrq5ce9fljcf0vrbrz89rp0k,1,39.5,34,2023-04-09T09:33:29.207Z,2023-04-09T10:44:31Z,4175782391,141,28.2,4175782395,213,4.1,4175782389,140,36.6,4175782387,56,Back,4175782393,212,5.0,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908065,9,61,1,0,19,dxrq5ce9fljcf0vrbrz89rp0k,0,36.6,28.2,2023-04-09T09:33:30.391Z,2023-04-09T09:36:30Z,4175782403,56,Back,,,,,,,,,,,,,,,,,,,,,,i257idor9l103iarq57i4bft,Doo Hyeon-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908071,3,1,1,0,19,dw7c1rdfrjt0ldijrpj6rzsqa,1,64.6,62.3,2023-04-09T09:33:30.711Z,2023-04-09T10:44:43Z,4175782433,212,5.3,4175782431,141,65.5,4175782427,56,Center,4175782425,3,,4175782429,140,60.0,4175782435,213,2.7,,,,,,,6r7ac3ukjxdej3s5q9mhbzlec,Yoon Jae-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530909347,35,43,1,0,20,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-09T09:33:31.608Z,2023-04-09T10:45:29Z,4175789859,3,0,4175789863,140,68.5,4175789861,56,Left,4175789869,213,2.1,4175789865,141,79.6,4175962539,144,1,4175789867,212,6.3,,,,6r7ac3ukjxdej3s5q9mhbzlec,Yoon Jae-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908081,4,1,1,0,21,dw7c1rdfrjt0ldijrpj6rzsqa,1,60.9,64.3,2023-04-09T09:33:32.615Z,2023-04-09T09:36:00Z,4175782503,213,5.2,4175782501,212,7.1,4175782499,141,55.2,4175782497,140,64.3,4175782495,56,Center,,,,,,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908087,5,61,1,0,22,dw7c1rdfrjt0ldijrpj6rzsqa,1,64.6,54.2,2023-04-09T09:33:33.593Z,2023-04-09T09:36:18Z,4175782529,56,Center,,,,,,,,,,,,,,,,,,,,,,6r7ac3ukjxdej3s5q9mhbzlec,Yoon Jae-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908085,10,1,1,0,23,dxrq5ce9fljcf0vrbrz89rp0k,0,34.6,41.6,2023-04-09T09:33:34.351Z,2023-04-09T09:33:34Z,4175782521,140,41.5,4175782519,56,Back,4175782525,212,8.1,4175782523,141,46.9,4175782527,213,0.5,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908105,6,1,1,0,25,dw7c1rdfrjt0ldijrpj6rzsqa,0,58.9,54.9,2023-04-09T09:33:36.871Z,2023-04-09T09:33:37Z,4175782605,155,,4175782607,56,Center,4175782613,212,6.1,4175782609,140,63.3,4175782611,141,49.0,4175782615,213,5.6,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908107,11,8,1,0,25,dxrq5ce9fljcf0vrbrz89rp0k,1,35.7,45.2,2023-04-09T09:33:37.311Z,2023-04-09T09:33:37Z,4175782621,56,Back,,,,,,,,,,,,,,,,,,,,,,bplgavkxvjdsqd8j812pgwh2i,Lee Hui-Gyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908119,12,1,1,0,28,dxrq5ce9fljcf0vrbrz89rp0k,0,34,53.7,2023-04-09T09:33:39.374Z,2023-04-09T09:33:40Z,4175782693,140,52.8,4175782695,141,70.6,4175782697,212,22.8,4175782691,56,Center,4175782699,213,0.5,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530909707,43,49,1,0,29,dw7c1rdfrjt0ldijrpj6rzsqa,1,47.4,38,2023-04-09T09:33:40.975Z,2023-04-09T09:38:03Z,,,,,,,,,,,,,,,,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908137,7,1,1,0,30,dw7c1rdfrjt0ldijrpj6rzsqa,1,41.3,29.7,2023-04-09T09:33:41.703Z,2023-04-09T09:33:44Z,4175782819,212,15.0,4175782811,56,Back,4175782817,141,9.7,4175782815,140,35.3,4175782821,213,4.3,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908147,8,1,1,0,32,dw7c1rdfrjt0ldijrpj6rzsqa,0,34.8,8.8,2023-04-09T09:33:44.230Z,2023-04-09T09:33:45Z,4175782855,141,36.3,4175782857,212,37.5,4175782851,56,Center,4175782859,213,0.5,4175782853,140,65.8,4175782849,155,,4175782861,1,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908165,13,1,1,0,34,dxrq5ce9fljcf0vrbrz89rp0k,1,28.5,71.5,2023-04-09T09:33:46.110Z,2023-04-09T09:38:31Z,4175782959,213,0.6,4175782951,56,Back,4175782957,212,15.9,4175782955,141,84.2,4175782953,140,41.2,4175792941,155,,,,,,,,agy03jhjlcs2x09k316qvfm51,T. Letschert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908169,14,49,1,0,36,dxrq5ce9fljcf0vrbrz89rp0k,1,41.6,82.6,2023-04-09T09:33:47.887Z,2023-04-09T09:33:48Z,,,,,,,,,,,,,,,,,,,,,,,,,18yrfugeehiugiqm7ca91xd78,Joo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908189,15,1,1,0,36,dxrq5ce9fljcf0vrbrz89rp0k,0,42.1,79,2023-04-09T09:33:48.223Z,2023-04-09T09:33:50Z,4175783095,213,5.3,4175783093,212,22.4,4175783087,56,Center,4175783091,141,51.3,4175783089,140,53.7,,,,,,,,,,18yrfugeehiugiqm7ca91xd78,Joo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908197,9,8,1,0,39,dw7c1rdfrjt0ldijrpj6rzsqa,1,48,43.9,2023-04-09T09:33:51.176Z,2023-04-09T09:33:51Z,4175783111,56,Back,,,,,,,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908235,16,1,1,0,42,dxrq5ce9fljcf0vrbrz89rp0k,1,46.8,56.9,2023-04-09T09:33:53.661Z,2023-04-09T09:33:55Z,4175783291,212,10.6,4175783293,213,0.4,4175783287,141,63.3,4175783281,140,56.0,4175783277,56,Center,,,,,,,,,,ebsjcibmg7i93yxf4bhmac5w,Jeong Ho-Yeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908271,17,1,1,0,43,dxrq5ce9fljcf0vrbrz89rp0k,1,61,63,2023-04-09T09:33:55.295Z,2023-04-09T09:33:58Z,4175783441,56,Center,4175783449,213,4.8,4175783445,141,43.6,4175783443,140,62.5,4175783447,212,13.3,,,,,,,,,,18yrfugeehiugiqm7ca91xd78,Joo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
