id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,keyPass,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2530908275,18,3,1,0,47,dxrq5ce9fljcf0vrbrz89rp0k,0,67.4,45.2,2023-04-09T09:33:58.366Z,2023-04-09T09:34:01Z,4175783457,56,Center,4175783573,233,10,4175783459,286,,,,,,,,,,,,,,,,,bfb2cvnizvh884eh2i2grqqqd,J. Asani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908289,10,7,1,0,47,dw7c1rdfrjt0ldijrpj6rzsqa,1,32.6,54.8,2023-04-09T09:33:58.367Z,2023-04-09T09:34:01Z,4175783549,233,18,4175783523,56,Back,4175783525,285,,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908295,11,49,1,0,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,27,49,2023-04-09T09:34:00.759Z,2023-04-09T09:34:01Z,,,,,,,,,,,,,,,,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908309,12,1,1,0,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,27,49,2023-04-09T09:34:00.983Z,2023-04-09T09:34:03Z,4175783605,56,Back,4175783613,212,9.8,4175783609,140,17.7,4175783611,141,47.5,4175783615,213,3.2,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908333,13,1,1,0,51,dw7c1rdfrjt0ldijrpj6rzsqa,1,18,47.6,2023-04-09T09:34:03.192Z,2023-04-09T09:39:12Z,4175783711,141,60.5,4175783715,213,0.3,4175783705,155,,4175783707,56,Back,4175783713,212,30.1,4175783709,140,45.4,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908335,14,44,1,0,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,46.2,57.2,2023-04-09T09:34:05.495Z,2023-04-09T09:34:18Z,4175783727,285,,4175783723,56,Back,4175784219,233,19,,,,,,,,,,,,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908401,19,44,1,0,54,dxrq5ce9fljcf0vrbrz89rp0k,0,53.8,42.8,2023-04-09T09:34:05.496Z,2023-04-09T09:39:50Z,4175784255,233,14,4175784075,56,Center,4175784079,286,,,,,,,,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908347,15,1,1,0,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,45.4,60.5,2023-04-09T09:34:06.057Z,2023-04-09T09:39:39Z,4175783801,213,5.6,4175795761,168,,4175783793,56,Back,4175783797,141,57.5,4175783795,140,47.8,4175783799,212,3.2,4175783791,3,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908375,16,1,1,0,56,dw7c1rdfrjt0ldijrpj6rzsqa,1,43.6,67.3,2023-04-09T09:34:07.447Z,2023-04-09T09:34:11Z,4175783951,141,88.7,4175783947,56,Back,4175783953,212,15.5,4175783955,213,1.9,4175783949,140,38.6,,,,,,,,,,ax9f6iiirrjdhdj3cue6ok73d,Zeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908407,17,1,1,0,59,dw7c1rdfrjt0ldijrpj6rzsqa,1,39,92.1,2023-04-09T09:34:10.951Z,2023-04-09T09:40:24Z,4175784121,140,27.3,4175784127,213,3.6,4175784125,212,14.0,4175784119,56,Back,4175784123,141,82.3,,,,,,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908411,18,1,1,1,3,dw7c1rdfrjt0ldijrpj6rzsqa,1,24.5,72.7,2023-04-09T09:34:14.664Z,2023-04-09T09:40:41Z,4175784167,213,4.6,4175784159,56,Back,4175784163,141,33.9,4175784165,212,26.5,4175784161,140,21.9,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908433,19,1,1,1,4,dw7c1rdfrjt0ldijrpj6rzsqa,1,20.3,32.7,2023-04-09T09:34:16.103Z,2023-04-09T09:40:52Z,4175784297,212,18.2,4175784293,140,23.0,4175784295,141,6.2,4175784299,213,4.9,4175784291,56,Back,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908443,20,1,1,1,8,dw7c1rdfrjt0ldijrpj6rzsqa,0,22.5,10.3,2023-04-09T09:34:19.591Z,2023-04-09T09:34:21Z,4175784377,56,Center,4175784381,141,43.4,4175784387,1,,4175784379,140,81.6,4175784385,213,0.3,4175784383,212,66.0,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908445,20,49,1,1,10,dxrq5ce9fljcf0vrbrz89rp0k,1,17.4,58.2,2023-04-09T09:34:22.318Z,2023-04-09T09:41:13Z,,,,,,,,,,,,,,,,,,,,,,,,,mz5s4zs3lw1sg7vv68f49iad,Kim Kyeong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908523,21,1,1,1,11,dxrq5ce9fljcf0vrbrz89rp0k,1,17.4,58.2,2023-04-09T09:34:22.864Z,2023-04-09T09:41:15Z,4175784837,212,8.2,4175784835,141,66.1,4175784833,140,23.3,4175784839,213,0.7,4175784831,56,Back,,,,,,,,,,mz5s4zs3lw1sg7vv68f49iad,Kim Kyeong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908559,22,1,1,1,21,dxrq5ce9fljcf0vrbrz89rp0k,1,32.1,66.1,2023-04-09T09:34:32.765Z,2023-04-09T09:34:38Z,4175785047,56,Back,4175785051,141,70.6,4175785049,140,39.8,4175785053,212,8.6,4175785055,213,0.4,,,,,,,,,,8hrpj0ialzd2mqug3bxpgnvth,Ahn Young-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908563,23,1,1,1,27,dxrq5ce9fljcf0vrbrz89rp0k,1,41.9,70.9,2023-04-09T09:34:38.573Z,2023-04-09T09:41:26Z,4175785091,141,69.1,4175785095,213,3.2,4175785089,140,28.6,4175785087,56,Back,4175785093,212,14.0,,,,,,,,,,21tuis2g923xw10ga0po2vlk9,Lee Min-Gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908577,24,1,1,1,27,dxrq5ce9fljcf0vrbrz89rp0k,1,28.6,69.1,2023-04-09T09:34:39.214Z,2023-04-09T09:34:41Z,4175785159,212,18.0,4175785155,140,34.6,4175785153,56,Back,4175785157,141,93.9,4175785161,213,1.2,,,,,,,,,,8hrpj0ialzd2mqug3bxpgnvth,Ahn Young-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908665,25,1,1,1,33,dxrq5ce9fljcf0vrbrz89rp0k,1,35,91.2,2023-04-09T09:34:44.718Z,2023-04-09T09:34:55Z,4175785631,140,32.6,4175785629,56,Back,4175785635,212,8.9,4175785633,141,78.7,4175785637,213,4.4,,,,,,,,,,bplgavkxvjdsqd8j812pgwh2i,Lee Hui-Gyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908673,26,1,1,1,43,dxrq5ce9fljcf0vrbrz89rp0k,1,33,73.3,2023-04-09T09:34:55.198Z,2023-04-09T09:34:56Z,4175785691,140,35.9,4175785697,213,5.4,4175785695,212,4.8,4175785689,56,Back,4175785693,141,67.8,,,,,,,,,,8hrpj0ialzd2mqug3bxpgnvth,Ahn Young-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908679,27,50,1,1,44,dxrq5ce9fljcf0vrbrz89rp0k,1,36.6,65.4,2023-04-09T09:34:56.301Z,2023-04-09T09:35:00Z,4175785725,286,,4175785723,56,Back,4175785817,233,21,,,,,,,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908689,21,7,1,1,44,dw7c1rdfrjt0ldijrpj6rzsqa,1,63.4,34.6,2023-04-09T09:34:56.302Z,2023-04-09T09:34:59Z,4175785805,233,27,4175785795,56,Center,4175785797,285,,,,,,,,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908691,22,61,1,1,47,dw7c1rdfrjt0ldijrpj6rzsqa,1,68.2,36.6,2023-04-09T09:34:58.991Z,2023-04-09T09:34:59Z,4175785803,56,Center,,,,,,,,,,,,,,,,,,,,,,ax9f6iiirrjdhdj3cue6ok73d,Zeca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908693,23,49,1,1,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,68.3,26.2,2023-04-09T09:35:00.375Z,2023-04-09T09:35:00Z,,,,,,,,,,,,,,,,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908705,24,1,1,1,49,dw7c1rdfrjt0ldijrpj6rzsqa,1,70.7,26.1,2023-04-09T09:35:00.679Z,2023-04-09T09:35:02Z,4175785913,213,6.0,4175785909,141,16.4,4175785905,56,Right,4175785907,140,96.1,4175785911,212,27.5,,,,,,,,,,9nd45rqvcb13poit54el416uh,Kim Jong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908739,25,1,1,1,50,dw7c1rdfrjt0ldijrpj6rzsqa,1,96.1,16.7,2023-04-09T09:35:02.247Z,2023-04-09T09:35:05Z,4175786035,155,,4175786037,56,Center,4175786043,212,28.2,4175786039,140,95.4,4175786041,141,58.2,4175786033,2,,4175786045,213,1.6,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908747,26,44,1,1,53,dw7c1rdfrjt0ldijrpj6rzsqa,1,94.2,58.8,2023-04-09T09:35:04.983Z,2023-04-09T09:35:15Z,4175786061,56,Center,4175786063,286,,4175786475,233,29,,,,,,,,,,,,,,,,6r7ac3ukjxdej3s5q9mhbzlec,Yoon Jae-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908785,29,44,1,1,53,dxrq5ce9fljcf0vrbrz89rp0k,0,5.8,41.2,2023-04-09T09:35:04.984Z,2023-04-09T09:43:09Z,4175786295,285,,4175786293,56,Back,4175786483,233,26,,,,,,,,,,,,,,,,i257idor9l103iarq57i4bft,Doo Hyeon-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908781,27,1,1,1,53,dw7c1rdfrjt0ldijrpj6rzsqa,0,95.1,57.5,2023-04-09T09:35:05.336Z,2023-04-09T09:35:13Z,4175786257,3,,4175786269,212,7.9,4175786271,213,4.4,4175786265,140,92.6,4175786263,56,Center,4175786267,141,46.6,,,,,,,6r7ac3ukjxdej3s5q9mhbzlec,Yoon Jae-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2530908769,28,12,1,1,54,dxrq5ce9fljcf0vrbrz89rp0k,1,7,54.3,2023-04-09T09:35:06.205Z,2023-04-09T09:42:45Z,4175786205,141,44.2,4175786207,212,6.9,4175786201,56,Back,4175786209,213,4.8,4175786203,140,7.3,4175786219,15,,,,,,,,ebsjcibmg7i93yxf4bhmac5w,Jeong Ho-Yeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
