id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/10/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId
2548491325,5,5,1,0,13,4oixf5ykhg01zfxpt7gbpn3dq,0,35.8,-1.7,2023-05-14T06:34:02.063Z,2023-05-14T07:48:15Z,4276439565,56,Back,4276439585,233,7,4276439567,347,,,,,,,,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491323,7,5,1,0,13,dw7c1rdfrjt0ldijrpj6rzsqa,1,64.2,101.7,2023-05-14T06:34:02.063Z,2023-05-14T06:34:03Z,4276439561,56,Left,4276439563,347,,4276439573,233,5,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491341,8,1,1,0,21,dw7c1rdfrjt0ldijrpj6rzsqa,1,63.4,100,2023-05-14T06:34:09.280Z,2023-05-14T06:34:10Z,4276439645,141,90.9,4276439639,107,,4276439653,213,4.7,4276439651,212,7.3,4276439641,56,Left,4276439643,140,63.5,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491349,9,1,1,0,22,dw7c1rdfrjt0ldijrpj6rzsqa,1,63.6,92.1,2023-05-14T06:34:10.736Z,2023-05-14T06:34:11Z,4276439665,56,Left,4276439673,213,1.8,4276439671,212,3.5,4276439669,141,97.1,4276439667,140,62.9,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491355,10,1,1,0,23,dw7c1rdfrjt0ldijrpj6rzsqa,0,62.7,97.5,2023-05-14T06:34:11.646Z,2023-05-14T06:34:14Z,4276439701,213,3.0,4276439695,140,44.9,4276439699,212,18.8,4276439693,56,Back,4276439697,141,100.0,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491363,6,5,1,0,25,4oixf5ykhg01zfxpt7gbpn3dq,1,57,-1.3,2023-05-14T06:34:14.105Z,2023-05-14T07:48:15Z,4276439719,347,,4276439729,233,11,4276439717,56,Right,,,,,,,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491359,11,5,1,0,25,dw7c1rdfrjt0ldijrpj6rzsqa,0,43,101.3,2023-05-14T06:34:14.105Z,2023-05-14T06:34:16Z,4276439707,56,Back,4276439733,233,6,4276439709,347,,,,,,,,,,,,,,,,,66yiyba5pr0e94lgjt1l3edw5,Sim Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491393,7,1,1,0,38,4oixf5ykhg01zfxpt7gbpn3dq,0,57.2,0,2023-05-14T06:34:27.092Z,2023-05-14T06:34:29Z,4276439835,141,4.3,4276439839,213,0.3,4276439837,212,15.3,4276439829,107,,4276439831,56,Right,4276439833,140,71.2,,,,,,,cssg26zrr6dgqho4tu3s7c02y,Kim Ji-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491387,12,8,1,0,40,dw7c1rdfrjt0ldijrpj6rzsqa,1,28.4,93,2023-05-14T06:34:28.447Z,2023-05-14T06:34:28Z,4276439819,56,Back,,,,,,,,,,,,,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491397,13,49,1,0,41,dw7c1rdfrjt0ldijrpj6rzsqa,1,30.9,96.2,2023-05-14T06:34:29.599Z,2023-05-14T06:34:29Z,,,,,,,,,,,,,,,,,,,,,,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491415,14,1,1,0,42,dw7c1rdfrjt0ldijrpj6rzsqa,0,31.3,96.2,2023-05-14T06:34:30.559Z,2023-05-14T06:34:35Z,4276439895,155,,4276439907,1,,4276439899,140,67.4,4276439905,213,6.0,4276439897,56,Left,4276439903,212,39.0,4276439901,141,82.4,,,,5yrl9rtx98ww9b5fi60clbxsl,A. Grant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491427,8,1,1,0,47,4oixf5ykhg01zfxpt7gbpn3dq,1,34.5,25.3,2023-05-14T06:34:35.444Z,2023-05-14T06:34:38Z,4276439941,212,16.7,4276439943,213,0.7,4276439933,157,,4276439937,140,46.9,4276439935,56,Back,4276439945,1,,4276439939,141,40.7,,,,7rr89ju56rla39nujjabmpq3u,Lim Eun-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491433,9,1,1,0,50,4oixf5ykhg01zfxpt7gbpn3dq,1,46.9,40.7,2023-05-14T06:34:38.515Z,2023-05-14T06:34:40Z,4276439969,213,0.5,4276439959,168,,4276439965,141,46.9,4276439967,212,9.4,4276439957,3,,4276439963,140,54.9,4276439961,56,Center,,,,xxtw55nr7l92n8dpl6xcnahh,M. Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491439,10,61,1,0,51,4oixf5ykhg01zfxpt7gbpn3dq,0,54.3,47.9,2023-05-14T06:34:40.051Z,2023-05-14T06:34:40Z,4276439981,56,Center,,,,,,,,,,,,,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491447,11,45,1,0,54,4oixf5ykhg01zfxpt7gbpn3dq,0,42,76.4,2023-05-14T06:34:42.623Z,2023-05-14T06:34:45Z,4276440033,56,Back,4276440035,285,,4276440059,233,15,,,,,,,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491449,15,3,1,0,54,dw7c1rdfrjt0ldijrpj6rzsqa,1,58,23.6,2023-05-14T06:34:42.623Z,2023-05-14T06:34:45Z,4276440037,56,Center,4276440039,286,,4276440049,233,11,,,,,,,,,,,,,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491467,12,45,1,0,56,4oixf5ykhg01zfxpt7gbpn3dq,0,32.5,89,2023-05-14T06:34:44.863Z,2023-05-14T06:34:48Z,4276440095,285,,4276440105,233,16,4276440093,56,Back,,,,,,,,,,,,,,,,xxtw55nr7l92n8dpl6xcnahh,M. Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491459,16,3,1,0,56,dw7c1rdfrjt0ldijrpj6rzsqa,1,67.5,11,2023-05-14T06:34:44.863Z,2023-05-14T06:34:47Z,4276440075,286,,4276440101,233,12,4276440073,56,Right,,,,,,,,,,,,,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491461,17,3,1,0,58,dw7c1rdfrjt0ldijrpj6rzsqa,0,70.2,8.8,2023-05-14T06:34:46.623Z,2023-05-14T06:34:49Z,4276440079,286,,4276440121,233,13,4276440077,56,Right,,,,,,,,,,,,,,,,9hvm2holhffxslajxxhozpk2d,Kim In-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491471,13,7,1,0,58,4oixf5ykhg01zfxpt7gbpn3dq,1,29.8,91.2,2023-05-14T06:34:46.624Z,2023-05-14T06:34:49Z,4276440115,233,17,4276440111,56,Back,4276440113,285,,,,,,,,,,,,,,,,,xxtw55nr7l92n8dpl6xcnahh,M. Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491473,14,49,1,1,0,4oixf5ykhg01zfxpt7gbpn3dq,1,33.5,89.7,2023-05-14T06:34:48.419Z,2023-05-14T06:34:48Z,,,,,,,,,,,,,,,,,,,,,,,,,xxtw55nr7l92n8dpl6xcnahh,M. Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491481,15,1,1,1,2,4oixf5ykhg01zfxpt7gbpn3dq,0,35.4,89.7,2023-05-14T06:34:50.147Z,2023-05-14T06:34:51Z,4276440149,140,46.9,4276440147,56,Back,4276440155,213,5.9,4276440153,212,13.1,4276440151,141,82.4,,,,,,,,,,xxtw55nr7l92n8dpl6xcnahh,M. Ishida,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491487,18,8,1,1,3,dw7c1rdfrjt0ldijrpj6rzsqa,1,56.8,13.2,2023-05-14T06:34:51.679Z,2023-05-14T06:34:51Z,4276440175,56,Right,,,,,,,,,,,,,,,,,,,,,,676laaeepb82dca4z697l1ln9,Kim Yong-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491509,16,1,1,1,6,4oixf5ykhg01zfxpt7gbpn3dq,0,40.4,69,2023-05-14T06:34:54.676Z,2023-05-14T06:34:58Z,4276440257,140,77.7,4276440259,141,61.1,4276440265,1,,4276440255,56,Center,4276440253,155,,4276440263,213,6.1,4276440261,212,39.5,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491513,20,49,1,1,7,dw7c1rdfrjt0ldijrpj6rzsqa,1,17.8,41.7,2023-05-14T06:34:55.407Z,2023-05-14T06:41:38Z,,,,,,,,,,,,,,,,,,,,,,,,,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491511,19,1,1,1,10,dw7c1rdfrjt0ldijrpj6rzsqa,1,15.3,36.9,2023-05-14T06:34:58.207Z,2023-05-14T06:34:59Z,4276440279,213,4.8,4276440273,140,16.0,4276440271,56,Back,4276440275,141,16.2,4276440277,212,14.1,,,,,,,,,,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491527,21,1,1,1,11,dw7c1rdfrjt0ldijrpj6rzsqa,1,15.8,16.8,2023-05-14T06:34:59.631Z,2023-05-14T06:35:03Z,4276440315,56,Back,4276440321,212,13.8,4276440323,213,2.3,4276440319,141,32.1,4276440317,140,7.2,,,,,,,,,,676laaeepb82dca4z697l1ln9,Kim Yong-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491539,22,1,1,1,15,dw7c1rdfrjt0ldijrpj6rzsqa,1,9.6,42.5,2023-05-14T06:35:03.535Z,2023-05-14T06:35:05Z,4276440363,56,Back,4276440371,213,6.3,4276440367,141,41.9,4276440369,212,14.9,4276440365,140,23.8,,,,,,,,,,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491547,23,1,1,1,17,dw7c1rdfrjt0ldijrpj6rzsqa,1,23.6,41.6,2023-05-14T06:35:05.263Z,2023-05-14T06:35:07Z,4276440389,56,Back,4276440391,140,10.2,4276440393,141,15.3,4276440397,213,4.0,4276440395,212,22.8,,,,,,,,,,1a17k8bd71gd0ma9s82tu8lih,Lee Seung-Mo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491559,24,1,1,1,19,dw7c1rdfrjt0ldijrpj6rzsqa,0,9.8,13.2,2023-05-14T06:35:07.470Z,2023-05-14T06:35:09Z,4276440457,213,5.9,4276440449,56,Back,4276440455,212,16.3,4276440451,140,24.5,4276440453,141,5.3,,,,,,,,,,676laaeepb82dca4z697l1ln9,Kim Yong-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491567,17,49,1,1,22,4oixf5ykhg01zfxpt7gbpn3dq,1,73.5,90.5,2023-05-14T06:35:10.740Z,2023-05-14T06:35:10Z,,,,,,,,,,,,,,,,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491585,18,1,1,1,23,4oixf5ykhg01zfxpt7gbpn3dq,0,73.9,91.1,2023-05-14T06:35:11.803Z,2023-05-14T06:42:07Z,4276440551,213,6.0,4276440547,141,88.6,4276440543,56,Left,4276440549,212,5.9,4276440545,140,79.3,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491577,25,49,1,1,26,dw7c1rdfrjt0ldijrpj6rzsqa,1,17,6.4,2023-05-14T06:35:14.688Z,2023-05-14T06:35:25Z,,,,,,,,,,,,,,,,,,,,,,,,,676laaeepb82dca4z697l1ln9,Kim Yong-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491613,26,4,1,1,28,dw7c1rdfrjt0ldijrpj6rzsqa,1,18.9,8.9,2023-05-14T06:35:16.962Z,2023-05-14T06:42:35Z,4276440657,56,Back,4276440655,13,,4276440665,233,19,4276440663,285,,4276440661,265,,4276440659,152,,,,,,,,676laaeepb82dca4z697l1ln9,Kim Yong-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491595,19,4,1,1,28,4oixf5ykhg01zfxpt7gbpn3dq,0,81.1,91.1,2023-05-14T06:35:16.963Z,2023-05-14T06:35:21Z,4276440583,152,,4276440581,56,Left,4276440587,286,,4276440579,13,,4276440671,233,26,4276440585,265,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491669,27,1,1,1,43,dw7c1rdfrjt0ldijrpj6rzsqa,0,21.8,3.7,2023-05-14T06:35:31.471Z,2023-05-14T06:43:03Z,4276440893,56,Center,4276440891,152,,4276440887,5,,4276440889,155,,4276440901,212,74.4,4276440895,140,87.5,4276440963,189,,4276440897,141,44.8,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,4276440905,213,0.4,4276440909,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491675,20,52,1,1,46,4oixf5ykhg01zfxpt7gbpn3dq,1,15.7,50.6,2023-05-14T06:35:34.484Z,2023-05-14T06:35:43Z,,,,,,,,,,,,,,,,,,,,,,,,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491747,21,1,1,2,0,4oixf5ykhg01zfxpt7gbpn3dq,0,15,46,2023-05-14T06:35:48.419Z,2023-05-14T06:35:55Z,4276441225,213,0.3,4276441215,199,,4276441219,140,59.9,4276441223,212,49.2,4276441221,141,66.7,4276441217,56,Center,4276441227,1,,,,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491739,28,44,1,2,4,dw7c1rdfrjt0ldijrpj6rzsqa,1,40.2,32,2023-05-14T06:35:52.591Z,2023-05-14T06:35:55Z,4276441163,285,,4276441161,56,Back,4276441235,233,22,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491749,22,44,1,2,4,4oixf5ykhg01zfxpt7gbpn3dq,0,59.8,68,2023-05-14T06:35:52.592Z,2023-05-14T06:35:56Z,4276441239,233,28,4276441231,56,Center,4276441233,286,,,,,,,,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491743,29,1,1,2,4,dw7c1rdfrjt0ldijrpj6rzsqa,0,39.5,30.7,2023-05-14T06:35:53.087Z,2023-05-14T06:35:53Z,4276441191,141,48.1,4276441193,212,19.1,4276441187,56,Center,4276441195,213,0.7,4276441185,3,,4276441189,140,53.8,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491751,23,1,1,2,7,4oixf5ykhg01zfxpt7gbpn3dq,0,47.1,50.1,2023-05-14T06:35:56.100Z,2023-05-14T06:35:56Z,4276441255,155,,4276441265,213,0.2,4276441263,212,31.3,4276441261,141,60.8,4276441259,140,76.1,4276441257,56,Center,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491755,30,1,1,2,8,dw7c1rdfrjt0ldijrpj6rzsqa,0,32.1,35.1,2023-05-14T06:35:56.687Z,2023-05-14T06:35:57Z,4276441271,157,,4276441273,56,Back,4276441281,213,5.5,4276441283,1,,4276441275,140,33.9,4276441279,212,2.7,4276441277,141,32.2,,,,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491761,24,61,1,2,10,4oixf5ykhg01zfxpt7gbpn3dq,1,73.4,62.6,2023-05-14T06:35:58.272Z,2023-05-14T06:35:58Z,4276441293,56,Center,,,,,,,,,,,,,,,,,,,,,,594aaw8h28nlm7uz6ib9vczc9,Yu Kang-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491767,31,1,1,2,10,dw7c1rdfrjt0ldijrpj6rzsqa,0,30.3,33,2023-05-14T06:35:58.511Z,2023-05-14T06:44:21Z,4276441313,213,5.6,4276441311,212,19.0,4276448531,157,,4276448533,1,,4276441305,56,Back,4276441309,141,14.4,4276441307,140,43.8,,,,d3gfht1nvvyogqkw6pujvchyh,Park Chan-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491775,25,1,1,2,12,4oixf5ykhg01zfxpt7gbpn3dq,1,63.7,82.6,2023-05-14T06:36:00.435Z,2023-05-14T06:36:02Z,4276441345,213,5.3,4276441335,3,,4276441339,140,68.6,4276441343,212,9.5,4276441341,141,70.8,4276441337,56,Center,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491777,26,44,1,2,14,4oixf5ykhg01zfxpt7gbpn3dq,1,67.2,71.5,2023-05-14T06:36:02.414Z,2023-05-14T06:36:03Z,4276441359,233,32,4276441351,286,,4276441349,56,Center,,,,,,,,,,,,,,,,594aaw8h28nlm7uz6ib9vczc9,Yu Kang-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2548491773,32,44,1,2,14,dw7c1rdfrjt0ldijrpj6rzsqa,0,32.8,28.5,2023-05-14T06:36:02.415Z,2023-05-14T06:36:04Z,4276441363,233,26,4276441331,56,Back,4276441333,285,,,,,,,,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
