id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,keyPass,qualifier/13/value,qualifier/16/value,qualifier/17/value,assist
2516352793,1,34,16,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-03-06T06:44:29.637Z,2023-03-06T06:44:29Z,4077820453,30,"d2umkyp9klwwekql2dx7micbt, a265eqmvpp3usopchr3mkp8bu, i60jnxmaywexvys2g0aktdcl, d2xhf1invyzqlm3wpwvrpp711, 9jp7o16vx4iaojb3i91uc8639, 4z3rcjk4s1tco4fkowyge47p, 8iu9qm62stsr58k53qm7poums, da3lfnoyueymccynz7c9rn3l5, 84lrfce692otj6g5r5qtbu2ac, 634xb3u0uv1nk1t7x5f9ktq09, 5mj7o6o20uaotwt25hcs3fjrp, e9n01rtm2n7xxhso2m52y3e8l, 995zoc64qoswow18edrxm6zth, 8ukgcvbovadaix0o0nwv1c5p1, 6guyyg9xolz10ghf7draajqw9, 84tjz2hwcfkxefw7u49n1q6wa, amk38ynyldb8oqjvf7gqt02cp, az865nb20rq7o9np5ybcujpjo",4077820465,197,6853,4077820467,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4077820459,130,8,4077820457,59,"21, 11, 23, 16, 15, 4, 37, 7, 20, 97, 13, 17, 18, 9, 33, 34, 3, 88",4077820461,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4077820455,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4077820463,194,i60jnxmaywexvys2g0aktdcl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516353337,1,34,16,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-03-06T06:47:35.048Z,2023-03-06T06:57:27Z,4077823405,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4077823411,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4077823413,194,53lbku4kt3amsxjwa5g8reswl,4077823407,59,"13, 33, 23, 8, 26, 4, 97, 16, 10, 21, 17, 1, 3, 6, 7, 9, 25, 27",4077823409,130,7,4077823415,197,16102,4077823403,30,"dimndy1x0fz22a9chh4wymqne, 4d629fx1hhv4b5u3ajgz86ay1, 138ed2bp6fkle4c1733d9p8lx, cc5c5mmpywxpgrb33oztcdgid, 53lbku4kt3amsxjwa5g8reswl, b5wk02yjsdg5u1bu6quczvrop, 655pmx3wi94ktbt6niw6110bt, 4nw02ifkjx1zg3bzz1bsno7e2, ou0gnms7vf5ff66o508nowoa, cpp2ta11whu3qer21wlyq68yd, dbez8vagahwb60g6agdhdm1ka, 8mb4id7chmmjp2fc2q3dd3cdm, 37gb3dt84aa4vb77olca9vs2x, 4h9sgnk9ccfzukbxauz8q4ycp, 6hfw11blpd6hhd06sfoogzemt, 8u7fz4ho9lsfaemd9mxjvdknp, 6fh3fcd5h6e9txpa4j1rfhck5, 1duiwq9o5e8sds5j08kgs3wt1",4077823417,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356619,2,32,1,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-03-06T07:09:17.264Z,2023-03-06T07:09:19Z,4077844677,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356613,2,32,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-03-06T07:09:17.264Z,2023-03-10T09:20:16Z,4077844653,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356629,3,1,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,49.7,49.9,2023-03-06T07:09:17.364Z,2023-03-06T07:09:20Z,4077844711,213,2.9,4077844703,56,Back,4077844707,141,56.9,4077844713,279,S,4077844709,212,18.9,4077844705,140,32.3,,,,,,,ou0gnms7vf5ff66o508nowoa,Cho Gue-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356639,4,1,1,0,2,cc7oug4s891gcp1r4mh00rw7x,0,35.8,56.7,2023-03-06T07:09:19.945Z,2023-03-06T07:09:23Z,4077844759,1,,4077844753,141,100.0,4077844751,140,75.5,4077844747,155,,4077844749,56,Left,4077844755,212,51.7,4077844757,213,0.6,,,,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356649,3,5,1,0,5,25yplfulilqz11lp1qbii7sf3,1,21.9,-1.8,2023-03-06T07:09:23.046Z,2023-03-06T07:44:35Z,4077844795,233,5,4077844779,347,,4077844777,56,Back,,,,,,,,,,,,,,,,9jp7o16vx4iaojb3i91uc8639,Go Myeong-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356641,5,5,1,0,5,cc7oug4s891gcp1r4mh00rw7x,0,78.1,101.8,2023-03-06T07:09:23.046Z,2023-03-06T07:09:24Z,4077844763,347,,4077844761,56,Left,4077844825,233,3,,,,,,,,,,,,,,,,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356733,4,1,1,0,21,25yplfulilqz11lp1qbii7sf3,1,19.6,0,2023-03-06T07:09:38.579Z,2023-03-06T07:09:42Z,4077845269,189,,4077845257,140,54.6,4077845261,212,37.3,4077845255,56,Right,4077845263,213,0.2,4077845253,107,,4077845265,1,,4077845259,141,7.1,a265eqmvpp3usopchr3mkp8bu,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516356743,5,50,1,0,27,25yplfulilqz11lp1qbii7sf3,1,71.4,32.7,2023-03-06T07:09:45.202Z,2023-03-10T17:31:57Z,4077845351,286,,4085887463,233,6,4077845349,56,Center,,,,,,,,,,,,,,,,84lrfce692otj6g5r5qtbu2ac,Park Hee-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
