id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/14/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId
2535058341,5,49,1,0,10,98uh21utg52famg6x9k7t3s20,1,26.3,23.6,2023-04-17T06:03:49.404Z,2023-04-17T06:03:49Z,,,,,,,,,,,,,,,,,,,,,,,,,2a304ugyodhumio0ytku7hhm2,Seo Min-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058347,6,1,1,0,11,98uh21utg52famg6x9k7t3s20,1,26.3,23.6,2023-04-17T06:03:49.961Z,2023-04-21T10:35:56Z,4197847467,56,Back,4197847471,141,56.7,4197847469,140,36.9,4205651857,155,,4197847473,212,25.1,4197847475,213,1.1,,,,,,,2a304ugyodhumio0ytku7hhm2,Seo Min-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058349,7,1,1,0,13,98uh21utg52famg6x9k7t3s20,1,36.9,56.7,2023-04-17T06:03:52.121Z,2023-04-17T06:03:52Z,4197847481,140,39.9,4197847487,213,5.0,4197847485,212,10.5,4197847479,56,Back,4197847483,141,41.9,,,,,,,,,,1ljv0c7ibkdetodpptwowgru1,Kim Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058353,8,1,1,0,14,98uh21utg52famg6x9k7t3s20,0,39.9,41.9,2023-04-17T06:03:52.570Z,2023-04-17T06:03:53Z,4197847501,212,11.2,4197847495,56,Back,4197847503,213,1.5,4197847499,141,58.4,4197847497,140,40.6,,,,,,,,,,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058725,32,49,1,0,15,4dkougngrd8mpvfb1cr9mdb1p,1,56.1,38.4,2023-04-17T06:03:53.666Z,2023-04-17T06:06:22Z,,,,,,,,,,,,,,,,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058367,7,1,1,0,16,4dkougngrd8mpvfb1cr9mdb1p,0,54.6,43.1,2023-04-17T06:03:55.464Z,2023-04-17T06:05:48Z,4197847541,141,36.9,4197847539,140,54.2,4197847545,213,4.6,4197847543,212,4.2,4197847537,56,Center,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058369,9,8,1,0,17,98uh21utg52famg6x9k7t3s20,1,38,66.1,2023-04-17T06:03:56.490Z,2023-04-21T10:36:19Z,4205652639,384,,4197847547,56,Back,,,,,,,,,,,,,,,,,,,1ljv0c7ibkdetodpptwowgru1,Kim Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058737,27,49,1,0,18,98uh21utg52famg6x9k7t3s20,1,8.7,88.4,2023-04-17T06:03:57.095Z,2023-04-17T06:07:07Z,,,,,,,,,,,,,,,,,,,,,,,,,e1dd7mmkckdxq9zv1zlp18out,Yun Suk-Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058385,10,1,1,0,22,98uh21utg52famg6x9k7t3s20,0,5.2,93.3,2023-04-17T06:04:00.585Z,2023-04-17T06:07:49Z,4197847601,141,91.8,4197847605,213,6.3,4197847597,56,Back,4197847603,212,39.6,4197847607,1,,4197847599,140,42.9,4197849827,155,,,,,e1dd7mmkckdxq9zv1zlp18out,Yun Suk-Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058391,8,44,1,0,27,4dkougngrd8mpvfb1cr9mdb1p,1,54.4,7.5,2023-04-17T06:04:06.105Z,2023-04-17T07:21:59Z,4197847637,233,11,4197847621,286,,4197847619,56,Right,,,,,,,,,,,,,,,,at9ebendkmv06dnp6b140fw89,Kim Yeon-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058389,11,44,1,0,27,98uh21utg52famg6x9k7t3s20,0,45.6,92.5,2023-04-17T06:04:06.106Z,2023-04-17T06:07:49Z,4197847617,285,,4197847627,233,8,4197847615,56,Back,,,,,,,,,,,,,,,,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535059093,56,1,1,0,28,4dkougngrd8mpvfb1cr9mdb1p,1,52.7,10.6,2023-04-17T06:04:06.761Z,2023-04-17T06:08:23Z,4197850471,140,44.6,4197850467,3,,4197850469,56,Back,4197850473,141,34.0,4197850475,212,18.0,4197850477,213,2.1,,,,,,,at9ebendkmv06dnp6b140fw89,Kim Yeon-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058395,12,43,1,0,29,98uh21utg52famg6x9k7t3s20,1,0,0,2023-04-17T06:04:07.626Z,2023-04-17T06:07:45Z,4197847653,213,5.8,4197847641,3,0,4197847649,141,80.5,4197847647,140,57.8,4197847651,212,17.4,4197850147,144,1,4197847645,56,Left,4197847643,168,0,ec0e15kwv2vre5gnldajcwq8l,D. Islamović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058399,9,49,1,0,31,4dkougngrd8mpvfb1cr9mdb1p,1,38.7,49.9,2023-04-17T06:04:10.360Z,2023-04-17T06:04:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058413,10,1,1,0,32,4dkougngrd8mpvfb1cr9mdb1p,1,38.7,49.9,2023-04-17T06:04:10.664Z,2023-04-17T06:04:14Z,4197847691,141,90.9,4197847693,212,29.3,4197847695,213,1.3,4197847689,140,47.2,4197847687,56,Back,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058421,11,1,1,0,35,4dkougngrd8mpvfb1cr9mdb1p,1,41.8,82.6,2023-04-17T06:04:14.408Z,2023-04-17T06:04:16Z,4197847717,140,18.0,4197847715,56,Back,4197847723,213,3.5,4197847721,212,27.1,4197847719,141,67.2,,,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058439,12,1,1,0,38,4dkougngrd8mpvfb1cr9mdb1p,1,15.5,61.1,2023-04-17T06:04:16.648Z,2023-04-17T06:04:21Z,4197847777,141,4.9,4197847773,56,Back,4197847775,140,31.6,4197847781,213,5.1,4197847779,212,41.8,4197847785,1,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058457,13,1,1,0,43,4dkougngrd8mpvfb1cr9mdb1p,1,32.5,5.9,2023-04-17T06:04:21.624Z,2023-04-17T06:04:25Z,4197847839,140,46.5,4197847841,141,2.5,4197847843,212,14.9,4197847847,213,6.1,4197847837,56,Back,,,,,,,,,,at9ebendkmv06dnp6b140fw89,Kim Yeon-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058463,14,1,1,0,47,4dkougngrd8mpvfb1cr9mdb1p,0,48.5,3.2,2023-04-17T06:04:25.624Z,2023-04-17T06:04:27Z,4197847867,212,43.0,4197847863,140,77.4,4197847865,141,48.1,4197847871,1,,4197847869,213,0.8,4197847859,155,,4197847861,56,Center,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058493,13,1,1,0,48,98uh21utg52famg6x9k7t3s20,1,22.5,65.2,2023-04-17T06:04:26.905Z,2023-04-17T06:04:34Z,4197847963,56,Back,4197847971,213,6.1,4197847965,140,32.6,4197847967,141,63.1,4197847969,212,10.7,4197847961,3,,,,,,,,9gazebtfildz2l6z7vwwabg89,Kim Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058495,14,49,1,0,55,98uh21utg52famg6x9k7t3s20,1,28.8,61.5,2023-04-17T06:04:34.281Z,2023-04-17T06:10:20Z,,,,,,,,,,,,,,,,,,,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058499,15,1,1,0,56,98uh21utg52famg6x9k7t3s20,1,31.5,62.7,2023-04-17T06:04:34.649Z,2023-04-17T06:10:47Z,4197847987,213,4.5,4197847983,141,25.2,4197847979,56,Back,4197847985,212,26.3,4197847981,140,25.5,,,,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058505,16,1,1,0,57,98uh21utg52famg6x9k7t3s20,1,24,10.6,2023-04-17T06:04:35.673Z,2023-04-21T10:54:24Z,4197848009,213,2.4,4197848003,140,8.0,4197848005,141,33.9,4197848001,56,Back,4197848007,212,23.1,,,,,,,,,,efi5ryymu8cvxdp3rnrk0gct1,Rim Chang-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058513,17,1,1,0,58,98uh21utg52famg6x9k7t3s20,1,8,33.9,2023-04-17T06:04:37.505Z,2023-04-21T10:54:27Z,4197848037,140,31.9,4197848043,213,0.2,4197848039,141,41.0,4197848035,56,Back,4197848041,212,25.6,,,,,,,,,,6h3wqtfn2mmenany8bwqeges5,Yu Sang-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058515,18,1,1,1,0,98uh21utg52famg6x9k7t3s20,0,31.9,41,2023-04-17T06:04:38.537Z,2023-04-17T06:04:39Z,4197848049,56,Back,4197848057,212,16.3,4197848059,213,5.1,4197848053,140,38.3,4197848055,141,19.1,,,,,,,,,,epwuhrr3ub0acxh16j6m0ynrp,I. Alibaev,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058529,15,1,1,1,0,4dkougngrd8mpvfb1cr9mdb1p,1,58.6,91.8,2023-04-17T06:04:38.920Z,2023-04-17T06:04:41Z,4197848093,212,14.3,4197848095,213,4.4,4197848089,140,54.0,4197848087,56,Center,4197848091,141,72.0,4197848085,3,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058531,16,49,1,1,3,4dkougngrd8mpvfb1cr9mdb1p,1,55.6,77.5,2023-04-17T06:04:41.688Z,2023-04-17T06:04:42Z,,,,,,,,,,,,,,,,,,,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058541,17,1,1,1,3,4dkougngrd8mpvfb1cr9mdb1p,1,55.6,77.5,2023-04-17T06:04:41.960Z,2023-04-17T06:04:44Z,4197848121,140,42.1,4197848119,56,Back,4197848127,213,2.5,4197848125,212,17.9,4197848123,141,93.6,,,,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058557,18,1,1,1,6,4dkougngrd8mpvfb1cr9mdb1p,1,38.1,85.9,2023-04-17T06:04:44.616Z,2023-04-17T06:04:48Z,4197848177,141,46.0,4197848181,213,4.5,4197848175,140,33.7,4197848173,56,Back,4197848179,212,27.5,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058567,19,1,1,1,9,4dkougngrd8mpvfb1cr9mdb1p,1,35.8,34.7,2023-04-17T06:04:48.105Z,2023-04-17T06:12:38Z,4197848217,56,Back,4197848225,213,4.9,4197848223,212,14.0,4197848219,140,38.3,4197848221,141,14.5,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535059983,91,1,1,1,10,4dkougngrd8mpvfb1cr9mdb1p,1,34.8,20.4,2023-04-17T06:04:49.420Z,2023-04-17T06:13:01Z,4197853443,213,5.4,4197853439,141,5.0,4197853435,56,Back,4197853441,212,13.8,4197853437,140,43.3,,,,,,,,,,at9ebendkmv06dnp6b140fw89,Kim Yeon-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058575,20,1,1,1,12,4dkougngrd8mpvfb1cr9mdb1p,1,46.8,3.2,2023-04-17T06:04:51.320Z,2023-04-17T06:04:53Z,4197848249,140,35.1,4197848251,141,9.2,4197848253,212,12.9,4197848255,213,2.8,4197848247,56,Back,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058589,21,1,1,1,15,4dkougngrd8mpvfb1cr9mdb1p,1,34.4,13.7,2023-04-17T06:04:53.784Z,2023-04-17T06:04:58Z,4197848299,140,24.7,4197848305,213,1.9,4197848297,56,Back,4197848303,212,28.2,4197848301,141,52.4,,,,,,,,,,at9ebendkmv06dnp6b140fw89,Kim Yeon-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058597,22,1,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,1,25.9,57,2023-04-17T06:04:57.928Z,2023-04-17T06:05:00Z,4197848337,141,40.7,4197848335,140,38.5,4197848341,213,5.6,4197848333,56,Back,4197848339,212,17.3,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058607,23,1,1,1,21,4dkougngrd8mpvfb1cr9mdb1p,1,39.8,40.3,2023-04-17T06:05:00.280Z,2023-04-17T06:05:02Z,4197848373,212,16.3,4197848375,213,2.5,4197848369,140,27.8,4197848371,141,55.4,4197848367,56,Back,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058615,24,1,1,1,23,4dkougngrd8mpvfb1cr9mdb1p,1,27.7,56.3,2023-04-17T06:05:01.992Z,2023-04-17T06:05:04Z,4197848399,212,14.4,4197848397,141,77.0,4197848401,213,1.8,4197848393,56,Back,4197848395,140,25.0,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058619,25,1,1,1,26,4dkougngrd8mpvfb1cr9mdb1p,0,24.3,88,2023-04-17T06:05:04.680Z,2023-04-17T06:05:05Z,4197848413,141,88.9,4197848415,212,13.8,4197848411,140,37.4,4197848409,56,Back,4197848417,213,0.0,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058621,19,61,1,1,27,98uh21utg52famg6x9k7t3s20,1,60.7,16.5,2023-04-17T06:05:05.642Z,2023-04-17T06:13:38Z,4197853937,56,Right,,,,,,,,,,,,,,,,,,,,,,9gazebtfildz2l6z7vwwabg89,Kim Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058739,28,49,1,1,28,98uh21utg52famg6x9k7t3s20,1,57.7,14.5,2023-04-17T06:05:06.513Z,2023-04-17T06:13:47Z,,,,,,,,,,,,,,,,,,,,,,,,,2a304ugyodhumio0ytku7hhm2,Seo Min-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058629,20,1,1,1,29,98uh21utg52famg6x9k7t3s20,1,60.4,20.3,2023-04-17T06:05:07.690Z,2023-04-17T06:05:09Z,4197848467,140,66.8,4197848473,213,5.6,4197848469,141,11.7,4197848471,212,8.9,4197848465,56,Right,,,,,,,,,,2a304ugyodhumio0ytku7hhm2,Seo Min-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058633,21,50,1,1,30,98uh21utg52famg6x9k7t3s20,1,69.2,8.4,2023-04-17T06:05:09.049Z,2023-04-17T06:14:01Z,4197854287,233,26,4197848487,286,,4197848485,56,Right,,,,,,,,,,,,,,,,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058637,26,7,1,1,30,4dkougngrd8mpvfb1cr9mdb1p,1,30.8,91.6,2023-04-17T06:05:09.050Z,2023-04-21T10:57:16Z,4197848507,285,,4197848505,56,Back,4197848517,233,21,4205693101,383,,,,,,,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058639,27,49,1,1,31,4dkougngrd8mpvfb1cr9mdb1p,1,25.5,94.8,2023-04-17T06:05:09.960Z,2023-04-17T06:05:10Z,,,,,,,,,,,,,,,,,,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058643,28,1,1,1,31,4dkougngrd8mpvfb1cr9mdb1p,1,25.5,94.8,2023-04-17T06:05:10.233Z,2023-04-17T06:05:13Z,4197848547,212,7.0,4197848541,56,Back,4197848545,141,88.9,4197848543,140,20.0,4197848549,213,3.7,,,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058649,29,1,1,1,34,4dkougngrd8mpvfb1cr9mdb1p,1,18.5,92.1,2023-04-17T06:05:12.953Z,2023-04-17T06:14:27Z,4197848567,212,5.5,4197848565,141,97.9,4197848569,213,0.8,4197848563,140,22.2,4197848561,56,Back,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535060373,120,61,1,1,35,4dkougngrd8mpvfb1cr9mdb1p,0,19.9,96.9,2023-04-17T06:05:13.821Z,2023-04-17T06:14:59Z,4197854935,56,Back,,,,,,,,,,,,,,,,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058657,22,5,1,1,36,98uh21utg52famg6x9k7t3s20,1,78.5,-1,2023-04-17T06:05:15.268Z,2023-04-17T06:10:15Z,4197848589,56,Right,4197848591,347,,4197848601,233,30,,,,,,,,,,,,,,,,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535058653,30,5,1,1,36,4dkougngrd8mpvfb1cr9mdb1p,0,21.5,101,2023-04-17T06:05:15.268Z,2023-04-17T06:05:18Z,4197848609,233,22,4197848579,56,Back,4197848581,347,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
