id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/8/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/12/value,assist,qualifier/14/value,qualifier/16/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2527317175,1,34,16,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-04-02T10:43:04.333Z,2023-04-02T10:43:05Z,4156739817,130,2,4156739819,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4156739823,197,14611,4156739825,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156739811,30,"a1tqnoo75nm3u94wfjiphnv56, 9gmsma17q21lca5ogboz6a6eh, av2iblvadx7u9cj27qgbm09ka, dn6crxzg2siahc43nrb8de9jp, 8ivl7nyl0sp6j834os6ybnmj9, 15lc9nb9h2r2e9qvh4es27q7e, 7djxob0tt6bmyi7hlvc7r81k9, bb0zj4rt5l4vjtdzghhj3n7it, 44zj38pfx1daxdibpl0cpttqt, 5wnt4q34ojngvtxturq18rvmd, e6jkkb7xnu0u2m1e7gbfsmggl, qbyyhh8m9r2wssat24ic745x, 116zxf1768eml7icqsiapke8k, 7i1q37au3dock164j6zfb0s9g, 4nvng795xsil5y42w1cwmy1ka, 6xxhpvf1ac36ox0k06flx9wbt, dj7t9bww1po1nfnro4788qtpl, cspyqj6qtdeymxcnw70b40j55",4156739815,59,"1, 17, 88, 26, 5, 30, 7, 6, 90, 16, 14, 3, 9, 11, 23, 25, 50, 96",4156739821,194,44zj38pfx1daxdibpl0cpttqt,4156739813,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527331909,1,34,16,0,0,4oixf5ykhg01zfxpt7gbpn3dq,1,0,0,2023-04-02T11:00:38.575Z,2023-04-02T11:00:38Z,4156818237,194,4d3es8ekeal960uto4qtswf6d,4156818239,197,4574,4156818229,59,"1, 22, 2, 98, 20, 3, 5, 97, 28, 13, 33, 4, 7, 9, 10, 11, 17, 23",4156818241,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4156818223,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4156818219,30,"4d3es8ekeal960uto4qtswf6d, 4pwrho63fnlcee1xvh5myrw0l, a51uwp4qcrr4rodslzst4iok5, b94ir5n74j160z90pshd9q6ll, 9mehciic0e1w99g55xavfg0oa, bcdm1l4nif0y2p25kxhyehyw9, exzcpmt24cwhugpj3b1oi5pii, un6pufmg35lihl29pqplevop, 6i3hjmgdhx9jv5tsk0ugc0b85, cdrs0tqwywl6soqu6p8qhkm50, cyt00eh5qk5dkzfshamy992j8, 9tiu7146tyw2qyckn8rsgxjsa, xxtw55nr7l92n8dpl6xcnahh, 8hqc7b9bv1u8j6jozhxyokno5, 594aaw8h28nlm7uz6ib9vczc9, 9dmzphjbkj0ih059z61ht5g8a, 9u3l89365yah3jn79pix0s67e, 2xf5af3fbjhe7g2cyq48ezf11",4156818233,130,13,4156818235,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527367975,2,32,1,0,0,4oixf5ykhg01zfxpt7gbpn3dq,1,0,0,2023-04-02T11:33:10.628Z,2023-04-06T06:06:23Z,4157008819,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527367953,2,32,1,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-04-02T11:33:10.628Z,2023-04-02T11:33:10Z,4157008731,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368081,3,1,1,0,1,4oixf5ykhg01zfxpt7gbpn3dq,1,50,50,2023-04-02T11:33:11.728Z,2023-04-06T06:06:51Z,4157009487,279,S,4157009485,213,3.1,4157009477,56,Back,4157009481,141,50.1,4157009483,212,23.5,4157009479,140,27.6,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368125,4,1,1,0,5,4oixf5ykhg01zfxpt7gbpn3dq,1,27.2,50.6,2023-04-02T11:33:15.689Z,2023-04-02T11:33:18Z,4157009729,213,1.4,4157009727,212,14.7,4157009725,141,72.0,4157009721,56,Back,4157009723,140,28.9,,,,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368199,5,1,1,0,8,4oixf5ykhg01zfxpt7gbpn3dq,1,27.7,71.8,2023-04-02T11:33:18.680Z,2023-04-02T11:33:22Z,4157010095,140,14.4,4157010093,56,Back,4157010101,212,32.0,4157010103,213,4.3,4157010097,141,29.5,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368255,6,1,1,0,11,4oixf5ykhg01zfxpt7gbpn3dq,1,13.4,27.9,2023-04-02T11:33:22.168Z,2023-04-02T11:34:20Z,4157010367,212,44.7,4157010355,56,Center,4157010375,1,,4157010359,140,56.0,4157010363,141,27.3,4157010351,155,,4157010371,213,6.3,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368823,13,61,1,0,12,4oixf5ykhg01zfxpt7gbpn3dq,0,48.3,26.8,2023-04-02T11:33:22.901Z,2023-04-06T06:18:57Z,4157017021,56,Back,,,,,,,,,,,,,,,,,,,,,,cdrs0tqwywl6soqu6p8qhkm50,Jeon Byung-Kwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2527368323,3,49,1,0,17,4dhojk80ifrs6ax05725bala2,1,25.6,51.8,2023-04-02T11:33:27.766Z,2023-04-02T11:33:49Z,,,,,,,,,,,,,,,,,,,,,,,,,a1tqnoo75nm3u94wfjiphnv56,Baek Jong-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
