id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/12/value,qualifier/13/value,qualifier/15/value
2531598505,1,34,16,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-10T10:50:30.846Z,2023-04-10T10:50:31Z,4179447255,197,6990,4179447245,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4179447253,194,53q7tgwwdclmp8mqr6uhpryl1,4179447243,30,"668f2py1qzypzm56csh8s04wl, bbg7ciq51x8y5sdlrrzclqbmy, bwzjmefo4k42iieisyas48vdh, 7tb226aujwnbsbsrzbncnk9w4, acf6ssf3sj4z2fbt6krbbczbp, 74i6zd9vz9kcipubavbib9uc5, acrtfa8a1l1tfbvcp7jzdttzo, 53q7tgwwdclmp8mqr6uhpryl1, 3r0e8d9wswt7ygyc46es0u12h, ei2p6tlhj81q4nstpv4s8oq5m, 7x5i526fkxae3bqymfw06vf85, 99z4lbnvzi2e6maoa7j3yy6ay, 223ln96k7nd83gd47ao1bbf8p, 7g2f8v5bmgnqxy8bla80tq1as, 29bsxzz5d3tzi1we2uznh6jo4, bqhazt8seel1clbtwmgacty50, 528xlo30dg6035gc4njjt90yc, 2w0xyf9cv6flsujkyh3xwo5at",4179447257,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179447251,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179447247,59,"1, 11, 32, 30, 16, 20, 25, 7, 9, 19, 10, 14, 18, 24, 29, 33, 38, 41",4179447249,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531602397,1,34,16,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-04-10T11:00:12.087Z,2023-04-10T11:34:43Z,4179471321,197,14918,4179471315,194,efi5ryymu8cvxdp3rnrk0gct1,4179471305,59,"1, 24, 22, 20, 2, 23, 4, 8, 9, 7, 10, 6, 11, 17, 21, 31, 35, 88",4179471299,30,"6h3wqtfn2mmenany8bwqeges5, 9gazebtfildz2l6z7vwwabg89, 39if24afmrxwterxd4uv665sl, e1dd7mmkckdxq9zv1zlp18out, 54wwllrm62wwim96tte369xp1, efi5ryymu8cvxdp3rnrk0gct1, 2a304ugyodhumio0ytku7hhm2, bf02taewqoelgq18ul1nlkkb9, ec0e15kwv2vre5gnldajcwq8l, mvn1u3p4yeecbjobvsuontp0, 1ljv0c7ibkdetodpptwowgru1, epwuhrr3ub0acxh16j6m0ynrp, lfe406p9mh0c4z6sbehkq4fd, arjghrkpdudekgjn9ygz1qvvt, 8mzlaxcpow2u6eoi19slmzoix, byv2xgoetylx6ow3yrshm4q2, 1446yq80h9yahbdxxmkje7384, 8sobgcp6sk25isz412rykigo9",4179471309,130,13,4179471325,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4179471311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4179471301,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611823,2,32,1,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-04-10T11:18:04.398Z,2023-04-14T15:52:35Z,4179521171,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611821,2,32,1,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-10T11:18:04.398Z,2023-04-10T11:18:04Z,4179521167,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611837,3,1,1,0,0,92h5si20tnxjtg4hj8cs97bpw,1,50.1,50,2023-04-10T11:18:04.498Z,2023-04-10T11:18:08Z,4179521269,212,11.5,4179521271,213,3.8,4179521263,56,Back,4179521273,279,S,4179521265,140,41.2,4179521267,141,40.1,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611861,4,1,1,0,3,92h5si20tnxjtg4hj8cs97bpw,1,42.9,35.7,2023-04-10T11:18:08.033Z,2023-04-10T11:18:10Z,4179521415,140,41.3,4179521417,141,7.3,4179521421,213,4.6,4179521413,56,Back,4179521419,212,19.4,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611885,5,1,1,0,5,92h5si20tnxjtg4hj8cs97bpw,1,40.4,7.9,2023-04-10T11:18:10.338Z,2023-04-10T11:18:14Z,4179521571,140,32.3,4179521569,56,Back,4179521575,212,13.2,4179521577,213,2.3,4179521573,141,22.7,,,,,,,,,,bbg7ciq51x8y5sdlrrzclqbmy,Kim Seung-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611913,6,1,1,0,9,92h5si20tnxjtg4hj8cs97bpw,1,32,27,2023-04-10T11:18:14.067Z,2023-04-10T11:18:16Z,4179521705,141,54.0,4179521703,140,26.0,4179521707,212,19.4,4179521701,56,Back,4179521709,213,1.9,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611927,7,1,1,0,12,92h5si20tnxjtg4hj8cs97bpw,1,26.5,42.8,2023-04-10T11:18:16.818Z,2023-04-10T11:18:18Z,4179521781,213,4.7,4179521775,140,26.3,4179521777,141,28.3,4179521773,56,Back,4179521779,212,9.9,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531611937,8,1,1,0,14,92h5si20tnxjtg4hj8cs97bpw,1,26.2,25.5,2023-04-10T11:18:18.562Z,2023-04-10T11:18:20Z,4179521871,141,6.2,4179521875,213,5.5,4179521869,140,38.4,4179521867,56,Back,4179521873,212,18.3,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,
