id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2513858617,1,34,16,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-01T06:38:02.137Z,2023-03-01T06:38:02Z,4064629545,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4064629535,59,"1, 17, 27, 13, 26, 20, 6, 8, 9, 19, 7, 4, 10, 11, 14, 30, 33, 41",4064629537,130,13,4064629533,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4064629531,30,"668f2py1qzypzm56csh8s04wl, 7ts0uh7r3qczq6qfwzjy8phhx, w2lc2uynj978tj6hj05exg8a, 99yrscdrulo9rty85p06mclat, 5wb9s5dpfmmijb96ck56o3pp1, 74i6zd9vz9kcipubavbib9uc5, 4yo7vsc9y2ssisq2kllyj28yd, 68axkq2o9fe65ew80jtj0xxp1, 3r0e8d9wswt7ygyc46es0u12h, ei2p6tlhj81q4nstpv4s8oq5m, 53q7tgwwdclmp8mqr6uhpryl1, 69kkav5u6owt1boe58a2ma1n9, 7x5i526fkxae3bqymfw06vf85, bbg7ciq51x8y5sdlrrzclqbmy, 99z4lbnvzi2e6maoa7j3yy6ay, 7tb226aujwnbsbsrzbncnk9w4, bqhazt8seel1clbtwmgacty50, 2w0xyf9cv6flsujkyh3xwo5at",4064629541,194,4yo7vsc9y2ssisq2kllyj28yd,4064629543,197,7736,4064629539,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513864867,1,34,16,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-01T07:27:43.888Z,2023-03-01T07:27:44Z,4064663031,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4064663021,59,"31, 30, 3, 5, 15, 66, 6, 14, 39, 29, 10, 4, 9, 11, 13, 17, 20, 22",4064663019,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4064663023,130,13,4064663029,197,5828,4064663017,30,"qo0nt96bm64f6y51bhjkd3v9, 6abdrc4g8p73pql7iqs9alwb9, 72kq5papl4c8coypvu06d8s9g, 5q7z5lreqv193mh9iuvvk9uxh, 1gqmmndo78ztp25pl1bzejaad, 2145b6pzua6pxctf1umb1zbah, 796qwo2lkuwqca8pm5fmo24t1, 1e31ylh0578q3kvzoe74zu191, etfv0pbs552snr9ob6vhy2wb8, 92mdamjcla34urd6j0urfqxas, g5uo98dpqlrxtpz4colzns2d, 8vwwu0vav5rvxbiqtzpqqvphx, e1anmcir6zfogte861l5tyymt, f4fwdqvrdwx1fq70hm6s7db6x, 4iz6r5c9ko0a4k9rfy7ewdega, h9p5qowecwbrg261wzwirxlh, 8gu1h4zk6u1kxka8snyvy139x, aylgtw8vq52pnxoqx54oh8vyt",4064663025,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4064663027,194,1e31ylh0578q3kvzoe74zu191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866265,2,32,1,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-01T07:36:16.865Z,2023-03-04T22:20:29Z,4064669071,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866271,2,32,1,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-01T07:36:16.865Z,2023-03-01T07:36:19Z,4064669081,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866281,3,1,1,0,0,92h5si20tnxjtg4hj8cs97bpw,1,49.9,49.7,2023-03-01T07:36:17.410Z,2023-03-01T07:36:21Z,4064669111,213,3.1,4064669103,56,Back,4064669113,279,S,4064669109,212,15.0,4064669121,189,,4064669107,141,50.3,4064669105,140,35.6,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866289,4,79,1,0,5,92h5si20tnxjtg4hj8cs97bpw,0,0,0,2023-03-01T07:36:22.861Z,2023-03-01T07:36:23Z,4064669137,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513880737,391,27,1,1,29,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-01T07:37:45.865Z,2023-03-01T09:46:47Z,4064744173,189,,4064743967,233,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513880723,466,27,1,1,29,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-01T07:37:45.865Z,2023-03-01T09:46:48Z,4064743963,233,391,4064744175,189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866487,3,17,1,1,31,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-01T07:37:48.436Z,2023-03-01T07:38:25Z,4064669915,13,243,4064670257,189,,4064669911,31,,4064669913,392,,,,,,,,,,,,,,72kq5papl4c8coypvu06d8s9g,Park Cheol-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513880759,392,28,1,1,32,229s1iq39lf40k945q50hauqw,1,0,0,2023-03-01T07:37:48.865Z,2023-03-01T09:46:50Z,4064744095,233,467,4064744189,189,,4064744075,55,391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513880753,467,28,1,1,32,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-01T07:37:48.865Z,2023-03-01T09:46:52Z,4064744227,189,,4064744087,233,392,4064744051,55,466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866599,5,79,1,2,18,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-01T07:38:35.323Z,2023-03-01T07:38:35Z,4064670367,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866607,6,1,1,2,19,92h5si20tnxjtg4hj8cs97bpw,0,35.7,49.4,2023-03-01T07:38:36.252Z,2023-03-01T09:46:56Z,4064670417,212,69.4,4064670415,141,10.7,4064670411,56,Right,4064670413,140,96.9,4064670419,213,5.9,4064670409,155,,4064670421,1,,4064670497,189,,5wb9s5dpfmmijb96ck56o3pp1,Lim Chai-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866617,4,4,1,2,21,229s1iq39lf40k945q50hauqw,1,1.6,88,2023-03-01T07:38:38.331Z,2023-03-01T07:38:43Z,4064670477,152,,4064670475,56,Back,4064670493,233,7,4064670471,13,,4064670473,294,,4064670479,285,,,,,,,,72kq5papl4c8coypvu06d8s9g,Park Cheol-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866609,7,4,1,2,21,92h5si20tnxjtg4hj8cs97bpw,0,98.4,12,2023-03-01T07:38:38.332Z,2023-03-01T07:38:44Z,4064670501,233,4,4064670425,13,,4064670427,294,,4064670429,56,Right,4064670431,152,,4064670433,286,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866699,5,1,1,3,9,229s1iq39lf40k945q50hauqw,1,11.2,81.8,2023-03-01T07:39:26.154Z,2023-03-01T07:40:15Z,4064670859,5,,4064670867,140,61.4,4064670865,56,Left,4064670873,213,0.0,4064670871,212,52.7,4064670875,1,,4064670869,141,82.9,4064670863,152,,qo0nt96bm64f6y51bhjkd3v9,Lee Bum-Young,4064670861,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866705,6,1,1,3,13,229s1iq39lf40k945q50hauqw,0,61.4,82.9,2023-03-01T07:39:30.195Z,2023-03-01T07:39:31Z,4064670891,56,Left,4064670893,140,69.8,4064670889,168,,4064670899,213,6.2,4064670887,3,,4064670897,212,8.9,4064670895,141,81.4,,,,g5uo98dpqlrxtpz4colzns2d,Murilo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866711,8,1,1,3,14,92h5si20tnxjtg4hj8cs97bpw,0,23.6,11.3,2023-03-01T07:39:31.495Z,2023-03-01T07:39:34Z,4064670925,3,,4064670935,213,0.0,4064670927,56,Back,4064670931,141,11.6,4064670933,212,12.9,4064670929,140,35.9,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866725,7,44,1,3,16,229s1iq39lf40k945q50hauqw,1,63,88.1,2023-03-01T07:39:33.382Z,2023-03-01T07:39:35Z,4064670987,233,9,4064670975,56,Left,4064670977,286,,,,,,,,,,,,,,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866715,9,44,1,3,16,92h5si20tnxjtg4hj8cs97bpw,0,37,11.9,2023-03-01T07:39:33.383Z,2023-03-01T07:39:35Z,4064670953,285,,4064670951,56,Back,4064670991,233,7,,,,,,,,,,,,,,,,ei2p6tlhj81q4nstpv4s8oq5m,Kim Ju-Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866729,8,1,1,3,17,229s1iq39lf40k945q50hauqw,0,62,87.8,2023-03-01T07:39:34.021Z,2023-03-01T08:54:23Z,4064671007,213,1.5,4064671005,212,9.7,4064671003,141,100.0,4064670997,3,,4064670999,56,Left,4064671001,140,62.9,,,,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866731,9,5,1,3,18,229s1iq39lf40k945q50hauqw,0,64.6,101.8,2023-03-01T07:39:35.662Z,2023-03-01T07:39:42Z,4064671013,347,,4064671093,233,10,4064671011,56,Left,,,,,,,,,,,,,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866745,10,5,1,3,18,92h5si20tnxjtg4hj8cs97bpw,1,35.4,-1.8,2023-03-01T07:39:35.662Z,2023-03-01T09:03:55Z,4064671081,347,,4064671087,233,9,4064671079,56,Back,,,,,,,,,,,,,,,,ei2p6tlhj81q4nstpv4s8oq5m,Kim Ju-Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866751,11,1,1,3,24,92h5si20tnxjtg4hj8cs97bpw,1,36,0,2023-03-01T07:39:41.848Z,2023-03-01T07:39:43Z,4064671125,213,2.7,4064671117,56,Back,4064671115,107,,4064671133,189,,4064671119,140,26.4,4064671123,212,11.0,4064671121,141,5.2,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866773,12,1,1,3,29,92h5si20tnxjtg4hj8cs97bpw,1,32.7,7.7,2023-03-01T07:39:46.199Z,2023-03-01T07:39:53Z,4064671243,196,,4064671241,155,,4064671253,213,1.2,4064671251,212,62.1,4064671249,141,93.0,4064671255,1,,4064671247,140,53.7,4064671245,56,Left,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866779,13,1,1,3,36,92h5si20tnxjtg4hj8cs97bpw,1,58.9,90.6,2023-03-01T07:39:53.130Z,2023-03-01T07:42:12Z,4064671295,213,4.3,4064671291,141,72.7,4064671293,212,13.3,4064671287,56,Center,4064671289,140,53.9,,,,,,,,,,w2lc2uynj978tj6hj05exg8a,Jeon Sung-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513866785,14,1,1,3,38,92h5si20tnxjtg4hj8cs97bpw,1,52.2,70.2,2023-03-01T07:39:55.562Z,2023-03-01T07:39:59Z,4064671341,212,53.0,4064671343,213,5.3,4064671339,141,5.5,4064671333,196,,4064671331,155,,4064671335,56,Right,4064671337,140,80.4,4064671345,1,,68axkq2o9fe65ew80jtj0xxp1,Lee Chang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
