id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,keyPass,assist,qualifier/13/value,qualifier/15/value,qualifier/16/value,qualifier/18/value
2513236693,1,34,16,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:08:25.185Z,2023-02-27T07:08:26Z,4061352653,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4061352637,30,"8mb4id7chmmjp2fc2q3dd3cdm, 4d629fx1hhv4b5u3ajgz86ay1, 138ed2bp6fkle4c1733d9p8lx, cc5c5mmpywxpgrb33oztcdgid, 53lbku4kt3amsxjwa5g8reswl, b5wk02yjsdg5u1bu6quczvrop, 487v5lof1h2czoedlj0oyiind, 4h9sgnk9ccfzukbxauz8q4ycp, ou0gnms7vf5ff66o508nowoa, cpp2ta11whu3qer21wlyq68yd, dbez8vagahwb60g6agdhdm1ka, 37gb3dt84aa4vb77olca9vs2x, 6hfw11blpd6hhd06sfoogzemt, dimndy1x0fz22a9chh4wymqne, 6fh3fcd5h6e9txpa4j1rfhck5, 1duiwq9o5e8sds5j08kgs3wt1, box34ask8r1uyj1hefhbox6cq, 655pmx3wi94ktbt6niw6110bt",4061352651,197,3226,4061352647,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4061352639,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4061352643,130,8,4061352641,59,"1, 33, 23, 8, 26, 4, 11, 6, 10, 21, 17, 3, 7, 13, 25, 27, 28, 97",4061352649,194,53lbku4kt3amsxjwa5g8reswl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513236733,1,34,16,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-02-27T07:08:37.565Z,2023-02-27T07:08:37Z,4061352857,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4061352849,130,8,4061352843,30,"4cih000f65u36i7fm1sn0fob9, 2t5jagwu3ghwwkz2r63tkfis5, eifui3hrv21plt57hxo8dhl62, 8683grc2e0vttdmqococp9iw9, e3n0w0p4dvfax1b6bfk2qlex, 53ii8a2tn0kbcxyp0hfqhu02d, 9fg0am5mvsr9u9wu2m4nf9ii1, 5osl9hgarpoek3ici17bq3nqh, 8sc2xigysl1ueogyivxyj0hqt, 4cn12y72opvi21fz6fmd5sc9g, 5wa2awnwsayrocgxs9d00p1p1, dfgaeb2ty9rt168zsbru4t3v9, 3nicdpsg0eal2r2f4m3oyycb9, f476eflmv1tojfcufu59inf56, biv5sbz8pcwic5vb8k0zc3tnt, 16ibszyes8xs923koupcul08a, e0bvhpq8csn9eeh5r1ka59bs9, 7g27aztcta6kcxevz44b8lv4l",4061352845,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4061352853,194,e3n0w0p4dvfax1b6bfk2qlex,4061352855,197,6999,4061352851,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4061352847,59,"21, 23, 66, 24, 15, 19, 11, 6, 18, 30, 10, 1, 9, 17, 22, 26, 31, 44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243471,2,43,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:41:07.448Z,2023-02-27T11:31:18Z,4061576695,144,32,4061389261,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243475,2,43,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-02-27T07:41:07.448Z,2023-02-27T11:31:26Z,4061576989,144,32,4061389263,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243483,3,43,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:41:07.548Z,2023-02-27T11:32:35Z,4061389311,213,2.9,4061389313,279,S,4061389623,189,0,4061389307,141,56.0,4061389305,140,36.5,4061579433,144,1,4061389303,56,Back,4061389309,212,14.8,ou0gnms7vf5ff66o508nowoa,Cho Gue-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513296581,42,32,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T12:09:32.723Z,2023-02-27T12:09:32Z,4061638911,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513296583,56,32,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-02-27T12:09:32.723Z,2023-02-27T12:09:35Z,4061638917,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513296589,43,1,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,50.2,49.9,2023-02-27T12:09:33.042Z,2023-02-27T12:10:27Z,4061638951,213,2.8,4061638953,279,S,4061638947,141,58.4,4061640135,189,,4061638949,212,19.7,4061638945,140,32.3,4061638943,56,Back,,,,ou0gnms7vf5ff66o508nowoa,Cho Gue-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243489,4,43,1,0,2,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:41:09.549Z,2023-02-27T11:32:34Z,4061389363,140,27.4,4061389361,56,Back,4061389367,212,16.7,4061389365,141,35.1,4061389369,213,4.2,4061579401,144,1,,,,,,,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513296599,44,1,1,0,3,cc7oug4s891gcp1r4mh00rw7x,1,34.2,58.2,2023-02-27T12:09:35.791Z,2023-02-27T12:09:38Z,4061638991,56,Back,4061638997,212,16.8,4061638995,141,34.5,4061638993,140,29.7,4061638999,213,4.4,,,,,,,,,,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243497,5,43,1,0,5,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:41:12.558Z,2023-02-27T11:32:33Z,4061389429,213,1.7,4061389423,140,24.1,4061579395,144,1,4061389421,56,Back,4061389425,141,56.9,4061389427,212,14.7,,,,,,,53lbku4kt3amsxjwa5g8reswl,Hong Jeong-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513296609,45,1,1,0,5,cc7oug4s891gcp1r4mh00rw7x,1,27.6,43.3,2023-02-27T12:09:38.423Z,2023-02-27T12:09:40Z,4061639057,213,1.7,4061639051,140,25.7,4061639055,212,12.1,4061639053,141,60.8,4061639049,56,Back,,,,,,,,,,53lbku4kt3amsxjwa5g8reswl,Hong Jeong-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513243503,6,43,1,0,7,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-02-27T07:41:14.541Z,2023-02-27T11:32:33Z,4061389465,56,Back,4061389469,141,87.4,4061579379,144,1,4061389467,140,31.6,4061389473,213,1.4,4061389471,212,17.9,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
