id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist
2546878455,1,34,16,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-05-11T06:19:09.240Z,2023-05-11T06:43:08Z,4267788983,30,"h9p5qowecwbrg261wzwirxlh, 545e6lk964ofxm3272seeyxn9, 8gu1h4zk6u1kxka8snyvy139x, 1e31ylh0578q3kvzoe74zu191, 6abdrc4g8p73pql7iqs9alwb9, 5q7z5lreqv193mh9iuvvk9uxh, 92mdamjcla34urd6j0urfqxas, 919kmyixita9vpob8q6bd3xed, e1anmcir6zfogte861l5tyymt, f4fwdqvrdwx1fq70hm6s7db6x, eaxcvmyhm1hfqen00nsjw8e8k, 35ujdq8lwjdi46yovbms5t239, 8vwwu0vav5rvxbiqtzpqqvphx, 9p8v4uzbmc8qh0xytxet54a1h, g5uo98dpqlrxtpz4colzns2d, 4iz6r5c9ko0a4k9rfy7ewdega, 9w4jzutswo4qa0zbtoj0yne, edjtfad8hfnahrmrluu6vnug9",4267788987,59,"17, 2, 20, 14, 30, 5, 29, 55, 9, 11, 16, 1, 4, 8, 10, 13, 19, 23",4267788985,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4267788989,130,8,4267788993,194,1e31ylh0578q3kvzoe74zu191,4267788997,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4267788991,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4267788995,197,5828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546880467,1,34,16,0,0,4oixf5ykhg01zfxpt7gbpn3dq,1,0,0,2023-05-11T06:36:50.533Z,2023-05-11T06:43:15Z,4267797457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4267797453,194,4ewc486q7lv7jho1t7qviprdh,4267797445,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4267797443,30,"4d3es8ekeal960uto4qtswf6d, 4pwrho63fnlcee1xvh5myrw0l, a51uwp4qcrr4rodslzst4iok5, b94ir5n74j160z90pshd9q6ll, exzcpmt24cwhugpj3b1oi5pii, bcdm1l4nif0y2p25kxhyehyw9, cdrs0tqwywl6soqu6p8qhkm50, 4ewc486q7lv7jho1t7qviprdh, 6i3hjmgdhx9jv5tsk0ugc0b85, xxtw55nr7l92n8dpl6xcnahh, 9u3l89365yah3jn79pix0s67e, 9tiu7146tyw2qyckn8rsgxjsa, 8hqc7b9bv1u8j6jozhxyokno5, 594aaw8h28nlm7uz6ib9vczc9, 1x0nab8a4vcrn6t4pwzlz7d1x, 3mof05i0b0pw2a5otudpl1qms, 2xf5af3fbjhe7g2cyq48ezf11, un6pufmg35lihl29pqplevop",4267797447,59,"1, 22, 2, 98, 5, 3, 13, 8, 28, 7, 17, 4, 9, 10, 14, 19, 23, 97",4267797451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4267797455,197,14983,4267797449,130,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884175,2,32,1,0,0,4oixf5ykhg01zfxpt7gbpn3dq,1,0,0,2023-05-11T07:05:09.020Z,2023-05-11T07:05:11Z,4267811923,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884173,2,32,1,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-05-11T07:05:09.020Z,2023-05-11T07:05:09Z,4267811921,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884183,3,1,1,0,0,229s1iq39lf40k945q50hauqw,1,50.2,49.4,2023-05-11T07:05:09.120Z,2023-05-11T07:05:11Z,4267811955,213,3.4,4267811951,141,44.6,4267811947,56,Back,4267811957,279,S,4267811953,212,14.5,4267811949,140,36.7,,,,,,,f4fwdqvrdwx1fq70hm6s7db6x,Lee Seung-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884185,4,1,1,0,2,229s1iq39lf40k945q50hauqw,1,37.8,44.8,2023-05-11T07:05:11.193Z,2023-05-11T07:05:12Z,4267811967,212,8.8,4267811963,140,37.4,4267811961,56,Back,4267811965,141,57.8,4267811969,213,1.6,,,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884191,5,1,1,0,3,229s1iq39lf40k945q50hauqw,1,37.4,57.8,2023-05-11T07:05:12.505Z,2023-05-11T07:05:13Z,4267811993,56,Back,4267811997,141,43.1,4267811995,140,36.3,4267812001,213,4.6,4267811999,212,10.1,,,,,,,,,,919kmyixita9vpob8q6bd3xed,Kim Seon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884205,6,1,1,0,4,229s1iq39lf40k945q50hauqw,1,36.7,44,2023-05-11T07:05:13.450Z,2023-05-11T07:05:16Z,4267812053,140,30.8,4267812057,212,19.7,4267812059,213,1.9,4267812051,56,Back,4267812055,141,71.5,,,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884219,7,1,1,0,7,229s1iq39lf40k945q50hauqw,1,30.8,74.7,2023-05-11T07:05:16.569Z,2023-05-11T07:05:21Z,4267812107,56,Back,4267812113,212,31.2,4267812111,141,29.4,4267812115,213,4.6,4267812109,140,26.1,,,,,,,,,,5q7z5lreqv193mh9iuvvk9uxh,L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884231,8,1,1,0,12,229s1iq39lf40k945q50hauqw,1,26.2,12.5,2023-05-11T07:05:21.385Z,2023-05-11T07:05:24Z,4267812145,56,Center,4267812153,213,0.3,4267812151,212,38.3,4267812155,1,,4267812147,140,61.4,4267812143,155,,4267812149,141,27.0,,,,6abdrc4g8p73pql7iqs9alwb9,Shin Se-Gye,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884241,9,1,1,0,15,229s1iq39lf40k945q50hauqw,0,61.5,27.1,2023-05-11T07:05:24.296Z,2023-05-11T07:05:27Z,4267812199,213,5.7,4267812187,3,,4267812191,56,Right,4267812195,141,16.5,4267812189,168,,4267812193,140,72.6,4267812197,212,13.7,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884239,3,44,1,0,15,4oixf5ykhg01zfxpt7gbpn3dq,1,27.9,81.6,2023-05-11T07:05:25.013Z,2023-05-11T07:05:27Z,4267812185,285,,4267812183,56,Back,4267812239,233,10,,,,,,,,,,,,,,,,a51uwp4qcrr4rodslzst4iok5,Seo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884247,10,44,1,0,15,229s1iq39lf40k945q50hauqw,0,72.1,18.4,2023-05-11T07:05:25.014Z,2023-05-11T07:05:28Z,4267812243,233,3,4267812221,286,,4267812219,56,Right,,,,,,,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884249,4,1,1,0,16,4oixf5ykhg01zfxpt7gbpn3dq,0,28,80.2,2023-05-11T07:05:25.803Z,2023-05-11T07:05:27Z,4267812225,56,Back,4267812233,213,5.3,4267812231,212,12.9,4267812229,141,64.3,4267812227,140,34.7,4267812223,3,,,,,,,,a51uwp4qcrr4rodslzst4iok5,Seo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884265,11,1,1,0,18,229s1iq39lf40k945q50hauqw,1,66.8,32.5,2023-05-11T07:05:27.769Z,2023-05-11T08:37:32Z,4267812299,140,72.0,4267812303,212,10.7,4267812295,3,,4267812305,213,5.2,4267812301,141,18.9,4267812297,56,Right,4267812613,210,15,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,1,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884267,12,15,1,0,21,229s1iq39lf40k945q50hauqw,1,74.5,24.4,2023-05-11T07:05:30.713Z,2023-05-11T08:37:32Z,4267812635,215,,4267812637,146,98.0,4267812633,103,29.1,4267812319,18,,4267812531,233,5,4267812317,22,,4267812639,147,47.5,4267812323,56,Center,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,4267812631,102,48.0,4267812623,81,4267812627,55,11,4267812519,20,4267812625,29,,,,,,,,,,,,,,,
2546884295,5,10,1,0,21,4oixf5ykhg01zfxpt7gbpn3dq,1,1.5,49.1,2023-05-11T07:05:30.813Z,2023-05-11T07:05:41Z,4267812455,181,,4267812535,233,12,4267812457,182,,4267812453,173,,4267812459,56,Back,,,,,,,,,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884301,6,6,1,0,28,4oixf5ykhg01zfxpt7gbpn3dq,0,14.9,63.6,2023-05-11T07:05:37.353Z,2023-05-11T08:29:28Z,4267812477,56,Back,4267812479,73,,4267812513,233,13,,,,,,,,,,,,,,,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884305,13,6,1,0,28,229s1iq39lf40k945q50hauqw,1,85.1,36.4,2023-05-11T07:05:37.353Z,2023-05-11T07:05:38Z,4267812491,56,Center,4267812507,233,6,4267812493,75,,,,,,,,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884393,14,1,1,0,49,229s1iq39lf40k945q50hauqw,1,99.5,0.5,2023-05-11T07:05:58.713Z,2023-05-11T07:06:01Z,4267812851,224,,4267812863,1,,4267812855,140,89.9,4267812847,6,,4267812845,2,,4267812861,213,1.8,4267812857,141,57.2,4267812853,56,Center,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,4267812849,155,,4267812859,212,,,,,,,,39.9,,,,,,,,,,,,,,
2546884401,15,1,1,0,52,229s1iq39lf40k945q50hauqw,0,89.9,57.2,2023-05-11T07:06:01.449Z,2023-05-11T07:06:02Z,4267812883,3,,4267812887,140,92.2,4267812889,141,46.0,4267812893,213,5.0,4267812891,212,8.0,4267812885,56,Center,,,,,,,5q7z5lreqv193mh9iuvvk9uxh,L. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884403,7,44,1,0,52,4oixf5ykhg01zfxpt7gbpn3dq,1,5.8,54,2023-05-11T07:06:01.947Z,2023-05-11T07:08:10Z,4267812897,285,,4267812915,233,16,4267812895,56,Back,,,,,,,,,,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884409,16,44,1,0,52,229s1iq39lf40k945q50hauqw,0,94.2,46,2023-05-11T07:06:01.948Z,2023-05-11T07:06:04Z,4267812913,286,,4267812919,233,7,4267812911,56,Center,,,,,,,,,,,,,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884405,8,12,1,0,53,4oixf5ykhg01zfxpt7gbpn3dq,1,7,54,2023-05-11T07:06:02.899Z,2023-05-11T07:08:13Z,4267812905,212,14.0,4267812901,140,19.7,4267812903,141,60.2,4267812907,213,0.3,4267812899,56,Back,4267812909,15,,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,
