id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/9/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/12/value,keyPass,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value
2546884717,9,1,1,0,15,cc7oug4s891gcp1r4mh00rw7x,1,29.1,66.6,2023-05-11T07:07:15.770Z,2023-05-11T07:07:17Z,4267814025,213,1.3,4267814021,141,92.1,4267814023,212,18.0,4267814019,140,33.6,4267814017,56,Back,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546884743,10,1,1,0,16,cc7oug4s891gcp1r4mh00rw7x,1,34.3,92.7,2023-05-11T07:07:17.051Z,2023-05-11T07:11:39Z,4267814109,155,,4267814755,210,16,4267815119,4,,4267814757,154,,4267814111,56,Center,4267814113,140,79.4,4267814759,22,,4267814115,141,68.2,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,1,4267814117,212,50.2,4267814121,1,4267814119,213,5.9,,,,,,,,,,,,,,,,,,,,,,
2546884747,11,16,1,0,21,cc7oug4s891gcp1r4mh00rw7x,1,86.6,65.3,2023-05-11T07:07:22.114Z,2023-05-11T07:11:40Z,4267814769,154,,4267814767,29,,4267814765,80,,4267814175,20,,4267814183,375,00:20.724,4267814135,56,Center,4267814771,55,10,4267814179,374,2023-05-11 08:07:21.064,1duiwq9o5e8sds5j08kgs3wt1,Moon Seon-Min,,4267814775,102,47.1,4267814781,230,4267814783,231,56.5,94.2,4267814777,103,12.0,4267814779,215,4267814133,64,4267814131,22,,,,,,,,,,,,
2546885059,4,1,1,1,33,25yplfulilqz11lp1qbii7sf3,1,49.9,50,2023-05-11T07:08:34.048Z,2023-05-11T07:09:42Z,4267815407,141,44.3,4267815431,189,,4267815411,213,3.4,4267815413,279,G,4267815405,140,34.5,4267815409,212,16.6,4267815403,56,Back,,,,7rwv2m8660qffrhluftyhgno5,F. Mulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885083,5,1,1,1,36,25yplfulilqz11lp1qbii7sf3,1,36.1,44.5,2023-05-11T07:08:37.296Z,2023-05-11T07:08:46Z,4267815507,56,Back,4267815515,213,1.9,4267815509,140,28.7,4267815513,212,26.1,4267815511,141,81.1,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885091,6,1,1,1,43,25yplfulilqz11lp1qbii7sf3,1,39.1,82.9,2023-05-11T07:08:44.320Z,2023-05-11T07:08:48Z,4267815551,212,10.3,4267815553,213,2.0,4267815547,140,35.4,4267815549,141,96.9,4267815545,56,Back,,,,,,,,,,6guyyg9xolz10ghf7draajqw9,Park Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885097,7,1,1,1,47,25yplfulilqz11lp1qbii7sf3,0,31.5,94.1,2023-05-11T07:08:47.392Z,2023-05-11T07:15:50Z,4267815575,56,Back,4267815581,212,9.3,4267815583,213,5.8,4267815577,140,39.5,4267815579,141,88.1,,,,,,,,,,i60jnxmaywexvys2g0aktdcl,Lee Ki-Je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885111,12,8,1,1,52,cc7oug4s891gcp1r4mh00rw7x,1,71.6,8.6,2023-05-11T07:08:52.619Z,2023-05-11T07:08:52Z,4267815627,56,Right,,,,,,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885115,13,49,1,1,52,cc7oug4s891gcp1r4mh00rw7x,1,71.4,8.9,2023-05-11T07:08:53.115Z,2023-05-11T07:08:53Z,,,,,,,,,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885125,14,1,1,1,53,cc7oug4s891gcp1r4mh00rw7x,0,73.1,8.3,2023-05-11T07:08:53.586Z,2023-05-11T07:08:55Z,4267815667,140,80.7,4267815671,212,30.3,4267815673,213,1.3,4267815665,56,Center,4267815669,141,51.3,4267815663,155,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885133,8,1,1,1,53,25yplfulilqz11lp1qbii7sf3,0,19.3,48.4,2023-05-11T07:08:53.681Z,2023-05-11T07:08:59Z,4267815725,141,77.6,4267815727,212,20.9,4267815723,140,25.5,4267815721,56,Back,4267815719,3,,4267815729,213,1.3,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885131,15,44,1,1,56,cc7oug4s891gcp1r4mh00rw7x,1,75.6,21.8,2023-05-11T07:08:56.543Z,2023-05-11T07:08:59Z,4267815715,56,Center,4267815717,286,,4267815783,233,9,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885137,9,44,1,1,56,25yplfulilqz11lp1qbii7sf3,0,24.4,78.2,2023-05-11T07:08:56.544Z,2023-05-11T07:09:00Z,4267815787,233,15,4267815747,285,,4267815745,56,Back,,,,,,,,,,,,,,,,c75jawwqkzeeuok8x8jp590yc,Lee Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885139,16,1,1,1,56,cc7oug4s891gcp1r4mh00rw7x,0,76.5,21.3,2023-05-11T07:08:56.674Z,2023-05-11T07:13:21Z,4267815759,213,5.7,4267815753,140,88.5,4267815751,56,Right,4267815757,212,15.6,4267815749,3,,4267815755,141,7.7,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885145,10,49,1,1,57,25yplfulilqz11lp1qbii7sf3,1,10.9,94.5,2023-05-11T07:08:58.159Z,2023-05-11T07:09:00Z,,,,,,,,,,,,,,,,,,,,,,,,,i60jnxmaywexvys2g0aktdcl,Lee Ki-Je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885153,11,1,1,1,58,25yplfulilqz11lp1qbii7sf3,0,12.4,95,2023-05-11T07:08:59.264Z,2023-05-11T07:13:37Z,4267815817,212,32.0,4267815815,141,74.7,4267815821,1,,4267815819,213,5.8,4267815813,140,39.9,4267815811,56,Back,,,,,,,i60jnxmaywexvys2g0aktdcl,Lee Ki-Je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885159,17,43,1,2,1,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-05-11T07:09:02.234Z,2023-05-11T07:14:12Z,4267821597,144,49,,,,,,,,,,,,,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885163,18,1,1,2,2,cc7oug4s891gcp1r4mh00rw7x,0,62.5,24.7,2023-05-11T07:09:02.716Z,2023-05-11T07:13:53Z,4267815857,213,0.3,4267815853,141,31.3,4267815851,140,74.5,4267815847,155,,4267815849,56,Center,4267815855,212,13.4,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885187,12,1,1,2,3,25yplfulilqz11lp1qbii7sf3,1,27.9,70.3,2023-05-11T07:09:03.680Z,2023-05-11T07:09:07Z,4267815963,3,,4267815969,141,57.5,4267815965,56,Back,4267815967,140,34.8,4267815971,212,11.3,4267815973,213,5.4,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885199,13,3,1,2,4,25yplfulilqz11lp1qbii7sf3,1,27.6,67.4,2023-05-11T07:09:04.643Z,2023-05-11T07:11:10Z,4267816001,56,Back,4267816005,233,19,4267816009,285,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885197,19,45,1,2,4,cc7oug4s891gcp1r4mh00rw7x,0,72.4,32.6,2023-05-11T07:09:04.643Z,2023-05-11T07:11:10Z,4267815995,56,Center,4267815997,286,,4267816363,233,13,,,,,,,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885209,14,1,1,2,6,25yplfulilqz11lp1qbii7sf3,1,43.7,67,2023-05-11T07:09:06.672Z,2023-05-11T07:14:41Z,4267816043,141,71.7,4267816041,140,44.9,4267816047,213,1.2,4267816045,212,3.4,4267816039,56,Back,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885261,15,1,1,2,8,25yplfulilqz11lp1qbii7sf3,1,55.7,70.3,2023-05-11T07:09:09.072Z,2023-05-11T07:09:24Z,4267816255,140,73.1,4267816261,213,6.2,4267816257,141,66.9,4267816253,56,Center,4267816259,212,18.4,,,,,,,,,,az865nb20rq7o9np5ybcujpjo,Yu Je-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885263,16,61,1,2,21,25yplfulilqz11lp1qbii7sf3,0,98.3,68.8,2023-05-11T07:09:21.920Z,2023-05-11T07:09:24Z,4267816265,56,Center,,,,,,,,,,,,,,,,,,,,,,7rwv2m8660qffrhluftyhgno5,F. Mulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885267,17,5,1,2,22,25yplfulilqz11lp1qbii7sf3,0,101,67.6,2023-05-11T07:09:22.529Z,2023-05-11T07:09:25Z,4267816275,346,,4267816273,56,Center,4267816281,233,20,,,,,,,,,,,,,,,,7rwv2m8660qffrhluftyhgno5,F. Mulić,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885265,20,5,1,2,22,cc7oug4s891gcp1r4mh00rw7x,1,-1,32.4,2023-05-11T07:09:22.529Z,2023-05-11T07:11:32Z,4267816271,346,,4267816269,56,Back,4267816277,233,17,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885307,21,1,1,2,36,cc7oug4s891gcp1r4mh00rw7x,1,5.3,50.1,2023-05-11T07:09:36.979Z,2023-05-11T07:17:21Z,4267824437,74,,4267816423,124,,4267816433,213,0.8,4267816429,141,93.3,4267816431,212,41.3,4267816425,56,Back,4267816427,140,33.0,4267816463,189,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,4267816435,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546887073,100,61,1,2,38,cc7oug4s891gcp1r4mh00rw7x,0,33.8,89.6,2023-05-11T07:09:39.051Z,2023-05-11T07:17:17Z,4267824181,56,Back,,,,,,,,,,,,,,,,,,,,,,1duiwq9o5e8sds5j08kgs3wt1,Moon Seon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885321,18,49,1,2,38,25yplfulilqz11lp1qbii7sf3,1,61.1,3.2,2023-05-11T07:09:39.056Z,2023-05-11T07:09:41Z,,,,,,,,,,,,,,,,,,,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885325,19,1,1,2,38,25yplfulilqz11lp1qbii7sf3,1,66.7,4.4,2023-05-11T07:09:39.217Z,2023-05-11T07:17:38Z,4267816495,141,6.9,4267816497,212,10.8,4267816493,140,76.9,4267816491,56,Right,4267816499,213,0.2,,,,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546887245,97,1,1,2,39,25yplfulilqz11lp1qbii7sf3,0,77.4,9.1,2023-05-11T07:09:40.300Z,2023-05-11T07:18:04Z,4267825201,141,0.0,4267825203,212,11.8,4267825199,140,86.5,4267825197,56,Right,4267825205,213,5.7,,,,,,,,,,a265eqmvpp3usopchr3mkp8bu,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885329,20,5,1,2,40,25yplfulilqz11lp1qbii7sf3,0,84.2,-1.8,2023-05-11T07:09:40.357Z,2023-05-11T07:09:44Z,4267816507,347,,4267816523,233,22,4267816505,56,Right,,,,,,,,,,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885333,22,5,1,2,40,cc7oug4s891gcp1r4mh00rw7x,1,15.8,101.8,2023-05-11T07:09:40.357Z,2023-05-11T07:11:32Z,4267816517,233,20,4267816513,56,Back,4267816515,347,,,,,,,,,,,,,,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885373,23,1,1,2,57,cc7oug4s891gcp1r4mh00rw7x,1,15.5,100,2023-05-11T07:09:57.683Z,2023-05-11T07:09:59Z,4267816681,212,15.4,4267816683,213,5.8,4267816675,56,Back,4267816677,140,28.7,4267816673,107,,4267816679,141,90.9,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885375,24,1,1,2,58,cc7oug4s891gcp1r4mh00rw7x,0,34.5,93.6,2023-05-11T07:09:58.971Z,2023-05-11T07:18:43Z,4267825919,141,96.0,4267825923,213,0.5,4267825921,212,3.7,4267825917,140,37.7,4267816687,56,Back,,,,,,,,,,2t6k9fzod7v7mpbq3z9phqifp,Rafael Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885381,21,49,1,2,58,25yplfulilqz11lp1qbii7sf3,1,57.9,7.4,2023-05-11T07:09:59.297Z,2023-05-11T07:10:01Z,,,,,,,,,,,,,,,,,,,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885391,22,1,1,2,58,25yplfulilqz11lp1qbii7sf3,1,57.9,7.4,2023-05-11T07:09:59.321Z,2023-05-11T07:19:19Z,4267816733,212,8.7,4267816729,140,65.7,4267816731,141,11.9,4267816727,56,Right,4267816735,213,0.4,,,,,,,,,,amk38ynyldb8oqjvf7gqt02cp,Jang Ho-Ik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546887609,116,3,1,2,59,25yplfulilqz11lp1qbii7sf3,0,72.8,5.8,2023-05-11T07:09:59.539Z,2023-05-11T07:19:40Z,4267827137,233,124,4267827017,56,Right,4267827019,286,,,,,,,,,,,,,,,,,5mj7o6o20uaotwt25hcs3fjrp,Kim Bo-Kyung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546887605,124,7,1,2,59,cc7oug4s891gcp1r4mh00rw7x,1,27.2,94.2,2023-05-11T07:09:59.540Z,2023-05-11T07:19:42Z,4267827115,285,,4267827133,233,116,4267827113,56,Back,,,,,,,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885387,25,49,1,3,1,cc7oug4s891gcp1r4mh00rw7x,1,27.7,91.5,2023-05-11T07:10:01.466Z,2023-05-11T07:10:01Z,,,,,,,,,,,,,,,,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885409,26,1,1,3,1,cc7oug4s891gcp1r4mh00rw7x,1,28.1,92,2023-05-11T07:10:01.692Z,2023-05-11T07:10:04Z,4267816793,56,Back,4267816799,212,12.7,4267816801,213,3.4,4267816795,140,16.4,4267816797,141,87.2,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885425,27,1,1,3,3,cc7oug4s891gcp1r4mh00rw7x,1,12.6,84.2,2023-05-11T07:10:04.122Z,2023-05-11T07:10:07Z,4267816877,213,4.1,4267816869,56,Back,4267816875,212,15.8,4267816873,141,65.4,4267816871,140,3.8,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885451,28,1,1,3,6,cc7oug4s891gcp1r4mh00rw7x,1,3.8,65.2,2023-05-11T07:10:07.283Z,2023-05-11T07:10:11Z,4267816975,140,30.2,4267816983,1,,4267816981,213,5.3,4267816977,141,7.4,4267816973,56,Back,4267816971,155,,4267816979,212,48.1,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885453,29,1,1,3,11,cc7oug4s891gcp1r4mh00rw7x,0,30.1,7.3,2023-05-11T07:10:11.459Z,2023-05-11T07:20:13Z,4267816997,213,0.1,4267816991,140,39.8,4267816993,141,9.4,4267816989,56,Back,4267816995,212,10.3,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885465,23,8,1,3,11,25yplfulilqz11lp1qbii7sf3,1,57,94.4,2023-05-11T07:10:11.552Z,2023-05-11T07:10:13Z,4267817025,56,Left,,,,,,,,,,,,,,,,,,,,,,i60jnxmaywexvys2g0aktdcl,Lee Ki-Je,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885479,24,49,1,3,13,25yplfulilqz11lp1qbii7sf3,1,63.9,95.1,2023-05-11T07:10:13.408Z,2023-05-11T07:10:15Z,,,,,,,,,,,,,,,,,,,,,,,,,c75jawwqkzeeuok8x8jp590yc,Lee Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885505,25,1,1,3,14,25yplfulilqz11lp1qbii7sf3,1,63,94.7,2023-05-11T07:10:15.328Z,2023-05-11T07:10:21Z,4267817193,141,75.4,4267817191,140,57.1,4267817195,212,14.5,4267817189,56,Center,4267817197,213,4.3,,,,,,,,,,c75jawwqkzeeuok8x8jp590yc,Lee Sang-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546885513,26,1,1,3,18,25yplfulilqz11lp1qbii7sf3,1,59.4,64,2023-05-11T07:10:18.864Z,2023-05-11T07:10:23Z,4267817237,213,3.9,4267817235,212,15.8,4267817231,140,48.3,4267817233,141,48.4,4267817229,56,Back,,,,,,,,,,d2xhf1invyzqlm3wpwvrpp711,Lee Jong-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
