id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/13/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,assist
2516401781,1,34,16,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-06T09:55:29.833Z,2023-03-06T09:55:30Z,4078069101,30,"lfar3t1safoyi3yfz5yph149, 9gmsma17q21lca5ogboz6a6eh, av2iblvadx7u9cj27qgbm09ka, dn6crxzg2siahc43nrb8de9jp, 8ivl7nyl0sp6j834os6ybnmj9, 15lc9nb9h2r2e9qvh4es27q7e, 7djxob0tt6bmyi7hlvc7r81k9, bb0zj4rt5l4vjtdzghhj3n7it, 44zj38pfx1daxdibpl0cpttqt, 5wnt4q34ojngvtxturq18rvmd, e6jkkb7xnu0u2m1e7gbfsmggl, a1tqnoo75nm3u94wfjiphnv56, qbyyhh8m9r2wssat24ic745x, cbm1zbcl89cfw2q10kg467cru, 6xxhpvf1ac36ox0k06flx9wbt, dj7t9bww1po1nfnro4788qtpl, a53x9bb5dk9vgwa8tf0swtm1h, cspyqj6qtdeymxcnw70b40j55",4078069113,197,14611,4078069115,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4078069109,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4078069103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4078069111,194,44zj38pfx1daxdibpl0cpttqt,4078069105,59,"21, 17, 88, 26, 5, 30, 7, 6, 90, 16, 14, 1, 3, 22, 25, 50, 94, 96",4078069107,130,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516402891,1,34,16,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-03-06T09:58:55.667Z,2023-03-06T12:25:08Z,4078075757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4078075753,130,17,4078075749,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4078119253,194,8hrpj0ialzd2mqug3bxpgnvth,4078075747,30,"mz5s4zs3lw1sg7vv68f49iad, i257idor9l103iarq57i4bft, bplgavkxvjdsqd8j812pgwh2i, 21tuis2g923xw10ga0po2vlk9, 8hrpj0ialzd2mqug3bxpgnvth, agy03jhjlcs2x09k316qvfm51, ebsjcibmg7i93yxf4bhmac5w, 7uykeqo2uz07vju7flufnss89, 7v3gbz56454fadpqntuay5l91, bfb2cvnizvh884eh2i2grqqqd, 20ravs7guc7xweayjndidbnu2, 15ato5bntfatzlnc2pdu1yn3e, b0miq9jw3eil023jw8uf60lwp, e9a5dm1gjizkuot7nnen5cwkp, 9ieemqwmuxyvid5aueej85rzd, 5pafczrcdtbxy8rrgxb277emt, apy7g10omrmrjeyybf5v6jxzp, eqw66ob9qm4awc6wedc89ryll",4078075751,59,"1, 13, 16, 3, 6, 5, 14, 44, 91, 11, 7, 9, 19, 21, 22, 28, 30, 33",4078075759,197,4567,4078075761,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516411837,2,43,1,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-06T10:20:47Z,2023-03-06T10:32:17Z,4078124299,127,Right to Left,4078153193,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516411831,2,43,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-03-06T10:20:47.746Z,2023-03-06T10:32:07Z,4078152819,144,32,4078124273,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516418607,77,32,1,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-06T10:20:47.746Z,2023-03-06T12:31:05Z,4078159679,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516418609,128,32,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-03-06T10:20:47.746Z,2023-03-10T14:10:11Z,4078159693,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516418613,129,1,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,49.9,49.7,2023-03-06T10:20:47.790Z,2023-03-06T13:37:45Z,4078159711,140,36.6,4078159719,279,S,4078159713,141,47.2,4078159709,56,Back,4078159715,212,14.1,4078159717,213,3.3,,,,,,,7v3gbz56454fadpqntuay5l91,Sandro Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516411875,3,43,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-03-06T10:20:47.846Z,2023-03-06T10:31:50Z,4078124457,212,16.1,4078152147,144,1,4078124453,140,34.7,4078124455,141,47.2,4078124451,56,Back,4078124461,279,S,4078124459,213,3.3,,,,7v3gbz56454fadpqntuay5l91,Sandro Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516411897,4,43,1,0,3,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-03-06T10:20:51.459Z,2023-03-06T10:31:16Z,4078124541,140,28.9,4078150777,144,1,4078124539,56,Back,4078124547,213,4.5,4078124543,141,8.8,4078124545,212,25.7,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516418671,130,1,1,0,3,dxrq5ce9fljcf0vrbrz89rp0k,1,35.1,44.3,2023-03-06T10:20:51.718Z,2023-03-06T13:37:44Z,4078159955,56,Back,4078159959,141,14.7,4078159961,212,20.8,4078159963,213,4.5,4078159957,140,30.0,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
