id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,assist,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,qualifier/11/value,qualifier/14/value,qualifier/13/value
2537850993,1,34,16,0,0,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-04-23T10:29:38.565Z,2023-04-23T10:40:15Z,4212711151,30,"7rht8pf969t2zsy1lcp13aicq, 9ypo5z607qgr7586utge5hln9, 4iatm3hkiepuk84pn8rcfjm6s, bppyf0fnmm86izw3n2kifahh, f5dwmfqf84vn26jqgru6q6uax, at9ebendkmv06dnp6b140fw89, ep1eax2gaziw4xoshealvq5ex, 23yszo5vk185thxlbtejvpfbp, 5723ov5phdi50orxufuflv33e, cni5awk83s8cen20ed4v1swve, ar5egjfxvgref6nzy4onfmsid, 6c57ayh4zo9txp6oo987w96fp, 5o8e7mjrqi8wpco5b7f6oef9x, bvb790jufzko9iif477l7gd0p, a54k20jw9qbbz7f9dgmiufc2x, 5q14ubfa0onthocee8udipsyd, d07j5jwrtr7r9z04a5te24w7o, eu0p99sk5yxmjyjln9cz0woo9",4212711161,197,19016,4212711159,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212711157,130,13,4212713423,194,23yszo5vk185thxlbtejvpfbp,4212711163,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212711155,59,"23, 17, 28, 20, 47, 3, 6, 8, 99, 10, 11, 4, 7, 14, 16, 21, 25, 27",4212711153,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537855217,1,34,16,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-04-23T10:36:48.980Z,2023-04-23T11:47:21Z,4212733047,59,"17, 88, 2, 14, 15, 30, 29, 6, 39, 9, 10, 1, 3, 5, 11, 13, 22, 55",4212733055,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4212736819,194,1e31ylh0578q3kvzoe74zu191,4212733043,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4212733051,130,2,4212733039,30,"h9p5qowecwbrg261wzwirxlh, 25o7ph16olajaprg59apoyzmd, 545e6lk964ofxm3272seeyxn9, 1e31ylh0578q3kvzoe74zu191, 1gqmmndo78ztp25pl1bzejaad, 6abdrc4g8p73pql7iqs9alwb9, 92mdamjcla34urd6j0urfqxas, 796qwo2lkuwqca8pm5fmo24t1, etfv0pbs552snr9ob6vhy2wb8, e1anmcir6zfogte861l5tyymt, g5uo98dpqlrxtpz4colzns2d, 35ujdq8lwjdi46yovbms5t239, 72kq5papl4c8coypvu06d8s9g, 5q7z5lreqv193mh9iuvvk9uxh, f4fwdqvrdwx1fq70hm6s7db6x, 4iz6r5c9ko0a4k9rfy7ewdega, aylgtw8vq52pnxoqx54oh8vyt, 919kmyixita9vpob8q6bd3xed",4212733061,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4212733059,197,14526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537859991,27,43,1,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-04-23T10:44:19.557Z,2023-04-23T10:44:29Z,4212758401,127,Left to Right,4212759033,144,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860365,2,32,1,0,0,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-04-23T10:44:54.979Z,2023-04-28T13:49:16Z,4212760339,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860355,28,32,1,0,0,229s1iq39lf40k945q50hauqw,1,0,0,2023-04-23T10:44:54.979Z,2023-04-23T10:44:55Z,4212760293,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860401,3,1,1,0,0,4dkougngrd8mpvfb1cr9mdb1p,1,50,50,2023-04-23T10:44:55.079Z,2023-04-23T10:44:59Z,4212760539,56,Back,4212760543,141,50.6,4212760551,213,3.1,4212760553,279,S,4212760541,140,34.2,4212760547,212,16.6,,,,,,,5723ov5phdi50orxufuflv33e,Cheon Seong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860407,4,1,1,0,4,4dkougngrd8mpvfb1cr9mdb1p,0,36,48.5,2023-04-23T10:44:59.170Z,2023-04-23T10:45:00Z,4212760567,141,49.7,4212760569,212,1.7,4212760561,155,,4212760593,286,,4212760571,213,0.5,4212760589,233,29,4212760563,56,Back,4212760587,236,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,4212760565,140,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860409,29,74,1,0,4,229s1iq39lf40k945q50hauqw,1,60.5,48.8,2023-04-23T10:44:59.171Z,2023-04-23T11:29:07Z,4212760573,56,Center,4212760619,233,4,4212760575,285,,,,,,,,,,,,,,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860493,5,1,1,0,8,4dkougngrd8mpvfb1cr9mdb1p,1,26.7,74.8,2023-04-23T10:45:03.937Z,2023-04-23T10:45:07Z,4212761013,212,10.9,4212761015,213,0.6,4212761009,140,35.4,4212761007,56,Back,4212761011,141,83.6,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537860517,6,1,1,0,9,4dkougngrd8mpvfb1cr9mdb1p,0,36.9,81,2023-04-23T10:45:04.746Z,2023-04-28T13:52:50Z,4231762237,141,81.8,4231762239,212,2.8,4231762241,213,0.2,4231762233,168,,4231762235,140,39.5,4212761173,56,Back,,,,,,,4iatm3hkiepuk84pn8rcfjm6s,Min Kyung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
