id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/9/value,qualifier/10/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2541483765,1,34,16,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-04-30T09:45:22.924Z,2023-04-30T10:34:26Z,4239028523,30,"byv2xgoetylx6ow3yrshm4q2, arjghrkpdudekgjn9ygz1qvvt, 39if24afmrxwterxd4uv665sl, e1dd7mmkckdxq9zv1zlp18out, 54wwllrm62wwim96tte369xp1, 2sds2sehq07afh2cfoctbj651, bf02taewqoelgq18ul1nlkkb9, 2a304ugyodhumio0ytku7hhm2, 1446yq80h9yahbdxxmkje7384, 9ung27ni2ywc2ekdomftu6vbo, mvn1u3p4yeecbjobvsuontp0, 6h3wqtfn2mmenany8bwqeges5, epwuhrr3ub0acxh16j6m0ynrp, 1ljv0c7ibkdetodpptwowgru1, lfe406p9mh0c4z6sbehkq4fd, 8mzlaxcpow2u6eoi19slmzoix, efi5ryymu8cvxdp3rnrk0gct1, 9gazebtfildz2l6z7vwwabg89",4239028537,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239028531,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4239028525,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4239028529,130,13,4239028535,197,7001,4239028527,59,"31, 17, 22, 20, 2, 5, 8, 4, 35, 14, 7, 1, 6, 10, 11, 21, 23, 24",4239028533,194,2a304ugyodhumio0ytku7hhm2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541500145,1,34,16,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-30T10:28:21.810Z,2023-04-30T10:28:21Z,4239107685,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4239107689,197,3222,4239107677,30,"8mb4id7chmmjp2fc2q3dd3cdm, 4d629fx1hhv4b5u3ajgz86ay1, eupnshqf7ujeksy1vx1tojdas, 53lbku4kt3amsxjwa5g8reswl, 4h9sgnk9ccfzukbxauz8q4ycp, 37gb3dt84aa4vb77olca9vs2x, b5wk02yjsdg5u1bu6quczvrop, 4nw02ifkjx1zg3bzz1bsno7e2, cpp2ta11whu3qer21wlyq68yd, 2t6k9fzod7v7mpbq3z9phqifp, dbez8vagahwb60g6agdhdm1ka, 6hfw11blpd6hhd06sfoogzemt, cc5c5mmpywxpgrb33oztcdgid, 8u7fz4ho9lsfaemd9mxjvdknp, 6fh3fcd5h6e9txpa4j1rfhck5, dcypvcl318jto0a2gab18pbyt, 751puiix23fhr7qh5gjghc55g, 655pmx3wi94ktbt6niw6110bt",4239107683,130,18,4239107687,194,53lbku4kt3amsxjwa5g8reswl,4239107681,59,"1, 33, 70, 26, 6, 3, 4, 16, 21, 19, 17, 7, 8, 9, 25, 32, 51, 97",4239107691,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4239107679,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504437,2,32,1,0,0,98uh21utg52famg6x9k7t3s20,1,0,0,2023-04-30T10:36:45.908Z,2023-04-30T10:36:47Z,4239128939,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504427,2,32,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-30T10:36:45.908Z,2023-05-03T15:54:46Z,4239128883,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504453,3,1,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,50,50,2023-04-30T10:36:46.008Z,2023-04-30T10:36:48Z,4239128999,56,Back,4239129005,212,18.1,4239129009,279,S,4239129003,141,49.9,4239129007,213,3.1,4239129001,140,32.8,,,,,,,2t6k9fzod7v7mpbq3z9phqifp,Rafael Silva,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504471,4,1,1,0,2,cc7oug4s891gcp1r4mh00rw7x,1,33.8,47.8,2023-04-30T10:36:48.352Z,2023-04-30T10:36:51Z,4239129135,56,Back,4239129139,141,8.3,4239129143,213,5.2,4239129137,140,46.2,4239129141,212,29.8,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504491,5,1,1,0,5,cc7oug4s891gcp1r4mh00rw7x,1,46.3,8.3,2023-04-30T10:36:51.487Z,2023-04-30T10:36:54Z,4239129255,56,Back,4239129259,141,29.8,4239129263,213,2.5,4239129257,140,28.1,4239129261,212,24.1,,,,,,,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504553,6,1,1,0,8,cc7oug4s891gcp1r4mh00rw7x,1,28.7,30.1,2023-04-30T10:36:54.416Z,2023-04-30T10:37:01Z,4239129537,140,27.3,4239129541,212,15.1,4239129535,56,Back,4239129539,141,52.2,4239129543,213,1.7,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504561,7,1,1,0,15,cc7oug4s891gcp1r4mh00rw7x,1,44.5,66.9,2023-04-30T10:37:01.567Z,2023-04-30T10:37:02Z,4239129571,56,Back,4239129577,212,11.5,4239129573,140,46.2,4239129575,141,83.6,4239129579,213,1.4,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2541504587,8,1,1,0,16,cc7oug4s891gcp1r4mh00rw7x,1,46.2,83.6,2023-04-30T10:37:02.463Z,2023-04-30T10:37:04Z,4239129671,140,40.2,4239129675,212,14.2,4239129679,213,4.3,4239129669,56,Back,4239129673,141,64.9,,,,,,,,,,53lbku4kt3amsxjwa5g8reswl,Hong Jeong-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
