id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,keyPass,qualifier/12/value,qualifier/17/value,qualifier/14/value,assist
2534401553,1,34,16,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-16T10:11:53.692Z,2023-04-16T10:11:53Z,4194416137,194,9ir50j29o8lz3mopyvwqhf55,4194416139,197,7789,4194416127,30,"7wca6eqs9p0yfnopg1vuf9mg9, bngdqkl7quj4slkpv7iv4ty7e, 66yiyba5pr0e94lgjt1l3edw5, 9nd45rqvcb13poit54el416uh, 9ir50j29o8lz3mopyvwqhf55, 5yrl9rtx98ww9b5fi60clbxsl, 9hvm2holhffxslajxxhozpk2d, ajg3l6aivz51lhfsc7cick3x1, ax9f6iiirrjdhdj3cue6ok73d, bnuywmddfhmgf37fm8m53e73e, hn056q5dmwdhmp8vcb06hgph, dptyomb8hqciz4ae6o4735pt5, 676laaeepb82dca4z697l1ln9, acwul6zjezm8jopk2smtc1yhh, 2f0xad1wghxbjm4rgashsqw2d, d3gfht1nvvyogqkw6pujvchyh, 6r7ac3ukjxdej3s5q9mhbzlec, 8cowao0urqwdop1p42dt722vo",4194416131,59,"21, 14, 2, 6, 45, 5, 7, 8, 9, 11, 10, 1, 3, 12, 17, 20, 30, 33",4194416129,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4194416141,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194416133,130,8,4194416135,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534401605,1,34,16,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-04-16T10:11:59.902Z,2023-04-16T11:12:24Z,4194416393,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4194416399,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4194416397,197,14611,4194416385,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4194416383,30,"a1tqnoo75nm3u94wfjiphnv56, 9gmsma17q21lca5ogboz6a6eh, av2iblvadx7u9cj27qgbm09ka, 15lc9nb9h2r2e9qvh4es27q7e, 8ivl7nyl0sp6j834os6ybnmj9, qbyyhh8m9r2wssat24ic745x, dn6crxzg2siahc43nrb8de9jp, 6xxhpvf1ac36ox0k06flx9wbt, 5wnt4q34ojngvtxturq18rvmd, 7djxob0tt6bmyi7hlvc7r81k9, e6jkkb7xnu0u2m1e7gbfsmggl, 71cb0lxow2w6zx4uf91y8kgkp, 116zxf1768eml7icqsiapke8k, lfar3t1safoyi3yfz5yph149, dj7t9bww1po1nfnro4788qtpl, 2tn3v5fed4ounbsh72cful0q1, 44zj38pfx1daxdibpl0cpttqt, cspyqj6qtdeymxcnw70b40j55",4194416389,130,10,4194416387,59,"1, 17, 88, 30, 5, 3, 26, 25, 16, 7, 14, 2, 9, 21, 50, 66, 90, 96",4194416395,194,e6jkkb7xnu0u2m1e7gbfsmggl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418251,2,32,1,0,0,4dhojk80ifrs6ax05725bala2,1,0,0,2023-04-16T10:38:06.978Z,2023-04-16T10:38:09Z,4194493427,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418245,2,32,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,0,0,2023-04-16T10:38:06.978Z,2023-04-19T18:50:00Z,4194493407,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418281,3,1,1,0,0,dw7c1rdfrjt0ldijrpj6rzsqa,1,50,50,2023-04-16T10:38:07.078Z,2023-04-16T10:39:09Z,4194493577,213,2.4,4194493579,279,S,4194493573,141,56.7,4194493569,56,Back,4194493575,212,7.1,4194493571,140,44.8,,,,,,,bnuywmddfhmgf37fm8m53e73e,Goh Young-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418315,4,1,1,0,1,dw7c1rdfrjt0ldijrpj6rzsqa,1,45.5,55.7,2023-04-16T10:38:08.743Z,2023-04-16T10:38:11Z,4194493725,212,15.2,4194493717,56,Back,4194493719,140,33.5,4194493721,141,43.1,4194493727,213,3.7,,,,,,,,,,hn056q5dmwdhmp8vcb06hgph,Baek Sung-Dong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418351,5,1,1,0,4,dw7c1rdfrjt0ldijrpj6rzsqa,1,36.3,39.2,2023-04-16T10:38:11.239Z,2023-04-16T10:38:14Z,4194493897,212,17.8,4194493899,213,3.5,4194493891,56,Back,4194493893,140,20.6,4194493895,141,29.5,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418367,6,1,1,0,7,dw7c1rdfrjt0ldijrpj6rzsqa,1,21.6,32.1,2023-04-16T10:38:14.310Z,2023-04-16T10:38:15Z,4194493981,213,6.1,4194493975,140,32.7,4194493973,56,Back,4194493979,212,11.8,4194493977,141,29.7,,,,,,,,,,9ir50j29o8lz3mopyvwqhf55,Ha Chang-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418421,7,1,1,0,8,dw7c1rdfrjt0ldijrpj6rzsqa,1,32.7,29.7,2023-04-16T10:38:15.399Z,2023-04-16T10:38:19Z,4194494283,141,8.6,4194494287,213,4.1,4194494279,56,Back,4194494281,140,22.1,4194494285,212,18.2,,,,,,,,,,ajg3l6aivz51lhfsc7cick3x1,Oberdan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2534418435,8,1,1,0,11,dw7c1rdfrjt0ldijrpj6rzsqa,1,22.1,8.2,2023-04-16T10:38:18.479Z,2023-04-19T19:00:33Z,4194494329,213,6.2,4194494323,140,39.9,4194494327,212,18.7,4194494325,141,6.4,4194494321,56,Back,,,,,,,,,,bngdqkl7quj4slkpv7iv4ty7e,Park Seung-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
