id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2513530291,1,34,16,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-02-28T06:37:28.858Z,2023-03-01T15:49:29Z,4062947177,197,4567,4062947165,30,"mz5s4zs3lw1sg7vv68f49iad, i257idor9l103iarq57i4bft, 21tuis2g923xw10ga0po2vlk9, 7uykeqo2uz07vju7flufnss89, agy03jhjlcs2x09k316qvfm51, 8hrpj0ialzd2mqug3bxpgnvth, ebsjcibmg7i93yxf4bhmac5w, bplgavkxvjdsqd8j812pgwh2i, 7v3gbz56454fadpqntuay5l91, apy7g10omrmrjeyybf5v6jxzp, 20ravs7guc7xweayjndidbnu2, 15ato5bntfatzlnc2pdu1yn3e, bfb2cvnizvh884eh2i2grqqqd, b0miq9jw3eil023jw8uf60lwp, e9a5dm1gjizkuot7nnen5cwkp, 9ieemqwmuxyvid5aueej85rzd, 5pafczrcdtbxy8rrgxb277emt, eqw66ob9qm4awc6wedc89ryll",4062947173,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4062947167,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4062947175,194,8hrpj0ialzd2mqug3bxpgnvth,4062947169,59,"1, 13, 3, 44, 5, 6, 14, 16, 91, 30, 7, 9, 11, 19, 21, 22, 28, 33",4062947171,130,4,4062947179,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513531793,1,34,16,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-02-28T06:45:43.232Z,2023-02-28T06:45:43Z,4062953799,30,"d2umkyp9klwwekql2dx7micbt, a265eqmvpp3usopchr3mkp8bu, i60jnxmaywexvys2g0aktdcl, da3lfnoyueymccynz7c9rn3l5, 9jp7o16vx4iaojb3i91uc8639, 4z3rcjk4s1tco4fkowyge47p, 8iu9qm62stsr58k53qm7poums, d2xhf1invyzqlm3wpwvrpp711, 8ukgcvbovadaix0o0nwv1c5p1, 634xb3u0uv1nk1t7x5f9ktq09, 5mj7o6o20uaotwt25hcs3fjrp, 72uvhqf52slu7tjs4r8djibmy, 995zoc64qoswow18edrxm6zth, c75jawwqkzeeuok8x8jp590yc, 6guyyg9xolz10ghf7draajqw9, 84tjz2hwcfkxefw7u49n1q6wa, amk38ynyldb8oqjvf7gqt02cp, az865nb20rq7o9np5ybcujpjo",4062953809,194,d2umkyp9klwwekql2dx7micbt,4062953801,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4062953813,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4062953807,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4062953805,130,8,4062953803,59,"21, 11, 23, 7, 15, 4, 37, 16, 9, 97, 13, 14, 18, 29, 33, 34, 3, 88",4062953811,197,6833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538783,2,32,1,0,0,25yplfulilqz11lp1qbii7sf3,1,0,0,2023-02-28T07:22:42.774Z,2023-03-01T15:28:52Z,4062984097,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538787,2,32,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,0,0,2023-02-28T07:22:42.774Z,2023-02-28T07:22:45Z,4062984107,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538791,3,1,1,0,0,dxrq5ce9fljcf0vrbrz89rp0k,1,49.6,50.1,2023-02-28T07:22:42.975Z,2023-02-28T07:27:59Z,4062984119,212,12.2,4062984123,279,S,4062984115,140,40.0,4062984121,213,2.5,4062984113,56,Back,4062984117,141,60.2,,,,,,,7v3gbz56454fadpqntuay5l91,Sandro Lima,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538797,4,1,1,0,2,dxrq5ce9fljcf0vrbrz89rp0k,1,39.4,55.1,2023-02-28T07:22:45.329Z,2023-02-28T07:22:47Z,4062984177,212,16.6,4062984171,56,Back,4062984173,140,26.5,4062984175,141,40.9,4062984179,213,3.8,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538807,5,1,1,0,4,dxrq5ce9fljcf0vrbrz89rp0k,1,26.9,38.2,2023-02-28T07:22:47.617Z,2023-02-28T07:22:49Z,4062984217,213,1.6,4062984209,56,Back,4062984215,212,17.5,4062984213,141,63.9,4062984211,140,26.3,,,,,,,,,,agy03jhjlcs2x09k316qvfm51,T. Letschert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538813,6,1,1,0,6,dxrq5ce9fljcf0vrbrz89rp0k,1,26.5,62,2023-02-28T07:22:48.792Z,2023-03-01T15:37:14Z,4062984245,213,1.2,4062984243,212,14.6,4062984237,56,Back,4062984239,140,31.9,4062984241,141,81.8,,,,,,,,,,8hrpj0ialzd2mqug3bxpgnvth,Ahn Young-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538825,7,1,1,0,7,dxrq5ce9fljcf0vrbrz89rp0k,1,31.4,83,2023-02-28T07:22:49.912Z,2023-03-01T15:37:15Z,4062984283,140,36.1,4062984281,56,Back,4062984289,213,5.3,4062984285,141,71.5,4062984287,212,9.2,,,,,,,,,,21tuis2g923xw10ga0po2vlk9,Lee Min-Gi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538831,8,1,1,0,8,dxrq5ce9fljcf0vrbrz89rp0k,0,36.1,71.5,2023-02-28T07:22:51.617Z,2023-03-01T15:37:16Z,4062984303,140,32.6,4062984301,56,Back,4062984309,213,2.4,4062984305,141,76.6,4062984307,212,5.1,,,,,,,,,,7uykeqo2uz07vju7flufnss89,Lee Soon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513538827,3,49,1,0,8,25yplfulilqz11lp1qbii7sf3,1,74,32.8,2023-02-28T07:22:51.727Z,2023-03-01T15:37:17Z,,,,,,,,,,,,,,,,,,,,,,,,,634xb3u0uv1nk1t7x5f9ktq09,Rodrigo Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513998091,1039,61,1,0,9,25yplfulilqz11lp1qbii7sf3,1,74.9,30,2023-02-28T07:22:52.093Z,2023-03-01T15:37:19Z,4065357637,56,Center,,,,,,,,,,,,,,,,,,,,,,634xb3u0uv1nk1t7x5f9ktq09,Rodrigo Bassani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2513997643,1038,61,1,0,10,25yplfulilqz11lp1qbii7sf3,1,75.5,29.1,2023-02-28T07:22:52.793Z,2023-03-01T15:37:23Z,4065355233,56,Center,,,,,,,,,,,,,,,,,,,,,,8ukgcvbovadaix0o0nwv1c5p1,An Byong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
