id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/13/value,assist,qualifier/18/value
2516354515,9,1,1,0,16,98uh21utg52famg6x9k7t3s20,0,21.5,70.3,2023-03-06T06:56:00.544Z,2023-03-06T06:56:03Z,4077830799,155,,4077830811,1,,4077830801,56,Center,4077830803,140,57.0,4077830805,141,68.1,4077830807,212,37.3,4077830809,213,6.2,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354521,3,1,1,0,20,86pmsqvfhj3t45uo4osr9hks9,1,40.5,25.8,2023-03-06T06:56:04.662Z,2023-03-06T06:56:52Z,4077830849,140,52.6,4077830847,56,Right,4077830855,213,5.9,4077830845,3,,4077830851,141,17.9,4077830853,212,13.8,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354529,4,1,1,0,21,86pmsqvfhj3t45uo4osr9hks9,1,58.2,18.8,2023-03-06T06:56:06.129Z,2023-03-06T06:57:17Z,4077830911,3,,4077830913,56,Center,4077830915,140,54.7,4077830917,141,28.5,4077830919,212,7.6,4077830921,213,2.1,,,,,,,3nicdpsg0eal2r2f4m3oyycb9,M. Ádám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354531,5,49,1,0,23,86pmsqvfhj3t45uo4osr9hks9,1,57.5,30.9,2023-03-06T06:56:07.698Z,2023-03-06T06:56:08Z,,,,,,,,,,,,,,,,,,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354535,6,1,1,0,24,86pmsqvfhj3t45uo4osr9hks9,1,58.3,31.8,2023-03-06T06:56:08.530Z,2023-03-06T06:56:10Z,4077830949,140,69.0,4077830947,56,Center,4077830955,213,0.6,4077830953,212,13.8,4077830951,141,43.6,,,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354537,7,61,1,0,25,86pmsqvfhj3t45uo4osr9hks9,0,75.4,60,2023-03-06T06:56:09.594Z,2023-03-10T07:23:25Z,4077830969,56,Center,,,,,,,,,,,,,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354541,10,1,1,0,26,98uh21utg52famg6x9k7t3s20,1,20.9,34.5,2023-03-06T06:56:11.143Z,2023-03-06T06:56:13Z,4077830999,140,29.4,4077831005,213,5.7,4077831001,141,24.9,4077831003,212,11.1,4077830997,56,Back,,,,,,,,,,efi5ryymu8cvxdp3rnrk0gct1,Rim Chang-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354543,11,49,1,0,28,98uh21utg52famg6x9k7t3s20,1,30.4,22.1,2023-03-06T06:56:13.444Z,2023-03-06T06:58:03Z,,,,,,,,,,,,,,,,,,,,,,,,,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354551,12,1,1,0,29,98uh21utg52famg6x9k7t3s20,1,30.4,20.1,2023-03-06T06:56:13.798Z,2023-03-06T06:58:14Z,4077831057,212,14.1,4077831059,213,4.0,4077831053,140,21.7,4077831051,56,Back,4077831055,141,4.4,,,,,,,,,,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354567,13,1,1,0,33,98uh21utg52famg6x9k7t3s20,0,21.4,5.3,2023-03-06T06:56:17.496Z,2023-03-06T06:58:16Z,4077831149,141,50.3,4077831147,140,71.9,4077831145,56,Center,4077831143,155,,4077831155,1,,4077831153,213,0.5,4077831151,212,61.2,,,,arjghrkpdudekgjn9ygz1qvvt,Yu In-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354569,8,49,1,0,36,86pmsqvfhj3t45uo4osr9hks9,1,29,60.6,2023-03-06T06:56:20.960Z,2023-03-06T06:56:21Z,,,,,,,,,,,,,,,,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354577,9,1,1,0,39,86pmsqvfhj3t45uo4osr9hks9,1,30.2,31.5,2023-03-06T06:56:24.240Z,2023-03-06T06:56:27Z,4077831243,212,14.9,4077831241,141,12.2,4077831245,213,5.2,4077831237,56,Back,4077831239,140,37.0,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354581,10,1,1,0,43,86pmsqvfhj3t45uo4osr9hks9,1,33.9,6.4,2023-03-06T06:56:27.523Z,2023-03-06T07:00:01Z,4077831297,140,21.4,4077831299,141,14.9,4077831303,213,2.7,4077831301,212,14.3,4077831295,56,Back,,,,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354589,11,1,1,0,45,86pmsqvfhj3t45uo4osr9hks9,0,19.7,10.9,2023-03-06T06:56:30.291Z,2023-03-06T06:56:33Z,4077831357,141,8.0,4077831351,155,,4077831353,56,Right,4077831355,140,57.5,4077831365,1,,4077831363,213,6.2,4077831361,212,39.7,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354593,14,1,1,0,50,98uh21utg52famg6x9k7t3s20,0,31,92.1,2023-03-06T06:56:35.383Z,2023-03-06T06:56:36Z,4077831405,56,Back,4077831403,3,,4077831413,213,0.4,4077831411,212,16.1,4077831409,141,100.0,4077831407,140,44.9,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354597,12,5,1,0,51,86pmsqvfhj3t45uo4osr9hks9,1,53.6,-1.8,2023-03-06T06:56:35.954Z,2023-03-06T06:56:36Z,4077831423,56,Right,4077831425,347,,4077831431,233,15,,,,,,,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354595,15,5,1,0,51,98uh21utg52famg6x9k7t3s20,0,46.4,101.8,2023-03-06T06:56:35.954Z,2023-03-06T07:00:39Z,4077831437,233,12,4077831421,347,,4077831419,56,Back,,,,,,,,,,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354611,13,1,1,1,0,86pmsqvfhj3t45uo4osr9hks9,1,51.5,0,2023-03-06T06:56:44.466Z,2023-03-06T06:56:45Z,4077831547,56,Right,4077831549,140,54.0,4077831551,141,3.2,4077831553,212,4.2,4077831555,213,0.9,4077831545,107,,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354613,14,1,1,1,1,86pmsqvfhj3t45uo4osr9hks9,1,54.7,3.8,2023-03-06T06:56:45.474Z,2023-03-06T06:56:46Z,4077831569,56,Right,4077831575,212,1.7,4077831571,140,55.9,4077831573,141,2.2,4077831579,213,5.6,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354619,15,1,1,1,2,86pmsqvfhj3t45uo4osr9hks9,1,55.9,2.2,2023-03-06T06:56:47.419Z,2023-03-10T07:24:49Z,4077831611,140,49.3,4077831613,141,5.3,4077831615,212,7.2,4077831617,213,2.8,4077831609,56,Back,,,,,,,,,,2t5jagwu3ghwwkz2r63tkfis5,Kim Tae-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354621,16,1,1,1,4,86pmsqvfhj3t45uo4osr9hks9,1,53.5,3.5,2023-03-06T06:56:48.867Z,2023-03-06T06:56:50Z,4077831637,140,61.3,4077831639,141,7.4,4077831643,213,0.3,4077831641,212,8.6,4077831635,56,Right,,,,,,,,,,5osl9hgarpoek3ici17bq3nqh,Park Yong-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354627,17,1,1,1,5,86pmsqvfhj3t45uo4osr9hks9,1,63.7,8.9,2023-03-06T06:56:50.307Z,2023-03-06T06:56:51Z,4077831669,213,6.2,4077831667,212,6.8,4077831665,141,8.2,4077831661,56,Right,4077831663,140,70.2,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354633,18,1,1,1,6,86pmsqvfhj3t45uo4osr9hks9,1,70.4,8.3,2023-03-06T06:56:51.106Z,2023-03-06T06:56:53Z,4077831735,141,14.9,4077831733,140,68.8,4077831731,56,Right,4077831739,213,1.9,4077831737,212,4.8,,,,,,,,,,3nicdpsg0eal2r2f4m3oyycb9,M. Ádám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354635,19,1,1,1,8,86pmsqvfhj3t45uo4osr9hks9,1,72.2,16.1,2023-03-06T06:56:53.091Z,2023-03-06T06:56:54Z,4077831761,213,5.1,4077831757,141,12.8,4077831759,212,2.4,4077831753,56,Right,4077831755,140,73.0,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354639,20,1,1,1,9,86pmsqvfhj3t45uo4osr9hks9,1,73.4,14.6,2023-03-06T06:56:54.034Z,2023-03-06T06:56:55Z,4077831777,56,Center,4077831785,213,1.7,4077831783,212,10.3,4077831781,141,29.7,4077831779,140,72.2,,,,,,,,,,3nicdpsg0eal2r2f4m3oyycb9,M. Ádám,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354647,21,1,1,1,11,86pmsqvfhj3t45uo4osr9hks9,1,70.7,33.3,2023-03-06T06:56:55.538Z,2023-03-06T06:56:59Z,4077831839,140,80.3,4077831837,56,Center,4077831845,213,1.1,4077831841,141,64.9,4077831843,212,23.7,,,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354657,22,1,1,1,14,86pmsqvfhj3t45uo4osr9hks9,1,80.1,63.7,2023-03-06T06:56:59.251Z,2023-03-06T06:57:01Z,4077831895,56,Center,4077831901,212,10.0,4077831903,213,3.3,4077831897,140,70.7,4077831899,141,61.4,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354659,23,1,1,1,16,86pmsqvfhj3t45uo4osr9hks9,0,71.4,59.3,2023-03-06T06:57:01.283Z,2023-03-06T06:57:01Z,4077831911,56,Center,4077831913,140,78.9,4077831915,141,54.2,4077831917,212,8.6,4077831919,213,5.9,4077831909,155,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354661,16,1,1,1,18,98uh21utg52famg6x9k7t3s20,1,21.2,44.9,2023-03-06T06:57:02.777Z,2023-03-06T07:01:49Z,4077831951,212,10.1,4077831953,213,6.3,4077831949,141,44.6,4077831947,140,30.8,4077831945,56,Back,4077831941,3,,,,,,,,2a304ugyodhumio0ytku7hhm2,Seo Min-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354663,17,49,1,1,20,98uh21utg52famg6x9k7t3s20,1,37.1,45.8,2023-03-06T06:57:04.830Z,2023-03-06T06:57:05Z,,,,,,,,,,,,,,,,,,,,,,,,,1ljv0c7ibkdetodpptwowgru1,Kim Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354667,18,1,1,1,20,98uh21utg52famg6x9k7t3s20,0,37.1,45.8,2023-03-06T06:57:05.006Z,2023-03-10T07:25:34Z,4077831969,141,27.4,4077831967,140,44.3,4077831965,56,Back,4077831971,212,14.6,4077831973,213,5.3,,,,,,,,,,1ljv0c7ibkdetodpptwowgru1,Kim Dae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517702679,920,8,1,1,22,86pmsqvfhj3t45uo4osr9hks9,1,60.6,88.2,2023-03-06T06:57:07.382Z,2023-03-10T07:26:08Z,4085008951,383,,4085008889,56,Left,,,,,,,,,,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354673,24,49,1,1,23,86pmsqvfhj3t45uo4osr9hks9,1,56.6,75.9,2023-03-06T06:57:08.274Z,2023-03-06T07:03:19Z,,,,,,,,,,,,,,,,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354681,25,1,1,1,25,86pmsqvfhj3t45uo4osr9hks9,1,60.6,84.1,2023-03-06T06:57:09.491Z,2023-03-06T07:03:26Z,4077832059,56,Left,4077832061,140,71.5,4077832063,141,95.3,4077832065,212,13.7,4077832067,213,0.6,,,,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354683,26,1,1,1,26,86pmsqvfhj3t45uo4osr9hks9,0,75.4,96,2023-03-06T06:57:11.248Z,2023-03-06T06:57:12Z,4077832085,212,12.9,4077832081,140,85.7,4077832083,141,85.6,4077832079,56,Left,4077832087,213,5.7,,,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354685,19,12,1,1,28,98uh21utg52famg6x9k7t3s20,1,14.4,19.5,2023-03-06T06:57:12.799Z,2023-03-10T07:26:26Z,4077832135,167,,4077832105,212,14.4,4077832099,56,Back,4077832103,141,0.0,4077832101,140,12.0,4077832107,213,4.5,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354691,20,5,1,1,29,98uh21utg52famg6x9k7t3s20,0,11.4,-1.4,2023-03-06T06:57:14.289Z,2023-03-06T07:00:39Z,4077832131,347,,4077832129,56,Back,4077832147,233,27,,,,,,,,,,,,,,,,54wwllrm62wwim96tte369xp1,Kim Young-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354687,27,5,1,1,29,86pmsqvfhj3t45uo4osr9hks9,1,88.6,101.4,2023-03-06T06:57:14.289Z,2023-03-06T06:57:15Z,4077832113,56,Left,4077832141,233,20,4077832115,347,,,,,,,,,,,,,,,,,e0bvhpq8csn9eeh5r1ka59bs9,A. Esaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354709,28,1,1,1,40,86pmsqvfhj3t45uo4osr9hks9,1,88.9,100,2023-03-06T06:57:25.184Z,2023-03-06T06:57:27Z,4077832319,189,,4077832309,212,6.1,4077832307,141,94.8,4077832305,140,92.6,4077832301,107,,4077832303,56,Left,4077832311,213,5.4,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354723,29,1,1,1,41,86pmsqvfhj3t45uo4osr9hks9,1,92.8,93.3,2023-03-06T06:57:25.544Z,2023-03-10T07:26:56Z,4077832387,212,6.7,4077832389,213,2.9,4077832383,140,86.6,4077832381,56,Left,4077832385,141,95.3,,,,,,,,,,5wa2awnwsayrocgxs9d00p1p1,V. Qazaishvili,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354737,31,4,1,1,45,86pmsqvfhj3t45uo4osr9hks9,1,56.6,92.1,2023-03-06T06:57:29.679Z,2023-03-10T07:27:05Z,4077832475,265,,4077832569,233,21,4077832473,152,,4077832471,56,Left,4077832477,286,,4077839339,189,,4077832469,13,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354749,21,4,1,1,45,98uh21utg52famg6x9k7t3s20,0,43.4,7.9,2023-03-06T06:57:29.680Z,2023-03-10T07:27:10Z,4077839415,189,,4077832557,285,,4077832553,265,,4077832551,152,,4077832547,13,,4077832549,56,Back,4077832621,233,31,,,,mvn1u3p4yeecbjobvsuontp0,Yang Hyun-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354733,30,43,1,1,49,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-03-06T06:57:33.554Z,2023-03-06T07:05:00Z,4077832461,213,3.2,4077840125,144,1,4077832459,212,22.2,4077832457,141,90.0,4077832455,140,63.1,4077832453,56,Left,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517702813,921,1,1,1,49,86pmsqvfhj3t45uo4osr9hks9,1,53.2,91.6,2023-03-06T06:57:34.160Z,2023-03-10T07:27:45Z,4085010081,5,,4085010083,152,,4085010049,56,Left,4085010053,141,93.1,4085010051,140,58.6,4085010055,212,5.8,4085010057,213,0.2,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354755,32,1,1,1,54,86pmsqvfhj3t45uo4osr9hks9,1,59.3,91.1,2023-03-06T06:57:38.514Z,2023-03-10T07:27:42Z,4077832601,141,86.6,4077832603,212,7.4,4077832605,213,3.6,4077832599,140,52.9,4077832597,56,Left,,,,,,,,,,eifui3hrv21plt57hxo8dhl62,Seol Young-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354769,33,1,1,1,57,86pmsqvfhj3t45uo4osr9hks9,1,42.8,80.9,2023-03-06T06:57:41.986Z,2023-03-10T07:27:48Z,4077832693,1,,4077832691,213,4.5,4077832685,140,36.2,4077832683,56,Back,4077832689,212,35.7,4077832687,141,29.4,,,,,,,53ii8a2tn0kbcxyp0hfqhu02d,Kim Young-Gwon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2516354771,34,1,1,2,1,86pmsqvfhj3t45uo4osr9hks9,1,35.6,26.2,2023-03-06T06:57:45.585Z,2023-03-10T07:28:09Z,4077832707,212,13.6,4077832709,213,5.3,4077832701,56,Back,4077832703,140,42.4,4077832705,141,9.2,,,,,,,,,,e3n0w0p4dvfax1b6bfk2qlex,Jung Seung-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
