id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/8/value,keyPass,qualifier/13/value,qualifier/12/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2537797063,9,1,1,0,14,4oixf5ykhg01zfxpt7gbpn3dq,1,31.3,36,2023-04-23T08:14:09.585Z,2023-04-23T08:14:10Z,4212443595,212,12.2,4212443597,213,4.7,4212443593,141,18.0,4212443591,140,31.0,4212443589,56,Back,,,,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797071,10,1,1,0,15,4oixf5ykhg01zfxpt7gbpn3dq,1,30.9,17.9,2023-04-23T08:14:10.721Z,2023-04-23T08:14:12Z,4212443623,56,Back,4212443631,213,1.7,4212443625,140,29.4,4212443629,212,11.0,4212443627,141,33.9,,,,,,,,,,ax33xg27souv2j23fy3gks67e,Byeon Jun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797089,11,1,1,0,17,4oixf5ykhg01zfxpt7gbpn3dq,1,29.4,33.9,2023-04-23T08:14:12.305Z,2023-04-23T08:14:13Z,4212443691,56,Back,4212443693,140,36.9,4212443695,141,41.9,4212443697,212,9.6,4212443699,213,0.6,,,,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797131,12,1,1,0,18,4oixf5ykhg01zfxpt7gbpn3dq,1,37.3,42.1,2023-04-23T08:14:13.617Z,2023-04-23T08:14:18Z,4212443935,56,Back,4212443939,141,37.4,4212443937,140,28.7,4212443943,213,3.5,4212443941,212,9.6,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797157,13,1,1,0,23,4oixf5ykhg01zfxpt7gbpn3dq,1,33.2,33.1,2023-04-23T08:14:18.498Z,2023-04-28T13:07:09Z,4212444111,1,,4212444105,141,95.4,4212444109,213,1.1,4212444107,212,48.8,4212444103,140,56.2,4212444099,196,,4212444101,56,Left,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797159,14,61,1,0,27,4oixf5ykhg01zfxpt7gbpn3dq,0,56.5,97.1,2023-04-23T08:14:22.073Z,2023-04-28T13:05:51Z,4212444119,56,Left,,,,,,,,,,,,,,,,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797163,3,5,1,0,28,19auwjswq9camwpb4u14a6tp5,1,41.4,-1.6,2023-04-23T08:14:23.183Z,2023-04-23T08:14:24Z,4212444129,347,,4212444127,56,Back,4212444159,233,15,,,,,,,,,,,,,,,,2zgac47mjf4fife5es00y4h9m,Go Jae-Hyeon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797169,15,5,1,0,28,4oixf5ykhg01zfxpt7gbpn3dq,0,58.6,101.6,2023-04-23T08:14:23.183Z,2023-04-23T08:17:22Z,4212444139,56,Left,4212444183,233,3,4212444141,347,,,,,,,,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797285,4,1,1,0,47,19auwjswq9camwpb4u14a6tp5,0,41.5,0,2023-04-23T08:14:41.854Z,2023-04-23T08:14:44Z,4212444743,212,13.8,4212444745,213,0.3,4212444783,189,,4212444735,107,,4212444739,140,54.0,4212444737,56,Right,4212444741,141,4.3,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797303,16,61,1,0,51,4oixf5ykhg01zfxpt7gbpn3dq,1,44.9,95.7,2023-04-23T08:14:45.896Z,2023-04-23T08:14:47Z,4212444895,189,,4212444823,56,Back,,,,,,,,,,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797315,5,5,1,0,52,19auwjswq9camwpb4u14a6tp5,1,48.7,-2,2023-04-23T08:14:47.118Z,2023-04-23T08:14:49Z,4212444875,56,Back,4212444877,347,,4212444947,233,17,,,,,,,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797329,17,5,1,0,52,4oixf5ykhg01zfxpt7gbpn3dq,0,51.3,102,2023-04-23T08:14:47.118Z,2023-04-23T08:18:48Z,4212444955,233,5,4212452597,189,,4212444937,56,Left,4212444939,347,,,,,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797367,6,1,1,0,59,19auwjswq9camwpb4u14a6tp5,1,47.7,0,2023-04-23T08:14:54.030Z,2023-04-23T08:14:55Z,4212445151,141,5.8,4212445145,107,,4212445149,140,44.5,4212445155,213,2.1,4212445147,56,Back,4212445153,212,6.3,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797383,7,1,1,1,0,19auwjswq9camwpb4u14a6tp5,1,44.5,5.8,2023-04-23T08:14:55.646Z,2023-04-23T08:14:57Z,4212445231,56,Right,4212445229,155,,4212445235,141,17.7,4212445237,212,23.9,4212445239,213,0.3,4212445233,140,65.9,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797385,8,1,1,1,3,19auwjswq9camwpb4u14a6tp5,0,66.4,18,2023-04-23T08:14:57.806Z,2023-04-28T13:08:07Z,4212445251,212,6.0,4212445245,56,Center,4212445249,141,22.4,4212445247,140,61.5,4212445243,3,,4212445253,213,2.6,4231704363,156,,,,,5blgib9feku7hwyfe4qyla85x,Edgar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537798813,64,3,1,1,7,4oixf5ykhg01zfxpt7gbpn3dq,0,43.4,68.2,2023-04-23T08:15:02.557Z,2023-04-28T14:33:30Z,4231705987,286,,4212453271,56,Back,4231706175,465,,4231840387,233,9,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797405,9,7,1,1,7,19auwjswq9camwpb4u14a6tp5,0,56.6,31.8,2023-04-23T08:15:02.558Z,2023-04-28T14:33:29Z,4231705931,385,,4231840361,233,64,4231705669,285,,4212445387,56,Center,,,,,,,,,,,,,deo8agvy9lyt8xppcisqepxx,Lee Yong-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797409,18,49,1,1,10,4oixf5ykhg01zfxpt7gbpn3dq,1,18.3,37.1,2023-04-23T08:15:04.993Z,2023-04-23T08:15:05Z,,,,,,,,,,,,,,,,,,,,,,,,,9u3l89365yah3jn79pix0s67e,Lee Hyeon-Sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797453,19,1,1,1,11,4oixf5ykhg01zfxpt7gbpn3dq,1,18.8,30,2023-04-23T08:15:06.402Z,2023-04-23T08:15:13Z,4212445713,140,31.4,4212445715,141,10.9,4212445719,213,5.5,4212445717,212,18.5,4212445711,56,Back,,,,,,,,,,9u3l89365yah3jn79pix0s67e,Lee Hyeon-Sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797457,20,1,1,1,18,4oixf5ykhg01zfxpt7gbpn3dq,1,76.2,3.6,2023-04-23T08:15:13.696Z,2023-04-28T13:10:35Z,4212445747,56,Right,4231707095,212,9.6,4231707097,213,6.2,4231707093,141,3.1,4231707091,140,85.3,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537799749,69,43,1,1,20,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-04-23T08:15:15.630Z,2023-04-28T13:10:41Z,4231707191,144,61,4212457489,56,Back,,,,,,,,,,,,,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797493,21,1,1,1,22,4oixf5ykhg01zfxpt7gbpn3dq,1,94.7,5.8,2023-04-23T08:15:17.209Z,2023-04-28T13:11:53Z,4212445913,56,Right,4212445917,141,20.9,4212445919,212,10.3,4212445915,140,93.7,4212445921,213,1.7,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797501,22,1,1,1,23,4oixf5ykhg01zfxpt7gbpn3dq,0,92.9,23.3,2023-04-23T08:15:18.633Z,2023-04-28T13:12:50Z,4212445981,212,3.1,4212445975,56,Center,4212445983,213,1.8,4212445979,141,27.7,4212445977,140,92.2,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540107275,811,61,1,1,24,19auwjswq9camwpb4u14a6tp5,1,8.2,70.9,2023-04-23T08:15:18.868Z,2023-04-28T13:12:19Z,4231708849,56,Back,,,,,,,,,,,,,,,,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797503,23,13,1,1,25,4oixf5ykhg01zfxpt7gbpn3dq,1,91.3,45.8,2023-04-23T08:15:20.601Z,2023-04-28T13:13:58Z,4212445993,22,,4212459793,20,,4212460479,231,47.7,4212460477,230,98.2,4212445995,17,,4212460471,328,,4231709295,458,,4212460473,146,92.0,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,4212459797,153,4212460475,147,47.8,4212460467,102,63.9,4212460469,103,2.8,4212460457,73,4231709293,391,4212445997,56,Center,,,,,,,,,,,,,,,,,
2537797531,10,61,1,1,26,19auwjswq9camwpb4u14a6tp5,1,11.7,43.1,2023-04-23T08:15:21.478Z,2023-04-28T13:14:00Z,4212446115,56,Back,,,,,,,,,,,,,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540107561,1072,61,1,1,27,4oixf5ykhg01zfxpt7gbpn3dq,0,87.9,44.1,2023-04-23T08:15:21.969Z,2023-04-28T13:14:04Z,4231710415,56,Center,,,,,,,,,,,,,,,,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797555,11,49,1,1,28,19auwjswq9camwpb4u14a6tp5,1,5.1,52.6,2023-04-23T08:15:23.110Z,2023-04-28T13:14:18Z,,,,,,,,,,,,,,,,,,,,,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797559,12,1,1,1,29,19auwjswq9camwpb4u14a6tp5,0,7.8,49.1,2023-04-23T08:15:24.286Z,2023-04-28T13:14:19Z,4212463903,213,5.6,4212463895,56,Back,4212463897,140,40.5,4212463899,141,9.7,4212463901,212,43.6,4212463893,157,,4212463905,1,,,,,d585rl5n1lyby0pzclz7ywokq,Lee Jin-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797579,24,1,1,1,33,4oixf5ykhg01zfxpt7gbpn3dq,0,56,78.8,2023-04-23T08:15:27.745Z,2023-04-28T13:16:34Z,4212446257,3,,4212446259,56,Center,4212446261,140,66.3,4212446265,212,10.8,4212446267,213,6.2,4212446263,141,77.6,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797601,14,1,1,1,34,19auwjswq9camwpb4u14a6tp5,0,33.8,45.1,2023-04-23T08:15:29.062Z,2023-04-28T13:16:40Z,4212446343,56,Back,4212446341,3,,4212446351,213,0.5,4212446347,141,53.0,4212446349,212,11.4,4212446345,140,43.4,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797607,25,44,1,1,35,4oixf5ykhg01zfxpt7gbpn3dq,1,52.2,39.1,2023-04-23T08:15:30.489Z,2023-04-28T13:16:41Z,4212446375,56,Center,4212446377,286,,4212446441,233,15,,,,,,,,,,,,,,,,ax33xg27souv2j23fy3gks67e,Byeon Jun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797615,15,44,1,1,35,19auwjswq9camwpb4u14a6tp5,0,47.8,60.9,2023-04-23T08:15:30.490Z,2023-04-28T13:16:42Z,4212446459,233,25,4212446427,56,Back,4212446429,285,,,,,,,,,,,,,,,,,74vr5grc65e8ogu008l764o2d,Cesinha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797623,26,1,1,1,36,4oixf5ykhg01zfxpt7gbpn3dq,0,52.7,35.8,2023-04-23T08:15:30.906Z,2023-04-28T13:16:44Z,4212446471,212,16.3,4212446465,56,Center,4212446467,140,68.2,4212446469,141,35.1,4212446463,3,,4212446473,213,6.3,,,,,,,ax33xg27souv2j23fy3gks67e,Byeon Jun-Soo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797635,17,1,1,1,37,19auwjswq9camwpb4u14a6tp5,0,36.3,59.7,2023-04-23T08:15:31.878Z,2023-04-28T13:17:19Z,4212446579,286,,4212446575,233,27,4212446515,213,1.1,4212446513,212,3.0,4212446573,236,,4212446511,141,63.6,4212446507,56,Back,4212446509,140,37.6,deo8agvy9lyt8xppcisqepxx,Lee Yong-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797637,27,74,1,1,37,4oixf5ykhg01zfxpt7gbpn3dq,1,62.8,30.4,2023-04-23T08:15:31.879Z,2023-04-28T13:17:20Z,4212446521,56,Center,4212446585,233,17,4212446523,285,,,,,,,,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797649,28,49,1,1,38,4oixf5ykhg01zfxpt7gbpn3dq,1,61.5,33.3,2023-04-23T08:15:32.961Z,2023-04-28T13:17:22Z,,,,,,,,,,,,,,,,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797665,29,1,1,1,39,4oixf5ykhg01zfxpt7gbpn3dq,1,61.5,33.3,2023-04-23T08:15:34.410Z,2023-04-28T13:17:46Z,4212446653,140,75.6,4212446655,141,14.7,4212446657,212,19.5,4212446659,213,5.6,4212446651,56,Right,,,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797629,16,43,1,1,39,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-04-23T08:15:34.669Z,2023-04-28T13:16:58Z,4231713101,144,49,,,,,,,,,,,,,,,,,,,,,,deo8agvy9lyt8xppcisqepxx,Lee Yong-Rae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797669,30,3,1,1,44,4oixf5ykhg01zfxpt7gbpn3dq,0,77.5,12.8,2023-04-23T08:15:39.506Z,2023-04-28T13:18:07Z,4231713829,465,,4212446759,233,18,4212446677,286,,4212446675,56,Right,,,,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797687,18,7,1,1,44,19auwjswq9camwpb4u14a6tp5,1,22.5,87.2,2023-04-23T08:15:39.507Z,2023-04-28T13:18:10Z,4212446737,285,,4212446735,56,Back,4231713859,385,,4212446733,167,,4212446743,233,30,,,,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797705,19,5,1,1,46,19auwjswq9camwpb4u14a6tp5,0,13.2,101.8,2023-04-23T08:15:40.913Z,2023-04-23T08:17:23Z,4212446909,233,31,4212446825,56,Back,4212446827,347,,,,,,,,,,,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797683,31,5,1,1,46,4oixf5ykhg01zfxpt7gbpn3dq,1,86.8,-1.8,2023-04-23T08:15:40.913Z,2023-04-23T08:15:48Z,4212446729,56,Right,4212446897,233,19,4212446731,347,,,,,,,,,,,,,,,,,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797763,32,1,1,1,56,4oixf5ykhg01zfxpt7gbpn3dq,1,82.1,0,2023-04-23T08:15:51.705Z,2023-04-28T13:18:32Z,4212447153,212,23.1,4212447147,56,Right,4212447155,213,2.6,4212447149,140,63.7,4212447145,107,,4212447157,1,,4212447365,189,,4212447151,141,17.3,bkkp2lwwkw18o6y333dx2ut3p,Leandro Ribeiro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797771,33,1,1,1,57,4oixf5ykhg01zfxpt7gbpn3dq,1,63,21.3,2023-04-23T08:15:52.713Z,2023-04-28T13:18:46Z,4212447199,212,22.2,4212447197,141,32.0,4212447195,140,43.0,4212447201,213,2.8,4212447193,56,Back,4212447457,189,,,,,,,,4ewc486q7lv7jho1t7qviprdh,Ju Se-Jong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540108163,1073,1,1,1,58,4oixf5ykhg01zfxpt7gbpn3dq,1,44.4,35.7,2023-04-23T08:15:53.399Z,2023-04-28T13:18:57Z,4231714243,56,Center,4231714245,140,53.4,4231714249,212,23.0,4231714247,141,66.6,4231714251,213,1.1,4231714241,189,,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537797783,34,1,1,2,1,4oixf5ykhg01zfxpt7gbpn3dq,1,42.9,76.4,2023-04-23T08:15:56.266Z,2023-04-28T13:19:04Z,4212447253,140,59.8,4212447257,212,18.0,4212447259,213,6.1,4212447255,141,72.3,4212447251,56,Center,,,,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
