id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,assist
2522265585,381,49,1,41,38,92h5si20tnxjtg4hj8cs97bpw,1,44.4,40.3,2023-03-19T10:40:35.087Z,2023-03-19T10:40:35Z,,,,,,,,,,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265593,382,1,1,41,38,92h5si20tnxjtg4hj8cs97bpw,1,44.4,40.3,2023-03-19T10:40:35.391Z,2023-03-19T11:23:53Z,4109154687,212,25.8,4109243937,1,,4109154685,141,17.3,4109154689,213,5.6,4109154683,140,64.0,4109243933,157,,4109154681,56,Right,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265599,383,1,1,41,40,92h5si20tnxjtg4hj8cs97bpw,1,60.6,19.7,2023-03-19T10:40:36.671Z,2023-03-19T10:40:38Z,4109154723,56,Back,4109154731,213,2.8,4109154727,141,30.9,4109154729,212,20.8,4109154725,140,42.2,,,,,,,,,,99z4lbnvzi2e6maoa7j3yy6ay,Seo Jin-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265655,384,1,1,41,41,92h5si20tnxjtg4hj8cs97bpw,1,36,31.6,2023-03-19T10:40:38.527Z,2023-03-19T10:40:45Z,4109155055,212,15.5,4109155057,213,4.3,4109155051,140,29.6,4109155049,56,Back,4109155053,141,11.1,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265687,385,1,1,41,48,92h5si20tnxjtg4hj8cs97bpw,0,42.5,13.5,2023-03-19T10:40:45.360Z,2023-03-19T10:40:51Z,4109155227,155,,4109155235,141,97.5,4109155237,212,67.6,4109155233,140,77.0,4109155231,56,Left,4109155241,1,,4109155229,196,,4109155239,213,1.0,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265699,427,1,1,41,55,4dhojk80ifrs6ax05725bala2,0,22.4,7.1,2023-03-19T10:40:51.646Z,2023-03-19T11:24:19Z,4109155325,213,6.0,4109155327,1,,4109155321,141,2.8,4109155317,56,Back,4109155319,140,30.6,4109155315,157,,4109155323,212,9.1,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265723,386,1,1,41,58,92h5si20tnxjtg4hj8cs97bpw,0,72.9,99.5,2023-03-19T10:40:55.327Z,2023-03-19T11:24:27Z,4109155455,140,70.1,4109155457,141,99.3,4109155459,212,2.9,4109155461,213,3.2,4109155453,56,Left,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265733,428,61,1,42,2,4dhojk80ifrs6ax05725bala2,1,33.8,2.8,2023-03-19T10:40:59.151Z,2023-03-19T11:24:27Z,4109155503,56,Back,,,,,,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265767,387,5,1,42,2,92h5si20tnxjtg4hj8cs97bpw,1,68.6,101.4,2023-03-19T10:40:59.295Z,2023-03-19T10:41:02Z,4109155685,56,Left,4109155689,233,429,4109155687,347,,,,,,,,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265739,429,5,1,42,2,4dhojk80ifrs6ax05725bala2,0,31.4,-1.4,2023-03-19T10:40:59.295Z,2023-03-19T11:03:11Z,4109155703,233,387,4109155535,56,Back,4109155537,347,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265787,388,1,1,42,8,92h5si20tnxjtg4hj8cs97bpw,0,70.2,100,2023-03-19T10:41:04.798Z,2023-03-19T10:41:07Z,4109155843,107,,4109155857,213,5.1,4109155853,212,15.0,4109155849,141,81.4,4109155847,140,75.7,4109155845,56,Left,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265807,430,8,1,42,12,4dhojk80ifrs6ax05725bala2,1,26.4,28.2,2023-03-19T10:41:08.669Z,2023-03-19T10:41:08Z,4109155933,56,Back,,,,,,,,,,,,,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265829,431,49,1,42,13,4dhojk80ifrs6ax05725bala2,1,30.1,29.5,2023-03-19T10:41:09.845Z,2023-03-19T11:25:14Z,,,,,,,,,,,,,,,,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522284623,504,1,1,42,14,4dhojk80ifrs6ax05725bala2,1,27.1,32.7,2023-03-19T10:41:10.635Z,2023-03-19T11:25:23Z,4109246963,141,39.1,4109246961,140,32.5,4109246959,56,Back,4109246967,213,0.7,4109246965,212,7.1,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265837,432,1,1,42,15,4dhojk80ifrs6ax05725bala2,1,29.5,26.1,2023-03-19T10:41:12.102Z,2023-03-19T11:26:08Z,4109156121,56,Back,4109156123,140,38.4,4109156125,141,19.8,4109156127,212,10.3,4109156129,213,5.9,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265851,433,1,1,42,16,4dhojk80ifrs6ax05725bala2,0,45.8,14.1,2023-03-19T10:41:13.549Z,2023-03-19T11:25:58Z,4109156217,212,16.8,4109156219,213,0.3,4109156215,141,21.6,4109156211,56,Center,4109156213,140,61.0,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265855,389,61,1,42,18,92h5si20tnxjtg4hj8cs97bpw,1,43.9,93.6,2023-03-19T10:41:14.703Z,2023-03-19T11:26:01Z,4109156237,56,Back,,,,,,,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265927,434,43,1,42,20,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-19T10:41:17.261Z,2023-03-19T11:26:27Z,4109156625,285,0,4109156623,56,Back,4109249301,144,45,,,,,,,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265875,390,49,1,42,20,92h5si20tnxjtg4hj8cs97bpw,1,44.5,83,2023-03-19T10:41:17.312Z,2023-03-19T11:26:37Z,,,,,,,,,,,,,,,,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265929,391,1,1,42,25,92h5si20tnxjtg4hj8cs97bpw,1,68,90.5,2023-03-19T10:41:22.334Z,2023-03-19T10:41:27Z,4109156635,141,96.3,4109156637,212,10.1,4109156639,213,0.4,4109156633,140,76.9,4109156631,56,Left,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265947,392,1,1,42,31,92h5si20tnxjtg4hj8cs97bpw,1,76.5,96,2023-03-19T10:41:27.663Z,2023-03-19T10:41:32Z,4109156735,140,54.2,4109156737,141,93.5,4109156733,56,Left,4109156741,213,3.2,4109156739,212,23.5,,,,,,,,,,bbg7ciq51x8y5sdlrrzclqbmy,Kim Seung-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265959,393,1,1,42,35,92h5si20tnxjtg4hj8cs97bpw,1,56.3,83.6,2023-03-19T10:41:31.872Z,2023-03-19T10:41:34Z,4109156809,56,Back,4109156811,140,47.5,4109156813,141,47.8,4109156817,213,4.3,4109156815,212,26.0,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522265981,394,1,1,42,38,92h5si20tnxjtg4hj8cs97bpw,1,47.5,43.7,2023-03-19T10:41:34.815Z,2023-03-19T10:41:40Z,4109156987,141,61.8,4109156985,140,48.3,4109156983,56,Back,4109156989,212,12.3,4109156991,213,1.5,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266011,395,1,1,42,43,92h5si20tnxjtg4hj8cs97bpw,1,53.3,58.8,2023-03-19T10:41:39.871Z,2023-03-19T10:41:44Z,4109157147,141,39.1,4109157145,140,73.5,4109157151,213,5.7,4109157149,212,25.1,4109157139,155,,4109157143,56,Center,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266013,396,50,1,42,47,92h5si20tnxjtg4hj8cs97bpw,1,68.8,27.5,2023-03-19T10:41:43.936Z,2023-03-19T10:41:48Z,4109157283,233,435,4109157163,286,,4109157161,56,Center,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266027,435,7,1,42,47,4dhojk80ifrs6ax05725bala2,1,31.2,72.5,2023-03-19T10:41:43.937Z,2023-03-19T10:41:47Z,4109157265,233,396,4109157239,56,Back,4109157241,285,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266019,397,45,1,42,48,92h5si20tnxjtg4hj8cs97bpw,0,68.2,32.3,2023-03-19T10:41:45.358Z,2023-03-19T10:41:49Z,4109157193,286,,4109157347,233,437,4109157191,56,Center,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266045,437,3,1,42,48,4dhojk80ifrs6ax05725bala2,1,31.8,67.7,2023-03-19T10:41:45.358Z,2023-03-19T10:41:48Z,4109157335,233,397,4109157339,285,,4109157305,56,Back,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266029,436,49,1,42,49,4dhojk80ifrs6ax05725bala2,1,38.3,77.5,2023-03-19T10:41:46.558Z,2023-03-19T10:41:46Z,,,,,,,,,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266055,438,1,1,42,50,4dhojk80ifrs6ax05725bala2,1,38.3,77.8,2023-03-19T10:41:47.438Z,2023-03-19T10:41:49Z,4109157375,141,92.4,4109157377,212,11.9,4109157379,213,1.0,4109157371,56,Back,4109157373,140,44.5,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266083,439,1,1,42,52,4dhojk80ifrs6ax05725bala2,1,44.8,93,2023-03-19T10:41:49.262Z,2023-03-19T10:41:54Z,4109157555,213,6.0,4109157553,212,15.8,4109157551,141,87.4,4109157549,140,59.4,4109157547,56,Left,,,,,,,,,,44zj38pfx1daxdibpl0cpttqt,S. Iljutcenko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266103,440,1,1,42,57,4dhojk80ifrs6ax05725bala2,1,80.6,81.5,2023-03-19T10:41:54.094Z,2023-03-19T10:41:59Z,4109157683,140,83.3,4109157681,56,Right,4109157677,2,,4109157691,1,,4109157689,213,4.8,4109157679,155,,4109157687,212,42.7,4109157685,141,18.9,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266123,441,1,1,43,2,4dhojk80ifrs6ax05725bala2,0,84.8,15.5,2023-03-19T10:41:59.581Z,2023-03-19T10:42:01Z,4109157777,155,,4109157791,212,45.4,4109157789,141,77.0,4109157793,213,1.2,4109157781,56,Center,4109157785,140,100.0,4109157795,1,,4109157773,2,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266129,398,5,1,43,5,92h5si20tnxjtg4hj8cs97bpw,1,-1.5,27.9,2023-03-19T10:42:01.664Z,2023-03-19T11:03:12Z,4109157817,233,442,4109157807,56,Back,4109157809,346,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266127,442,5,1,43,5,4dhojk80ifrs6ax05725bala2,0,101.5,72.1,2023-03-19T10:42:01.664Z,2023-03-19T10:42:03Z,4109157803,346,,4109157801,56,Center,4109157831,233,398,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266287,399,1,1,43,32,92h5si20tnxjtg4hj8cs97bpw,0,5,37,2023-03-19T10:42:28.927Z,2023-03-19T11:28:58Z,4109158767,74,,4109158755,140,48.1,4109158757,141,8.5,4109158759,212,49.2,4109158761,213,5.9,4109158753,56,Back,4109158763,1,,4109158751,124,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266297,443,44,1,43,35,4dhojk80ifrs6ax05725bala2,1,53.6,92,2023-03-19T10:42:32.071Z,2023-03-19T11:38:02Z,4109158815,233,400,4109158787,56,Left,4109158789,286,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266293,400,44,1,43,35,92h5si20tnxjtg4hj8cs97bpw,0,46.4,8,2023-03-19T10:42:32.072Z,2023-03-19T11:28:59Z,4109158811,233,443,4109158773,56,Back,4109158775,285,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266333,444,1,1,43,36,4dhojk80ifrs6ax05725bala2,0,55.3,94,2023-03-19T10:42:32.798Z,2023-03-19T11:28:42Z,4109253735,213,5.5,4109253727,140,56.7,4109253731,141,91.9,4109158949,56,Left,4109253733,212,2.0,4109253723,3,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266311,401,61,1,43,36,92h5si20tnxjtg4hj8cs97bpw,1,48.1,8.3,2023-03-19T10:42:33.391Z,2023-03-19T11:29:08Z,4109158861,56,Back,,,,,,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266335,402,1,1,43,39,92h5si20tnxjtg4hj8cs97bpw,1,45.4,17.9,2023-03-19T10:42:35.807Z,2023-03-19T10:42:37Z,4109158967,212,16.3,4109158969,213,3.1,4109158965,141,18.2,4109158961,56,Back,4109158963,140,29.9,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266361,403,1,1,43,40,92h5si20tnxjtg4hj8cs97bpw,1,26.3,25.2,2023-03-19T10:42:37.438Z,2023-03-19T10:42:42Z,4109159107,213,2.4,4109159105,212,24.8,4109159099,56,Back,4109159103,141,50.6,4109159101,140,9.3,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266379,404,1,1,43,45,92h5si20tnxjtg4hj8cs97bpw,0,13.3,35.7,2023-03-19T10:42:42.095Z,2023-03-19T11:29:23Z,4109159201,212,53.0,4109159203,213,0.0,4109159199,141,37.4,4109255005,157,,4109159205,1,,4109159195,56,Center,4109159197,140,63.8,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266395,445,1,1,43,49,4dhojk80ifrs6ax05725bala2,1,26.1,60.9,2023-03-19T10:42:46.254Z,2023-03-19T10:42:47Z,4109159253,157,,4109159261,212,16.3,4109159263,213,0.7,4109159265,1,,4109159259,141,76.9,4109159257,140,37.7,4109159255,56,Back,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266397,446,49,1,43,50,4dhojk80ifrs6ax05725bala2,1,37.7,76.9,2023-03-19T10:42:47.375Z,2023-03-19T10:42:47Z,,,,,,,,,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266407,447,1,1,43,51,4dhojk80ifrs6ax05725bala2,1,37.7,76.9,2023-03-19T10:42:47.710Z,2023-03-19T10:42:49Z,4109159317,140,24.6,4109159319,141,80.3,4109159315,56,Back,4109159323,213,3.0,4109159321,212,13.9,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266415,448,1,1,43,52,4dhojk80ifrs6ax05725bala2,0,26.2,81.1,2023-03-19T10:42:49.630Z,2023-03-19T10:42:52Z,4109159383,1,,4109159381,213,5.9,4109159375,140,55.7,4109159377,141,64.0,4109159371,155,,4109159373,56,Center,4109159379,212,33.1,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266423,405,1,1,43,55,92h5si20tnxjtg4hj8cs97bpw,0,43.3,41.6,2023-03-19T10:42:51.903Z,2023-03-19T10:42:53Z,4109159427,212,17.5,4109159425,141,26.2,4109159429,213,5.6,4109159421,56,Center,4109159423,140,56.7,4109159419,3,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266457,449,1,1,43,58,4dhojk80ifrs6ax05725bala2,1,43.2,93.8,2023-03-19T10:42:54.685Z,2023-03-19T10:42:59Z,4109159645,212,20.3,4109159647,213,0.1,4109159639,56,Left,4109159643,141,95.6,4109159641,140,62.5,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266461,450,1,1,44,2,4dhojk80ifrs6ax05725bala2,0,71,86.6,2023-03-19T10:42:59.293Z,2023-03-19T10:43:00Z,4109159665,140,71.7,4109159669,212,15.0,4109159667,141,64.6,4109159663,56,Center,4109159671,213,4.8,,,,,,,,,,5wnt4q34ojngvtxturq18rvmd,Hwang Ui-Jo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266491,406,49,1,44,8,92h5si20tnxjtg4hj8cs97bpw,1,33.3,29.7,2023-03-19T10:43:04.750Z,2023-03-19T10:43:04Z,,,,,,,,,,,,,,,,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266511,407,1,1,44,8,92h5si20tnxjtg4hj8cs97bpw,1,33.3,29.7,2023-03-19T10:43:05.119Z,2023-03-19T11:30:23Z,4109159923,140,84.5,4109159919,155,,4109159921,56,Left,4109159931,1,,4109159929,213,0.6,4109159927,212,66.2,4109159925,141,86.5,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266519,408,1,1,44,14,92h5si20tnxjtg4hj8cs97bpw,0,90.7,86,2023-03-19T10:43:10.704Z,2023-03-19T10:43:11Z,4109159977,213,4.8,4109159969,56,Center,4109159975,212,25.1,4109159971,140,91.8,4109159973,141,49.1,4109159965,2,,4109159967,155,,,,,bbg7ciq51x8y5sdlrrzclqbmy,Kim Seung-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266543,409,61,1,44,17,92h5si20tnxjtg4hj8cs97bpw,0,91.6,43,2023-03-19T10:43:13.895Z,2023-03-19T11:30:39Z,4109160065,56,Center,,,,,,,,,,,,,,,,,,,,,,99z4lbnvzi2e6maoa7j3yy6ay,Seo Jin-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266547,451,12,1,44,18,4dhojk80ifrs6ax05725bala2,1,8.7,66,2023-03-19T10:43:14.718Z,2023-03-19T10:43:16Z,4109160095,167,,4109160079,141,100.0,4109160081,212,24.3,4109160083,213,1.4,4109160077,140,12.0,4109160075,56,Back,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266591,411,5,1,44,19,92h5si20tnxjtg4hj8cs97bpw,1,86.9,-1.6,2023-03-19T10:43:15.643Z,2023-03-19T11:03:12Z,4109160271,347,,4109161015,233,452,4109160269,56,Right,,,,,,,,,,,,,,,,7x5i526fkxae3bqymfw06vf85,Reis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266549,452,5,1,44,19,4dhojk80ifrs6ax05725bala2,0,13.1,101.6,2023-03-19T10:43:15.643Z,2023-03-19T10:43:49Z,4109160089,56,Back,4109161019,233,411,4109160091,347,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266621,412,1,1,44,26,92h5si20tnxjtg4hj8cs97bpw,1,85.8,0,2023-03-19T10:43:23.310Z,2023-03-19T10:43:27Z,4109160391,141,8.2,4109160389,140,72.7,4109160387,56,Right,4109160385,107,,4109160393,212,15.4,4109160395,213,2.7,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266625,413,1,1,44,30,92h5si20tnxjtg4hj8cs97bpw,0,78.6,6.7,2023-03-19T10:43:27.471Z,2023-03-19T10:43:28Z,4109160419,213,1.5,4109160417,212,8.9,4109160415,141,19.8,4109160413,140,78.9,4109160411,56,Right,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266651,453,49,1,44,36,4dhojk80ifrs6ax05725bala2,1,34.5,87.1,2023-03-19T10:43:33.181Z,2023-03-19T10:43:33Z,,,,,,,,,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266659,454,3,1,44,36,4dhojk80ifrs6ax05725bala2,0,34.9,78.8,2023-03-19T10:43:33.541Z,2023-03-19T10:43:43Z,4109160573,56,Back,4109160713,233,414,4109160575,286,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266657,414,7,1,44,36,92h5si20tnxjtg4hj8cs97bpw,0,65.1,21.2,2023-03-19T10:43:33.542Z,2023-03-19T11:38:01Z,4109160569,56,Center,4109160705,233,454,4109160571,285,,,,,,,,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522287309,505,61,1,44,38,4dhojk80ifrs6ax05725bala2,1,33.2,61.2,2023-03-19T10:43:34.635Z,2023-03-19T11:31:32Z,4109259865,56,Back,,,,,,,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266691,415,1,1,44,41,92h5si20tnxjtg4hj8cs97bpw,0,51.6,33.4,2023-03-19T10:43:37.919Z,2023-03-19T11:34:41Z,4109160723,140,49.8,4109160721,56,Back,4109160727,212,23.3,4109160729,213,4.6,4109160725,141,0.0,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266695,416,5,1,44,42,92h5si20tnxjtg4hj8cs97bpw,0,48.2,-0.8,2023-03-19T10:43:38.697Z,2023-03-19T10:43:40Z,4109160775,233,455,4109160743,56,Back,4109160745,347,,,,,,,,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266697,455,5,1,44,42,4dhojk80ifrs6ax05725bala2,1,51.8,100.8,2023-03-19T10:43:38.697Z,2023-03-19T11:03:12Z,4109160763,233,416,4109160761,347,,4109160759,56,Left,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266727,456,43,1,44,47,4dhojk80ifrs6ax05725bala2,1,0,0,2023-03-19T10:43:44.302Z,2023-03-19T10:44:27Z,4109160883,347,0,4109162231,144,5,4109160881,56,Left,,,,,,,,,,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266791,457,1,1,44,55,4dhojk80ifrs6ax05725bala2,1,44.4,100,2023-03-19T10:43:52.046Z,2023-03-19T10:43:56Z,4109161177,107,,4109161183,141,81.8,4109161181,140,41.5,4109161179,56,Back,4109161187,213,4.5,4109161185,212,14.1,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522266805,458,1,1,44,59,4dhojk80ifrs6ax05725bala2,1,41.5,81.8,2023-03-19T10:43:56.030Z,2023-03-19T11:32:36Z,4109161263,141,96.2,4109161261,140,43.5,4109262837,3,,4109161259,56,Back,4109161265,212,10.0,4109161267,213,1.4,,,,,,,dn6crxzg2siahc43nrb8de9jp,A. Paločević,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
