id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/10/value,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2549309395,1,34,16,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-05-15T11:10:19.573Z,2023-05-15T11:12:47Z,4280727019,194,b5wk02yjsdg5u1bu6quczvrop,4280727023,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4280727021,197,3226,4280727017,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4280727013,59,"1, 25, 28, 4, 3, 15, 97, 8, 19, 16, 27, 9, 11, 23, 26, 29, 30, 71",4280727011,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4280727015,130,7,4280727009,30,"8mb4id7chmmjp2fc2q3dd3cdm, 6fh3fcd5h6e9txpa4j1rfhck5, box34ask8r1uyj1hefhbox6cq, b5wk02yjsdg5u1bu6quczvrop, 37gb3dt84aa4vb77olca9vs2x, 7ew2lr04wzx4872xhvq7tjdn9, 655pmx3wi94ktbt6niw6110bt, cc5c5mmpywxpgrb33oztcdgid, 2t6k9fzod7v7mpbq3z9phqifp, 4nw02ifkjx1zg3bzz1bsno7e2, 1duiwq9o5e8sds5j08kgs3wt1, 8u7fz4ho9lsfaemd9mxjvdknp, 487v5lof1h2czoedlj0oyiind, 138ed2bp6fkle4c1733d9p8lx, 53lbku4kt3amsxjwa5g8reswl, aqvvrwb9ka52si810lbecybx1, dl35z561folv2vjjmohq1tt9m, b9p0u6q6e0tsc9gzimt6dybys",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549310019,1,34,16,0,0,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-05-15T11:11:46.961Z,2023-05-15T11:12:28Z,4280729539,59,"21, 17, 13, 20, 55, 47, 6, 8, 10, 5, 27, 1, 4, 11, 14, 16, 19, 37",4280729547,197,7785,4280729545,194,bgvjm8xq9eb1ibklrt2hfv6c5,4280729541,130,13,4280729543,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4280729549,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4280729537,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4280729535,30,"5q14ubfa0onthocee8udipsyd, 9ypo5z607qgr7586utge5hln9, ataz1tbj52p9ew12lu7r0t0ph, bppyf0fnmm86izw3n2kifahh, 3uj6mcpdgzwkj73gjg2kikk45, f5dwmfqf84vn26jqgru6q6uax, ep1eax2gaziw4xoshealvq5ex, 23yszo5vk185thxlbtejvpfbp, cni5awk83s8cen20ed4v1swve, bgvjm8xq9eb1ibklrt2hfv6c5, eu0p99sk5yxmjyjln9cz0woo9, 2hn4ovm6c5unekgaqok8a19wq, 6c57ayh4zo9txp6oo987w96fp, ar5egjfxvgref6nzy4onfmsid, bvb790jufzko9iif477l7gd0p, a54k20jw9qbbz7f9dgmiufc2x, 10ixr0cqjjep81fttjma8zap5, aa9dp2dqyn7j7er2sogxd5z6y",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313561,2,32,1,0,0,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-05-15T11:21:30.375Z,2023-05-17T19:56:49Z,4280746247,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313557,2,32,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-05-15T11:21:30.375Z,2023-05-15T11:21:30Z,4280746219,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313575,3,1,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,50.1,50.1,2023-05-15T11:21:30.475Z,2023-05-15T11:27:49Z,4280746311,56,Back,4280746315,141,62.9,4280746313,140,30.1,4280746317,212,22.7,4280746321,279,S,4280746319,213,2.7,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313589,4,1,1,0,3,cc7oug4s891gcp1r4mh00rw7x,1,30.3,63.3,2023-05-15T11:21:33.556Z,2023-05-15T11:22:21Z,4280746389,56,Back,4280746395,212,4.9,4280746391,140,29.3,4280746393,141,56.3,4280746397,213,4.5,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313601,5,1,1,0,4,cc7oug4s891gcp1r4mh00rw7x,1,29.3,56.9,2023-05-15T11:21:34.860Z,2023-05-15T11:22:06Z,4280746459,212,3.1,4280746457,141,52.7,4280746453,56,Back,4280746455,140,30.5,4280746461,213,5.1,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313629,6,1,1,0,5,cc7oug4s891gcp1r4mh00rw7x,1,30.6,53.7,2023-05-15T11:21:35.964Z,2023-05-15T11:21:39Z,4280746557,213,4.8,4280746551,140,32.3,4280746555,212,18.2,4280746553,141,27.0,4280746549,56,Back,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313655,7,1,1,0,9,cc7oug4s891gcp1r4mh00rw7x,1,34.9,27.1,2023-05-15T11:21:39.739Z,2023-05-15T11:28:07Z,4280746649,141,73.3,4280746645,56,Back,4280746647,140,36.6,4280746651,212,31.5,4280746653,213,1.5,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2549313671,8,1,1,0,13,cc7oug4s891gcp1r4mh00rw7x,1,38.7,76.7,2023-05-15T11:21:43.604Z,2023-05-15T11:21:44Z,4280746727,141,66.3,4280746731,213,3.9,4280746725,140,31.3,4280746723,56,Back,4280746729,212,10.5,,,,,,,,,,box34ask8r1uyj1hefhbox6cq,Maeng Seong-Ung,,,,,,,,,,,,,,,,,,,,,,,,,,,,
