id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/8/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/16/value,qualifier/14/value,assist,qualifier/18/value
2531518715,4,1,1,0,10,229s1iq39lf40k945q50hauqw,1,30.9,32.8,2023-04-10T07:21:27.222Z,2023-04-10T07:26:36Z,4179045433,140,47.9,4179045437,212,19.1,4179045429,3,,4179045439,213,0.4,4179045435,141,42.9,4179045431,56,Back,,,,,,,1gqmmndo78ztp25pl1bzejaad,Lee Jae-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518743,5,1,1,0,11,229s1iq39lf40k945q50hauqw,1,49,48.7,2023-04-10T07:21:28.574Z,2023-04-18T10:52:47Z,4179045595,140,41.3,4179045599,212,8.3,4179045603,213,3.4,4199944067,156,,4179045593,56,Back,4179045597,141,45.8,,,,,,,g5uo98dpqlrxtpz4colzns2d,Murilo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2535454313,930,49,1,0,12,229s1iq39lf40k945q50hauqw,1,40.4,47.6,2023-04-10T07:21:29.426Z,2023-04-18T10:52:49Z,,,,,,,,,,,,,,,,,,,,,,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518745,6,1,1,0,14,229s1iq39lf40k945q50hauqw,0,41.3,45.8,2023-04-10T07:21:31.430Z,2023-04-10T07:21:53Z,4179045623,56,Center,4179045627,141,52.2,4179045621,155,,4179045633,1,,4179045631,213,0.1,4179045625,140,73.8,4179045629,212,34.4,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518753,8,1,1,0,15,4oixf5ykhg01zfxpt7gbpn3dq,0,26.3,40.3,2023-04-10T07:21:31.917Z,2023-04-10T07:21:33Z,4179045681,3,,4179045691,213,0.8,4179045687,141,59.3,4179045683,56,Back,4179045689,212,18.6,4179045685,140,39.1,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518791,7,1,1,0,17,229s1iq39lf40k945q50hauqw,1,66.3,43.4,2023-04-10T07:21:34.006Z,2023-04-10T07:21:38Z,4179045885,213,1.7,4179045879,140,62.7,4179045881,141,82.7,4179045877,56,Left,4179045883,212,27.0,,,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518811,8,1,1,0,21,229s1iq39lf40k945q50hauqw,1,60,86.6,2023-04-10T07:21:38.278Z,2023-04-10T07:21:42Z,4179046031,212,16.5,4179046025,56,Left,4179046029,141,95.0,4179046027,140,74.7,4179046033,213,0.4,,,,,,,,,,545e6lk964ofxm3272seeyxn9,Jeong Dong-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518815,9,1,1,0,24,229s1iq39lf40k945q50hauqw,0,81.5,94.6,2023-04-10T07:21:41.278Z,2023-04-18T10:53:26Z,4179046049,140,83.8,4187565801,224,,4179046055,213,5.0,4179046045,155,,4179046051,141,82.6,4187565803,72,,4179046053,212,8.5,4179046047,56,Left,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,4179046043,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518813,9,12,1,0,25,4oixf5ykhg01zfxpt7gbpn3dq,1,12.7,17.4,2023-04-10T07:21:41.997Z,2023-04-10T07:23:53Z,4179051261,141,32.4,4179051265,213,0.7,4179046037,56,Back,4179051263,212,16.1,4179051259,140,24.6,,,,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518837,10,4,1,0,30,229s1iq39lf40k945q50hauqw,1,77.4,49.8,2023-04-10T07:21:47.045Z,2023-04-10T07:21:49Z,4179046237,233,10,4179046171,152,,4179046173,265,,4179046167,13,,4179046169,56,Center,4179046175,286,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531518851,10,4,1,0,30,4oixf5ykhg01zfxpt7gbpn3dq,0,22.6,50.2,2023-04-10T07:21:47.046Z,2023-04-10T07:21:50Z,4179046215,13,,4179046219,152,,4179046217,56,Back,4179046221,265,,4179046267,233,10,4179046223,285,,,,,,,,un6pufmg35lihl29pqplevop,Lee Jin-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519183,11,15,1,1,32,229s1iq39lf40k945q50hauqw,1,76,53,2023-04-10T07:22:48.679Z,2023-04-14T16:39:21Z,4179049051,231,51.3,4179049045,146,86.4,4179049049,230,99.0,4179048809,233,11,4179049041,103,19,4179049047,147,52.2,4179049043,458,,4179049037,78,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,4179048105,26,4179048109,56,Center,4179048107,18,4179049039,102,51.1,4179048787,20,4179048791,82,,,,,,,,,,,,,,,,,,,,,,,,
2531519197,11,10,1,1,32,4oixf5ykhg01zfxpt7gbpn3dq,1,16.7,43.7,2023-04-10T07:22:48.779Z,2023-04-10T09:27:22Z,4179048817,233,11,4179048187,56,Back,4179058181,239,,4179048185,94,,,,,,,,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519293,12,12,1,1,36,4oixf5ykhg01zfxpt7gbpn3dq,1,15.8,35.8,2023-04-10T07:22:53.462Z,2023-04-10T07:26:02Z,4179048721,140,24.9,4179048723,141,17.9,4179048729,213,5.4,4179052721,15,,4179048725,212,15.5,4179048719,56,Back,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519235,12,1,1,1,37,229s1iq39lf40k945q50hauqw,1,84,79.3,2023-04-10T07:22:53.894Z,2023-04-10T07:22:57Z,4179048407,212,7.3,4179048403,140,78.0,4179048401,56,Left,4179048405,141,84.8,4179048409,213,2.6,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519251,13,1,1,1,40,229s1iq39lf40k945q50hauqw,1,76.9,85.9,2023-04-10T07:22:57.206Z,2023-04-10T07:22:59Z,4179048501,56,Left,4179048503,140,90.9,4179048507,212,15.8,4179048505,141,94.5,4179048509,213,0.4,,,,,,,,,,545e6lk964ofxm3272seeyxn9,Jeong Dong-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519287,14,1,1,1,43,229s1iq39lf40k945q50hauqw,0,87.8,93.9,2023-04-10T07:22:59.750Z,2023-04-14T16:39:51Z,4179048697,212,51.8,4179048693,140,100.0,4179048701,1,,4179048691,56,Right,4179048687,2,,4179048689,155,,4187568541,20,,4179048695,141,20.3,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,4179048699,213,4179058033,345,,4187568539,223,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,
2531519299,13,5,1,1,47,4oixf5ykhg01zfxpt7gbpn3dq,1,-1.2,70.1,2023-04-10T07:23:03.752Z,2023-04-10T07:26:15Z,4179048751,56,Back,4179048753,346,,4179048771,233,15,,,,,,,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519291,15,5,1,1,47,229s1iq39lf40k945q50hauqw,0,101.2,29.9,2023-04-10T07:23:03.752Z,2023-04-10T07:23:05Z,4179048713,346,,4179048807,233,13,4179048711,56,Center,,,,,,,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519671,14,1,1,2,19,4oixf5ykhg01zfxpt7gbpn3dq,0,5.1,56.1,2023-04-10T07:23:36.078Z,2023-04-10T07:23:41Z,4179050741,1,,4179050735,141,100.0,4179050739,213,0.6,4179050743,74,,4179050737,212,55.4,4179050733,140,48.7,4179050731,56,Back,4179050729,124,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519675,15,5,1,2,23,4oixf5ykhg01zfxpt7gbpn3dq,0,50.6,101.8,2023-04-10T07:23:40.005Z,2023-04-10T07:26:15Z,4179050757,56,Left,4179050759,347,,4179050773,233,16,,,,,,,,,,,,,,,,4d3es8ekeal960uto4qtswf6d,Lee Chang-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519663,16,5,1,2,23,229s1iq39lf40k945q50hauqw,1,49.4,-1.8,2023-04-10T07:23:40.005Z,2023-04-10T07:23:41Z,4179050679,347,,4179050769,233,15,4179050677,56,Back,,,,,,,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519803,17,1,1,2,36,229s1iq39lf40k945q50hauqw,1,55.4,0,2023-04-10T07:23:53.223Z,2023-04-10T07:23:56Z,4179051447,141,14.9,4179051443,56,Right,4179051441,107,,4179051449,212,16.9,4179051445,140,67.2,4179051451,213,0.7,,,,,,,25o7ph16olajaprg59apoyzmd,Lee Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519809,18,44,1,2,39,229s1iq39lf40k945q50hauqw,1,73,18.4,2023-04-10T07:23:56.102Z,2023-04-10T07:23:57Z,4179051479,286,,4179051511,233,16,4179051477,56,Right,,,,,,,,,,,,,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519807,16,44,1,2,39,4oixf5ykhg01zfxpt7gbpn3dq,0,27,81.6,2023-04-10T07:23:56.103Z,2023-04-10T07:23:57Z,4179051543,233,18,4179051475,285,,4179051473,56,Back,,,,,,,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519811,19,1,1,2,39,229s1iq39lf40k945q50hauqw,0,74.8,21.5,2023-04-10T07:23:56.358Z,2023-04-10T07:27:31Z,4179060863,168,,4179051489,212,1.1,4179051485,140,75.8,4179051487,141,21.7,4179051491,213,0.1,4179051483,56,Center,4179051481,3,,,,,e1anmcir6zfogte861l5tyymt,L. Veldwijk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531521323,48,61,1,2,40,4oixf5ykhg01zfxpt7gbpn3dq,1,22.5,74.2,2023-04-10T07:23:57.494Z,2023-04-10T07:27:35Z,4179060583,56,Back,,,,,,,,,,,,,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519843,17,1,1,2,42,4oixf5ykhg01zfxpt7gbpn3dq,1,28.4,63.1,2023-04-10T07:23:59.119Z,2023-04-10T07:24:00Z,4179051641,213,0.3,4179051635,140,33.7,4179051639,212,5.9,4179051637,141,65.8,4179051633,56,Back,,,,,,,,,,9u3l89365yah3jn79pix0s67e,Lee Hyeon-Sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519847,18,49,1,2,43,4oixf5ykhg01zfxpt7gbpn3dq,1,35.7,66.1,2023-04-10T07:24:00.495Z,2023-04-10T07:24:00Z,,,,,,,,,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519859,19,1,1,2,43,4oixf5ykhg01zfxpt7gbpn3dq,1,35.7,66.1,2023-04-10T07:24:00.525Z,2023-04-10T07:24:01Z,4179051703,140,32.3,4179051707,212,5.5,4179051701,56,Back,4179051705,141,60.0,4179051709,213,4.0,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519873,20,1,1,2,43,4oixf5ykhg01zfxpt7gbpn3dq,1,34.8,61.8,2023-04-10T07:24:00.661Z,2023-04-10T07:29:36Z,4179051773,56,Back,4179051777,141,56.1,4179051775,140,39.2,4179051781,213,5.6,4179051779,212,6.0,,,,,,,,,,9u3l89365yah3jn79pix0s67e,Lee Hyeon-Sik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531522225,69,1,1,2,44,4oixf5ykhg01zfxpt7gbpn3dq,1,39.9,58.5,2023-04-10T07:24:01.286Z,2023-04-10T07:29:22Z,4179065699,141,53.6,4179065707,213,5.8,4179065691,56,Back,4179065695,140,46.2,4179065705,212,7.4,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531522745,68,45,1,2,45,229s1iq39lf40k945q50hauqw,0,52.6,44.4,2023-04-10T07:24:01.726Z,2023-04-10T07:30:53Z,4179068639,56,Center,4179068725,233,82,4179068641,285,,,,,,,,,,,,,,,,,796qwo2lkuwqca8pm5fmo24t1,Park Joo-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531522773,82,3,1,2,45,4oixf5ykhg01zfxpt7gbpn3dq,1,47.4,55.6,2023-04-10T07:24:01.726Z,2023-04-14T16:40:53Z,4179068445,286,,4187571043,464,,4179068697,233,68,4179068443,56,Back,,,,,,,,,,,,,cdrs0tqwywl6soqu6p8qhkm50,Jeon Byung-Kwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519903,21,1,1,2,47,4oixf5ykhg01zfxpt7gbpn3dq,1,47.2,54,2023-04-10T07:24:04.638Z,2023-04-10T07:30:48Z,4179051935,213,3.6,4179051927,56,Back,4179051931,141,47.5,4179051929,140,38.5,4179051933,212,10.1,,,,,,,,,,cdrs0tqwywl6soqu6p8qhkm50,Jeon Byung-Kwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519911,22,61,1,2,50,4oixf5ykhg01zfxpt7gbpn3dq,1,39.8,46.3,2023-04-10T07:24:07.032Z,2023-04-10T07:24:07Z,4179051967,56,Back,,,,,,,,,,,,,,,,,,,,,,exzcpmt24cwhugpj3b1oi5pii,Lim Deok-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531519955,23,61,1,2,54,4oixf5ykhg01zfxpt7gbpn3dq,1,45.9,32.8,2023-04-10T07:24:10.797Z,2023-04-10T07:24:10Z,4179052145,56,Back,,,,,,,,,,,,,,,,,,,,,,cyt00eh5qk5dkzfshamy992j8,Bae Jun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520009,24,1,1,2,56,4oixf5ykhg01zfxpt7gbpn3dq,1,53.6,7,2023-04-10T07:24:13.070Z,2023-04-10T07:24:16Z,4179052393,212,11.9,4179052391,141,7.3,4179052387,56,Back,4179052389,140,42.3,4179052395,213,3.1,,,,,,,,,,exzcpmt24cwhugpj3b1oi5pii,Lim Deok-Geun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520019,25,1,1,2,57,4oixf5ykhg01zfxpt7gbpn3dq,0,42.3,7.3,2023-04-10T07:24:13.701Z,2023-04-14T16:41:17Z,4179052447,140,65.1,4179052443,155,,4179052453,213,0.4,4179052449,141,23.6,4179052451,212,26.4,4179052445,56,Center,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520013,20,49,1,2,58,229s1iq39lf40k945q50hauqw,1,27.5,83.6,2023-04-10T07:24:15.030Z,2023-04-14T16:41:18Z,,,,,,,,,,,,,,,,,,,,,,,,,6abdrc4g8p73pql7iqs9alwb9,Shin Se-Gye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520043,21,1,1,2,59,229s1iq39lf40k945q50hauqw,1,27.5,83.6,2023-04-10T07:24:16.062Z,2023-04-10T07:32:58Z,4179052557,56,Left,4179052565,213,6.2,4179052561,141,79.3,4179052559,140,63.2,4179052555,155,,4179052563,212,37.6,4179052567,1,,,,,6abdrc4g8p73pql7iqs9alwb9,Shin Se-Gye,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520067,22,1,1,2,59,229s1iq39lf40k945q50hauqw,1,48.9,73.6,2023-04-10T07:24:16.557Z,2023-04-14T16:41:31Z,4179052715,213,4.0,4179052709,140,43.4,4179052705,3,,4179052711,141,63.7,4179052707,56,Back,4179052713,212,8.9,,,,,,,g5uo98dpqlrxtpz4colzns2d,Murilo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531523859,94,1,1,3,0,229s1iq39lf40k945q50hauqw,1,47.4,66.6,2023-04-10T07:24:16.790Z,2023-04-10T07:33:18Z,4179075827,140,55.4,4179075823,3,,4179075833,213,0.4,4179075829,141,72.3,4179075831,212,9.3,4179075825,56,Center,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531523865,95,1,1,3,0,229s1iq39lf40k945q50hauqw,1,57.1,67.2,2023-04-10T07:24:17.238Z,2023-04-14T16:41:41Z,4179076471,212,5.8,4179076473,213,2.7,4179076467,140,52.1,4179076469,141,70.7,4179076465,56,Center,,,,,,,,,,g5uo98dpqlrxtpz4colzns2d,Murilo Henrique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520071,23,1,1,3,4,229s1iq39lf40k945q50hauqw,1,56.6,86.2,2023-04-10T07:24:21.654Z,2023-04-10T07:32:20Z,4179052731,56,Left,4179052735,141,95.0,4179052739,213,1.3,4179052733,140,57.9,4179052737,212,6.1,,,,,,,,,,1e31ylh0578q3kvzoe74zu191,Yoon Bit-Garam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531520085,24,1,1,3,6,229s1iq39lf40k945q50hauqw,1,57.9,94.5,2023-04-10T07:24:23.029Z,2023-04-10T07:24:25Z,4179052833,213,3.0,4179052829,212,15.1,4179052825,141,96.6,4179052823,140,43.6,4179052821,56,Back,,,,,,,,,,92mdamjcla34urd6j0urfqxas,Jang Jae-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
