id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/18/id,qualifier/18/qualifierId,qualifier/14/value,qualifier/17/value,assist
2522862739,1,34,16,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-03-20T06:18:50.546Z,2023-03-20T07:05:41Z,4112315165,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",4112315163,30,"dimndy1x0fz22a9chh4wymqne, 4d629fx1hhv4b5u3ajgz86ay1, 138ed2bp6fkle4c1733d9p8lx, cc5c5mmpywxpgrb33oztcdgid, 37gb3dt84aa4vb77olca9vs2x, 53lbku4kt3amsxjwa5g8reswl, dbez8vagahwb60g6agdhdm1ka, box34ask8r1uyj1hefhbox6cq, 655pmx3wi94ktbt6niw6110bt, ou0gnms7vf5ff66o508nowoa, 73e9kdr6pmkzxwyysgux2re38, 8mb4id7chmmjp2fc2q3dd3cdm, 20sp6xexhks16k9fd2xjf6mz9, 4h9sgnk9ccfzukbxauz8q4ycp, 8u7fz4ho9lsfaemd9mxjvdknp, 2t6k9fzod7v7mpbq3z9phqifp, 1duiwq9o5e8sds5j08kgs3wt1, dcypvcl318jto0a2gab18pbyt",4112315167,59,"13, 33, 23, 8, 3, 26, 17, 28, 97, 10, 36, 1, 5, 6, 9, 19, 27, 32",4112315177,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4112315173,194,53lbku4kt3amsxjwa5g8reswl,4112315171,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4112315169,130,2,4112315175,197,3226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522869029,1,34,16,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-03-20T06:40:46.544Z,2023-03-20T06:40:46Z,4112340157,59,"21, 2, 18, 66, 6, 7, 26, 74, 22, 17, 99, 1, 5, 8, 9, 11, 14, 20",4112340159,130,13,4112340167,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4112340153,30,"812p4cjsthngn5glo3d7yzro5, 6lfh7umo99gfk2f23jbg6k3ro, k5yu3cqzlq5jybo9eozy89nt, 2urtsl9xa0plg4w80nr8z9tuy, 50pxsuw6rozz51fqz6phq4r8p, apa928m4vsbgdb20pvxjwdgix, d585rl5n1lyby0pzclz7ywokq, deo8agvy9lyt8xppcisqepxx, au0u20e5h1p6yn4gsgcimjcnp, 2zgac47mjf4fife5es00y4h9m, 8ig76mb9fsq6r456o42fnactm, any4esejk79yct375aswisyqx, 6k2wxx0v0e60g1gtrio4xekmh, bw0h202lprp7jzdtp6hv78ixh, 5blgib9feku7hwyfe4qyla85x, 74vr5grc65e8ogu008l764o2d, 62cm6wselsnn3az1utbmdual0, 524eip47zifw3ed8h7ojnugkq",4112340161,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4112340165,197,7783,4112340155,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4112340163,194,au0u20e5h1p6yn4gsgcimjcnp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876787,2,32,1,0,0,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-03-20T07:08:33.789Z,2023-03-20T07:08:33Z,4112376957,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876789,2,32,1,0,0,19auwjswq9camwpb4u14a6tp5,1,0,0,2023-03-20T07:08:33.789Z,2023-03-23T14:20:06Z,4112376967,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876797,3,1,1,0,0,19auwjswq9camwpb4u14a6tp5,1,50,49.3,2023-03-20T07:08:33.889Z,2023-03-20T07:23:51Z,4112377043,212,6.7,4112377039,140,43.6,4112377037,56,Back,4112377045,213,3.2,4112377041,141,48.7,4112377047,279,S,,,,,,,au0u20e5h1p6yn4gsgcimjcnp,Lee Keun-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876805,4,1,1,0,4,19auwjswq9camwpb4u14a6tp5,1,25.4,48.7,2023-03-20T07:08:37.810Z,2023-03-20T07:08:41Z,4112377099,213,1.6,4112377097,212,16.3,4112377093,140,24.6,4112377091,56,Back,4112377095,141,72.7,,,,,,,,,,50pxsuw6rozz51fqz6phq4r8p,Hong Jeong-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876813,5,1,1,0,7,19auwjswq9camwpb4u14a6tp5,1,28.8,77.3,2023-03-20T07:08:41.442Z,2023-03-20T07:08:45Z,4112377157,140,25.0,4112377159,141,50.3,4112377155,56,Back,4112377163,213,4.5,4112377161,212,18.8,,,,,,,,,,2urtsl9xa0plg4w80nr8z9tuy,Jo Jin-Woo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876825,6,1,1,0,11,19auwjswq9camwpb4u14a6tp5,1,28.9,42.2,2023-03-20T07:08:45.714Z,2023-03-20T07:08:48Z,4112377229,56,Back,4112377231,140,28.6,4112377235,212,17.3,4112377233,141,16.8,4112377237,213,4.7,,,,,,,,,,50pxsuw6rozz51fqz6phq4r8p,Hong Jeong-Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876831,7,1,1,0,14,19auwjswq9camwpb4u14a6tp5,1,28.5,18.8,2023-03-20T07:08:48.259Z,2023-03-20T07:08:51Z,4112377287,212,12.6,4112377281,56,Back,4112377285,141,4.9,4112377283,140,36.4,4112377289,213,5.4,,,,,,,,,,apa928m4vsbgdb20pvxjwdgix,Kim Jin-Hyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2522876839,8,1,1,0,17,19auwjswq9camwpb4u14a6tp5,1,31.5,4,2023-03-20T07:08:51.123Z,2023-03-20T07:08:54Z,4112377349,213,2.8,4112377341,56,Back,4112377345,141,8.8,4112377343,140,22.0,4112377347,212,10.5,,,,,,,,,,6lfh7umo99gfk2f23jbg6k3ro,Hwang Jae-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
