id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/9/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/16/value,qualifier/17/value,assist
2531514993,161,1,1,14,13,4dkougngrd8mpvfb1cr9mdb1p,1,38.5,12.9,2023-04-10T07:12:08.720Z,2023-04-10T07:12:09Z,4179025121,141,25.5,4179025123,212,8.6,4179025117,56,Back,4179025119,140,38.4,4179025125,213,1.6,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515009,162,1,1,14,14,4dkougngrd8mpvfb1cr9mdb1p,1,37.7,26.1,2023-04-10T07:12:09.566Z,2023-04-10T07:12:11Z,4179025179,212,15.7,4179025173,56,Back,4179025175,140,29.0,4179025181,213,2.2,4179025177,141,44.9,,,,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515075,163,1,1,14,16,4dkougngrd8mpvfb1cr9mdb1p,1,28.8,53.9,2023-04-10T07:12:11.776Z,2023-04-10T07:12:19Z,4179025507,141,84.4,4179025511,213,1.1,4179025509,212,23.6,4179025505,140,39.5,4179025503,56,Back,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515093,164,1,1,14,23,4dkougngrd8mpvfb1cr9mdb1p,0,45.7,89.6,2023-04-10T07:12:18.882Z,2023-04-10T07:12:21Z,4179025601,56,Left,4179025609,213,0.0,4179025611,1,,4179025603,140,100.0,4179025605,141,90.0,4179025599,155,,4179025607,212,58.1,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515095,165,5,1,14,25,4dkougngrd8mpvfb1cr9mdb1p,0,101,86.5,2023-04-10T07:12:20.907Z,2023-04-10T07:12:22Z,4179025655,233,166,4179025613,56,Left,4179025615,346,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515099,166,5,1,14,25,cc7oug4s891gcp1r4mh00rw7x,1,-1,13.5,2023-04-10T07:12:20.907Z,2023-04-10T08:26:14Z,4179025625,346,,4179025645,233,165,4179025623,56,Back,,,,,,,,,,,,,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515187,167,1,1,14,38,cc7oug4s891gcp1r4mh00rw7x,1,3.9,41.9,2023-04-10T07:12:33.524Z,2023-04-10T07:51:31Z,4179026109,56,Back,4179026111,140,26.7,4179026117,213,0.7,4179026107,124,,4179026113,141,69.6,4179026115,212,30.5,4179026121,237,,4179026129,189,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515239,168,1,1,14,43,cc7oug4s891gcp1r4mh00rw7x,1,29.6,69.1,2023-04-10T07:12:38.564Z,2023-04-10T07:12:40Z,4179026369,140,42.0,4179026375,212,13.1,4179026377,213,6.2,4179026367,56,Back,4179026373,141,66.7,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515311,169,1,1,14,45,cc7oug4s891gcp1r4mh00rw7x,1,40.5,69,2023-04-10T07:12:40.804Z,2023-04-10T07:12:48Z,4179026703,213,2.9,4179026695,56,Back,4179026701,212,15.3,4179026699,141,74.1,4179026697,140,26.3,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515329,170,1,1,14,53,cc7oug4s891gcp1r4mh00rw7x,1,31.4,58.1,2023-04-10T07:12:48.645Z,2023-04-10T07:12:51Z,4179026811,56,Back,4179026819,213,5.1,4179026817,212,13.7,4179026813,140,36.4,4179026815,141,39.5,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515335,171,1,1,14,56,cc7oug4s891gcp1r4mh00rw7x,1,36.3,33.3,2023-04-10T07:12:51.204Z,2023-04-10T07:12:52Z,4179026859,141,9.1,4179026861,212,17.9,4179026857,140,43.0,4179026855,56,Back,4179026863,213,5.1,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515353,172,1,1,14,57,cc7oug4s891gcp1r4mh00rw7x,1,43,9.1,2023-04-10T07:12:52.596Z,2023-04-10T07:12:54Z,4179026951,140,63.8,4179026949,56,Right,4179026953,141,3.8,4179026955,212,22.1,4179026957,213,6.1,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515377,173,1,1,14,59,cc7oug4s891gcp1r4mh00rw7x,1,61.2,3.8,2023-04-10T07:12:54.788Z,2023-04-10T07:12:57Z,4179027039,141,24.0,4179027043,213,1.4,4179027035,56,Center,4179027041,212,14.0,4179027037,140,63.8,,,,,,,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515381,174,1,1,15,2,cc7oug4s891gcp1r4mh00rw7x,0,62.6,19.8,2023-04-10T07:12:57.204Z,2023-04-10T07:12:58Z,4179027061,56,Right,4179027069,213,5.8,4179027063,140,72.9,4179027065,141,10.6,4179027067,212,12.5,,,,,,,,,,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515387,166,49,1,15,3,4dkougngrd8mpvfb1cr9mdb1p,1,33.6,91.8,2023-04-10T07:12:58.433Z,2023-04-10T07:12:58Z,,,,,,,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515403,167,1,1,15,3,4dkougngrd8mpvfb1cr9mdb1p,1,27.3,91.1,2023-04-10T07:12:58.593Z,2023-04-14T18:29:09Z,4179027173,141,93.8,4179027171,140,40.0,4179027177,213,0.1,4179027169,56,Back,4179027175,212,13.5,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515425,168,1,1,15,5,4dkougngrd8mpvfb1cr9mdb1p,0,43.6,94,2023-04-10T07:13:01.025Z,2023-04-14T18:29:15Z,4179027261,141,79.6,4179027257,56,Left,4179027263,212,16.4,4179027265,213,5.6,4179027259,140,56.1,,,,,,,,,,d07j5jwrtr7r9z04a5te24w7o,Kim Min-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533167777,1034,61,1,15,6,cc7oug4s891gcp1r4mh00rw7x,1,43.8,14.4,2023-04-10T07:13:01.539Z,2023-04-14T18:29:42Z,4187857527,56,Back,,,,,,,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2533167811,999,61,1,15,7,4dkougngrd8mpvfb1cr9mdb1p,1,56,86.2,2023-04-10T07:13:02.539Z,2023-04-14T18:29:47Z,4187857677,56,Left,,,,,,,,,,,,,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515439,175,43,1,15,8,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-10T07:13:03.284Z,2023-04-10T07:52:51Z,4179027315,56,Back,4179126787,144,8,,,,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515447,176,49,1,15,9,cc7oug4s891gcp1r4mh00rw7x,1,39,21.6,2023-04-10T07:13:04.148Z,2023-04-10T07:13:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515465,177,1,1,15,9,cc7oug4s891gcp1r4mh00rw7x,1,39,21.6,2023-04-10T07:13:04.501Z,2023-04-10T07:13:05Z,4179027445,141,39.2,4179027443,140,42.5,4179027447,212,12.5,4179027441,56,Back,4179027449,213,1.3,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515469,178,1,1,15,10,cc7oug4s891gcp1r4mh00rw7x,1,42.5,39.2,2023-04-10T07:13:05.555Z,2023-04-10T07:13:06Z,4179027479,140,48.7,4179027485,213,5.6,4179027483,212,8.6,4179027481,141,31.0,4179027477,56,Back,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515487,179,1,1,15,11,cc7oug4s891gcp1r4mh00rw7x,1,48.7,31,2023-04-10T07:13:06.532Z,2023-04-10T07:13:09Z,4179027565,141,49.1,4179027567,212,13.3,4179027569,213,1.2,4179027557,56,Center,4179027563,140,53.5,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515505,180,1,1,15,13,cc7oug4s891gcp1r4mh00rw7x,1,53.5,49.1,2023-04-10T07:13:08.996Z,2023-04-10T07:53:01Z,4179027651,213,3.6,4179027643,56,Back,4179027649,212,13.9,4179027647,141,40.7,4179027645,140,41.4,,,,,,,,,,8hiod211s6lxuzs0tz0mtewh5,Lee Min-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515511,181,1,1,15,15,cc7oug4s891gcp1r4mh00rw7x,1,41.4,40.7,2023-04-10T07:13:10.084Z,2023-04-10T07:13:11Z,4179027695,213,3.8,4179027687,56,Back,4179027691,141,34.9,4179027689,140,36.4,4179027693,212,6.6,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515533,182,1,1,15,15,cc7oug4s891gcp1r4mh00rw7x,1,36.4,34.9,2023-04-10T07:13:11.011Z,2023-04-10T07:13:14Z,4179027831,141,44.2,4179027833,212,8.3,4179027827,56,Back,4179027829,140,41.5,4179027835,213,0.9,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515541,183,1,1,15,19,cc7oug4s891gcp1r4mh00rw7x,1,46.5,57.8,2023-04-10T07:13:14.468Z,2023-04-14T18:30:16Z,4179027891,212,7.8,4179027889,141,46.6,4179027887,140,47.9,4179027893,213,4.9,4179027885,56,Back,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515555,184,1,1,15,21,cc7oug4s891gcp1r4mh00rw7x,1,47.9,46.6,2023-04-10T07:13:16.452Z,2023-04-10T07:13:17Z,4179027951,140,46.0,4179027959,213,1.8,4179027955,141,57.9,4179027947,56,Back,4179027957,212,7.9,,,,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515567,185,1,1,15,22,cc7oug4s891gcp1r4mh00rw7x,1,46,57.9,2023-04-10T07:13:17.444Z,2023-04-10T07:13:20Z,4179028031,213,3.2,4179028025,140,32.3,4179028023,56,Back,4179028027,141,56.4,4179028029,212,14.4,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515577,186,1,1,15,25,cc7oug4s891gcp1r4mh00rw7x,1,32.3,56.4,2023-04-10T07:13:20.676Z,2023-04-10T07:13:22Z,4179028097,213,4.7,4179028087,140,31.8,4179028095,212,25.3,4179028093,141,19.2,4179028083,56,Back,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515581,187,1,1,15,26,cc7oug4s891gcp1r4mh00rw7x,1,31.8,19.2,2023-04-10T07:13:21.972Z,2023-04-10T07:13:23Z,4179028137,213,5.6,4179028133,141,6.4,4179028127,56,Back,4179028129,140,43.0,4179028135,212,14.6,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515585,188,1,1,15,28,cc7oug4s891gcp1r4mh00rw7x,0,43,6.4,2023-04-10T07:13:23.124Z,2023-04-10T07:13:25Z,4179028205,233,169,4179028157,212,3.5,4179028159,213,6.2,4179028203,236,,4179028151,56,Back,4179028155,141,5.8,4179028209,286,,4179028153,140,46.3,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515593,169,74,1,15,28,4dkougngrd8mpvfb1cr9mdb1p,1,53.7,88.4,2023-04-10T07:13:23.125Z,2023-04-10T08:26:19Z,4179028193,56,Left,4179028221,233,188,4179028195,285,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515603,170,1,1,15,30,4dkougngrd8mpvfb1cr9mdb1p,0,38.7,94.8,2023-04-10T07:13:25.633Z,2023-04-14T18:30:30Z,4179028245,140,55.6,4179028243,56,Left,4179028251,213,0.3,4179028247,141,100.0,4179028241,3,,4179028249,212,18.4,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515605,171,5,1,15,30,4dkougngrd8mpvfb1cr9mdb1p,0,54.6,101.7,2023-04-10T07:13:25.922Z,2023-04-10T07:13:29Z,4179028419,233,189,4179028259,347,,4179028257,56,Left,,,,,,,,,,,,,,,,d07j5jwrtr7r9z04a5te24w7o,Kim Min-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515627,189,5,1,15,30,cc7oug4s891gcp1r4mh00rw7x,1,45.4,-1.7,2023-04-10T07:13:25.922Z,2023-04-10T08:26:14Z,4179028371,347,,4179028369,56,Back,4179028411,233,171,,,,,,,,,,,,,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515793,190,1,1,15,58,cc7oug4s891gcp1r4mh00rw7x,0,55.3,0,2023-04-10T07:13:53.140Z,2023-04-10T07:13:55Z,4179029277,141,9.4,4179029281,213,0.4,4179029279,212,22.1,4179029271,107,,4179029283,1,,4179029275,140,75.0,4179029273,56,Right,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515799,172,8,1,16,0,4dkougngrd8mpvfb1cr9mdb1p,1,26.1,85.4,2023-04-10T07:13:55.696Z,2023-04-14T18:31:13Z,4187862533,383,,4179029299,56,Back,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515813,173,49,1,16,2,4dkougngrd8mpvfb1cr9mdb1p,1,30.5,91.4,2023-04-10T07:13:57.616Z,2023-04-10T07:13:57Z,,,,,,,,,,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515823,174,1,1,16,2,4dkougngrd8mpvfb1cr9mdb1p,0,30.5,91.4,2023-04-10T07:13:57.839Z,2023-04-10T07:13:59Z,4179029405,56,Left,4179029415,1,,4179029413,213,6.3,4179029403,157,,4179029407,140,60.5,4179029409,141,90.9,4179029411,212,31.5,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515833,191,43,1,16,6,cc7oug4s891gcp1r4mh00rw7x,1,0,0,2023-04-10T07:14:01.716Z,2023-04-14T18:31:19Z,4187862887,144,49,,,,,,,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515845,192,12,1,16,6,cc7oug4s891gcp1r4mh00rw7x,1,36.3,11.7,2023-04-10T07:14:02.020Z,2023-04-10T07:14:03Z,4179029503,141,0.0,4179029499,56,Back,4179029501,140,38.2,4179029529,167,,4179029507,213,4.9,4179029505,212,9.3,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515853,175,5,1,16,7,4dkougngrd8mpvfb1cr9mdb1p,1,57.2,101.5,2023-04-10T07:14:02.694Z,2023-04-10T08:26:15Z,4179029519,347,,4179029517,56,Left,4179029535,233,193,,,,,,,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515849,193,5,1,16,7,cc7oug4s891gcp1r4mh00rw7x,0,42.8,-1.5,2023-04-10T07:14:02.694Z,2023-04-10T07:14:04Z,4179029545,233,175,4179029513,56,Back,4179029515,347,,,,,,,,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515925,176,1,1,16,18,4dkougngrd8mpvfb1cr9mdb1p,1,51.9,100,2023-04-10T07:14:13.680Z,2023-04-10T07:14:15Z,4179029915,212,25.4,4179029913,141,85.6,4179029907,107,,4179029917,213,3.6,4179029919,1,,4179029911,140,30.2,4179029909,56,Back,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515967,177,1,1,16,20,4dkougngrd8mpvfb1cr9mdb1p,1,31.8,79.3,2023-04-10T07:14:15.773Z,2023-04-10T07:14:22Z,4179030183,56,Back,4179030185,140,28.5,4179030189,212,21.3,4179030191,213,4.5,4179030187,141,48.4,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515975,178,1,1,16,27,4dkougngrd8mpvfb1cr9mdb1p,1,33.9,40.3,2023-04-10T07:14:22.495Z,2023-04-10T07:14:23Z,4179030227,212,12.1,4179030225,141,43.3,4179030223,140,45.3,4179030221,56,Back,4179030229,213,0.2,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531515997,179,1,1,16,28,4dkougngrd8mpvfb1cr9mdb1p,1,45.3,43.3,2023-04-10T07:14:23.358Z,2023-04-10T07:14:26Z,4179030347,212,6.8,4179030341,56,Back,4179030349,213,1.5,4179030345,141,53.3,4179030343,140,45.5,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516019,180,1,1,16,31,4dkougngrd8mpvfb1cr9mdb1p,0,46.4,52.7,2023-04-10T07:14:26.207Z,2023-04-10T07:14:29Z,4179030485,212,57.0,4179030479,56,Right,4179030487,213,5.8,4179030489,1,,4179030481,140,94.8,4179030483,141,14.6,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516027,194,49,1,16,35,cc7oug4s891gcp1r4mh00rw7x,1,8.1,88.9,2023-04-10T07:14:30.355Z,2023-04-10T07:14:31Z,,,,,,,,,,,,,,,,,,,,,,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516079,195,1,1,16,42,cc7oug4s891gcp1r4mh00rw7x,1,11.2,74.4,2023-04-10T07:14:37.092Z,2023-04-10T07:14:38Z,4179030779,141,75.7,4179030795,189,,4179030783,213,0.1,4179030775,56,Back,4179030781,212,14.5,4179030777,140,25.0,,,,,,,8mb4id7chmmjp2fc2q3dd3cdm,Kim Jeong-Hoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516095,196,1,1,16,44,cc7oug4s891gcp1r4mh00rw7x,1,27.3,71.1,2023-04-10T07:14:39.812Z,2023-04-10T07:54:38Z,4179030865,140,26.6,4179030863,56,Back,4179030867,141,51.0,4179130547,189,,4179030871,213,4.7,4179030869,212,13.7,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516103,197,1,1,16,46,cc7oug4s891gcp1r4mh00rw7x,1,26.6,51,2023-04-10T07:14:41.108Z,2023-04-10T07:14:42Z,4179030919,212,17.4,4179030913,56,Back,4179030921,213,4.9,4179030915,140,29.9,4179030917,141,25.9,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516113,198,1,1,16,47,cc7oug4s891gcp1r4mh00rw7x,1,29.9,25.9,2023-04-10T07:14:42.164Z,2023-04-10T07:14:43Z,4179030963,212,11.7,4179030965,213,0.4,4179030957,56,Back,4179030961,141,33.1,4179030959,140,40.0,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516123,199,1,1,16,48,cc7oug4s891gcp1r4mh00rw7x,1,40,33.1,2023-04-10T07:14:43.396Z,2023-04-10T07:14:45Z,4179031017,213,3.6,4179031009,56,Back,4179031011,140,28.5,4179031015,212,13.3,4179031021,156,,4179031013,141,25.0,,,,,,,aqvvrwb9ka52si810lbecybx1,Ryu Jae-Moon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516131,200,1,1,16,51,cc7oug4s891gcp1r4mh00rw7x,0,32.6,20.3,2023-04-10T07:14:46.116Z,2023-04-10T07:14:47Z,4179031075,213,0.3,4179031065,155,,4179031073,212,40.9,4179031069,140,70.2,4179031077,1,,4179031071,141,36.1,4179031067,56,Center,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516135,181,49,1,16,52,4dkougngrd8mpvfb1cr9mdb1p,1,25.3,69.1,2023-04-10T07:14:47.707Z,2023-04-10T07:14:47Z,,,,,,,,,,,,,,,,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516159,182,1,1,16,53,4dkougngrd8mpvfb1cr9mdb1p,1,25.3,69.1,2023-04-10T07:14:48.254Z,2023-04-10T07:14:51Z,4179031195,141,64.5,4179031193,140,31.6,4179031197,212,7.3,4179031199,213,5.8,4179031191,56,Back,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516173,183,1,1,16,55,4dkougngrd8mpvfb1cr9mdb1p,1,30.4,59.1,2023-04-10T07:14:50.924Z,2023-04-10T07:14:53Z,4179031263,56,Back,4179031265,140,22.0,4179031269,212,13.4,4179031267,141,44.2,4179031271,213,4.0,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516193,184,1,1,16,58,4dkougngrd8mpvfb1cr9mdb1p,1,21.8,37.4,2023-04-10T07:14:53.773Z,2023-04-10T07:14:56Z,4179031393,213,5.0,4179031385,141,11.9,4179031389,212,18.1,4179031377,56,Back,4179031381,140,26.9,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516201,185,1,1,17,1,4dkougngrd8mpvfb1cr9mdb1p,1,27.3,10.4,2023-04-10T07:14:56.478Z,2023-04-10T07:14:58Z,4179031411,141,14.3,4179031409,140,24.1,4179031413,212,4.3,4179031415,213,2.5,4179031407,56,Back,,,,,,,,,,9ypo5z607qgr7586utge5hln9,Kim Jun-Yub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516213,186,1,1,17,2,4dkougngrd8mpvfb1cr9mdb1p,1,22.7,15.2,2023-04-10T07:14:57.868Z,2023-04-10T07:15:00Z,4179031467,213,0.4,4179031459,56,Back,4179031461,140,43.6,4179031457,155,,4179031465,212,23.4,4179031463,141,27.1,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516231,187,1,1,17,5,4dkougngrd8mpvfb1cr9mdb1p,1,44.3,28.5,2023-04-10T07:15:00.172Z,2023-04-10T07:15:02Z,4179031563,140,37.6,4179031561,56,Back,4179031569,213,2.0,4179031567,212,15.3,4179031565,141,48.5,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516241,188,1,1,17,7,4dkougngrd8mpvfb1cr9mdb1p,0,42.9,48.7,2023-04-10T07:15:02.620Z,2023-04-10T07:15:04Z,4179031613,140,48.3,4179031619,213,1.3,4179031611,56,Back,4179031617,212,20.1,4179031615,141,77.0,,,,,,,,,,ep1eax2gaziw4xoshealvq5ex,Mun Ji-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2531516245,201,49,1,17,9,cc7oug4s891gcp1r4mh00rw7x,1,52,18.5,2023-04-10T07:15:04.692Z,2023-04-10T07:15:04Z,,,,,,,,,,,,,,,,,,,,,,,,,4d629fx1hhv4b5u3ajgz86ay1,Kim Moon-Hwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
