id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,keyPass,qualifier/11/value,assist,qualifier/13/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/18/value
2515726787,6,1,1,0,9,4oixf5ykhg01zfxpt7gbpn3dq,1,39.9,76.9,2023-03-05T08:03:19.638Z,2023-03-05T08:03:22Z,4074520531,140,56.3,4074520537,213,5.5,4074520529,56,Center,4074520535,212,25.1,4074520533,141,50.0,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726805,7,1,1,0,12,4oixf5ykhg01zfxpt7gbpn3dq,1,62.5,43.4,2023-03-05T08:03:22.534Z,2023-03-05T08:03:26Z,4074520593,140,53.7,4074520587,56,Right,4074520609,213,4.4,4074520597,141,5.9,4074520603,212,27.1,,,,,,,,,,594aaw8h28nlm7uz6ib9vczc9,Yu Kang-Hyun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726827,8,1,1,0,16,4oixf5ykhg01zfxpt7gbpn3dq,0,52.9,4.9,2023-03-05T08:03:25.926Z,2023-03-05T08:03:27Z,4074520659,140,72.0,4074520663,212,20.1,4074520657,56,Right,4074520665,213,0.1,4074520661,141,7.7,,,,,,,,,,4pwrho63fnlcee1xvh5myrw0l,Oh Jae-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726845,6,1,1,0,18,4dkougngrd8mpvfb1cr9mdb1p,1,31.4,96.3,2023-03-05T08:03:28.460Z,2023-03-09T21:01:45Z,4074520741,141,85.9,4074520739,140,42.6,4074520745,213,5.7,4074520743,212,13.7,4084558777,1,,4074520737,56,Back,4084558775,157,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726847,7,49,1,0,20,4dkougngrd8mpvfb1cr9mdb1p,1,44.5,82.3,2023-03-05T08:03:30.395Z,2023-03-05T08:03:30Z,,,,,,,,,,,,,,,,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726871,8,1,1,0,22,4dkougngrd8mpvfb1cr9mdb1p,1,47.8,79,2023-03-05T08:03:32.235Z,2023-03-05T08:03:35Z,4074520823,212,15.2,4074520817,56,Left,4074520825,213,0.8,4074520821,141,94.4,4074520819,140,58.3,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726891,9,1,1,0,25,4dkougngrd8mpvfb1cr9mdb1p,1,63.8,93.2,2023-03-05T08:03:35.355Z,2023-03-05T08:03:39Z,4074520943,212,33.4,4074520937,56,Left,4074520947,1,,4074520941,141,95.1,4074520939,140,95.6,4074520945,213,0.0,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726893,9,45,1,0,29,4oixf5ykhg01zfxpt7gbpn3dq,0,2.2,6.4,2023-03-05T08:03:39.115Z,2023-03-05T08:03:41Z,4074520961,285,,4074520959,56,Back,4074521041,233,10,,,,,,,,,,,,,,,,bcdm1l4nif0y2p25kxhyehyw9,Kim Min-Duk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726903,10,3,1,0,29,4dkougngrd8mpvfb1cr9mdb1p,1,97.8,93.6,2023-03-05T08:03:39.115Z,2023-03-09T21:06:32Z,4084563809,464,,4074521025,233,9,4074521011,286,,4074521009,56,Left,,,,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726917,11,1,1,0,31,4dkougngrd8mpvfb1cr9mdb1p,0,97.7,86.8,2023-03-05T08:03:41.147Z,2023-03-09T21:06:41Z,4084564121,72,,4074521069,155,,4084564119,224,,4074521079,213,4.6,4074521073,140,96.5,4074521075,141,60.2,4074521071,56,Center,4074521067,2,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,4074521077,212,18.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726925,10,12,1,0,32,4oixf5ykhg01zfxpt7gbpn3dq,1,4.9,37,2023-03-05T08:03:42.550Z,2023-03-05T08:03:44Z,4074521093,56,Back,4074521101,213,6.2,4074521111,15,,4074521099,212,17.5,4074521095,140,21.5,4074521097,141,34.5,,,,,,,9mehciic0e1w99g55xavfg0oa,Cho Yu-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726937,12,1,1,0,34,4dkougngrd8mpvfb1cr9mdb1p,1,80.2,71.2,2023-03-05T08:03:44.108Z,2023-03-05T08:03:45Z,4074521133,140,85.9,4074521129,3,,4074521139,213,5.2,4074521135,141,54.3,4074521131,56,Center,4074521137,212,13.0,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726939,13,1,1,0,35,4dkougngrd8mpvfb1cr9mdb1p,0,85.2,54,2023-03-05T08:03:45.547Z,2023-03-05T08:03:46Z,4074521147,140,87.0,4074521151,212,3.2,4074521149,141,57.8,4074521145,56,Center,4074521153,213,0.9,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727007,11,12,1,0,36,4oixf5ykhg01zfxpt7gbpn3dq,1,18.3,48.1,2023-03-05T08:03:46.222Z,2023-03-09T21:08:44Z,4074521431,140,29.7,4074521437,213,0.4,4074521435,212,13.0,4074521429,56,Back,4074521433,141,55.5,,,,,,,,,,b94ir5n74j160z90pshd9q6ll,A. Krivotsyuk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515726999,14,1,1,0,38,4dkougngrd8mpvfb1cr9mdb1p,1,69.2,35.7,2023-03-05T08:03:48.619Z,2023-03-05T08:03:56Z,4074521395,212,5.1,4074521391,140,72.8,4074521397,213,5.6,4074521389,56,Center,4074521393,141,30.7,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727003,15,1,1,0,46,4dkougngrd8mpvfb1cr9mdb1p,0,97.8,22.2,2023-03-05T08:03:56.332Z,2023-03-09T21:09:07Z,4074521415,212,19.5,4084567751,20,,4084567749,386,,4074521405,2,,4074521417,213,2.0,4074521411,140,90.4,4074521407,155,,4084567747,225,,eu0p99sk5yxmjyjln9cz0woo9,Kim Bo-Sub,4074521409,56,Center,4074521413,141,48.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727013,12,12,1,0,47,4oixf5ykhg01zfxpt7gbpn3dq,1,9.5,51.2,2023-03-05T08:03:57.173Z,2023-03-05T08:03:58Z,4074521447,56,Back,4074521453,212,25.4,4074521455,213,0.1,4074521449,140,33.5,4074521457,15,,4074521451,141,55.4,,,,,,,1x0nab8a4vcrn6t4pwzlz7d1x,Kim Young-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727021,13,1,1,0,49,4oixf5ykhg01zfxpt7gbpn3dq,0,34.8,59.6,2023-03-05T08:03:59.668Z,2023-03-05T08:04:00Z,4074521475,3,,4074521479,140,26.3,4074521483,212,9.0,4074521477,56,Back,4074521485,213,3.2,4074521481,141,58.5,,,,,,,6i3hjmgdhx9jv5tsk0ugc0b85,Tiago Orobó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727035,16,1,1,0,50,4dkougngrd8mpvfb1cr9mdb1p,1,73.6,38.8,2023-03-05T08:04:00.339Z,2023-03-09T21:09:23Z,4074521549,213,3.8,4074521543,140,66.2,4074521541,56,Center,4074521547,212,9.9,4074521545,141,29.7,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727043,17,1,1,0,53,4dkougngrd8mpvfb1cr9mdb1p,1,66.1,23,2023-03-05T08:04:02.763Z,2023-03-05T08:04:04Z,4074521573,141,8.2,4074521569,56,Right,4074521575,212,10.4,4074521571,140,68.5,4074521577,213,5.0,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727057,18,1,1,0,54,4dkougngrd8mpvfb1cr9mdb1p,1,68.6,7.9,2023-03-05T08:04:04.475Z,2023-03-05T08:04:07Z,4074521625,212,17.0,4074521619,56,Right,4074521621,140,54.5,4074521627,213,2.6,4074521623,141,20.3,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727065,19,1,1,0,57,4dkougngrd8mpvfb1cr9mdb1p,1,54.3,18.8,2023-03-05T08:04:07.020Z,2023-03-05T08:04:09Z,4074521663,141,15.8,4074521659,56,Right,4074521665,212,3.8,4074521667,213,5.7,4074521661,140,57.4,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727099,20,1,1,0,59,4dkougngrd8mpvfb1cr9mdb1p,1,58.5,28.6,2023-03-05T08:04:09.532Z,2023-03-05T08:04:15Z,4074521763,212,36.2,4074521759,140,59.8,4074521767,1,,4074521761,141,81.8,4074521765,213,1.5,4074521757,56,Left,4074521755,155,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727111,21,1,1,1,5,4dkougngrd8mpvfb1cr9mdb1p,1,61.6,88.9,2023-03-05T08:04:14.876Z,2023-03-05T08:04:16Z,4074521827,212,8.0,4074521821,56,Left,4074521825,141,96.2,4074521829,213,0.7,4074521823,140,67.6,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727129,22,1,1,1,6,4dkougngrd8mpvfb1cr9mdb1p,1,67.7,96.3,2023-03-05T08:04:16.124Z,2023-03-05T08:04:19Z,4074521905,56,Center,4074521907,140,66.8,4074521909,141,78.8,4074521911,212,11.9,4074521913,213,4.6,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727167,23,1,1,1,10,4dkougngrd8mpvfb1cr9mdb1p,1,68.3,67.3,2023-03-05T08:04:19.835Z,2023-03-05T08:04:25Z,4074522035,213,4.7,4074522027,56,Center,4074522029,140,68.6,4074522031,141,43.6,4074522033,212,16.1,,,,,,,,,,cni5awk83s8cen20ed4v1swve,Hernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727181,24,1,1,1,15,4dkougngrd8mpvfb1cr9mdb1p,1,72.7,64.3,2023-03-05T08:04:25.180Z,2023-03-05T08:04:28Z,4074522091,212,20.6,4074522093,213,1.2,4074522085,56,Left,4074522089,141,93.0,4074522087,140,79.1,,,,,,,,,,eu0p99sk5yxmjyjln9cz0woo9,Kim Bo-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727197,25,1,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,1,75.2,95.7,2023-03-05T08:04:28.748Z,2023-03-05T08:04:31Z,4074522145,141,96.2,4074522147,212,10.7,4074522141,56,Left,4074522149,213,3.1,4074522143,140,65.0,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727211,26,1,1,1,21,4dkougngrd8mpvfb1cr9mdb1p,1,62.5,90.5,2023-03-05T08:04:31.676Z,2023-03-05T08:04:35Z,4074522203,212,28.1,4074522199,140,47.4,4074522201,141,56.4,4074522205,213,4.1,4074522197,56,Back,,,,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727221,27,1,1,1,25,4dkougngrd8mpvfb1cr9mdb1p,1,47.4,50,2023-03-05T08:04:35.035Z,2023-03-05T08:04:39Z,4074522255,213,5.1,4074522257,1,,4074522251,141,1.9,4074522249,140,59.3,4074522253,212,35.0,4074522247,56,Right,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727239,28,1,1,1,29,4dkougngrd8mpvfb1cr9mdb1p,1,60.2,3.2,2023-03-05T08:04:38.955Z,2023-03-05T08:04:41Z,4074522297,141,13.4,4074522299,212,18.3,4074522295,140,44.1,4074522301,213,2.8,4074522293,56,Back,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727263,29,1,1,1,31,4dkougngrd8mpvfb1cr9mdb1p,1,42.5,18.2,2023-03-05T08:04:41.229Z,2023-03-05T08:04:46Z,4074522401,212,22.9,4074522399,141,51.5,4074522395,56,Back,4074522397,140,39.3,4074522403,213,1.7,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727295,30,1,1,1,36,4dkougngrd8mpvfb1cr9mdb1p,1,48.1,47.2,2023-03-05T08:04:46.171Z,2023-03-05T08:04:48Z,4074522463,56,Back,4074522469,212,15.4,4074522465,140,42.2,4074522471,213,4.3,4074522467,141,26.5,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727335,31,1,1,1,38,4dkougngrd8mpvfb1cr9mdb1p,1,42.3,25,2023-03-05T08:04:48.188Z,2023-03-05T08:04:55Z,4074522613,213,5.4,4074522605,56,Right,4074522607,140,53.3,4074522611,212,17.3,4074522609,141,6.1,,,,,,,,,,6c57ayh4zo9txp6oo987w96fp,Oh Ban-Suk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2517621033,918,3,1,1,43,4dkougngrd8mpvfb1cr9mdb1p,0,56.4,7.8,2023-03-05T08:04:52.868Z,2023-03-09T21:13:31Z,4084575555,56,Right,4084575559,464,,4084575563,467,a51uwp4qcrr4rodslzst4iok5,4084575557,286,,,,,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727341,32,4,1,1,45,4dkougngrd8mpvfb1cr9mdb1p,1,58.6,14.9,2023-03-05T08:04:55.036Z,2023-03-05T08:04:57Z,4074522627,152,,4074522657,233,14,4074522625,56,Right,4074522631,286,,4074522623,13,,4074522629,265,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727343,14,4,1,1,45,4oixf5ykhg01zfxpt7gbpn3dq,0,41.4,85.1,2023-03-05T08:04:55.037Z,2023-03-05T08:04:57Z,4074522671,233,32,4074522643,265,,4074522637,13,,4074522641,152,,4074522639,56,Back,4074522645,285,,,,,,,,a51uwp4qcrr4rodslzst4iok5,Seo Young-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727453,33,1,1,2,6,4dkougngrd8mpvfb1cr9mdb1p,1,56,13.1,2023-03-05T08:05:16.508Z,2023-03-05T08:05:17Z,4074523039,5,,4074523045,140,60.5,4074523041,152,,4074523047,141,4.7,4074523049,212,7.4,4074523051,213,5.4,4074523043,56,Right,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727457,34,1,1,2,8,4dkougngrd8mpvfb1cr9mdb1p,1,59.6,4.7,2023-03-05T08:05:17.755Z,2023-03-05T08:05:18Z,4074523063,212,4.8,4074523059,140,57.6,4074523065,213,2.0,4074523061,141,11.1,4074523057,56,Right,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727469,35,1,1,2,8,4dkougngrd8mpvfb1cr9mdb1p,1,57.6,11.1,2023-03-05T08:05:18.539Z,2023-03-05T08:05:19Z,4074523103,213,5.2,4074523097,140,60.8,4074523095,56,Right,4074523099,141,2.3,4074523101,212,6.9,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727483,36,1,1,2,10,4dkougngrd8mpvfb1cr9mdb1p,1,61.4,3.5,2023-03-05T08:05:19.867Z,2023-03-05T08:05:23Z,4074523167,141,4.0,4074523171,213,0.0,4074523165,140,78.3,4074523169,212,17.7,4074523163,56,Right,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727503,37,1,1,2,13,4dkougngrd8mpvfb1cr9mdb1p,1,71.5,4.4,2023-03-05T08:05:22.988Z,2023-03-05T08:05:26Z,4074523243,56,Right,4074523245,140,57.2,4074523247,141,5.2,4074523249,212,15.0,4074523251,213,3.1,,,,,,,,,,eu0p99sk5yxmjyjln9cz0woo9,Kim Bo-Sub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727521,38,1,1,2,16,4dkougngrd8mpvfb1cr9mdb1p,1,49.6,10,2023-03-05T08:05:26.556Z,2023-03-05T08:05:28Z,4074523311,56,Back,4074523317,212,30.0,4074523315,141,48.2,4074523313,140,35.4,4074523319,213,2.1,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515727541,39,1,1,2,19,4dkougngrd8mpvfb1cr9mdb1p,1,35.9,51.2,2023-03-05T08:05:28.828Z,2023-03-05T08:05:33Z,4074523393,56,Back,4074523399,212,30.5,4074523397,141,93.6,4074523401,213,1.2,4074523395,140,45.5,,,,,,,,,,f5dwmfqf84vn26jqgru6q6uax,Kim Dong-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
