id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/11/value,keyPass,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2520003123,8,49,1,0,18,92h5si20tnxjtg4hj8cs97bpw,1,59.4,71.2,2023-03-14T05:33:56.668Z,2023-03-14T05:33:56Z,,,,,,,,,,,,,,,,,,,,,,,,,99yrscdrulo9rty85p06mclat,Chung Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003125,9,1,1,0,18,92h5si20tnxjtg4hj8cs97bpw,0,59.4,71.2,2023-03-14T05:33:56.859Z,2023-03-14T05:33:57Z,4097229323,213,5.2,4097229317,140,64.2,4097229315,56,Center,4097229321,212,10.9,4097229319,141,57.0,,,,,,,,,,99yrscdrulo9rty85p06mclat,Chung Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003131,7,8,1,0,21,4dkougngrd8mpvfb1cr9mdb1p,1,34.5,49,2023-03-14T05:33:58.994Z,2023-03-17T13:44:10Z,4102228325,383,,4097229371,56,Back,,,,,,,,,,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003135,8,49,1,0,22,4dkougngrd8mpvfb1cr9mdb1p,1,42,62.9,2023-03-14T05:34:00.346Z,2023-03-14T05:57:58Z,,,,,,,,,,,,,,,,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520007273,213,1,1,0,22,4dkougngrd8mpvfb1cr9mdb1p,1,36,65.1,2023-03-14T05:34:00.703Z,2023-03-14T05:57:52Z,4097257445,141,59.4,4097257443,140,42.0,4097257449,213,5.7,4097257447,212,7.4,4097257441,56,Back,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003139,9,1,1,0,23,4dkougngrd8mpvfb1cr9mdb1p,1,49,60,2023-03-14T05:34:01.809Z,2023-03-14T05:34:03Z,4097229431,141,92.1,4097229425,56,Back,4097229435,213,1.8,4097229427,140,44.1,4097229433,212,22.4,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003145,10,1,1,0,24,4dkougngrd8mpvfb1cr9mdb1p,0,45.1,90.9,2023-03-14T05:34:02.266Z,2023-03-14T05:58:25Z,4097229479,212,21.9,4097229481,213,5.9,4097229475,140,64.2,4097229473,56,Center,4097229477,141,78.1,4097258065,155,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003141,10,1,1,0,24,92h5si20tnxjtg4hj8cs97bpw,0,33.2,13.2,2023-03-14T05:34:02.715Z,2023-03-14T05:34:03Z,4097229453,212,6.5,4097229451,141,19.7,4097229447,56,Back,4097229445,3,,4097229449,140,37.7,4097229455,213,0.8,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520007281,215,61,1,0,25,4dkougngrd8mpvfb1cr9mdb1p,0,62.5,74.4,2023-03-14T05:34:03.087Z,2023-03-14T05:59:22Z,4097258891,56,Center,,,,,,,,,,,,,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003149,11,43,1,0,26,4dkougngrd8mpvfb1cr9mdb1p,1,0,0,2023-03-14T05:34:04.689Z,2023-03-14T05:58:27Z,4097229489,56,Center,4097258201,144,61,,,,,,,,,,,,,,,,,,,ar5egjfxvgref6nzy4onfmsid,Gerso Fernandes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003151,11,49,1,0,29,92h5si20tnxjtg4hj8cs97bpw,1,31,29.8,2023-03-14T05:34:07.260Z,2023-03-14T05:34:07Z,,,,,,,,,,,,,,,,,,,,,,,,,acrtfa8a1l1tfbvcp7jzdttzo,Han Jong-Mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003157,12,1,1,0,29,92h5si20tnxjtg4hj8cs97bpw,1,31,29.8,2023-03-14T05:34:07.548Z,2023-03-14T05:34:09Z,4097229549,213,1.7,4097229545,141,64.2,4097229543,140,27.9,4097229547,212,23.6,4097229541,56,Back,,,,,,,,,,acrtfa8a1l1tfbvcp7jzdttzo,Han Jong-Mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003163,13,1,1,0,31,92h5si20tnxjtg4hj8cs97bpw,1,27.9,64.2,2023-03-14T05:34:09.147Z,2023-03-14T05:34:11Z,4097229611,213,4.7,4097229603,140,28.1,4097229601,56,Back,4097229607,141,41.8,4097229609,212,15.2,,,,,,,,,,99yrscdrulo9rty85p06mclat,Chung Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003171,14,1,1,0,33,92h5si20tnxjtg4hj8cs97bpw,1,24.3,44,2023-03-14T05:34:11.692Z,2023-03-14T05:34:14Z,4097229649,140,32.8,4097229655,213,1.2,4097229653,212,26.6,4097229651,141,80.9,4097229647,56,Back,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003177,15,1,1,0,36,92h5si20tnxjtg4hj8cs97bpw,1,33.6,83.2,2023-03-14T05:34:14.379Z,2023-03-14T05:34:16Z,4097229693,213,0.5,4097229687,140,48.1,4097229685,56,Back,4097229689,141,96.3,4097229691,212,17.6,,,,,,,,,,99yrscdrulo9rty85p06mclat,Chung Woon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003185,16,1,1,0,38,92h5si20tnxjtg4hj8cs97bpw,1,51.2,94.8,2023-03-14T05:34:16.780Z,2023-03-14T05:34:18Z,4097229731,141,82.9,4097229729,140,56.9,4097229735,213,5.3,4097229733,212,10.1,4097229727,56,Left,,,,,,,,,,bqhazt8seel1clbtwmgacty50,Ji Sang-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003187,17,1,1,0,40,92h5si20tnxjtg4hj8cs97bpw,0,56.9,82.9,2023-03-14T05:34:18.172Z,2023-03-14T05:34:21Z,4097229739,56,Left,4097229785,233,12,4097229743,141,82.9,4097229789,286,,4097229783,236,,4097229745,212,1.4,4097229741,140,58.2,4097229747,213,0,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003191,12,74,1,0,40,4dkougngrd8mpvfb1cr9mdb1p,1,39.8,21.2,2023-03-14T05:34:18.173Z,2023-03-14T07:33:58Z,4097229775,56,Back,4097229795,233,17,4097229777,285,,,,,,,,,,,,,,,,,3uj6mcpdgzwkj73gjg2kikk45,Kwon Han-Jin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003205,13,44,1,0,43,4dkougngrd8mpvfb1cr9mdb1p,1,40.2,5.2,2023-03-14T05:34:21.836Z,2023-03-14T05:34:24Z,4097229857,233,18,4097229843,56,Back,4097229845,285,,,,,,,,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003197,18,44,1,0,43,92h5si20tnxjtg4hj8cs97bpw,0,59.8,94.8,2023-03-14T05:34:21.837Z,2023-03-14T05:34:25Z,4097229807,286,,4097229869,233,13,4097229805,56,Left,,,,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003217,14,1,1,0,44,4dkougngrd8mpvfb1cr9mdb1p,1,38.6,4.9,2023-03-14T05:34:22.130Z,2023-03-14T07:32:49Z,4097229949,212,10.1,4097229945,140,48.2,4097229947,141,4.9,4097229941,3,,4097229951,213,0,4097229943,56,Back,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003221,15,49,1,0,47,4dkougngrd8mpvfb1cr9mdb1p,1,48.2,4.9,2023-03-14T05:34:25.465Z,2023-03-14T06:00:30Z,,,,,,,,,,,,,,,,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003225,16,1,1,0,48,4dkougngrd8mpvfb1cr9mdb1p,0,48.2,4.9,2023-03-14T05:34:25.961Z,2023-03-14T06:00:32Z,4097229971,56,Right,4097229977,212,10.9,4097229973,140,57.7,4097229975,141,0.0,4097229979,213,5.9,,,,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003227,17,5,1,0,51,4dkougngrd8mpvfb1cr9mdb1p,0,47.2,-0.8,2023-03-14T05:34:29.292Z,2023-03-14T06:20:24Z,4097229981,56,Back,4097229999,233,19,4097229983,347,,,,,,,,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003211,19,5,1,0,51,92h5si20tnxjtg4hj8cs97bpw,1,52.8,100.8,2023-03-14T05:34:29.292Z,2023-03-14T06:00:25Z,4097229879,56,Left,4097229989,233,17,4097229881,347,,,,,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003243,20,1,1,0,56,92h5si20tnxjtg4hj8cs97bpw,1,52.1,100,2023-03-14T05:34:34.524Z,2023-03-14T06:01:14Z,4097230091,141,76.3,4097230097,1,,4097230095,213,4.0,4097230085,107,,4097261981,189,,4097230089,140,36.3,4097230093,212,24.1,4097230087,56,Back,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003257,21,1,1,0,59,92h5si20tnxjtg4hj8cs97bpw,1,32.4,61.4,2023-03-14T05:34:37.579Z,2023-03-14T05:34:39Z,4097230145,213,5.0,4097230143,212,38.8,4097230139,140,42.3,4097230147,1,,4097230141,141,6.5,4097230137,56,Back,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003267,22,1,1,1,1,92h5si20tnxjtg4hj8cs97bpw,1,42.3,6.4,2023-03-14T05:34:39.739Z,2023-03-14T05:34:42Z,4097230201,212,17.9,4097230193,56,Back,4097230199,141,26.7,4097230203,213,2.3,4097230195,140,31.4,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003273,23,1,1,1,4,92h5si20tnxjtg4hj8cs97bpw,0,31.4,26.8,2023-03-14T05:34:42.315Z,2023-03-14T05:34:44Z,4097230235,212,49.7,4097230227,155,,4097230233,141,8.6,4097230239,1,,4097230229,56,Right,4097230237,213,6.0,4097230231,140,77.2,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003279,18,1,1,1,7,4dkougngrd8mpvfb1cr9mdb1p,0,27.2,92.9,2023-03-14T05:34:45.682Z,2023-03-14T05:34:46Z,4097230271,141,83.5,4097230265,3,,4097230269,140,34.6,4097230275,213,5.6,4097230267,56,Back,4097230273,212,10.1,,,,,,,bppyf0fnmm86izw3n2kifahh,H. Delbridge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003289,24,1,1,1,9,92h5si20tnxjtg4hj8cs97bpw,1,64.9,23.7,2023-03-14T05:34:47.628Z,2023-03-14T05:34:48Z,4097230313,140,70.6,4097230309,3,,4097230315,141,36.6,4097230319,213,1.0,4097230317,212,10.6,4097230311,56,Center,,,,,,,acrtfa8a1l1tfbvcp7jzdttzo,Han Jong-Mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003307,25,1,1,1,10,92h5si20tnxjtg4hj8cs97bpw,0,70.6,36.6,2023-03-14T05:34:48.364Z,2023-03-14T06:02:08Z,4097230417,141,6.7,4097230421,213,5.1,4097230415,140,78.7,4097230413,56,Right,4097230419,212,22.0,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003309,26,43,1,1,14,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-03-14T05:34:52.785Z,2023-03-14T06:02:01Z,4097230427,286,0,4097230447,233,19,4097262971,144,50,4097230425,56,Right,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003303,19,8,1,1,14,4dkougngrd8mpvfb1cr9mdb1p,1,15.9,93.6,2023-03-14T05:34:52.786Z,2023-03-17T13:46:01Z,4102230601,385,,4097230391,56,Back,,,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003317,27,61,1,1,18,92h5si20tnxjtg4hj8cs97bpw,1,78.7,6.7,2023-03-14T05:34:56.163Z,2023-03-14T05:34:56Z,4097230451,56,Right,,,,,,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003323,20,5,1,1,19,4dkougngrd8mpvfb1cr9mdb1p,1,16.8,101.4,2023-03-14T05:34:56.893Z,2023-03-14T06:20:24Z,4097230475,56,Back,4097230489,233,28,4097230477,347,,,,,,,,,,,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003319,28,5,1,1,19,92h5si20tnxjtg4hj8cs97bpw,0,83.2,-1.4,2023-03-14T05:34:56.893Z,2023-03-14T05:34:59Z,4097230495,233,20,4097230463,56,Right,4097230465,347,,,,,,,,,,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003357,21,1,1,1,30,4dkougngrd8mpvfb1cr9mdb1p,1,20.2,100,2023-03-14T05:35:08.402Z,2023-03-14T06:03:04Z,4097230707,107,,4097230713,141,95.4,4097230709,56,Back,4097230715,212,10.5,4097230711,140,29.5,4097230717,213,5.9,,,,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520007277,214,1,1,1,31,4dkougngrd8mpvfb1cr9mdb1p,1,25.9,95,2023-03-14T05:35:08.894Z,2023-03-14T06:03:37Z,4097264647,213,2.9,4097264641,140,21.6,4097264645,212,4.6,4097264911,156,,4097264643,141,96.4,4097264639,56,Back,,,,,,,23yszo5vk185thxlbtejvpfbp,Sin Jin-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520007285,216,1,1,1,32,4dkougngrd8mpvfb1cr9mdb1p,1,27.1,95.4,2023-03-14T05:35:10.791Z,2023-03-14T06:04:07Z,4097265417,213,4.6,4097265411,140,24.8,4097265415,212,38.7,4097265419,1,,4097265409,56,Back,4097265407,155,,4097265413,141,38.6,,,,5o8e7mjrqi8wpco5b7f6oef9x,Kim Do-Hyeok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003373,22,1,1,1,41,4dkougngrd8mpvfb1cr9mdb1p,1,29.2,15.6,2023-03-14T05:35:19.778Z,2023-03-14T05:35:22Z,4097230841,212,9.9,4097230837,140,30.8,4097230839,141,30.0,4097230843,213,1.4,4097230835,56,Back,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003379,23,1,1,1,44,4dkougngrd8mpvfb1cr9mdb1p,1,33.7,25.2,2023-03-14T05:35:22.354Z,2023-03-14T05:35:24Z,4097230865,56,Back,4097230871,212,18.4,4097230869,141,5.0,4097230867,140,45.3,4097230873,213,5.4,,,,,,,,,,bgvjm8xq9eb1ibklrt2hfv6c5,Lee Myung-Joo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003381,24,1,1,1,46,4dkougngrd8mpvfb1cr9mdb1p,0,46.7,4.7,2023-03-14T05:35:23.953Z,2023-03-14T05:35:57Z,4097230881,56,Right,4097230887,212,4.1,4097230885,141,4.6,4097231493,233,29,4097230889,213,6.3,4097231497,286,,4097231491,236,,4097230883,140,50.6,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003403,29,74,1,1,46,92h5si20tnxjtg4hj8cs97bpw,1,44.4,94.8,2023-03-14T05:35:23.954Z,2023-03-14T07:33:58Z,4097230983,285,,4097230981,56,Back,4097231503,233,24,,,,,,,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2520003409,25,5,1,1,51,4dkougngrd8mpvfb1cr9mdb1p,1,52.9,-1.8,2023-03-14T05:35:29.010Z,2023-03-14T05:35:31Z,4097230999,347,,4097231019,233,30,4097230997,56,Right,,,,,,,,,,,,,,,,bvb790jufzko9iif477l7gd0p,Jung Dong-Yoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
