id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/14/value,qualifier/16/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2528021671,1,34,16,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-04-03T06:32:09.803Z,2023-04-03T06:34:15Z,4160433551,194,e3n0w0p4dvfax1b6bfk2qlex,4160433555,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4160433547,130,8,4160433541,30,"4cih000f65u36i7fm1sn0fob9, eifui3hrv21plt57hxo8dhl62, 68ipkee8liqja0vaxm5hp3gt1, 5osl9hgarpoek3ici17bq3nqh, e3n0w0p4dvfax1b6bfk2qlex, 53ii8a2tn0kbcxyp0hfqhu02d, 9fg0am5mvsr9u9wu2m4nf9ii1, 8683grc2e0vttdmqococp9iw9, 8sc2xigysl1ueogyivxyj0hqt, 4cn12y72opvi21fz6fmd5sc9g, 5wa2awnwsayrocgxs9d00p1p1, f476eflmv1tojfcufu59inf56, biv5sbz8pcwic5vb8k0zc3tnt, 2t5jagwu3ghwwkz2r63tkfis5, df7n0r366r77ujzxdedwcomol, e0bvhpq8csn9eeh5r1ka59bs9, 7g27aztcta6kcxevz44b8lv4l, 9e2j1gv2ip20fl9n1mjivi25m",4160433549,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4160433545,59,"21, 66, 13, 6, 15, 19, 11, 24, 18, 30, 10, 17, 22, 23, 27, 31, 44, 77",4160433553,197,15311,4160433543,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528021727,1,34,16,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-03T06:32:28.945Z,2023-04-03T06:37:13Z,4160433841,197,7736,4160433835,130,13,4160433829,30,"668f2py1qzypzm56csh8s04wl, 99z4lbnvzi2e6maoa7j3yy6ay, bwzjmefo4k42iieisyas48vdh, 69kkav5u6owt1boe58a2ma1n9, acf6ssf3sj4z2fbt6krbbczbp, 74i6zd9vz9kcipubavbib9uc5, acrtfa8a1l1tfbvcp7jzdttzo, 7tb226aujwnbsbsrzbncnk9w4, 3r0e8d9wswt7ygyc46es0u12h, ei2p6tlhj81q4nstpv4s8oq5m, bbg7ciq51x8y5sdlrrzclqbmy, b4kziyf6t4x8psrb1nvd0dl9l, 53q7tgwwdclmp8mqr6uhpryl1, 7x5i526fkxae3bqymfw06vf85, 7ts0uh7r3qczq6qfwzjy8phhx, 223ln96k7nd83gd47ao1bbf8p, bqhazt8seel1clbtwmgacty50, 2w0xyf9cv6flsujkyh3xwo5at",4160433831,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",4160433839,194,74i6zd9vz9kcipubavbib9uc5,4160433837,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4160433843,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4160433833,59,"1, 14, 32, 4, 16, 20, 25, 30, 9, 19, 11, 2, 7, 10, 17, 18, 33, 41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024357,2,32,1,0,0,86pmsqvfhj3t45uo4osr9hks9,1,0,0,2023-04-03T06:44:51.368Z,2023-04-03T06:44:52Z,4160445127,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024355,2,32,1,0,0,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-03T06:44:51.368Z,2023-04-05T10:34:28Z,4160445119,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024361,3,1,1,0,1,92h5si20tnxjtg4hj8cs97bpw,1,50,50,2023-04-03T06:44:52.468Z,2023-04-05T10:33:15Z,4160445153,141,41.5,4160445163,189,,4160445149,56,Back,4160445151,140,39.7,4160445157,213,3.6,4160445159,279,S,4160445155,212,12.3,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024363,4,1,1,0,2,92h5si20tnxjtg4hj8cs97bpw,1,39.6,42.4,2023-04-03T06:44:53.476Z,2023-04-05T10:03:59Z,4160445173,141,73.8,4160445169,56,Back,4160445175,212,23.1,4160445177,213,2.0,4160445171,140,31.1,4160446245,189,,,,,,,,acrtfa8a1l1tfbvcp7jzdttzo,Han Jong-Mu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024369,5,1,1,0,4,92h5si20tnxjtg4hj8cs97bpw,1,31.1,73.8,2023-04-03T06:44:55.580Z,2023-04-05T10:04:14Z,4160445201,213,5.4,4160445199,212,3.7,4160445197,141,69.6,4160445195,140,33.4,4160445193,56,Back,,,,,,,,,,69kkav5u6owt1boe58a2ma1n9,Song Ju-Hun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024377,6,1,1,0,7,92h5si20tnxjtg4hj8cs97bpw,1,33.3,69,2023-04-03T06:44:58.388Z,2023-04-03T06:45:02Z,4160445247,141,33.6,4160445249,212,25.4,4160445243,56,Back,4160445245,140,25.6,4160445251,213,4.4,,,,,,,,,,7tb226aujwnbsbsrzbncnk9w4,Kim Bong-Su,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024381,7,1,1,0,10,92h5si20tnxjtg4hj8cs97bpw,1,25.2,18,2023-04-03T06:45:02.244Z,2023-04-03T06:45:06Z,4160445285,212,13.1,4160445281,140,36.1,4160445287,213,5.8,4160445279,56,Back,4160445283,141,8.5,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2528024515,14,45,1,0,11,86pmsqvfhj3t45uo4osr9hks9,0,60.5,92.4,2023-04-03T06:45:02.957Z,2023-04-05T16:23:05Z,4160447983,285,,4160447981,56,Left,4160447989,233,29,,,,,,,,,,,,,,,,8683grc2e0vttdmqococp9iw9,Lee Gyu-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
