id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/11/value,keyPass,qualifier/12/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/9/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/13/value,qualifier/16/value,assist
2544164999,291,1,1,25,32,4dhojk80ifrs6ax05725bala2,1,29,34.5,2023-05-06T07:48:48.147Z,2023-05-06T07:48:50Z,4253342229,140,34.1,4253342231,141,73.5,4253342227,56,Back,4253342235,213,1.4,4253342233,212,27.1,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165007,292,1,1,25,35,4dhojk80ifrs6ax05725bala2,1,33,72.1,2023-05-06T07:48:50.772Z,2023-05-06T07:48:52Z,4253342271,56,Back,4253342275,141,95.9,4253342277,212,18.1,4253342279,213,1.1,4253342273,140,40.8,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165011,293,1,1,25,36,4dhojk80ifrs6ax05725bala2,1,40.8,95.9,2023-05-06T07:48:51.988Z,2023-05-06T07:48:54Z,4253342313,141,79.4,4253342315,212,13.4,4253342311,140,33.9,4253342309,56,Back,4253342317,213,4.1,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165025,294,1,1,25,39,4dhojk80ifrs6ax05725bala2,1,33.9,75.9,2023-05-06T07:48:54.611Z,2023-05-06T07:48:57Z,4253342381,56,Back,4253342383,140,26.3,4253342385,141,37.0,4253342389,213,4.4,4253342387,212,27.6,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165047,295,1,1,25,42,4dhojk80ifrs6ax05725bala2,1,27,34.9,2023-05-06T07:48:57.635Z,2023-05-06T07:49:01Z,4253342501,140,31.0,4253342503,141,8.6,4253342499,56,Back,4253342505,212,18.4,4253342507,213,4.9,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165067,296,1,1,25,45,4dhojk80ifrs6ax05725bala2,0,31.5,7.4,2023-05-06T07:49:01.195Z,2023-05-06T07:49:03Z,4253342619,212,39.2,4253342613,56,Center,4253342623,1,,4253342615,140,67.7,4253342617,141,21.5,4253342621,213,0.2,4253342611,155,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165083,142,8,1,25,49,cc7oug4s891gcp1r4mh00rw7x,1,24.3,77,2023-05-06T07:49:05.006Z,2023-05-06T07:49:05Z,4253342725,15,,4253342687,56,Back,,,,,,,,,,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165103,143,5,1,25,52,cc7oug4s891gcp1r4mh00rw7x,0,19.8,101.6,2023-05-06T07:49:07.846Z,2023-05-06T07:49:09Z,4253342819,233,297,4253342785,347,,4253342783,56,Back,,,,,,,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165107,297,5,1,25,52,4dhojk80ifrs6ax05725bala2,1,80.2,-1.6,2023-05-06T07:49:07.846Z,2023-05-06T08:05:26Z,4253342797,347,,4253342795,56,Right,4253342803,233,143,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165181,298,1,1,26,6,4dhojk80ifrs6ax05725bala2,1,78.9,0,2023-05-06T07:49:21.532Z,2023-05-06T07:49:23Z,4253343087,213,2.2,4253343081,140,67.5,4253343077,107,,4253343085,212,19.2,4253343083,141,20.0,4253343079,56,Right,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165187,299,1,1,26,7,4dhojk80ifrs6ax05725bala2,1,67.5,20,2023-05-06T07:49:23.299Z,2023-05-06T07:49:24Z,4253343107,213,6.0,4253343099,56,Right,4253343105,212,5.2,4253343103,141,17.7,4253343101,140,72.2,,,,,,,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165191,300,1,1,26,8,4dhojk80ifrs6ax05725bala2,1,72.2,17.6,2023-05-06T07:49:24.083Z,2023-05-06T07:49:25Z,4253343119,56,Center,4253343127,213,1.2,4253343121,140,73.4,4253343123,141,23.1,4253343125,212,3.9,,,,,,,,,,9gmsma17q21lca5ogboz6a6eh,Kim Jin-Ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165207,301,1,1,26,9,4dhojk80ifrs6ax05725bala2,1,73.5,22.2,2023-05-06T07:49:25.027Z,2023-05-06T07:49:27Z,4253343181,141,17.9,4253343185,213,3.5,4253343177,56,Right,4253343179,140,65.3,4253343183,212,9.1,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165213,302,1,1,26,11,4dhojk80ifrs6ax05725bala2,0,68.5,14.4,2023-05-06T07:49:27.427Z,2023-05-06T07:49:28Z,4253343203,141,50.3,4253343207,213,0.9,4253343205,212,30.6,4253343197,155,,4253343201,140,86.1,4253343195,2,,4253343199,56,Center,,,,8ivl7nyl0sp6j834os6ybnmj9,Osmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165227,144,12,1,26,13,cc7oug4s891gcp1r4mh00rw7x,1,15,52.4,2023-05-06T07:49:29.247Z,2023-05-06T07:49:30Z,4253343277,141,56.6,4253343275,140,32.5,4253343279,212,18.6,4253343273,56,Back,4253343299,15,,4253343281,213,0.2,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165251,145,4,1,26,17,cc7oug4s891gcp1r4mh00rw7x,1,33.4,60.8,2023-05-06T07:49:33.013Z,2023-05-06T07:49:34Z,4253343421,233,303,4253343411,295,,4253343409,13,,4253343413,56,Back,4253343415,152,,4253343425,286,,,,,,,,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165249,303,4,1,26,17,4dhojk80ifrs6ax05725bala2,0,66.6,39.2,2023-05-06T07:49:33.014Z,2023-05-06T07:49:43Z,4253343399,152,,4253343397,56,Center,4253343445,233,145,4253343481,295,,4253343403,285,,4253343395,13,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165363,146,1,1,26,37,cc7oug4s891gcp1r4mh00rw7x,1,35.9,55.5,2023-05-06T07:49:52.846Z,2023-05-06T08:12:44Z,4253343965,152,,4253343963,5,,4253343971,141,32.0,4253343973,212,16.4,4253343967,56,Back,4253345239,189,,4253343975,213,4.9,4253343969,140,39.3,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544171971,240,1,1,26,39,cc7oug4s891gcp1r4mh00rw7x,1,40.6,30.1,2023-05-06T07:49:54.583Z,2023-05-06T08:12:48Z,4253381623,56,Right,4253381625,140,60.3,4253381631,213,5.6,4253381797,189,,4253381629,212,26.6,4253381627,141,5.4,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165377,147,1,1,26,41,cc7oug4s891gcp1r4mh00rw7x,1,55.7,15.9,2023-05-06T07:49:56.845Z,2023-05-06T08:13:33Z,4253344045,213,2.8,4253344043,212,11.6,4253344037,56,Back,4253344039,140,45.3,4253344041,141,21.5,,,,,,,,,,6fh3fcd5h6e9txpa4j1rfhck5,Choi Chul-Soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165395,148,1,1,26,43,cc7oug4s891gcp1r4mh00rw7x,1,43.9,21.3,2023-05-06T07:49:59.166Z,2023-05-06T07:50:55Z,4253344093,140,38.1,4253344095,141,11.4,4253344091,56,Back,4253344099,213,4.0,4253344097,212,9.1,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165415,149,1,1,26,45,cc7oug4s891gcp1r4mh00rw7x,0,38.1,11.4,2023-05-06T07:50:00.998Z,2023-05-06T07:50:05Z,4253344191,155,,4253344203,213,0.6,4253344193,56,Center,4253344195,140,64.9,4253344207,1,,4253344199,212,33.9,4253344197,141,39.1,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165419,304,44,1,26,48,4dhojk80ifrs6ax05725bala2,1,31.4,60.8,2023-05-06T07:50:03.843Z,2023-05-06T07:50:04Z,4253344215,56,Back,4253344231,233,150,4253344217,285,,,,,,,,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165421,150,44,1,26,48,cc7oug4s891gcp1r4mh00rw7x,0,68.6,39.2,2023-05-06T07:50:03.844Z,2023-05-06T07:50:05Z,4253344267,233,304,4253344225,286,,4253344223,56,Center,,,,,,,,,,,,,,,,8u7fz4ho9lsfaemd9mxjvdknp,Gustavo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165429,305,1,1,26,48,4dhojk80ifrs6ax05725bala2,0,28,62.3,2023-05-06T07:50:04.347Z,2023-05-06T07:50:06Z,4253344261,213,6.0,4253344257,141,49.6,4253344259,212,26.7,4253344251,3,,4253344255,140,52.1,4253344253,56,Center,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165445,151,1,1,26,51,cc7oug4s891gcp1r4mh00rw7x,0,50.5,52.8,2023-05-06T07:50:06.518Z,2023-05-06T08:14:56Z,4253344339,140,37.7,4253344341,141,61.7,4253344337,56,Back,4253344343,212,14.7,4253344345,213,2.7,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165459,152,51,1,26,52,cc7oug4s891gcp1r4mh00rw7x,1,34.6,62.3,2023-05-06T07:50:07.958Z,2023-05-06T08:15:06Z,4253344389,169,,,,,,,,,,,,,,,,,,,,,,,4nw02ifkjx1zg3bzz1bsno7e2,Lee Soo-Bin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165453,306,49,1,26,53,4dhojk80ifrs6ax05725bala2,1,68,41,2023-05-06T07:50:09.403Z,2023-05-06T07:50:09Z,,,,,,,,,,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165487,153,45,1,26,56,cc7oug4s891gcp1r4mh00rw7x,0,10.3,62.6,2023-05-06T07:50:11.619Z,2023-05-06T08:15:33Z,4253344439,56,Back,4253344441,285,,4253344607,233,307,,,,,,,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165519,307,3,1,26,56,4dhojk80ifrs6ax05725bala2,1,89.7,37.4,2023-05-06T07:50:11.619Z,2023-05-06T07:50:20Z,4253344573,286,,4253344593,233,153,4253344571,56,Center,,,,,,,,,,,,,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165521,308,15,1,26,59,4dhojk80ifrs6ax05725bala2,1,92.3,43.3,2023-05-06T07:50:14.458Z,2023-05-06T08:35:09Z,4253389737,230,98.8,4253346913,82,,4253389727,215,,4253389711,72,,4253344581,22,,4253389731,458,,4253389739,231,46.9,4253389719,102,50.4,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,4253389735,147,44.9,4253389733,146,4253346927,233,154,4253344583,17,4253389723,103,4253389715,78,,,19,4253344585,56,Center,4253414549,214,,94.1,,,,,
2544165501,154,10,1,26,59,cc7oug4s891gcp1r4mh00rw7x,1,7.8,59.6,2023-05-06T07:50:14.558Z,2023-05-06T08:18:52Z,4253344493,94,,4253346933,233,308,4253344495,56,Back,,,,,,,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544174239,555,15,1,27,1,4dhojk80ifrs6ax05725bala2,1,87.6,58.5,2023-05-06T07:50:16.457Z,2023-05-06T08:35:16Z,4253413759,22,,4253393525,458,,4253393515,102,47.9,4253392781,233,155,4253392255,56,Center,4253393531,230,98.5,4253393511,17,,4253393521,215,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,4253393517,103,19,4253393527,146,4253392773,20,,4253393523,328,4253393513,80,4253392777,82,,,,4253393533,231,49.1,4253393529,147,54.0,92.9,4253393519,214,,,
2544165513,155,10,1,27,1,cc7oug4s891gcp1r4mh00rw7x,1,12.3,49.4,2023-05-06T07:50:16.557Z,2023-05-06T08:19:48Z,4253344553,94,,4253344555,56,Back,4253392787,233,555,,,,,,,,,,,,,,,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165559,309,84,1,27,3,4dhojk80ifrs6ax05725bala2,1,0,0,2023-05-06T07:50:19.092Z,2023-05-06T07:52:39Z,4253347625,436,16,4253344789,56,Center,4253345119,103,14.6,4253344965,375,27:02.910,4253344785,22,,4253345123,230,98.2,4253344957,20,,4253345115,78,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,4253345125,231,49.8,4253344787,17,4253345117,102,50.5,4253346635,343,4253345121,458,4253344961,374,2,,,,,,,,,,,,2023-05-06 08:50:18.367,,
2544166089,157,4,1,27,4,cc7oug4s891gcp1r4mh00rw7x,1,13.8,44.6,2023-05-06T07:50:20.456Z,2023-05-06T08:20:39Z,4253394843,343,3,4253394715,233,556,4253347881,152,,4253347879,56,Back,4253347883,285,,4253347877,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544174259,556,4,1,27,5,4dhojk80ifrs6ax05725bala2,0,86.2,55.4,2023-05-06T07:50:20.457Z,2023-05-06T08:20:41Z,4253394695,152,,4253394725,233,157,4253394693,56,Center,4253394691,10,,4253394877,343,3,4253394697,286,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165913,310,27,1,28,19,4dhojk80ifrs6ax05725bala2,1,0,0,2023-05-06T07:51:35.333Z,2023-05-06T08:21:00Z,4253346449,364,,4253346445,201,,4253346447,207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544165949,311,65,1,28,19,4dhojk80ifrs6ax05725bala2,1,0,0,2023-05-06T07:51:35.343Z,2023-05-06T08:21:07Z,4253346637,329,,4253346639,365,309,4253347607,336,,,,,,,,,,,,,,,,,e6jkkb7xnu0u2m1e7gbfsmggl,Lim Sang-Hyub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166091,312,28,1,29,1,4dhojk80ifrs6ax05725bala2,1,0,0,2023-05-06T07:52:16.676Z,2023-05-06T07:52:16Z,4253347257,364,,4253347259,55,310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166119,158,1,1,29,1,cc7oug4s891gcp1r4mh00rw7x,1,15.1,45.8,2023-05-06T07:52:17.381Z,2023-05-06T07:52:25Z,4253347411,140,68.9,4253347407,241,,4253347409,56,Left,4253347413,141,92.7,4253347415,212,64.9,4253347405,157,,4253347403,5,,4253347419,1,,7ew2lr04wzx4872xhvq7tjdn9,Ku Ja-Ryong,4253347417,213,0.5,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166127,159,1,1,29,10,cc7oug4s891gcp1r4mh00rw7x,1,69.2,82.3,2023-05-06T07:52:25.541Z,2023-05-06T07:52:27Z,4253347465,140,61.9,4253347463,56,Center,4253347471,213,4.1,4253347467,141,65.1,4253347469,212,14.0,,,,,,,,,,1duiwq9o5e8sds5j08kgs3wt1,Moon Seon-Min,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166135,160,1,1,29,12,cc7oug4s891gcp1r4mh00rw7x,1,62.9,62.3,2023-05-06T07:52:27.502Z,2023-05-06T07:52:29Z,4253347501,141,34.8,4253347497,56,Center,4253347505,213,4.5,4253347503,212,19.0,4253347499,140,59.8,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166149,161,2,1,29,14,cc7oug4s891gcp1r4mh00rw7x,1,61.5,26.4,2023-05-06T07:52:29.765Z,2023-05-06T08:24:05Z,4253347581,56,Right,4253347585,141,10.8,4253347583,140,79.8,4253347579,7,cpp2ta11whu3qer21wlyq68yd,,,,,,,,,,,,,6fh3fcd5h6e9txpa4j1rfhck5,Choi Chul-Soon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166211,314,55,1,29,14,4dhojk80ifrs6ax05725bala2,1,24.4,87.4,2023-05-06T07:52:29.766Z,2023-05-06T08:16:40Z,,,,,,,,,,,,,,,,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166195,313,43,1,29,27,4dhojk80ifrs6ax05725bala2,1,0,0,2023-05-06T07:52:42.467Z,2023-05-06T08:10:14Z,4253347805,10,0,4253347807,56,Center,4253347811,286,0,4253347809,152,0,4253376959,144,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166239,315,1,1,29,42,4dhojk80ifrs6ax05725bala2,1,27.3,57,2023-05-06T07:52:57.603Z,2023-05-06T08:16:06Z,4253348019,5,,4253348029,212,12.9,4253348027,141,38.5,4253348021,241,,4253378245,189,,4253348023,56,Back,4253348031,213,4.5,4253348025,140,24.5,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166247,316,1,1,29,43,4dhojk80ifrs6ax05725bala2,1,24.5,38.5,2023-05-06T07:52:58.475Z,2023-05-06T07:53:00Z,4253348077,141,60.8,4253348075,140,27.5,4253348079,212,15.5,4253348073,56,Back,4253348081,213,1.4,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166261,317,1,1,29,44,4dhojk80ifrs6ax05725bala2,1,27.1,61.5,2023-05-06T07:53:00.275Z,2023-05-06T07:53:03Z,4253348131,140,29.8,4253348135,212,20.2,4253348133,141,90.9,4253348129,56,Back,4253348137,213,1.4,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166271,318,1,1,29,47,4dhojk80ifrs6ax05725bala2,1,32.5,89.6,2023-05-06T07:53:03.331Z,2023-05-06T07:53:05Z,4253348187,213,4.1,4253348177,56,Back,4253348185,212,13.0,4253348179,140,25.6,4253348183,141,73.8,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166285,319,1,1,29,50,4dhojk80ifrs6ax05725bala2,1,25.6,73.8,2023-05-06T07:53:05.564Z,2023-05-06T07:53:09Z,4253348259,213,3.8,4253348257,212,22.9,4253348251,56,Back,4253348253,140,8.6,4253348255,141,52.7,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166297,320,1,1,29,53,4dhojk80ifrs6ax05725bala2,1,9,53.7,2023-05-06T07:53:09.004Z,2023-05-06T07:53:11Z,4253348313,213,4.9,4253348307,140,12.0,4253348311,212,15.0,4253348305,56,Back,4253348309,141,32.2,,,,,,,,,,a1tqnoo75nm3u94wfjiphnv56,Baek Jong-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166321,321,1,1,29,56,4dhojk80ifrs6ax05725bala2,1,12.2,31.2,2023-05-06T07:53:11.492Z,2023-05-06T07:53:17Z,4253348451,140,24.1,4253348453,141,72.6,4253348455,212,30.8,4253348449,56,Back,4253348457,213,1.2,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166327,322,1,1,30,2,4dhojk80ifrs6ax05725bala2,1,30.3,70.9,2023-05-06T07:53:17.828Z,2023-05-06T07:53:19Z,4253348523,212,16.8,4253348525,213,1.5,4253348517,140,32.0,4253348511,56,Back,4253348521,141,95.4,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166341,323,1,1,30,4,4dhojk80ifrs6ax05725bala2,1,32,95.1,2023-05-06T07:53:19.676Z,2023-05-06T07:53:23Z,4253348595,141,76.7,4253348597,212,13.4,4253348593,140,27.4,4253348599,213,4.3,4253348591,56,Back,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166351,324,1,1,30,7,4dhojk80ifrs6ax05725bala2,1,25.4,69.4,2023-05-06T07:53:23.132Z,2023-05-06T07:53:25Z,4253348651,140,6.7,4253348653,141,51.0,4253348655,212,23.3,4253348649,56,Back,4253348657,213,3.7,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166365,325,1,1,30,10,4dhojk80ifrs6ax05725bala2,1,9.5,46.3,2023-05-06T07:53:25.523Z,2023-05-06T07:53:28Z,4253348749,213,4.5,4253348747,212,13.7,4253348743,140,7.2,4253348745,141,26.4,4253348741,56,Back,,,,,,,,,,a1tqnoo75nm3u94wfjiphnv56,Baek Jong-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166373,326,1,1,30,13,4dhojk80ifrs6ax05725bala2,1,9,17.1,2023-05-06T07:53:28.715Z,2023-05-06T07:53:32Z,4253348821,141,57.0,4253348823,212,27.4,4253348819,140,5.2,4253348827,213,1.7,4253348817,56,Back,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166393,327,1,1,30,17,4dhojk80ifrs6ax05725bala2,1,3.6,54.5,2023-05-06T07:53:32.820Z,2023-05-06T07:53:38Z,4253348959,1,,4253348957,213,0.8,4253348949,56,Back,4253348947,155,,4253348953,141,90.6,4253348955,212,35.9,4253348951,140,28.5,,,,a1tqnoo75nm3u94wfjiphnv56,Baek Jong-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166409,328,1,1,30,22,4dhojk80ifrs6ax05725bala2,1,30.6,92,2023-05-06T07:53:37.907Z,2023-05-06T07:53:44Z,4253349061,56,Back,4253349065,141,86.3,4253349067,212,18.0,4253349063,140,13.9,4253349069,213,3.4,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166413,329,1,1,30,28,4dhojk80ifrs6ax05725bala2,1,23.6,76.6,2023-05-06T07:53:44.197Z,2023-05-06T07:53:46Z,4253349089,141,88.9,4253349091,212,9.1,4253349085,56,Back,4253349087,140,27.0,4253349093,213,1.2,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166417,330,1,1,30,30,4dhojk80ifrs6ax05725bala2,1,27,88.9,2023-05-06T07:53:46.204Z,2023-05-06T07:53:48Z,4253349121,213,4.4,4253349115,140,23.8,4253349117,141,75.3,4253349119,212,9.8,4253349113,56,Back,,,,,,,,,,av2iblvadx7u9cj27qgbm09ka,Lee Tae-Seok,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166433,331,1,1,30,32,4dhojk80ifrs6ax05725bala2,1,24.3,75.3,2023-05-06T07:53:48.420Z,2023-05-06T07:53:52Z,4253349221,56,Back,4253349225,141,88.7,4253349223,140,28.1,4253349227,212,9.9,4253349229,213,1.2,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166437,332,1,1,30,36,4dhojk80ifrs6ax05725bala2,1,28.7,78.7,2023-05-06T07:53:52.252Z,2023-05-06T08:25:05Z,4253349257,212,11.0,4253349259,213,4.3,4253349255,141,63.7,4253349253,140,24.8,4253349251,56,Back,,,,,,,,,,bb0zj4rt5l4vjtdzghhj3n7it,Ki Sung-Yueng,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166453,333,1,1,30,39,4dhojk80ifrs6ax05725bala2,1,26.7,59.3,2023-05-06T07:53:54.964Z,2023-05-06T07:53:59Z,4253349375,141,30.4,4253349377,212,19.8,4253349379,213,4.6,4253349373,140,24.5,4253349371,56,Back,,,,,,,,,,15lc9nb9h2r2e9qvh4es27q7e,Kim Ju-Sung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166459,334,1,1,30,43,4dhojk80ifrs6ax05725bala2,1,26.7,17.6,2023-05-06T07:53:58.900Z,2023-05-06T08:25:19Z,4253349405,140,24.4,4253349407,141,6.8,4253349411,213,4.4,4253349409,212,7.7,4253349403,56,Back,,,,,,,,,,c3sp1x0shf2b24rl5ike6v0iy,Lee Han-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2544166469,335,1,1,30,45,4dhojk80ifrs6ax05725bala2,0,24.4,6.8,2023-05-06T07:54:01.165Z,2023-05-06T08:25:50Z,4253349449,140,32.2,4253349451,141,20.1,4253349445,157,,4253349447,56,Back,4253349453,212,12.2,4253349457,1,,4253349455,213,0.8,,,,7djxob0tt6bmyi7hlvc7r81k9,Na Sang-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
