id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/9/value,qualifier/8/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/15/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/20/id,qualifier/20/qualifierId,qualifier/20/value,qualifier/16/value,qualifier/18/value
2538692019,7,5,1,0,10,92h5si20tnxjtg4hj8cs97bpw,1,20.7,-1.8,2023-04-24T11:04:05.256Z,2023-04-24T11:04:15Z,4217169957,233,4,4217169919,347,,4217169917,56,Back,,,,,,,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692049,8,1,1,0,21,92h5si20tnxjtg4hj8cs97bpw,1,27,0,2023-04-24T11:04:16.233Z,2023-04-24T11:04:18Z,4217170053,140,42.0,4217170057,212,16.5,4217170055,141,5.5,4217170051,56,Back,4217170059,213,0.3,4217170049,107,,,,,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692067,9,1,1,0,23,92h5si20tnxjtg4hj8cs97bpw,0,42,5.5,2023-04-24T11:04:18.408Z,2023-04-24T11:04:19Z,4217170129,168,,4217170133,140,57.0,4217170135,141,17.0,4217170127,3,,4217170143,213,0.5,4217170139,212,17.6,4217170131,56,Right,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692077,5,49,1,0,25,cc7oug4s891gcp1r4mh00rw7x,1,39.7,80.5,2023-04-24T11:04:20.270Z,2023-04-24T11:04:20Z,,,,,,,,,,,,,,,,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692087,6,1,1,0,26,cc7oug4s891gcp1r4mh00rw7x,0,39.7,80.5,2023-04-24T11:04:20.847Z,2023-04-24T11:06:19Z,4217174507,157,,4217170221,141,72.9,4217170219,140,73.1,4217170227,1,,4217170223,212,35.4,4217170225,213,6.1,4217170217,56,Center,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692105,10,8,1,0,28,92h5si20tnxjtg4hj8cs97bpw,1,26.7,38.3,2023-04-24T11:04:22.983Z,2023-04-27T23:40:31Z,4217170319,56,Back,4230628771,385,,,,,,,,,,,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692127,7,1,1,0,30,cc7oug4s891gcp1r4mh00rw7x,0,72.8,37.3,2023-04-24T11:04:25.502Z,2023-04-24T11:04:26Z,4217170411,141,34.0,4217170413,212,7.0,4217170415,213,6.0,4217170409,140,79.1,4217170407,56,Center,,,,,,,,,,487v5lof1h2czoedlj0oyiind,Lee Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692139,11,49,1,0,32,92h5si20tnxjtg4hj8cs97bpw,1,22.5,78.2,2023-04-24T11:04:26.952Z,2023-04-24T11:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692177,8,45,1,0,34,cc7oug4s891gcp1r4mh00rw7x,0,74.3,9,2023-04-24T11:04:28.840Z,2023-04-24T11:04:32Z,4217170657,233,12,4217170581,56,Right,4217170585,286,,,,,,,,,,,,,,,,,487v5lof1h2czoedlj0oyiind,Lee Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692183,12,3,1,0,34,92h5si20tnxjtg4hj8cs97bpw,1,25.7,91,2023-04-24T11:04:28.840Z,2023-04-27T23:40:49Z,4217170645,233,8,4217170625,285,,4217170623,56,Back,4230629157,464,,,,,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692217,13,1,1,0,36,92h5si20tnxjtg4hj8cs97bpw,1,39.7,94.5,2023-04-24T11:04:31.288Z,2023-04-24T11:04:35Z,4217170777,140,39.8,4217170779,141,88.7,4217170775,56,Back,4217170783,213,4.7,4217170781,212,3.9,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692233,14,1,1,0,40,92h5si20tnxjtg4hj8cs97bpw,0,55.5,90.3,2023-04-24T11:04:34.968Z,2023-04-24T11:04:36Z,4217170853,212,12.4,4217170851,141,95.7,4217170849,140,66.8,4217170847,56,Left,4217170855,213,0.3,,,,,,,,,,bwzjmefo4k42iieisyas48vdh,Lee Ju-Yong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692251,9,8,1,0,43,cc7oug4s891gcp1r4mh00rw7x,1,32.7,5.8,2023-04-24T11:04:37.854Z,2023-04-27T23:41:19Z,4230629763,383,,4217170917,56,Back,,,,,,,,,,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692257,10,49,1,0,43,cc7oug4s891gcp1r4mh00rw7x,1,37.2,4.9,2023-04-24T11:04:38.510Z,2023-04-24T11:04:38Z,,,,,,,,,,,,,,,,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692279,11,1,1,0,44,cc7oug4s891gcp1r4mh00rw7x,1,47.5,4,2023-04-24T11:04:39.278Z,2023-04-24T11:04:41Z,4217171025,212,7.0,4217171027,213,2.0,4217171023,141,13.2,4217171019,56,Back,4217171021,140,44.5,,,,,,,,,,37gb3dt84aa4vb77olca9vs2x,Jeong Tae-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692313,12,1,1,0,46,cc7oug4s891gcp1r4mh00rw7x,1,43.1,16.8,2023-04-24T11:04:40.942Z,2023-04-24T11:04:44Z,4217171175,213,2.3,4217171171,141,33.7,4217171173,212,15.6,4217171167,56,Back,4217171169,140,33.0,,,,,,,,,,cc5c5mmpywxpgrb33oztcdgid,Paik Seung-Ho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692347,13,1,1,0,50,cc7oug4s891gcp1r4mh00rw7x,1,29.3,20,2023-04-24T11:04:44.686Z,2023-04-27T23:42:07Z,4217171351,141,93.4,4217171349,140,35.0,4217171353,212,50.3,4217171357,1,,4217171347,56,Back,4230630671,196,,4217171355,213,1.5,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692391,14,1,1,0,53,cc7oug4s891gcp1r4mh00rw7x,1,40.6,95.6,2023-04-24T11:04:47.950Z,2023-04-24T11:04:52Z,4217171585,56,Back,4217171593,213,4.3,4217171591,212,18.7,4217171587,140,33.4,4217171589,141,70.5,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692415,15,1,1,0,58,cc7oug4s891gcp1r4mh00rw7x,1,37.7,61.5,2023-04-24T11:04:52.622Z,2023-04-24T11:04:54Z,4217171705,141,41.2,4217171701,56,Back,4217171707,212,14.2,4217171709,213,4.5,4217171703,140,34.5,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692435,16,1,1,1,0,cc7oug4s891gcp1r4mh00rw7x,1,34.5,41.2,2023-04-24T11:04:54.798Z,2023-04-24T11:04:57Z,4217171823,56,Back,4217171831,213,1.1,4217171827,141,62.7,4217171829,212,16.3,4217171825,140,41.4,,,,,,,,,,4h9sgnk9ccfzukbxauz8q4ycp,Kim Geon-Woong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692447,17,1,1,1,2,cc7oug4s891gcp1r4mh00rw7x,1,41.1,63.9,2023-04-24T11:04:57.422Z,2023-04-24T11:04:59Z,4217171895,141,97.5,4217171893,140,52.8,4217171891,56,Left,4217171899,213,1.1,4217171897,212,25.9,,,,,,,,,,cpp2ta11whu3qer21wlyq68yd,J. Amano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692451,15,45,1,1,5,92h5si20tnxjtg4hj8cs97bpw,0,44.3,6,2023-04-24T11:04:59.695Z,2023-04-24T11:05:30Z,4217171909,285,,4217171907,56,Back,4217172029,233,18,,,,,,,,,,,,,,,,bqhazt8seel1clbtwmgacty50,Ji Sang-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692473,18,3,1,1,5,cc7oug4s891gcp1r4mh00rw7x,1,55.7,94,2023-04-24T11:04:59.695Z,2023-04-27T23:42:49Z,4230631551,465,,4217172021,233,15,4217172007,56,Left,4217172009,286,,,,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692539,19,1,1,1,10,cc7oug4s891gcp1r4mh00rw7x,0,68.5,83.5,2023-04-24T11:05:04.958Z,2023-04-24T11:05:13Z,4217172315,141,76.7,4217172313,140,98.2,4217172311,56,Center,4217172317,212,31.5,4217172319,213,6.1,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692553,16,52,1,1,15,92h5si20tnxjtg4hj8cs97bpw,1,3.2,26.5,2023-04-24T11:05:09.856Z,2023-04-27T23:42:59Z,4230631747,376,,,,,,,,,,,,,,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692587,17,43,1,1,31,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-24T11:05:26.072Z,2023-04-24T11:05:27Z,4217172613,144,52,,,,,,,,,,,,,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538693719,41,80,1,1,35,92h5si20tnxjtg4hj8cs97bpw,1,12.7,35.1,2023-04-24T11:05:30.106Z,2023-04-24T11:09:06Z,,,,,,,,,,,,,,,,,,,,,,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692623,18,1,1,1,37,92h5si20tnxjtg4hj8cs97bpw,0,12.3,31,2023-04-24T11:05:32.536Z,2023-04-24T11:09:16Z,4217172801,212,62.4,4217172797,140,71.6,4217172795,56,Center,4217180529,240,,4217172803,213,0.1,4217172799,141,36.6,4217172805,1,,4217180527,155,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692653,20,44,1,1,40,cc7oug4s891gcp1r4mh00rw7x,1,29.6,66.8,2023-04-24T11:05:35.335Z,2023-04-24T11:05:40Z,4217172963,233,19,4217172949,285,,4217172947,56,Back,,,,,,,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692629,19,44,1,1,40,92h5si20tnxjtg4hj8cs97bpw,0,70.4,33.2,2023-04-24T11:05:35.336Z,2023-04-24T11:05:40Z,4217172813,56,Center,4217172971,233,20,4217172817,286,,,,,,,,,,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692657,21,1,1,1,41,cc7oug4s891gcp1r4mh00rw7x,0,30.8,70.3,2023-04-24T11:05:35.902Z,2023-04-24T11:09:34Z,4217172979,140,44.1,4217172977,56,Back,4217172981,141,70.5,4217172987,213,0.0,4217172983,212,14.0,4217172975,3,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692663,20,1,1,1,43,92h5si20tnxjtg4hj8cs97bpw,0,55.3,28.5,2023-04-24T11:05:38.264Z,2023-04-24T11:09:54Z,4217173011,212,7.5,4217173013,213,0.5,4217173005,56,Center,4217173009,141,33.7,4217173007,140,61.6,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538693729,52,61,1,1,44,cc7oug4s891gcp1r4mh00rw7x,1,36.9,78.3,2023-04-24T11:05:38.974Z,2023-04-24T11:10:09Z,4217182531,56,Back,,,,,,,,,,,,,,,,,,,,,,dbez8vagahwb60g6agdhdm1ka,Song Min-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692671,21,43,1,1,46,92h5si20tnxjtg4hj8cs97bpw,1,0,0,2023-04-24T11:05:41.496Z,2023-04-24T11:10:14Z,4217182971,144,49,,,,,,,,,,,,,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692679,22,1,1,1,47,92h5si20tnxjtg4hj8cs97bpw,1,60.3,33.1,2023-04-24T11:05:41.929Z,2023-04-24T11:05:44Z,4217173131,213,3.6,4217173123,56,Center,4217173127,141,26.8,4217173129,212,9.1,4217173125,140,52.7,,,,,,,,,,53q7tgwwdclmp8mqr6uhpryl1,Koo Ja-Cheol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692689,23,1,1,1,48,92h5si20tnxjtg4hj8cs97bpw,1,47.9,21.5,2023-04-24T11:05:43.545Z,2023-04-27T23:44:06Z,4217173213,213,2.3,4217173205,56,Back,4217173211,212,19.9,4217173209,141,44.1,4217173207,140,35.8,,,,,,,,,,74i6zd9vz9kcipubavbib9uc5,Kim Oh-Kyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692707,24,1,1,1,51,92h5si20tnxjtg4hj8cs97bpw,1,24.9,41.2,2023-04-24T11:05:45.689Z,2023-04-24T11:05:47Z,4217173301,213,3.0,4217173295,140,9.3,4217173299,212,16.5,4217173297,141,44.6,4217173293,56,Back,,,,,,,,,,acf6ssf3sj4z2fbt6krbbczbp,Kim Joo-Won,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692759,25,1,1,1,54,92h5si20tnxjtg4hj8cs97bpw,1,9.9,42.8,2023-04-24T11:05:48.729Z,2023-04-24T11:05:53Z,4217173557,155,,4217173561,140,41.7,4217173569,1,,4217173563,141,16.4,4217173559,56,Back,4217173567,213,5.8,4217173565,212,37.9,,,,668f2py1qzypzm56csh8s04wl,Kim Dong-Jun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692761,26,50,1,1,59,92h5si20tnxjtg4hj8cs97bpw,1,41,7.1,2023-04-24T11:05:53.704Z,2023-04-27T23:44:20Z,4217173577,286,,4217173629,233,22,4217173575,56,Back,,,,,,,,,,,,,,,,bqhazt8seel1clbtwmgacty50,Ji Sang-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692763,22,7,1,1,59,cc7oug4s891gcp1r4mh00rw7x,1,59,92.9,2023-04-24T11:05:53.705Z,2023-04-27T23:44:20Z,4217173583,285,,4217173589,233,26,4217173581,56,Left,4230633313,385,,4217173579,167,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692773,23,5,1,1,59,cc7oug4s891gcp1r4mh00rw7x,0,65.6,101.7,2023-04-24T11:05:54.450Z,2023-04-24T11:05:57Z,4217173649,347,,4217173647,56,Left,4217173733,233,27,,,,,,,,,,,,,,,,dcypvcl318jto0a2gab18pbyt,Jeong Woo-Jae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692771,27,5,1,1,59,92h5si20tnxjtg4hj8cs97bpw,1,34.4,-1.7,2023-04-24T11:05:54.450Z,2023-04-24T13:14:43Z,4217173639,56,Back,4217173641,347,,4217173729,233,23,,,,,,,,,,,,,,,,bqhazt8seel1clbtwmgacty50,Ji Sang-Wook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692859,28,1,1,2,11,92h5si20tnxjtg4hj8cs97bpw,0,42.3,0,2023-04-24T11:06:06.408Z,2023-04-24T11:06:47Z,4217174161,140,66.7,4217174169,1,,4217174157,107,,4217174167,213,0.3,4217174163,141,12.3,4217174159,56,Right,4217174165,212,27.2,,,,7ts0uh7r3qczq6qfwzjy8phhx,Ahn Hyun-Beom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692949,25,8,1,2,16,cc7oug4s891gcp1r4mh00rw7x,1,33.4,86.2,2023-04-24T11:06:11.487Z,2023-04-27T23:44:29Z,4217174701,56,Back,4230633663,385,,,,,,,,,,,,,,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692861,29,4,1,2,17,92h5si20tnxjtg4hj8cs97bpw,1,67.6,13.3,2023-04-24T11:06:11.704Z,2023-04-24T11:06:39Z,4217174183,56,Right,4217175183,295,,4217174185,152,,4217174391,233,24,4217174181,13,,4217174189,286,,,,,,,,3r0e8d9wswt7ygyc46es0u12h,Yuri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2538692899,24,4,1,2,17,cc7oug4s891gcp1r4mh00rw7x,0,32.4,86.7,2023-04-24T11:06:11.705Z,2023-04-24T11:06:35Z,4217174363,13,,4217174367,152,,4217175073,295,,4217174365,56,Back,4217174371,285,,4217174407,233,29,,,,,,,b5wk02yjsdg5u1bu6quczvrop,Park Jin-Seop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
