id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,assist,qualifier/12/value,qualifier/15/value
2476094041,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-10-23T10:15:36.647Z,2022-10-23T11:02:19Z,3865746303,30,"cn8ti0qxxvg0z0vvmwkocggr9, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, 4rz247hboaqnxo1mbdiw3ctsl, 13ch4zgnhtydtkf9vlvh68hjp, 4vjejwvr5b6lphpjmuc0wlsr9, 871cll4se1mtci0na61o632dx, 9v895fdc1blaaboscv14vp149, dw593ezeekrbzlc2qhtc805p1, 153m45p2fkc2q8x9zq105g45, 3tot15elwrc9lz9ohha1z0ij9, cmcx5h39wkd0cnsbq1vcob4r9, 8eixmur5ss02hjp0vh099jyz9, brppytuf1766c50274dkue5pm, cy0xegtxk9mml9bk8z3nx1lyi, 87ann5tlunyp4nzahpl5wqoyd, en5gss0im4eenrtt3zctkpm8l, 5llfshqnnnclh5o2t1b1ckqtx, 768y6t2upduf30343ymkariwa, d1qqpvdx6b20aqcqav7l2dvdg",3865746307,59,"1, 2, 12, 28, 5, 25, 6, 18, 24, 20, 11, 3, 4, 7, 8, 10, 17, 21, 22, 34",3865746305,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865746309,130,13,3865746311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865746315,197,738,3865746313,194,13ch4zgnhtydtkf9vlvh68hjp,3865746317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476094889,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-10-23T10:17:56.498Z,2022-10-23T10:31:45Z,3865750443,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, bd1752qgxbodnsgdus42fc99l, e3fa1ou90dirp8yjjterhrs9h, 5m2ilglr6tlmgs2d4qzk5wno5, 1o0o6thivoulnmsklkpbwpiad, ec1vrqeqni3lmibeazgq62eol, 3sn815dsm0i0rnw9nigjyb0et, ddagc0khq0zh1ywynyci8nzrp, d9zt8e8lnk9a22we6o6wqyndh, 1dbhha29epjmo8g4xfm5taaj9, wupxscyf4x7rsjidpmp0wnv9, 8jooatan3cxd38v2jyf23pot1, 8wvdn1f18jaxmjg4zkizons6i, e6pdkq17etv9k527m94sqqu39, dzcslji43ovtyyvy37dewv2fo, 4payujvwgv750r4y1eeprn1g4, 70axdagp6dkm3fvv79ofsxfro",3865750447,59,"1, 26, 15, 13, 3, 7, 10, 12, 25, 9, 19, 5, 8, 11, 16, 18, 23, 40, 59, 62",3865750445,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3865750455,197,17445,3865750451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865750457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3865750453,194,5m2ilglr6tlmgs2d4qzk5wno5,3865750449,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114005,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-10-23T11:01:45.745Z,2022-10-23T11:01:45Z,3865841123,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114011,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-10-23T11:01:45.745Z,2022-10-23T11:01:47Z,3865841145,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114015,3,1,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,50.6,49.7,2022-10-23T11:01:45.845Z,2022-10-23T11:03:36Z,3865841169,279,S,3865841159,56,Back,3865841161,140,33.6,3865841165,212,17.9,3865841163,141,50.5,3865841167,213,3.1,,,,,,,dw593ezeekrbzlc2qhtc805p1,K. Stengel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114083,4,1,1,0,5,mjejb0x57ms54j9ry6s8njwh,1,34.5,48.1,2022-10-23T11:01:51.180Z,2022-10-23T11:01:53Z,3865841503,140,20.8,3865841507,212,21.1,3865841505,141,25.5,3865841509,213,4.0,3865841501,56,Back,,,,,,,,,,871cll4se1mtci0na61o632dx,J. Matthews,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114107,5,1,1,0,7,mjejb0x57ms54j9ry6s8njwh,1,22.8,25.3,2022-10-23T11:01:53.309Z,2022-10-23T11:01:55Z,3865841621,213,2.5,3865841613,56,Back,3865841617,141,43.7,3865841619,212,21.6,3865841615,140,6.0,,,,,,,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114145,6,1,1,0,9,mjejb0x57ms54j9ry6s8njwh,1,7.9,43.1,2022-10-23T11:01:55.589Z,2022-10-23T11:01:59Z,3865841797,140,23.0,3865841795,56,Back,3865841801,212,23.5,3865841803,213,5.5,3865841799,141,17.6,,,,,,,,,,cn8ti0qxxvg0z0vvmwkocggr9,R. Laws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114185,7,1,1,0,14,mjejb0x57ms54j9ry6s8njwh,1,27.5,16.5,2022-10-23T11:01:59.845Z,2022-10-23T11:02:03Z,3865841995,140,68.4,3865841991,157,,3865841993,56,Right,3865841997,141,15.0,3865842001,213,6.3,3865842003,1,,3865841999,212,43.0,,,,4vjejwvr5b6lphpjmuc0wlsr9,G. Flaherty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2476114195,8,1,1,0,17,mjejb0x57ms54j9ry6s8njwh,0,67.5,16.5,2022-10-23T11:02:03.421Z,2022-10-23T11:02:04Z,3865842061,213,0.8,3865842055,140,76.3,3865842059,212,13.5,3865842051,3,,3865842057,141,31.0,3865842053,56,Center,,,,,,,3tot15elwrc9lz9ohha1z0ij9,M. Lawley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
