id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,keyPass,qualifier/10/value,qualifier/8/value,assist,qualifier/14/value,qualifier/13/value
2537979199,4,45,1,0,30,7kt37xy93vjy6wac8vq6fqz3g,0,41.6,91,2023-04-23T13:01:55.380Z,2023-04-23T13:01:58Z,4213377613,285,,4213377599,56,Back,4213378053,233,8,,,,,,,,,,,,,,,,bdiuv7a7j50drm3gsc9ne28dl,E. Stenevik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979289,8,3,1,0,30,bsbugp9qfasrrtg55bf7evvwv,1,58.4,9,2023-04-23T13:01:55.380Z,2023-04-23T13:01:58Z,4213378037,56,Right,4213378039,286,,4213378045,233,4,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979391,9,1,1,0,33,bsbugp9qfasrrtg55bf7evvwv,1,59.6,5,2023-04-23T13:01:58.071Z,2023-04-23T13:02:02Z,4213378453,140,89.8,4213378455,141,11.7,4213378451,56,Right,4213378461,1,,4213378459,213,0.1,4213378457,212,32.0,,,,,,,cannlc91eqjjy24i7keyvyaui,E. Harries,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979411,10,1,1,0,37,bsbugp9qfasrrtg55bf7evvwv,0,89.8,11.7,2023-04-23T13:02:01.942Z,2023-04-23T13:02:02Z,4213378531,56,Center,4213378527,155,,4213378535,141,44.5,4213378533,140,88.1,4213378523,2,,4213378537,212,22.4,4213378539,213,1.7,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979791,5,12,1,0,38,7kt37xy93vjy6wac8vq6fqz3g,1,12.1,49.1,2023-04-23T13:02:02.780Z,2023-04-23T13:02:19Z,4213380605,212,22.9,4213380599,56,Back,4213380601,140,33.7,4213380603,141,44.3,4213380607,213,6.1,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979647,11,1,1,0,42,bsbugp9qfasrrtg55bf7evvwv,1,71.1,38.6,2023-04-23T13:02:07.167Z,2023-04-23T13:02:12Z,4213379827,213,1.4,4213379821,140,74.4,4213379819,56,Center,4213379825,212,21.6,4213379823,141,69.9,,,,,,,,,,ce4cgftejsd46a0rahih0divp,R. Rowe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979803,12,1,1,0,45,bsbugp9qfasrrtg55bf7evvwv,1,74.4,73,2023-04-23T13:02:09.678Z,2023-04-23T13:45:20Z,4213380665,141,74.4,4213380661,56,Center,4213380663,140,88.0,4213380667,212,14.3,4213380669,213,0.1,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979807,13,4,1,0,47,bsbugp9qfasrrtg55bf7evvwv,1,86.8,73.5,2023-04-23T13:02:12.298Z,2023-04-23T13:37:52Z,4213380691,9,,4213380695,56,Center,4213380693,13,,4213630873,233,6,4213387989,348,1o571356wx95l3qbpbe00o991,4213380701,286,,4213380699,265,,4213380697,152,,3rh7yurfuhun7zvoymgjb7g7p,C. Wellings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537979795,6,4,1,0,47,7kt37xy93vjy6wac8vq6fqz3g,0,13.2,26.5,2023-04-23T13:02:12.299Z,2023-04-23T13:37:53Z,4213630927,233,13,4213380637,285,,4213380631,56,Back,4213380635,265,,4213380627,9,,4213380629,13,,4213380633,152,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537980881,7,58,1,1,53,7kt37xy93vjy6wac8vq6fqz3g,0,0,0,2023-04-23T13:03:18.055Z,2023-04-23T13:03:30Z,4213386401,179,,4213386403,75,,4213386399,186,,4213386397,9,,4213386537,233,14,4213386407,56,Back,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537980809,14,16,1,1,53,bsbugp9qfasrrtg55bf7evvwv,1,88.5,50,2023-04-23T13:03:18.055Z,2023-04-23T13:03:34Z,4213387621,353,7,4213387489,458,,4213387477,103,3.8,4213386351,374,2023-04-23 14:03:17.330,4213387497,281,3rh7yurfuhun7zvoymgjb7g7p,4213386347,20,,4213385977,56,Center,4213386355,375,01:52.694,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,4213385975,17,4213387491,230,98.9,4213387469,80,4213387493,231,50.4,4213387473,102,47.4,4213385979,214,4213385969,9,4213387495,280,PENALTY_WON,4213387487,390,435559,4213387499,282,9669,,,,,,
2537981509,8,1,1,2,26,7kt37xy93vjy6wac8vq6fqz3g,1,50.1,49.9,2023-04-23T13:03:51.443Z,2023-04-23T13:03:56Z,4213389887,279,G,4213389875,56,Back,4213389883,212,27.7,4213389879,140,25.1,4213389881,141,63.0,4213389885,213,2.8,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981607,9,1,1,2,32,7kt37xy93vjy6wac8vq6fqz3g,1,24.8,63.7,2023-04-23T13:03:56.787Z,2023-04-23T13:04:01Z,4213390365,56,Back,4213390377,213,4.4,4213390367,140,19.9,4213390369,141,42.2,4213390373,212,15.5,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981625,10,1,1,2,36,7kt37xy93vjy6wac8vq6fqz3g,0,20.5,40,2023-04-23T13:04:00.995Z,2023-04-23T13:04:01Z,4213390425,155,,4213390433,212,27.1,4213390429,140,43.8,4213390435,213,5.8,4213390427,56,Back,4213390431,141,22.7,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981653,15,8,1,2,37,bsbugp9qfasrrtg55bf7evvwv,1,56.5,84.5,2023-04-23T13:04:02.528Z,2023-04-23T13:04:02Z,4213390565,56,Left,,,,,,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981783,11,1,1,2,38,7kt37xy93vjy6wac8vq6fqz3g,1,41.1,27.4,2023-04-23T13:04:03.491Z,2023-04-23T13:04:07Z,4213391127,213,5.7,4213391119,56,Right,4213391125,212,16.3,4213391121,140,54.2,4213391123,141,14.6,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981871,12,1,1,2,43,7kt37xy93vjy6wac8vq6fqz3g,1,55,14.3,2023-04-23T13:04:07.739Z,2023-04-23T13:04:12Z,4213391541,213,2.9,4213391537,141,19.4,4213391539,212,15.2,4213391535,140,40.9,4213391533,56,Back,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981887,13,1,1,2,44,7kt37xy93vjy6wac8vq6fqz3g,1,46.4,17,2023-04-23T13:04:09.051Z,2023-04-23T13:04:19Z,4213391637,213,3.1,4213391631,140,34.9,4213391635,212,12.1,4213391629,56,Back,4213391633,141,18.2,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981899,14,1,1,2,48,7kt37xy93vjy6wac8vq6fqz3g,0,36.5,12.3,2023-04-23T13:04:13.092Z,2023-04-23T13:04:13Z,4213391691,141,5.0,4213391695,213,5.2,4213391693,212,5.6,4213391689,140,39.0,4213391687,56,Back,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981961,16,61,1,2,48,bsbugp9qfasrrtg55bf7evvwv,1,59.8,96.9,2023-04-23T13:04:13.220Z,2023-04-23T13:05:49Z,4213391953,56,Left,,,,,,,,,,,,,,,,,,,,,,9aqn77y0knb58698qj46eee39,A. Eikeland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981927,15,5,1,2,49,7kt37xy93vjy6wac8vq6fqz3g,1,40.8,-1.4,2023-04-23T13:04:14.261Z,2023-04-23T13:04:24Z,4213393001,233,17,4213391813,56,Back,4213391815,347,,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537981993,17,5,1,2,49,bsbugp9qfasrrtg55bf7evvwv,0,59.2,101.4,2023-04-23T13:04:14.261Z,2023-04-23T13:37:55Z,4213392103,56,Left,4213393037,233,15,4213392105,347,,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982173,16,1,1,2,56,7kt37xy93vjy6wac8vq6fqz3g,1,40.5,0,2023-04-23T13:04:20.829Z,2023-04-23T13:50:56Z,4213392943,141,22.4,4213392939,56,Back,4213392945,212,19.8,4213392941,140,29.4,4213404861,107,,4213392947,213,2.2,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982255,17,1,1,3,0,7kt37xy93vjy6wac8vq6fqz3g,1,29.8,30.9,2023-04-23T13:04:25.115Z,2023-04-23T13:04:27Z,4213393443,213,2.5,4213393439,141,53.7,4213393441,212,25.7,4213393435,140,10.3,4213393433,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982301,18,1,1,3,2,7kt37xy93vjy6wac8vq6fqz3g,1,5.1,51.8,2023-04-23T13:04:27.331Z,2023-04-23T13:04:29Z,4213393657,213,4.7,4213393649,56,Back,4213393653,141,24.1,4213393655,212,18.8,4213393651,140,5.3,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982337,19,1,1,3,4,7kt37xy93vjy6wac8vq6fqz3g,1,6.9,24.7,2023-04-23T13:04:29.339Z,2023-04-23T13:04:31Z,4213393827,213,5.3,4213393823,141,3.2,4213393821,140,15.9,4213393825,212,17.4,4213393819,56,Back,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982397,20,1,1,3,6,7kt37xy93vjy6wac8vq6fqz3g,1,16,3.2,2023-04-23T13:04:31.123Z,2023-04-23T13:04:33Z,4213394137,213,0.3,4213394135,212,18.8,4213394129,56,Back,4213394131,140,33.3,4213394133,141,10.6,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982425,21,1,1,3,8,7kt37xy93vjy6wac8vq6fqz3g,1,33.3,10.6,2023-04-23T13:04:33.339Z,2023-04-23T13:04:34Z,4213394311,212,6.0,4213394313,213,4.4,4213394305,56,Back,4213394307,140,31.3,4213394309,141,2.3,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982461,22,1,1,3,10,7kt37xy93vjy6wac8vq6fqz3g,1,31.3,2.3,2023-04-23T13:04:34.643Z,2023-04-23T13:04:36Z,4213394543,56,Back,4213394551,212,19.7,4213394553,213,0.1,4213394547,140,49.9,4213394549,141,5.6,,,,,,,,,,8k21bzux0l41m2cdsuetbco9h,N. Sørensen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982465,23,61,1,3,11,7kt37xy93vjy6wac8vq6fqz3g,0,50.2,5.6,2023-04-23T13:04:36.428Z,2023-04-23T13:04:36Z,4213394579,56,Right,,,,,,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982783,18,5,1,3,12,bsbugp9qfasrrtg55bf7evvwv,1,57.2,101.6,2023-04-23T13:04:37.019Z,2023-04-23T13:37:56Z,4213396273,233,24,4213396259,56,Left,4213396261,347,,,,,,,,,,,,,,,,,1o571356wx95l3qbpbe00o991,J. Vanhaevermaet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982481,24,5,1,3,12,7kt37xy93vjy6wac8vq6fqz3g,0,42.8,-1.6,2023-04-23T13:04:37.019Z,2023-04-23T13:04:52Z,4213394641,347,,4213396293,233,18,4213394639,56,Back,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982849,19,1,1,3,27,bsbugp9qfasrrtg55bf7evvwv,0,61.1,100,2023-04-23T13:04:51.848Z,2023-04-23T13:04:55Z,4213396677,212,16.5,4213396657,107,,4213396659,56,Left,4213396665,140,76.3,4213396671,141,95.9,4213396681,213,6.0,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982863,25,8,1,3,30,7kt37xy93vjy6wac8vq6fqz3g,1,23.3,1.6,2023-04-23T13:04:54.907Z,2023-04-23T13:04:55Z,4213396747,56,Back,,,,,,,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983077,20,5,1,3,31,bsbugp9qfasrrtg55bf7evvwv,1,75.4,100.9,2023-04-23T13:04:56.003Z,2023-04-23T13:37:56Z,4213397813,347,,4213397807,56,Left,4213397901,233,26,,,,,,,,,,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537982925,26,5,1,3,31,7kt37xy93vjy6wac8vq6fqz3g,0,24.6,-0.9,2023-04-23T13:04:56.003Z,2023-04-23T13:05:02Z,4213397045,347,,4213397949,233,20,4213397043,56,Back,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983203,21,1,1,3,37,bsbugp9qfasrrtg55bf7evvwv,1,74.4,100,2023-04-23T13:05:02.054Z,2023-04-23T13:05:06Z,4213398465,213,5.8,4213398457,141,85.6,4213398461,212,21.1,4213398451,56,Left,4213398447,107,,4213398455,140,91.9,,,,,,,16gnoas9x34hm887omkmeee39,E. Mukandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983261,22,1,1,3,41,bsbugp9qfasrrtg55bf7evvwv,0,92.9,81.7,2023-04-23T13:05:06.190Z,2023-04-23T13:05:08Z,4213398807,56,Center,4213398797,2,,4213398821,212,40.2,4213398817,141,27.7,4213398827,213,4.3,4213398803,155,,4213398831,1,,4213398813,140,77.3,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983313,27,49,1,3,45,7kt37xy93vjy6wac8vq6fqz3g,1,26.9,82.3,2023-04-23T13:05:09.828Z,2023-04-23T13:05:10Z,,,,,,,,,,,,,,,,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983399,28,1,1,3,47,7kt37xy93vjy6wac8vq6fqz3g,0,27,85.9,2023-04-23T13:05:11.995Z,2023-04-23T13:05:13Z,4213399523,212,40.1,4213399521,141,69.9,4213399525,213,6.0,4213399519,140,63.8,4213399517,56,Center,4213399527,1,,4213399515,155,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983435,23,49,1,3,51,bsbugp9qfasrrtg55bf7evvwv,1,36.1,35.4,2023-04-23T13:05:15.735Z,2023-04-23T13:05:15Z,,,,,,,,,,,,,,,,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983473,24,1,1,3,51,bsbugp9qfasrrtg55bf7evvwv,0,36.1,35.4,2023-04-23T13:05:15.918Z,2023-04-23T13:05:17Z,4213399863,212,20.0,4213399865,213,0.3,4213399859,140,54.3,4213399857,56,Center,4213399861,141,44.0,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983553,29,1,1,3,53,7kt37xy93vjy6wac8vq6fqz3g,1,38.4,51.6,2023-04-23T13:05:18.099Z,2023-04-23T13:05:21Z,4213400253,212,29.5,4213400255,213,0.5,4213400247,56,Center,4213400249,140,63.2,4213400251,141,72.1,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983557,30,43,1,3,56,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2023-04-23T13:05:21.251Z,2023-04-23T13:05:26Z,4213400893,144,49,,,,,,,,,,,,,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983611,31,1,1,3,56,7kt37xy93vjy6wac8vq6fqz3g,1,63.5,74.1,2023-04-23T13:05:21.451Z,2023-04-23T13:05:23Z,4213400561,212,24.0,4213400557,140,40.6,4213400559,141,74.7,4213400563,213,3.1,4213400555,56,Back,,,,,,,,,,bmw6mvkeropjorm2rxzw2fzai,J. Park,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983631,32,50,1,3,58,7kt37xy93vjy6wac8vq6fqz3g,1,43.2,69.8,2023-04-23T13:05:23.091Z,2023-04-23T13:05:27Z,4213400635,56,Back,4213401113,233,25,4213400637,286,,,,,,,,,,,,,,,,,9x4qkir5sofsdi6jf3qdnvgx6,H. Bennison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983715,25,7,1,3,58,bsbugp9qfasrrtg55bf7evvwv,1,56.8,30.2,2023-04-23T13:05:23.092Z,2023-04-23T13:05:27Z,4213401069,56,Center,4213401071,285,,4213401099,233,32,,,,,,,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2537983789,26,1,1,4,2,bsbugp9qfasrrtg55bf7evvwv,1,58.4,42.4,2023-04-23T13:05:27.094Z,2023-04-23T13:05:30Z,4213401413,141,31.5,4213401419,213,5.6,4213401415,212,12.5,4213401409,56,Center,4213401411,140,68.0,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
