id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2552387673,1,34,16,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-05-21T13:04:03.671Z,2023-05-21T13:20:51Z,4297079111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4297079119,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4297079107,130,4,4297079115,194,7m31qpkmuh3amb6navttdlvpx,4297079105,59,"33, 4, 2, 30, 15, 22, 10, 3, 21, 19, 16, 1, 8, 20, 23, 27, 28, 34, 40, 41",4297079103,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",4297079117,197,9086,4297079101,30,"avud4qv9xovwlr2pxc8fcmiuh, 6k1s7y9dnzdpppppdco7bgudx, 4r1z04gidueqs684yxeyrq8ve, 60q198d41n3y887jeiezr850q, d3qtg5xhiwe3zamb4mh50whjp, 8hmqpyniap0whyfhco0dhp3v9, 7m31qpkmuh3amb6navttdlvpx, 3km1u2mw1tkioh2mucow7d1pl, 7f7tbbjqhhyydjj4wurm28xcl, 2xphfksgb05a8z4e9328mywvd, c7giuh90mnvajsobobcbx4ley, 7n8jink50lk1tivoqpe57h32t, 2hoa4v8810rmsbi85pfanyfl6, 1ct6g590mpcg14jw94v4g2tm2, 3upyu7hn2q7voapvgtlnl1yad, 19qjvbtfwo55xwsqu5dmwh9ii, 8ctokja53x311jvllpdh6v4yd, dkjsgguge2u6wrt9epktjqbys, cxn46t7y57p1u243wp7dy8ydw, e9d84gt62onfgxr33f0t8g178",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552395975,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-05-21T13:08:56.773Z,2023-05-21T14:16:28Z,4297123063,197,9226,4297123061,194,9ov9x5gap2t34kv8clhwjqvh1,4297123059,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4297123051,30,"68a0jc6cin6hxx0bkdch9hc5x, 7mdnewy67dddv3ahqw1qhbx05, cs3pg64kurip4uftscemh01k9, 3fta0gg3ghja3x9ouubjjfzl5, 230r9tcwg89z5b9kxdqwi336d, cnq88jph2nrn0o2tosrp4rmxh, e93vn46w6kk9xwdb8forgzil1, 9ov9x5gap2t34kv8clhwjqvh1, 29r8ofc6v5wms17o8vq6myw2d, 8rt7o6te5ltvzz2srt8kpu2g9, f1xb9y38jfjmrhgv22svv9sa2, dfodeak21qhzgxr7qs85f3vf9, 19npqca9guxs7p2yl5sbjmbx1, 50ef8q2ctd099il4iq14i0cfd, cvuaoz9c41od4r0j3sajszsut, 3539ai0d63d8hiq0e1nrptb3e, 54hjbtj3pm6a4qruhfsz6z3zd, stp0u46f1xc7a2mgvbkoy76x, 661dbl84kjewuzg0zkd62t0mi, e7127p8bj7v1b9ytzhsv7u7tg",4297123053,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4297123065,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4297123057,130,8,4297123055,59,"1, 3, 5, 19, 22, 15, 26, 10, 14, 8, 18, 2, 7, 11, 12, 17, 21, 23, 28, 60",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463281,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2023-05-21T14:02:07.992Z,2023-05-21T14:02:08Z,4297482873,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463305,2,32,1,0,0,28u3q82ip96ahymkup01vfxli,1,0,0,2023-05-21T14:02:07.992Z,2023-05-21T14:02:08Z,4297482975,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463363,3,1,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,50.1,49.7,2023-05-21T14:02:08.092Z,2023-05-21T14:02:12Z,4297483267,140,30.2,4297483269,141,23.0,4297483275,279,S,4297483265,56,Back,4297483273,213,3.9,4297483271,212,27.7,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463405,4,1,1,0,4,cz26xwowfjp8ei14n9z2ac135,0,30.1,15.2,2023-05-21T14:02:12.179Z,2023-05-21T14:02:14Z,4297483487,141,11.4,4297483485,140,68.9,4297483493,1,,4297483491,213,6.2,4297483483,56,Right,4297483489,212,40.8,4297483481,155,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463435,3,1,1,0,8,28u3q82ip96ahymkup01vfxli,0,22.3,72.4,2023-05-21T14:02:16.444Z,2023-05-21T14:02:17Z,4297483637,212,20.8,4297483629,3,,4297483639,213,0.2,4297483631,56,Back,4297483633,140,41.7,4297483635,141,78.8,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463487,5,1,1,0,10,cz26xwowfjp8ei14n9z2ac135,1,59.5,9.2,2023-05-21T14:02:18.587Z,2023-05-21T14:02:20Z,4297483949,141,4.3,4297483951,212,5.5,4297483953,213,5.6,4297483947,140,63.7,4297483945,56,Right,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463505,6,1,1,0,12,cz26xwowfjp8ei14n9z2ac135,1,63.5,3.7,2023-05-21T14:02:20.283Z,2023-05-21T14:02:21Z,4297484039,140,60.7,4297484045,213,2.1,4297484037,56,Right,4297484041,141,10.4,4297484043,212,5.4,,,,,,,,,,3fta0gg3ghja3x9ouubjjfzl5,H. Hayashi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552463551,7,1,1,0,13,cz26xwowfjp8ei14n9z2ac135,0,59,8.5,2023-05-21T14:02:21.338Z,2023-05-21T14:02:24Z,4297484321,56,Right,4297484329,213,6.1,4297484323,140,76.1,4297484325,141,4.4,4297484327,212,18.2,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
