id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/10/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2524782197,3,1,1,0,23,spi3g782q7m4evjxn1sv6cfa,0,41.7,70.9,2023-03-26T11:41:41.187Z,2023-03-26T23:11:47Z,4124674111,140,62.5,4124674113,141,62.3,4124674117,213,6.0,4124674115,212,22.6,4124674109,56,Center,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782201,9,61,1,0,24,36tr17foeaf9ejjmt2txuoy3y,0,36.1,41,2023-03-26T11:41:42.872Z,2023-03-26T11:42:06Z,4124674129,56,Back,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525073733,874,49,1,0,25,spi3g782q7m4evjxn1sv6cfa,1,67.5,70.9,2023-03-26T11:41:43.544Z,2023-03-27T10:19:17Z,,,,,,,,,,,,,,,,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782215,4,1,1,0,26,spi3g782q7m4evjxn1sv6cfa,1,68.2,66.6,2023-03-26T11:41:44.376Z,2023-03-27T10:19:21Z,4124674211,56,Center,4124674213,140,74.7,4124674219,213,5.2,4124674217,212,14.4,4124674215,141,47.9,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782219,5,43,1,0,28,spi3g782q7m4evjxn1sv6cfa,1,0,0,2023-03-26T11:41:46.680Z,2023-03-27T10:18:51Z,4130203239,144,49,,,,,,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782239,6,1,1,0,29,spi3g782q7m4evjxn1sv6cfa,1,78.1,66.3,2023-03-26T11:41:47.568Z,2023-03-26T11:41:51Z,4124674321,212,16.3,4124674315,56,Left,4124674323,213,0.9,4124674317,140,88.2,4124674319,141,84.5,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782259,7,1,1,0,32,spi3g782q7m4evjxn1sv6cfa,0,95.5,78.7,2023-03-26T11:41:50.936Z,2023-03-26T23:12:39Z,4125688585,72,,4124674405,155,,4124674415,213,5.0,4124674407,56,Center,4124674413,212,16.5,4124684773,138,,4124674403,2,,4124674411,141,55.7,1cfhmihovl78l8osqbo1w9nth,G. Reiten,4125688583,224,4124674409,140,100.0,,,,,,,,,,,,,,,,,,,,,,,,
2524782261,8,5,1,0,35,spi3g782q7m4evjxn1sv6cfa,0,100.6,57,2023-03-26T11:41:53.569Z,2023-03-26T11:53:39Z,4124674421,56,Center,4124674423,346,,4124674433,233,10,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782255,10,5,1,0,35,36tr17foeaf9ejjmt2txuoy3y,1,-0.6,43,2023-03-26T11:41:53.569Z,2023-03-26T11:41:55Z,4124674425,233,8,4124674383,56,Back,4124674385,346,,,,,,,,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782327,11,1,1,0,56,36tr17foeaf9ejjmt2txuoy3y,1,4.7,41.6,2023-03-26T11:42:14.976Z,2023-03-26T11:42:16Z,4124674851,213,1.3,4124674849,212,17.4,4124674843,56,Back,4124674841,124,,4124674845,140,8.4,4124674847,141,66.6,4124674855,237,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782365,12,1,1,0,58,36tr17foeaf9ejjmt2txuoy3y,1,8.7,67.2,2023-03-26T11:42:16.432Z,2023-03-26T11:42:22Z,4124675059,140,24.8,4124675057,56,Back,4124675069,213,0.5,4124675063,212,19.6,4124675061,141,81.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782383,13,1,1,1,4,36tr17foeaf9ejjmt2txuoy3y,1,37.2,74.2,2023-03-26T11:42:22.688Z,2023-03-26T11:42:26Z,4124675177,213,0.5,4124675169,56,Left,4124675175,212,32.9,4124675179,1,,4124675173,141,95.7,4124675171,140,65.3,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782393,14,1,1,1,8,36tr17foeaf9ejjmt2txuoy3y,1,65.8,95.7,2023-03-26T11:42:26.088Z,2023-03-27T10:23:30Z,4124675233,140,77.1,4124675231,56,Left,4124675239,213,6.1,4124675237,212,12.0,4124675235,141,92.9,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782417,15,1,1,1,11,36tr17foeaf9ejjmt2txuoy3y,1,80.9,93.4,2023-03-26T11:42:29.440Z,2023-03-27T10:22:49Z,4124675353,2,,4124675359,140,87.5,4130207521,386,,4124675365,213,5.0,4130207519,225,,4130207523,72,,4124675363,212,27.3,4124675361,141,54.6,10d8jj5vwrmib55tth0isfvft,L. Hemp,4124675357,56,,,,Center,,,,,,,,,,,,,,,,,,,,,,,
2524782419,16,50,1,1,14,36tr17foeaf9ejjmt2txuoy3y,1,92.5,63.8,2023-03-26T11:42:32.680Z,2023-03-26T11:42:52Z,4124675813,286,,4124675369,56,Center,4124675851,233,9,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782427,9,7,1,1,14,spi3g782q7m4evjxn1sv6cfa,1,7.5,36.2,2023-03-26T11:42:32.681Z,2023-03-27T10:22:55Z,4124675415,285,,4124675831,233,16,4124675413,56,Back,4124675411,167,,4130207685,385,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782429,10,6,1,1,16,spi3g782q7m4evjxn1sv6cfa,0,3.3,36.2,2023-03-26T11:42:34.001Z,2023-03-27T10:23:46Z,4124675465,233,17,4124675425,73,,4124675419,56,Back,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782435,17,6,1,1,16,36tr17foeaf9ejjmt2txuoy3y,1,96.7,63.8,2023-03-26T11:42:34.001Z,2023-03-26T11:42:35Z,4124675461,233,10,4124675453,56,Center,4124675455,73,,,,,,,,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782587,18,1,1,1,44,36tr17foeaf9ejjmt2txuoy3y,0,99.5,99.5,2023-03-26T11:43:02.049Z,2023-03-27T10:23:49Z,4124676209,140,94.7,4124676199,2,,4124676201,6,,4124676211,141,60.8,4130208781,20,,4124676203,155,,4124676213,212,26.8,4124676207,56,Center,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,4124676215,213,4124676205,223,,4.5,,,,,,,,,,,,,,,,,,,,,,,
2524782603,11,61,1,1,48,spi3g782q7m4evjxn1sv6cfa,1,4.1,47.5,2023-03-26T11:43:06.231Z,2023-03-26T12:38:10Z,4124676285,56,Back,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782621,12,12,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,3.5,46,2023-03-26T11:43:08.448Z,2023-03-26T11:43:09Z,4124676391,212,21.4,4124676387,140,23.5,4124676389,141,40.3,4124676385,56,Back,4124676393,213,6.1,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782625,13,49,1,1,50,spi3g782q7m4evjxn1sv6cfa,1,23.5,39.1,2023-03-26T11:43:08.552Z,2023-03-27T10:25:12Z,,,,,,,,,,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782633,14,1,1,1,50,spi3g782q7m4evjxn1sv6cfa,0,23.5,39.1,2023-03-26T11:43:08.655Z,2023-03-27T10:25:10Z,4124676431,141,38.8,4124676433,212,10.5,4124676427,56,Back,4124676435,213,3.2,4124676429,140,13.5,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782623,19,49,1,1,51,36tr17foeaf9ejjmt2txuoy3y,1,87.7,62.7,2023-03-26T11:43:09.577Z,2023-03-27T10:25:08Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782635,20,61,1,1,51,36tr17foeaf9ejjmt2txuoy3y,1,87.7,62.7,2023-03-26T11:43:09.913Z,2023-03-27T10:25:19Z,4124676437,56,Center,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,
2524782637,21,15,1,1,52,36tr17foeaf9ejjmt2txuoy3y,1,88.5,66.4,2023-03-26T11:43:10.873Z,2023-03-27T10:25:55Z,4124677445,103,19,4124677475,233,15,4124677459,231,53.2,4130211525,100,,4124677107,82,,4124676455,64,,4124677457,230,97.7,4124677435,29,,10d8jj5vwrmib55tth0isfvft,L. Hemp,4124677453,146,4124677103,72,,94.7,,4130211523,76,4124677101,25,4124677439,55,20,4124677443,102,52.1,4124676457,56,Center,4124677455,147,58.7,,,,,,
2524782647,15,10,1,1,52,spi3g782q7m4evjxn1sv6cfa,1,5.9,40.3,2023-03-26T11:43:10.973Z,2023-03-26T11:43:34Z,4124677141,233,21,4124676515,94,,4124676517,56,Back,,,,,,,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782667,16,49,1,1,58,spi3g782q7m4evjxn1sv6cfa,1,8.5,35.7,2023-03-26T11:43:16.664Z,2023-03-27T10:26:08Z,,,,,,,,,,,,,,,,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782737,17,12,1,1,58,spi3g782q7m4evjxn1sv6cfa,1,8.5,35.7,2023-03-26T11:43:16.985Z,2023-03-27T10:26:10Z,4124676889,141,18.9,4124676887,140,40.9,4124676885,56,Back,4124676893,212,35.9,4124676897,213,6.0,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782679,22,1,1,1,59,36tr17foeaf9ejjmt2txuoy3y,0,60.8,90.7,2023-03-26T11:43:17.313Z,2023-03-27T11:58:49Z,4130947159,233,875,4130213181,141,90.3,4130213183,212,1.7,4130213641,236,,4130213643,286,,4124676641,56,Left,4130213185,213,6.1,4130213179,140,62.4,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2525075335,875,74,1,1,59,spi3g782q7m4evjxn1sv6cfa,1,38.2,8.4,2023-03-26T11:43:17.314Z,2023-03-27T11:58:49Z,4130213471,56,Back,4130213473,285,,4130947279,233,22,,,,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782741,18,3,1,2,8,spi3g782q7m4evjxn1sv6cfa,1,75,45.5,2023-03-26T11:43:26.808Z,2023-03-27T10:27:56Z,4124676913,286,,4124676911,56,Center,4130213993,464,,4124676931,233,23,,,,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782739,23,45,1,2,8,36tr17foeaf9ejjmt2txuoy3y,0,25,54.5,2023-03-26T11:43:26.808Z,2023-03-26T11:43:28Z,4124676951,233,18,4124676901,285,,4124676899,56,Back,,,,,,,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782769,19,1,1,2,9,spi3g782q7m4evjxn1sv6cfa,1,74.6,65.4,2023-03-26T11:43:27.831Z,2023-03-26T11:43:31Z,4124677041,213,1.4,4124677039,212,15.8,4124677033,56,Left,4124677037,141,88.3,4124677035,140,77.3,,,,,,,,,,9n2d2dv38kp2exb7z3xh2ykiy,L. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782779,20,1,1,2,13,spi3g782q7m4evjxn1sv6cfa,1,77.5,88.3,2023-03-26T11:43:31.168Z,2023-03-26T11:43:33Z,4124677113,140,70.8,4124677111,56,Center,4124677119,213,4.0,4124677117,212,10.6,4124677115,141,76.6,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782787,21,1,1,2,15,spi3g782q7m4evjxn1sv6cfa,0,70.4,75,2023-03-26T11:43:33.495Z,2023-03-26T11:43:35Z,4124677173,213,5.4,4124677171,212,22.7,4124677167,140,84.6,4124677169,141,49.9,4124677165,56,Center,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782805,24,49,1,2,18,36tr17foeaf9ejjmt2txuoy3y,1,14.9,45.7,2023-03-26T11:43:36.826Z,2023-03-26T11:43:36Z,,,,,,,,,,,,,,,,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782813,25,1,1,2,19,36tr17foeaf9ejjmt2txuoy3y,1,14.9,45.7,2023-03-26T11:43:37.056Z,2023-03-26T11:43:38Z,4124677293,213,3.0,4124677285,56,Back,4124677289,141,47.3,4124677287,140,4.5,4124677291,212,11.0,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782823,26,1,1,2,20,36tr17foeaf9ejjmt2txuoy3y,1,4.5,47.3,2023-03-26T11:43:38.409Z,2023-03-26T11:43:41Z,4124677339,155,,4124677343,140,38.4,4124677341,56,Back,4124677349,213,0.2,4124677351,1,,4124677347,212,36.6,4124677345,141,59.6,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782827,27,1,1,2,23,36tr17foeaf9ejjmt2txuoy3y,0,38.4,59.6,2023-03-26T11:43:41.337Z,2023-03-26T11:43:42Z,4124677367,3,,4124677379,213,6.3,4124677371,56,Center,4124677373,140,56.2,4124677375,141,59.0,4124677369,168,,4124677377,212,18.7,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782831,22,49,1,2,25,spi3g782q7m4evjxn1sv6cfa,1,42.9,38.3,2023-03-26T11:43:43.344Z,2023-03-26T11:43:43Z,,,,,,,,,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782861,23,1,1,2,25,spi3g782q7m4evjxn1sv6cfa,1,42.8,37.7,2023-03-26T11:43:43.735Z,2023-03-26T11:43:49Z,4124677575,213,4.8,4124677567,56,Back,4124677569,140,43.7,4124677573,212,11.2,4124677571,141,21.3,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782881,24,1,1,2,31,spi3g782q7m4evjxn1sv6cfa,1,43.8,21.3,2023-03-26T11:43:49.143Z,2023-03-26T11:43:51Z,4124677635,140,26.4,4124677637,141,44.0,4124677633,56,Back,4124677641,213,2.4,4124677639,212,23.9,,,,,,,,,,daqovjw2z3rsq6rs1vq38980l,M. Mjelde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782897,25,1,1,2,33,spi3g782q7m4evjxn1sv6cfa,1,26.4,44,2023-03-26T11:43:51.583Z,2023-03-26T11:43:54Z,4124677745,212,17.7,4124677747,213,1.5,4124677743,141,69.9,4124677739,56,Back,4124677741,140,27.7,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782911,26,1,1,2,36,spi3g782q7m4evjxn1sv6cfa,1,28,70,2023-03-26T11:43:54.303Z,2023-03-26T11:43:56Z,4124677809,213,3.7,4124677807,212,9.6,4124677805,141,62.3,4124677801,56,Back,4124677803,140,20.3,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782955,27,1,1,2,38,spi3g782q7m4evjxn1sv6cfa,1,20.3,62.3,2023-03-26T11:43:56.871Z,2023-03-26T11:44:02Z,4124678013,141,33.3,4124678011,140,14.2,4124678009,56,Back,4124678017,213,4.4,4124678015,212,20.7,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524782975,28,1,1,2,44,spi3g782q7m4evjxn1sv6cfa,1,26.4,31.9,2023-03-26T11:44:02.296Z,2023-03-26T11:44:05Z,4124678145,213,1.8,4124678141,212,20.3,4124678139,141,61.2,4124678137,140,22.5,4124678135,56,Back,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524783007,29,1,1,2,46,spi3g782q7m4evjxn1sv6cfa,1,23.9,58.2,2023-03-26T11:44:04.975Z,2023-03-26T11:44:10Z,4124678305,213,3.6,4124678303,212,23.5,4124678297,56,Back,4124678299,140,4.1,4124678301,141,42.2,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524783027,30,1,1,2,52,spi3g782q7m4evjxn1sv6cfa,1,10.7,39.7,2023-03-26T11:44:10.359Z,2023-03-27T10:29:04Z,4124678399,1,,4124678393,141,31.8,4124678389,56,Back,4124678391,140,41.0,4124678397,213,6.1,4124678395,212,32.3,4130215517,155,,,,,6fi5hacjc8lj8zej0d2lfq66t,A. Berger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524783029,31,1,1,2,53,spi3g782q7m4evjxn1sv6cfa,0,39.8,30.4,2023-03-26T11:44:11.901Z,2023-03-26T11:44:28Z,4124678405,56,Back,4124678409,141,24.1,4124678407,140,41.0,4124678413,213,5.0,4124678411,212,4.5,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
