id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/8/value,qualifier/11/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value
2540199689,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-04-28T17:21:21.292Z,2023-04-28T18:28:37Z,4232223723,194,6f8lpm5ckuv4z0tbur533qpxx,4232223721,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",4232223725,197,8381,4232223717,59,"1, 2, 33, 12, 15, 14, 10, 31, 8, 19, 88, 4, 7, 11, 21, 22, 24",4232223719,130,4,4232223715,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",4232223727,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232223713,30,"6bejfvxorcqyawi2fmk2kbco9, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, cs8bo5xvtd2bq7kd91flepwwl, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, dzfr9ktjmxqj2eh2xibt7konp, 72urf7pms7afj0t3u8ipk08ut, amg2zai9038cdz9uuql3l9rkl, 3f6hkia6zu8xuwasqdz3w759m, 1dbhha29epjmo8g4xfm5taaj9, amnb211255557h5z7snm33h79, f5j2zq9sslh38t8bhyifsjg89, dle50mcyb7xfk7eop3d0qs2c5, 76tytt386zxh1tuqk6kko1gbt, 5677k11mj3dmsnqse80eumk0l, 5b6x41nulut4ctobovky7dgyc",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540199753,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-04-28T17:21:35.892Z,2023-04-28T17:21:36Z,4232224107,59,"27, 2, 6, 10, 15, 5, 22, 12, 23, 7, 11, 8, 9, 14, 17, 20, 21, 28, 29, 32",4232224109,130,8,4232224117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232224111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4232224115,197,8475,4232224105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4232224113,194,9ijnmgmapjcnctich86692tw5,4232224101,30,"eofeaerj2f8tm1xldw18e2o5x, 4ihrb3uj478vlzrbh94jj1i3t, 2s15k44faiinj3gz5tswtv4d1, 9ijnmgmapjcnctich86692tw5, 9t8eb24gwj56ucggp7x0n0ewa, 3u2e56fhs12qok7truspt65zp, c705ailfiov40xwoysz0ggct1, 1haq2mkmbebj3jbt0z2jom4lx, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, d29d4xtq3ib0nim6keirgdx3p, 5adluw93r1tx4n3ta3wyhj7bp, 9zdmc8v5sfrv9z7da49odn4a2, 13up673x1kzlwwi22awilagvd, 440p9vyf2bnhoivrea2biq9k9, 1co13krvtz3b1p9m9038kpadx, bl6mkergo04815vpi73fgtwb9, 1234a1tb7y6trj9xsoqvx0x5h, 7eq281s0sa083qvx8tfwp7pat, el8c138wsa0bnop68caop5uxh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231313,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-04-28T18:15:12.142Z,2023-04-28T18:15:14Z,4232386397,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231307,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-04-28T18:15:12.142Z,2023-04-28T18:15:12Z,4232386371,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231363,3,1,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,49.9,50,2023-04-28T18:15:12.242Z,2023-04-28T18:15:33Z,4232386641,213,2.7,4232386639,212,16.8,4232386637,141,61.1,4232386643,279,S,4232386633,56,Back,4232386635,140,35.6,,,,,,,3f6hkia6zu8xuwasqdz3w759m,L. Blindkilde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231381,4,1,1,0,3,8l30dsub3sutr6j3ruvk650xc,0,35.6,61.1,2023-04-28T18:15:15.449Z,2023-04-28T18:15:16Z,4232386729,141,28.0,4232386735,212,49.4,4232386717,157,,4232386739,1,,4232386725,140,77.5,4232386737,213,5.8,4232386721,56,Center,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231453,3,1,1,0,5,axwnneoekq2f2yq6r1l704y96,1,26.6,71.7,2023-04-28T18:15:17.461Z,2023-04-28T18:15:21Z,4232387153,140,50.4,4232387167,213,6.1,4232387159,141,64.9,4232387147,3,,4232387163,212,25.4,4232387149,56,Center,,,,,,,3u2e56fhs12qok7truspt65zp,A. Mannion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231467,4,43,1,0,9,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-04-28T18:15:21.508Z,2023-04-28T18:15:29Z,4232387213,141,57.3,4232387205,3,0,4232387211,140,66.3,4232387215,212,17.4,4232387217,213,6.0,4232387857,144,1,4232387209,56,Center,4232387207,168,0,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231521,5,4,1,0,13,axwnneoekq2f2yq6r1l704y96,1,53,69.5,2023-04-28T18:15:25.148Z,2023-04-28T18:15:29Z,4232387603,56,Center,4232387611,286,,4232387601,294,,4232387599,13,,4232387607,152,,4232387883,233,5,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2540231561,5,4,1,0,13,8l30dsub3sutr6j3ruvk650xc,0,47,30.5,2023-04-28T18:15:25.149Z,2023-04-28T18:15:29Z,4232387835,13,,4232387847,285,,4232387843,152,,4232387909,233,5,4232387839,56,Back,4232387837,294,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
