id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,keyPass,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,assist,qualifier/11/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/9/value,qualifier/13/value
2482454491,1,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-11-06T14:15:57.934Z,2022-11-06T14:18:51Z,3899263671,130,2,3899263669,59,"1, 15, 3, 18, 20, 16, 22, 10, 9, 11, 7, 2, 12, 14, 23, 24, 40",3899263679,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899263673,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3899263665,30,"czz8zqjv03gdbbxiadp90pq6t, a1654m0k2rptsqkxj96s955n9, 8lf62k2iwmb23gywex08s6m09, da8ymxqy00lunda8tq9oltuj9, an1ovi7c16xed4jqub6oxgclx, 7b1gryih37fohrff85f13o4ph, 5ye5h1o9ndhfeqdi8mh4f9une, 8iu9bdow1xgzswzl78cbioyxh, 1yyfd17df158m5eymkechszpx, brs6i21j86k1w7cpgzorrxxwp, 6kitz3oodxt3ejj5u0fwzhhat, 1vo1ye9ofjtt7avoll1cmc9re, cluv8to27h67l6upuanv59bai, 8vr66twomklrat7c94k2knkr9, 4xv7k9sjbppk1pr2e53bz1slw, dn7zvdh0a5gsnrgjca32j2luc, 6r271sec7c84p1vqi2b1p5td5",3899263675,194,an1ovi7c16xed4jqub6oxgclx,3899263667,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3899263677,197,5135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482454799,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-11-06T14:16:10.061Z,2022-11-06T15:13:44Z,3899265259,194,9ov9x5gap2t34kv8clhwjqvh1,3899265263,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3899265251,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",3899265257,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3899265255,130,4,3899265253,59,"28, 3, 2, 4, 22, 12, 10, 19, 26, 7, 20, 9, 11, 17, 33, 41",3899265261,197,5223,3899265247,30,"661dbl84kjewuzg0zkd62t0mi, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, emo8wffj0agou65ijs2seiaqd, 230r9tcwg89z5b9kxdqwi336d, cvuaoz9c41od4r0j3sajszsut, 9ov9x5gap2t34kv8clhwjqvh1, 3fta0gg3ghja3x9ouubjjfzl5, e93vn46w6kk9xwdb8forgzil1, 19npqca9guxs7p2yl5sbjmbx1, 6ycwadiitmeemrk9qh5984iga, enjtkmi8hjldw767n70b6mxg5, 50ef8q2ctd099il4iq14i0cfd, 3539ai0d63d8hiq0e1nrptb3e, cqfxdqu4j8ws6ejoklc7ahz6y, 2zd7q1vj110evlsdjybgeltec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505737,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-11-06T15:01:09.388Z,2022-11-25T16:52:44Z,3899542945,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505741,2,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2022-11-06T15:01:09.388Z,2022-11-06T15:01:11Z,3899542967,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505777,3,1,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,49.8,50,2022-11-06T15:01:09.488Z,2022-11-06T15:01:14Z,3899543161,56,Back,3899543169,213,3.3,3899543167,212,22.7,3899543171,279,S,3899543163,140,28.5,3899543165,141,44.2,,,,,,,da8ymxqy00lunda8tq9oltuj9,D. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505803,4,1,1,0,4,dcdnoyf6kzhj46iyfm7xq43fy,1,27.3,61.5,2022-11-06T15:01:14.336Z,2022-11-06T15:01:18Z,3899543337,140,47.0,3899543339,141,95.3,3899543341,212,30.9,3899543343,213,0.8,3899543335,56,Back,3899543333,155,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505831,5,1,1,0,8,dcdnoyf6kzhj46iyfm7xq43fy,1,53.2,91.5,2022-11-06T15:01:17.952Z,2022-11-06T15:01:20Z,3899543477,56,Center,3899543487,213,5.6,3899543481,140,71.9,3899543483,141,66.1,3899543485,212,26.2,,,,,,,,,,8lf62k2iwmb23gywex08s6m09,P. Pattinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505897,6,1,1,0,13,dcdnoyf6kzhj46iyfm7xq43fy,0,75.2,79.3,2022-11-06T15:01:23.376Z,2022-11-06T15:01:55Z,3899543875,56,Center,3899543873,155,,3899543881,212,18.9,3899543883,213,5.5,3899543879,141,59.6,3899543871,2,,3899543877,140,87.9,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505961,3,12,1,0,15,cz26xwowfjp8ei14n9z2ac135,1,9.9,45.5,2022-11-06T15:01:24.890Z,2022-11-06T15:01:54Z,3899544147,212,22.0,3899544141,56,Back,3899544145,141,36.3,3899544151,213,6.0,3899544143,140,30.0,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482505975,7,1,1,0,21,dcdnoyf6kzhj46iyfm7xq43fy,1,50.8,71.8,2022-11-06T15:01:31.303Z,2022-11-06T15:01:33Z,3899544233,140,36.6,3899544235,141,50.9,3899544231,56,Back,3899544239,213,3.9,3899544237,212,20.6,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506009,8,1,1,0,24,dcdnoyf6kzhj46iyfm7xq43fy,1,36.9,36,2022-11-06T15:01:33.632Z,2022-11-06T15:01:37Z,3899544387,140,42.3,3899544385,56,Back,3899544391,212,18.0,3899544393,213,5.0,3899544389,141,10.9,,,,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506033,9,1,1,0,27,dcdnoyf6kzhj46iyfm7xq43fy,0,47.2,5.3,2022-11-06T15:01:36.928Z,2022-11-06T15:01:40Z,3899544507,141,24.0,3899544503,56,Center,3899544511,213,0.3,3899544505,140,85.7,3899544513,1,,3899544509,212,42.4,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506035,4,49,1,0,30,cz26xwowfjp8ei14n9z2ac135,1,15.6,80.6,2022-11-06T15:01:40.281Z,2022-11-06T15:01:40Z,,,,,,,,,,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506101,5,1,1,0,35,cz26xwowfjp8ei14n9z2ac135,0,13.1,88.4,2022-11-06T15:01:45.273Z,2022-11-06T15:01:51Z,3899544913,140,64.4,3899544909,157,,3899544915,141,91.5,3899544911,56,Left,3899544919,213,0.0,3899544917,212,53.9,3899544921,1,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506099,10,12,1,0,37,dcdnoyf6kzhj46iyfm7xq43fy,1,34.7,7.1,2022-11-06T15:01:47.128Z,2022-11-06T15:01:49Z,3899544891,140,38.4,3899544893,141,0.0,3899544889,56,Back,3899544895,212,7.0,3899544969,167,,3899544897,213,5.3,,,,,,,an1ovi7c16xed4jqub6oxgclx,V. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482506137,6,5,1,0,38,cz26xwowfjp8ei14n9z2ac135,1,62.7,101.1,2022-11-06T15:01:47.786Z,2022-11-06T16:15:25Z,3899545099,56,Left,3899545101,347,,3899545133,233,11,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
