id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/8/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/14/value,assist,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2503589279,8,1,1,0,20,36tr17foeaf9ejjmt2txuoy3y,1,27.6,53.2,2023-02-04T11:30:31.348Z,2023-02-04T11:31:01Z,4010542471,152,,4010542481,141,50.8,4010542477,140,36.2,4010542485,212,9.2,4010542469,5,,4010542473,56,Back,4010542489,213,6.1,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589283,9,1,1,0,22,36tr17foeaf9ejjmt2txuoy3y,1,36.2,50.8,2023-02-04T11:30:33.180Z,2023-02-04T11:30:33Z,4010542503,56,Back,4010542511,213,3.0,4010542509,212,8.3,4010542507,141,52.2,4010542505,140,28.3,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589291,10,1,1,0,23,36tr17foeaf9ejjmt2txuoy3y,1,28.3,52.2,2023-02-04T11:30:33.861Z,2023-02-04T11:30:35Z,4010542571,56,Back,4010542575,141,42.4,4010542577,212,12.6,4010542573,140,38.5,4010542579,213,5.7,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589305,11,1,1,0,24,36tr17foeaf9ejjmt2txuoy3y,1,38.5,42.4,2023-02-04T11:30:35.165Z,2023-02-04T11:30:37Z,4010542649,56,Back,4010542657,213,3.8,4010542655,212,15.8,4010542651,140,27.0,4010542653,141,27.4,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589317,12,1,1,0,26,36tr17foeaf9ejjmt2txuoy3y,1,27.6,26.3,2023-02-04T11:30:37.196Z,2023-02-04T11:30:39Z,4010542733,213,0.4,4010542729,141,30.8,4010542731,212,8.3,4010542725,56,Back,4010542727,140,34.9,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589335,13,1,1,0,29,36tr17foeaf9ejjmt2txuoy3y,1,36.6,19.6,2023-02-04T11:30:39.404Z,2023-02-04T11:30:43Z,4010542803,140,34.0,4010542809,213,4.5,4010542805,141,3.6,4010542807,212,11.2,4010542801,56,Back,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589349,14,1,1,0,32,36tr17foeaf9ejjmt2txuoy3y,1,28.8,4.6,2023-02-04T11:30:43.004Z,2023-02-04T11:30:46Z,4010542909,56,Back,4010542911,140,13.0,4010542917,213,3.0,4010542915,212,16.8,4010542913,141,8.8,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589357,15,1,1,0,35,36tr17foeaf9ejjmt2txuoy3y,1,18.4,5.4,2023-02-04T11:30:46.237Z,2023-02-04T11:30:49Z,4010542981,212,27.7,4010542975,56,Back,4010542977,140,35.1,4010542979,141,36.9,4010542973,155,,4010542983,213,0.9,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589375,16,1,1,0,38,36tr17foeaf9ejjmt2txuoy3y,1,35.1,36.9,2023-02-04T11:30:49.004Z,2023-02-04T11:30:51Z,4010543081,212,6.0,4010543075,56,Back,4010543077,140,29.4,4010543079,141,37.1,4010543083,213,3.1,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589377,17,1,1,0,41,36tr17foeaf9ejjmt2txuoy3y,1,29.6,40.3,2023-02-04T11:30:51.477Z,2023-02-04T11:30:52Z,4010543103,1,,4010543095,140,38.3,4010543097,141,88.4,4010543099,212,34.0,4010543093,56,Back,4010543101,213,1.3,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589385,18,1,1,0,42,36tr17foeaf9ejjmt2txuoy3y,0,38.7,88.7,2023-02-04T11:30:52.741Z,2023-02-04T11:30:56Z,4010543155,213,0,4010543147,56,Left,4010543151,141,88.7,4010543153,212,19.8,4010543149,140,57.6,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589399,4,8,1,0,45,28u3q82ip96ahymkup01vfxli,1,33.2,15.2,2023-02-04T11:30:55.739Z,2023-02-04T11:37:05Z,4010543207,56,Back,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589405,5,5,1,0,46,28u3q82ip96ahymkup01vfxli,0,38,-1.4,2023-02-04T11:30:57.044Z,2023-02-04T11:37:59Z,4010543231,347,,4010543299,233,19,4010543229,56,Back,,,,,,,,,,,,,,,,eqcpu383wnbhhcjssk6pn1695,G. Eaton-Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589415,19,5,1,0,46,36tr17foeaf9ejjmt2txuoy3y,1,62,101.4,2023-02-04T11:30:57.044Z,2023-02-04T11:31:01Z,4010543283,56,Left,4010543291,233,5,4010543285,347,,,,,,,,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589463,20,1,1,0,57,36tr17foeaf9ejjmt2txuoy3y,1,57.5,100,2023-02-04T11:31:07.374Z,2023-02-04T11:31:09Z,4010543543,107,,4010543549,140,66.2,4010543555,213,5.5,4010543551,141,87.0,4010543553,212,13.3,4010543547,56,Left,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589475,21,1,1,0,58,36tr17foeaf9ejjmt2txuoy3y,1,66.2,87,2023-02-04T11:31:09.156Z,2023-02-04T11:31:10Z,4010543609,213,2.8,4010543595,56,Left,4010543601,140,54.6,4010543607,212,13.1,4010543605,141,94.1,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589507,22,1,1,0,59,36tr17foeaf9ejjmt2txuoy3y,0,54.6,94.1,2023-02-04T11:31:10.100Z,2023-02-04T11:31:13Z,4010543771,141,68.0,4010543767,56,Center,4010543775,213,5.1,4010543773,212,19.3,4010543769,140,61.9,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589519,23,61,1,1,4,36tr17foeaf9ejjmt2txuoy3y,1,61.9,68,2023-02-04T11:31:14.997Z,2023-02-04T11:31:15Z,4010543829,56,Center,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589529,6,8,1,1,5,28u3q82ip96ahymkup01vfxli,1,38.7,40.3,2023-02-04T11:31:15.930Z,2023-02-04T11:31:16Z,4010543875,56,Back,,,,,,,,,,,,,,,,,,,,,,eqcpu383wnbhhcjssk6pn1695,G. Eaton-Collins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589543,7,49,1,1,6,28u3q82ip96ahymkup01vfxli,1,28.9,39.8,2023-02-04T11:31:17.121Z,2023-02-04T11:31:17Z,,,,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589551,8,1,1,1,7,28u3q82ip96ahymkup01vfxli,0,28.9,39.8,2023-02-04T11:31:17.481Z,2023-02-04T11:31:17Z,4010543957,56,Center,4010543963,212,44.7,4010543955,157,,4010543967,1,,4010543965,213,0.4,4010543959,140,68.7,4010543961,141,63.3,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589567,24,49,1,1,9,36tr17foeaf9ejjmt2txuoy3y,1,32.6,37.9,2023-02-04T11:31:19.533Z,2023-02-04T11:31:19Z,,,,,,,,,,,,,,,,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589579,25,1,1,1,9,36tr17foeaf9ejjmt2txuoy3y,1,32.6,37.9,2023-02-04T11:31:19.877Z,2023-02-04T11:31:20Z,4010544069,140,33.2,4010544073,212,13.1,4010544075,213,4.8,4010544067,56,Back,4010544071,141,18.7,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589607,26,1,1,1,10,36tr17foeaf9ejjmt2txuoy3y,1,33.2,18.7,2023-02-04T11:31:20.653Z,2023-02-04T11:31:24Z,4010544193,141,49.3,4010544189,56,Back,4010544191,140,13.0,4010544197,213,2.4,4010544195,212,29.7,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589637,27,1,1,1,13,36tr17foeaf9ejjmt2txuoy3y,1,14.1,48.5,2023-02-04T11:31:24.325Z,2023-02-04T11:31:27Z,4010544333,213,5.4,4010544329,141,7.7,4010544327,140,35.1,4010544325,56,Back,4010544331,212,35.4,4010544335,1,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589655,28,1,1,1,17,36tr17foeaf9ejjmt2txuoy3y,1,34.6,8,2023-02-04T11:31:27.502Z,2023-02-04T11:31:30Z,4010544417,213,5.9,4010544415,212,11.4,4010544409,56,Back,4010544411,140,44.8,4010544413,141,2.2,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589703,29,1,1,1,19,36tr17foeaf9ejjmt2txuoy3y,1,46.3,2.2,2023-02-04T11:31:30.245Z,2023-02-04T11:31:35Z,4010544615,212,26.7,4010544617,213,0.1,4010544611,140,71.5,4010544609,56,Right,4010544613,141,7.6,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589725,30,1,1,1,25,36tr17foeaf9ejjmt2txuoy3y,0,88.7,7.1,2023-02-04T11:31:35.765Z,2023-02-04T11:31:38Z,4010544701,155,,4010544707,141,43.1,4010544705,140,91.3,4010544711,213,1.5,4010544709,212,24.6,4010544703,56,Center,4010544699,2,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589771,10,12,1,1,26,28u3q82ip96ahymkup01vfxli,1,8.8,50.3,2023-02-04T11:31:36.369Z,2023-02-04T11:37:39Z,4010544989,213,5.0,4010544983,140,17.8,4010545001,15,,4010544981,56,Back,4010544985,141,9.1,4010544987,212,29.6,,,,,,,6k1s7y9dnzdpppppdco7bgudx,C. Bott,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589743,9,43,1,1,32,28u3q82ip96ahymkup01vfxli,1,0,0,2023-02-04T11:31:42.786Z,2023-02-04T11:31:45Z,4010544933,144,55,,,,,,,,,,,,,,,,,,,,,,d3qtg5xhiwe3zamb4mh50whjp,S. Howard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589775,31,1,1,1,33,36tr17foeaf9ejjmt2txuoy3y,1,92.2,80.5,2023-02-04T11:31:43.796Z,2023-02-04T11:31:48Z,4010545003,56,Left,4010545011,213,2.8,4010545009,212,11.9,4010545007,141,85.9,4010545005,140,81.4,,,,,,,,,,10d8jj5vwrmib55tth0isfvft,L. Hemp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589787,32,1,1,1,37,36tr17foeaf9ejjmt2txuoy3y,1,79.7,85.8,2023-02-04T11:31:47.893Z,2023-02-04T11:31:51Z,4010545093,212,21.9,4010545087,56,Center,4010545091,141,64.3,4010545089,140,64.2,4010545095,213,3.9,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589795,33,1,1,1,40,36tr17foeaf9ejjmt2txuoy3y,1,64.2,64.1,2023-02-04T11:31:51.117Z,2023-02-04T11:31:53Z,4010545133,213,4.4,4010545129,141,35.2,4010545127,140,57.6,4010545125,56,Center,4010545131,212,20.8,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589837,34,1,1,1,43,36tr17foeaf9ejjmt2txuoy3y,1,56.5,32.8,2023-02-04T11:31:53.844Z,2023-02-04T11:31:59Z,4010545303,212,22.8,4010545297,56,Right,4010545301,141,10.4,4010545305,213,5.5,4010545299,140,72.6,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589841,35,1,1,1,49,36tr17foeaf9ejjmt2txuoy3y,1,79.8,29.7,2023-02-04T11:31:59.796Z,2023-02-04T11:32:01Z,4010545323,141,33.9,4010545319,56,Center,4010545325,212,5.1,4010545327,213,2.5,4010545321,140,75.8,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589849,36,1,1,1,50,36tr17foeaf9ejjmt2txuoy3y,1,73.2,33.4,2023-02-04T11:32:00.900Z,2023-02-04T11:32:02Z,4010545381,56,Center,4010545387,212,9.9,4010545385,141,30.5,4010545389,213,6.1,4010545383,140,82.4,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589885,37,1,1,1,52,36tr17foeaf9ejjmt2txuoy3y,1,76.2,28.8,2023-02-04T11:32:02.501Z,2023-02-04T11:33:23Z,4010545563,212,17.1,4010545557,56,Right,4010547947,210,15,4010545559,140,86.6,4010545565,213,5.4,4010545561,141,9.4,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589887,38,15,1,1,59,36tr17foeaf9ejjmt2txuoy3y,1,89.8,29.1,2023-02-04T11:32:09.813Z,2023-02-04T11:33:23Z,4010547973,215,,4010547965,55,37,4010547969,102,48.7,4010547963,29,,4010547975,146,98.9,4010545577,63,,4010547797,20,,4010545579,56,Center,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,4010547961,78,4010548017,233,11,4010545575,22,4010547977,147,49.1,4010547971,103,13.3,,,,,,,,,,,,,,,,,
2503589893,11,10,1,1,59,28u3q82ip96ahymkup01vfxli,1,2.6,53.8,2023-02-04T11:32:09.913Z,2023-02-04T11:37:30Z,4010545613,56,Back,4010547325,174,,4010548083,233,38,4010545611,182,,4010548077,179,,,,,,,,,,,avud4qv9xovwlr2pxc8fcmiuh,J. Leitzig,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589907,12,12,1,2,2,28u3q82ip96ahymkup01vfxli,1,10.1,57.9,2023-02-04T11:32:13.097Z,2023-02-04T11:32:14Z,4010545697,141,77.3,4010545701,213,1.7,4010545695,140,8.0,4010545693,56,Back,4010545699,212,13.4,,,,,,,,,,1ct6g590mpcg14jw94v4g2tm2,M. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589909,13,49,1,2,3,28u3q82ip96ahymkup01vfxli,1,6.6,85.9,2023-02-04T11:32:14.249Z,2023-02-04T11:32:14Z,,,,,,,,,,,,,,,,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589931,14,1,1,2,5,28u3q82ip96ahymkup01vfxli,1,7.9,92.9,2023-02-04T11:32:16.097Z,2023-02-04T11:32:17Z,4010545793,213,4.1,4010545787,141,83.3,4010545783,140,3.5,4010545779,56,Back,4010545791,212,8.0,,,,,,,,,,4r1z04gidueqs684yxeyrq8ve,C. Nevin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589967,15,12,1,2,7,28u3q82ip96ahymkup01vfxli,1,3.5,83.2,2023-02-04T11:32:17.617Z,2023-02-04T11:32:22Z,4010545989,56,Back,4010545991,140,34.4,4010545997,213,0.1,4010545995,212,32.6,4010545993,141,87.1,,,,,,,,,,8hmqpyniap0whyfhco0dhp3v9,A. Plumptre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589953,39,44,1,2,10,36tr17foeaf9ejjmt2txuoy3y,1,62,12.4,2023-02-04T11:32:20.373Z,2023-02-04T11:32:22Z,4010545933,56,Right,4010546033,233,16,4010545937,286,,,,,,,,,,,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589971,16,44,1,2,10,28u3q82ip96ahymkup01vfxli,0,38,87.6,2023-02-04T11:32:20.374Z,2023-02-04T11:32:22Z,4010546013,285,,4010546051,233,39,4010546011,56,Back,,,,,,,,,,,,,,,,1ct6g590mpcg14jw94v4g2tm2,M. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589983,40,1,1,2,10,36tr17foeaf9ejjmt2txuoy3y,0,58.5,11.9,2023-02-04T11:32:20.893Z,2023-02-04T11:32:23Z,4010546073,141,21.6,4010546069,56,Center,4010546075,212,16.0,4010546067,3,,4010546077,213,0.4,4010546071,140,72.4,,,,,,,5vuw3lywsh90t394m8h6g5ihh,S. Houghton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503589989,17,1,1,2,14,28u3q82ip96ahymkup01vfxli,0,31.5,54.5,2023-02-04T11:32:25.064Z,2023-02-04T11:32:25Z,4010546121,141,24.1,4010546127,1,,4010546115,157,,4010546125,213,5.6,4010546117,56,Center,4010546119,140,55.5,4010546123,212,32.6,,,,7m31qpkmuh3amb6navttdlvpx,A. Whelan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590017,41,1,1,2,18,36tr17foeaf9ejjmt2txuoy3y,0,35.1,67.8,2023-02-04T11:32:28.732Z,2023-02-04T11:32:30Z,4010546263,140,47.0,4010546269,213,6.3,4010546265,141,67.2,4010546259,3,,4010546267,212,12.5,4010546261,56,Back,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2503590053,42,52,1,2,27,36tr17foeaf9ejjmt2txuoy3y,1,8.8,45.8,2023-02-04T11:32:37.533Z,2023-02-04T11:32:39Z,,,,,,,,,,,,,,,,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
