id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/9/value,keyPass,qualifier/11/value,qualifier/10/value,qualifier/12/value,qualifier/13/value
2515856595,7,5,1,0,9,7kt37xy93vjy6wac8vq6fqz3g,1,18.2,102,2023-03-05T13:01:52.099Z,2023-03-05T13:01:57Z,4075168367,56,Back,4075168381,233,4,4075168369,347,,,,,,,,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856689,8,1,1,0,14,7kt37xy93vjy6wac8vq6fqz3g,0,17.6,100,2023-03-05T13:01:56.914Z,2023-03-05T13:02:02Z,4075168817,213,6.0,4075168815,212,46.6,4075168809,56,Left,4075168813,141,83.9,4075168807,107,,4075168819,1,,4075168811,140,60.5,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856737,5,8,1,0,20,8l30dsub3sutr6j3ruvk650xc,1,33.5,8.5,2023-03-05T13:02:03.034Z,2023-03-05T13:07:55Z,4075169087,56,Back,,,,,,,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856765,6,5,1,0,21,8l30dsub3sutr6j3ruvk650xc,0,35.3,-1.6,2023-03-05T13:02:04.276Z,2023-03-05T13:49:36Z,4075169183,56,Back,4075169185,347,,4075169575,233,9,,,,,,,,,,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856857,9,5,1,0,21,7kt37xy93vjy6wac8vq6fqz3g,1,64.7,101.6,2023-03-05T13:02:04.276Z,2023-03-05T13:02:12Z,4075169545,56,Left,4075169565,233,6,4075169547,347,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856901,10,1,1,0,29,7kt37xy93vjy6wac8vq6fqz3g,1,72.3,100,2023-03-05T13:02:12.283Z,2023-03-05T13:02:14Z,4075169775,141,89.0,4075169773,140,78.1,4075169777,212,10.4,4075169779,213,5.3,4075169771,56,Left,4075169769,107,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856907,11,61,1,0,32,7kt37xy93vjy6wac8vq6fqz3g,0,78.4,88.9,2023-03-05T13:02:14.635Z,2023-03-05T13:02:14Z,4075169803,56,Left,,,,,,,,,,,,,,,,,,,,,,27iu58a0k5jqsxidnaxbothbd,K. Snoeijs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856925,7,1,1,0,32,8l30dsub3sutr6j3ruvk650xc,0,28.6,13.7,2023-03-05T13:02:15.283Z,2023-03-05T13:02:16Z,4075169941,141,14.6,4075169943,212,13.0,4075169935,56,Back,4075169945,213,0.0,4075169939,140,41.0,,,,,,,,,,f5j2zq9sslh38t8bhyifsjg89,A. Lehmann,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856949,12,8,1,0,34,7kt37xy93vjy6wac8vq6fqz3g,1,63.7,89.9,2023-03-05T13:02:16.996Z,2023-03-05T13:02:17Z,4075170025,56,Left,,,,,,,,,,,,,,,,,,,,,,ekmg1wlig0qdtzhafm3lwsz4l,C. Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856967,13,1,1,0,35,7kt37xy93vjy6wac8vq6fqz3g,0,67,87.1,2023-03-05T13:02:18.204Z,2023-03-05T13:02:19Z,4075170107,56,Center,4075170117,213,4.9,4075170111,141,71.5,4075170115,212,10.8,4075170109,140,68.8,4075170105,3,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515856999,8,1,1,0,38,8l30dsub3sutr6j3ruvk650xc,0,31,36.3,2023-03-05T13:02:20.627Z,2023-03-05T13:02:21Z,4075170259,141,58.8,4075170261,212,45.7,4075170257,140,72.0,4075170255,56,Center,4075170263,213,0.3,4075170265,1,,4075170253,157,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857147,14,1,1,0,44,7kt37xy93vjy6wac8vq6fqz3g,1,39.5,34.6,2023-03-05T13:02:26.930Z,2023-03-05T13:02:30Z,4075170997,213,2.9,4075170989,56,Back,4075170993,141,46.0,4075170995,212,31.2,4075170991,140,10.7,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857211,15,1,1,0,47,7kt37xy93vjy6wac8vq6fqz3g,1,10.8,46,2023-03-05T13:02:30.275Z,2023-03-05T13:02:34Z,4075171343,212,8.2,4075171345,213,1.3,4075171337,56,Back,4075171341,141,57.6,4075171339,140,12.8,,,,,,,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857285,16,1,1,0,51,7kt37xy93vjy6wac8vq6fqz3g,1,13.2,57.2,2023-03-05T13:02:34.338Z,2023-03-05T13:02:38Z,4075171687,212,23.0,4075171689,213,5.4,4075171685,141,31.3,4075171681,56,Back,4075171683,140,27.3,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857313,17,1,1,0,55,7kt37xy93vjy6wac8vq6fqz3g,1,27,28.5,2023-03-05T13:02:38.234Z,2023-03-05T13:02:39Z,4075171805,213,0.6,4075171797,56,Back,4075171803,212,14.5,4075171801,141,40.7,4075171799,140,38.3,,,,,,,,,,e6s5iphbrws04dxrvw0xqd7f9,M. Finnigan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857359,18,1,1,0,56,7kt37xy93vjy6wac8vq6fqz3g,1,38.3,40.7,2023-03-05T13:02:39.210Z,2023-03-05T13:02:41Z,4075172021,212,21.9,4075172023,213,2.2,4075172015,56,Back,4075172019,141,66.1,4075172017,140,25.5,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857427,19,1,1,0,58,7kt37xy93vjy6wac8vq6fqz3g,1,26.4,67.2,2023-03-05T13:02:41.354Z,2023-03-05T13:02:45Z,4075172375,56,Back,4075172379,141,39.8,4075172383,213,5.5,4075172381,212,26.2,4075172377,140,44.0,,,,,,,,,,8j67kyyfq5i300eeqbihgcqfp,R. Sevecke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857437,20,1,1,1,0,7kt37xy93vjy6wac8vq6fqz3g,0,44.9,39.2,2023-03-05T13:02:43.083Z,2023-03-05T13:16:44Z,4075172437,141,41.3,4075172433,56,Back,4075172441,213,2.8,4075172439,212,4.0,4075172435,140,41.3,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857405,9,61,1,1,1,8l30dsub3sutr6j3ruvk650xc,0,52.6,57.6,2023-03-05T13:02:44.195Z,2023-03-05T13:02:44Z,4075172309,56,Center,,,,,,,,,,,,,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857489,21,1,1,1,3,7kt37xy93vjy6wac8vq6fqz3g,1,39.5,32.8,2023-03-05T13:02:46.523Z,2023-03-05T13:02:48Z,4075172737,141,36.4,4075172733,56,Back,4075172735,140,48.8,4075172741,213,0.2,4075172739,212,10.1,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857495,22,61,1,1,5,7kt37xy93vjy6wac8vq6fqz3g,1,48.8,36.4,2023-03-05T13:02:48.234Z,2023-03-05T13:02:48Z,4075172765,56,Back,,,,,,,,,,,,,,,,,,,,,,69nz7p1izpw4i8tle2c8hls2y,A. Beever-Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857689,23,1,1,1,9,7kt37xy93vjy6wac8vq6fqz3g,1,51,47.6,2023-03-05T13:02:51.587Z,2023-03-05T13:03:11Z,4075173649,213,5.5,4075173641,56,Right,4075173645,141,14.3,4075173643,140,71.1,4075173647,212,31.0,,,,,,,,,,3c80px00lrpe84s9yurszqcid,N. Björn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857581,10,43,1,1,9,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-03-05T13:02:52.498Z,2023-03-05T13:16:56Z,4075247587,144,49,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857763,24,2,1,1,13,7kt37xy93vjy6wac8vq6fqz3g,1,74.7,11.7,2023-03-05T13:02:56.025Z,2023-03-05T13:16:59Z,4075174051,56,Right,4075174053,140,80.7,4075174049,7,27iu58a0k5jqsxidnaxbothbd,4075174055,141,16.2,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857645,11,55,1,1,13,8l30dsub3sutr6j3ruvk650xc,1,17.2,67.5,2023-03-05T13:02:56.026Z,2023-03-05T13:07:58Z,,,,,,,,,,,,,,,,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515857951,12,1,1,1,27,8l30dsub3sutr6j3ruvk650xc,1,15.6,74.8,2023-03-05T13:03:10.026Z,2023-03-05T13:03:13Z,4075174973,213,4.7,4075174967,140,14.3,4075174965,56,Back,4075174963,241,,4075174971,212,28.0,4075174969,141,33.7,4075174961,5,,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858041,13,1,1,1,31,8l30dsub3sutr6j3ruvk650xc,1,14.3,33.6,2023-03-05T13:03:13.602Z,2023-03-05T13:03:19Z,4075175461,213,1.6,4075175449,56,Back,4075175453,141,63.7,4075175451,140,13.0,4075175457,212,20.5,,,,,,,,,,dw2a5y50m5vbzpy53w2e7n179,R. Corsie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858049,14,1,1,1,36,8l30dsub3sutr6j3ruvk650xc,1,21.2,67,2023-03-05T13:03:19.258Z,2023-03-05T13:15:51Z,4075175531,140,29.3,4075175539,1,,4075175529,56,Back,4075175537,213,5.1,4075175527,157,,4075175533,141,36.7,4075175535,212,22.3,,,,6bejfvxorcqyawi2fmk2kbco9,H. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858185,15,1,1,1,40,8l30dsub3sutr6j3ruvk650xc,1,59.2,72.9,2023-03-05T13:03:23.466Z,2023-03-05T13:03:26Z,4075176217,140,39.7,4075176223,213,3.2,4075176221,212,20.5,4075176215,56,Back,4075176219,141,72.1,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858283,16,1,1,1,43,8l30dsub3sutr6j3ruvk650xc,1,51.9,77,2023-03-05T13:03:26.386Z,2023-03-05T13:03:31Z,4075176693,56,Left,4075176703,213,0.7,4075176701,212,18.3,4075176695,140,65.5,4075176699,141,93.8,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858299,17,1,1,1,48,8l30dsub3sutr6j3ruvk650xc,1,67.8,94.8,2023-03-05T13:03:31.106Z,2023-03-05T13:03:32Z,4075176805,213,4.0,4075176803,212,10.1,4075176797,56,Left,4075176801,141,83.5,4075176799,140,61.6,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858333,18,1,1,1,49,8l30dsub3sutr6j3ruvk650xc,1,62.9,81.1,2023-03-05T13:03:32.402Z,2023-03-05T13:03:35Z,4075176971,140,68.0,4075176969,56,Center,4075176975,212,8.0,4075176973,141,72.3,4075176977,213,5.4,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858365,19,1,1,1,52,8l30dsub3sutr6j3ruvk650xc,1,68.1,73.9,2023-03-05T13:03:34.993Z,2023-03-05T13:03:36Z,4075177139,213,1.2,4075177131,56,Left,4075177135,141,87.2,4075177133,140,71.3,4075177137,212,9.6,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858479,20,1,1,1,53,8l30dsub3sutr6j3ruvk650xc,1,71.3,87.2,2023-03-05T13:03:36.330Z,2023-03-05T13:03:41Z,4075177717,56,Left,4075177721,141,86.9,4075177723,212,12.7,4075177725,213,6.3,4075177719,140,83.4,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858705,21,1,1,1,58,8l30dsub3sutr6j3ruvk650xc,0,89,69,2023-03-05T13:03:41.490Z,2023-03-05T13:04:28Z,4075178865,213,4.6,4075178863,212,11.7,4075178861,141,51.8,4075178859,140,88.1,4075178857,56,Center,,,,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858563,25,12,1,2,1,7kt37xy93vjy6wac8vq6fqz3g,1,3.6,42.1,2023-03-05T13:03:44.107Z,2023-03-05T13:03:45Z,4075178151,213,6.2,4075178141,140,14.2,4075178139,56,Back,4075178149,212,11.1,4075178145,141,41.2,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858713,22,13,1,2,2,8l30dsub3sutr6j3ruvk650xc,1,86.9,63.6,2023-03-05T13:03:44.673Z,2023-03-05T13:04:23Z,4075180543,458,,4075180537,102,39.2,4075180547,231,51.1,4075180539,103,31.9,4075178933,56,Center,4075178929,22,,4075180545,230,99.8,4075180535,75,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,4075178931,64,4075180541,328,4075179829,72,,,,,,,,,,,,,,,,,,,,,,,,,
2515858731,23,5,1,2,2,8l30dsub3sutr6j3ruvk650xc,0,101.2,36.8,2023-03-05T13:03:45.121Z,2023-03-05T13:07:52Z,4075178995,56,Center,4075199067,233,26,4075178997,346,,,,,,,,,,,,,,,,,cpvbitkove7bavl96lkgs1vc9,K. Hanson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515858573,26,5,1,2,2,7kt37xy93vjy6wac8vq6fqz3g,1,-1.2,63.2,2023-03-05T13:03:45.121Z,2023-03-05T13:49:36Z,4075178181,346,,4075199063,233,23,4075178179,56,Back,,,,,,,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859449,27,1,1,2,44,7kt37xy93vjy6wac8vq6fqz3g,1,3.3,50.7,2023-03-05T13:04:27.508Z,2023-03-05T13:04:32Z,4075182341,141,72.3,4075182339,140,3.4,4075182349,237,,4075182343,212,14.7,4075182335,124,,4075182345,213,1.6,4075182337,56,Back,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859485,28,1,1,2,49,7kt37xy93vjy6wac8vq6fqz3g,1,3.6,73.6,2023-03-05T13:04:31.978Z,2023-03-05T13:04:33Z,4075182579,212,18.3,4075182573,56,Back,4075182575,140,8.8,4075182577,141,47.9,4075182581,213,5.0,,,,,,,,,,bqbs20rirfi1eh7k7ss4pt0ix,K. Holmgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859521,29,1,1,2,50,7kt37xy93vjy6wac8vq6fqz3g,0,8.2,47.9,2023-03-05T13:04:33.443Z,2023-03-05T13:04:35Z,4075182739,1,,4075182729,140,46.2,4075182727,56,Back,4075182737,213,5.9,4075182723,155,,4075182733,141,22.8,4075182735,212,43.4,,,,ds8eeciyv1vk6nwh26qgy1lg5,C. Brosnan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859561,24,1,1,2,54,8l30dsub3sutr6j3ruvk650xc,0,50.4,79.6,2023-03-05T13:04:36.993Z,2023-03-05T13:04:37Z,4075183015,212,18.9,4075183009,56,Left,4075183005,3,,4075183011,140,67.1,4075183013,141,90.0,4075183017,213,0.4,,,,,,,dzfr9ktjmxqj2eh2xibt7konp,K. Dali,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859583,30,1,1,2,56,7kt37xy93vjy6wac8vq6fqz3g,0,39.6,13.1,2023-03-05T13:04:38.682Z,2023-03-05T13:04:44Z,4075183143,140,67.3,4075183141,56,Right,4075183149,213,6.2,4075183145,141,10.4,4075183147,212,29.1,,,,,,,,,,69nz7p1izpw4i8tle2c8hls2y,A. Beever-Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859609,25,8,1,2,57,8l30dsub3sutr6j3ruvk650xc,1,44.9,95,2023-03-05T13:04:39.761Z,2023-03-05T13:07:46Z,4075183249,56,Back,,,,,,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859625,26,5,1,2,58,8l30dsub3sutr6j3ruvk650xc,0,44.4,101.6,2023-03-05T13:04:40.754Z,2023-03-05T13:49:37Z,4075183315,56,Back,4075183607,233,31,4075183321,347,,,,,,,,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859681,31,5,1,2,58,7kt37xy93vjy6wac8vq6fqz3g,1,55.6,-1.6,2023-03-05T13:04:40.754Z,2023-03-05T13:04:45Z,4075183603,233,26,4075183563,347,,4075183561,56,Right,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859799,32,1,1,3,8,7kt37xy93vjy6wac8vq6fqz3g,1,57.7,0,2023-03-05T13:04:51.075Z,2023-03-05T13:04:54Z,4075184255,212,10.1,4075184249,56,Right,4075184253,141,7.6,4075184257,213,0.7,4075184251,140,65.3,4075184247,107,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515859805,33,61,1,3,11,7kt37xy93vjy6wac8vq6fqz3g,0,67.6,9.4,2023-03-05T13:04:54.307Z,2023-03-05T13:04:54Z,4075184267,56,Right,,,,,,,,,,,,,,,,,,,,,,8e7wbpcbwxvdz0fojwuyov3rp,G. George,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
