id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/9/value,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2482394231,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-11-06T13:15:02.572Z,2022-11-06T13:57:46Z,3898953689,194,bo5e35lsptja0pnlvk1y38dex,3898953691,197,4268,3898953685,130,4,3898953683,59,"22, 2, 3, 10, 4, 14, 25, 7, 21, 13, 11, 1, 5, 6, 8, 9, 12, 15, 36, 41",3898953693,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898953681,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3898953687,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898953679,30,"6vqain7mmp94wueprv9aj5xp1, 8hq106ex872xezlr1j901kpux, 1cyzpbgl74lage7toh7f1tgb9, et72990p9axru09oxv51hokwl, 470uu9issmbdfyhxjq75gdbs9, bo5e35lsptja0pnlvk1y38dex, 7op9czmiln7ktmvetw97scz4l, 7gmh6g5c39asg7gnthx1jxp79, cm84oje8txj7m34zuhhv68ct1, 1to70vfsch5kwvw3kjgo1iggl, 10d8jj5vwrmib55tth0isfvft, 20ccu2ngcfo3cvczhzk682ju1, c6k1w8sothxmc08dbhqjzp1w5, 5vuw3lywsh90t394m8h6g5ihh, brflebs8m00rgali2owyoyove, 8gxse7h6ucubo3weq7sp9dnf9, 3ddo1m631pf9ruzzpaujs9gph, eb0h79vh5dwggjx7shj0ovetx, 9wai7ac93bsj07oh9b5o90nze, a8p1m5xzbpbzere0gmb3rye0a",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482396341,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-11-06T13:17:19.180Z,2022-11-06T13:17:19Z,3898964307,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3898964311,197,5141,3898964313,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3898964301,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3898964299,30,"3q2zbn0eco577z0ss84g9f2s5, 6sq9uor68fca8nz7tes0vfdgp, 2jwojltrp06sa8qloordtohrd, b0fb391qk3blyandllrxt6fh1, 9parlijxpxnfis96jwy9p37bp, 16gnoas9x34hm887omkmeee39, 1o571356wx95l3qbpbe00o991, cdyp0hsm3q10ds5tv2ink2qxh, ce4cgftejsd46a0rahih0divp, 9aqn77y0knb58698qj46eee39, 3rh7yurfuhun7zvoymgjb7g7p, 1bpq54voea3pt7n7ppzoyvvth, dly0s8kcg05jee3nkwnkd228l, 4lshrw6i3uk9kx4kiutn06iuh, dltovemexu20xdg1ff55b1ed, 2eoggfnen5l1u32thxevo3sb8, f1yjzr06tqags78sdu9zl4bv8, blbeuhuw60c2dkx2ofl0xp82c",3898964309,194,16gnoas9x34hm887omkmeee39,3898964303,59,"25, 2, 28, 17, 5, 3, 27, 51, 23, 9, 7, 10, 11, 14, 18, 30, 33, 37",3898964305,130,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434081,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-11-06T14:03:19.623Z,2022-11-06T14:03:19Z,3899155249,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434091,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2022-11-06T14:03:19.623Z,2022-11-06T14:03:22Z,3899155307,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434115,3,1,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,50.4,50.1,2022-11-06T14:03:19.723Z,2022-11-06T14:12:13Z,3899155421,141,49.9,3899155433,279,S,3899155429,213,3.1,3899155425,212,16.3,3899155415,140,34.9,3899155413,56,Back,,,,,,,cm84oje8txj7m34zuhhv68ct1,K. Shaw,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434251,4,1,1,0,3,36tr17foeaf9ejjmt2txuoy3y,1,34.5,51,2022-11-06T14:03:23.242Z,2022-11-06T14:03:26Z,3899156121,140,24.0,3899156119,56,Back,3899156123,141,44.2,3899156125,212,12.0,3899156127,213,3.5,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434267,5,1,1,0,6,36tr17foeaf9ejjmt2txuoy3y,1,24.9,48.1,2022-11-06T14:03:26.498Z,2022-11-06T14:03:27Z,3899156215,213,0.3,3899156213,212,9.5,3899156209,140,33.5,3899156207,56,Back,3899156211,141,52.2,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434337,6,1,1,0,7,36tr17foeaf9ejjmt2txuoy3y,1,33.5,52.2,2022-11-06T14:03:27.458Z,2022-11-06T14:03:29Z,3899156547,141,43.6,3899156551,212,9.6,3899156539,56,Back,3899156543,140,26.2,3899156555,213,3.8,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434411,7,1,1,0,10,36tr17foeaf9ejjmt2txuoy3y,1,26.2,43.6,2022-11-06T14:03:29.850Z,2022-11-06T14:03:32Z,3899156887,141,58.2,3899156879,56,Back,3899156889,212,20.1,3899156891,213,2.6,3899156883,140,9.6,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434525,8,1,1,0,12,36tr17foeaf9ejjmt2txuoy3y,1,9.6,58.2,2022-11-06T14:03:31.979Z,2022-11-06T14:03:36Z,3899157481,212,17.1,3899157475,56,Back,3899157479,141,75.0,3899157483,213,0.7,3899157477,140,21.7,,,,,,,,,,6vqain7mmp94wueprv9aj5xp1,S. MacIver,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434621,9,1,1,0,16,36tr17foeaf9ejjmt2txuoy3y,1,29.5,78.1,2022-11-06T14:03:36.618Z,2022-11-06T14:03:41Z,3899157987,213,0.6,3899157977,141,96.6,3899157973,56,Back,3899157975,140,46.8,3899157983,212,22.1,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482434657,10,1,1,0,21,36tr17foeaf9ejjmt2txuoy3y,1,54.4,93.3,2022-11-06T14:03:41.186Z,2022-11-06T14:03:42Z,3899158153,212,9.9,3899158155,213,4.5,3899158149,140,52.2,3899158151,141,79.1,3899158147,56,Left,,,,,,,,,,1cyzpbgl74lage7toh7f1tgb9,D. Stokes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
