id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist
2551651447,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-05-20T14:24:27.885Z,2023-05-20T15:20:39Z,4293161541,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4293161549,194,tzc4bqcf2wkz1k7d96l8g3my,4293161539,30,"4vgx21i9mmnoud5h6px197f11, tzc4bqcf2wkz1k7d96l8g3my, 2zdgbwd6y5u4pd08upf1sda6t, z8vdz64bgqus4c85451nsrf9, eoc724h5j6mnvvu1nbumezmxh, elelvar8kyxwpfqzwr1v00b85, 8gh56ar8x8yxjfcm66m7532ll, drwlmmiguqz2mfzsh6gjmklx, ctzcuzproy4kwpa5wweruw3px, 6aaes6ikbmrg75h6asm58wpg5, enqn8azrcz6vks9d21ze9w2c5, 7f3opq72gey1boxe6vcgmfvth, 30pcgn07mnn0sk4jp0t7bx9ed, a1v4wcs80zp79nq6u2efnzgfd, 7kx86ostcp0tfo53g9cpqn7px, xfhvn9tfu8wwd1whgo1jgand, 5rj3vthrtst79mu39t2d7axud, ceww6vauxaqddgogso515rcru, beeqbcwweng7zflrap12ph7qi, e6pdkq17etv9k527m94sqqu39",4293161551,197,6732,4293161553,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4293161547,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4293161545,130,2,4293161543,59,"22, 29, 6, 15, 4, 5, 14, 24, 19, 25, 23, 1, 3, 7, 8, 9, 12, 13, 16, 20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551656869,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-05-20T14:30:26.441Z,2023-05-20T15:29:06Z,4293191313,194,16gnoas9x34hm887omkmeee39,4293191315,197,5141,4293191309,130,21,4293191317,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4293191307,59,"1, 16, 3, 27, 14, 5, 9, 37, 51, 7, 11, 2, 6, 12, 15, 17, 19, 20, 30, 34",4293191303,30,"5op3c93qca8mh67vkwrb3tvpx, eje7ypyao1zalihq1b8y8161h, 16gnoas9x34hm887omkmeee39, 1o571356wx95l3qbpbe00o991, 4lshrw6i3uk9kx4kiutn06iuh, 9parlijxpxnfis96jwy9p37bp, 9aqn77y0knb58698qj46eee39, blbeuhuw60c2dkx2ofl0xp82c, cdyp0hsm3q10ds5tv2ink2qxh, 3rh7yurfuhun7zvoymgjb7g7p, dly0s8kcg05jee3nkwnkd228l, 6sq9uor68fca8nz7tes0vfdgp, 3322apmmg9crui9646d4cbm5l, cannlc91eqjjy24i7keyvyaui, 34vcol9n5hg1tv2v4tiq0et0q, b0fb391qk3blyandllrxt6fh1, 6o0xf7vl4enney4rtwerkb5k9, 5vzr4dly8xl2hhybhel0comol, 2eoggfnen5l1u32thxevo3sb8, 2g2xuwqmuz4ode16ndv9e00t0",4293191311,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4293191305,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697643,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2023-05-20T15:14:07.261Z,2023-05-20T15:14:07Z,4293403075,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697653,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-05-20T15:14:07.261Z,2023-05-20T15:14:09Z,4293403111,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697657,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,49.9,50.3,2023-05-20T15:14:07.369Z,2023-05-20T15:30:56Z,4293403117,56,Back,4293403123,212,14.1,4293403127,213,3.1,4293403119,140,36.5,4293403121,141,51.3,4293403129,279,S,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697703,4,1,1,0,2,9ijyncrxsejz505dbadwr1dir,1,40.9,61.7,2023-05-20T15:14:09.537Z,2023-05-20T15:14:11Z,4293403347,140,37.7,4293403353,213,1.7,4293403345,56,Back,4293403349,141,89.0,4293403351,212,18.9,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697799,5,1,1,0,3,9ijyncrxsejz505dbadwr1dir,1,35.9,87.4,2023-05-20T15:14:11.169Z,2023-05-20T15:14:16Z,4293403821,213,4.1,4293403819,212,16.2,4293403813,56,Back,4293403815,140,27.4,4293403817,141,67.5,,,,,,,,,,2zdgbwd6y5u4pd08upf1sda6t,K. Harrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697889,6,1,1,0,9,9ijyncrxsejz505dbadwr1dir,1,29,56.7,2023-05-20T15:14:16.665Z,2023-05-20T15:14:21Z,4293404271,56,Back,4293404279,213,4.8,4293404275,141,18.3,4293404269,155,,4293404273,140,32.1,4293404277,212,26.3,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551697985,7,1,1,0,14,9ijyncrxsejz505dbadwr1dir,1,37.7,12.6,2023-05-20T15:14:21.601Z,2023-05-20T15:14:25Z,4293404719,141,8.6,4293404723,213,6.1,4293404717,140,52.1,4293404721,212,15.4,4293404715,56,Right,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2551698015,8,1,1,0,18,9ijyncrxsejz505dbadwr1dir,0,59.1,5.8,2023-05-20T15:14:25.673Z,2023-05-20T15:14:27Z,4293404893,1,,4293404889,212,38.7,4293404881,155,,4293404883,56,Center,4293404885,140,92.8,4293404891,213,0.4,4293404887,141,28.8,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
