id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,keyPass,qualifier/10/value,qualifier/13/value,qualifier/9/value,assist,qualifier/16/value,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2490504871,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-12-11T18:00:44.208Z,2022-12-11T19:07:46Z,3941583419,194,eincxi6xa1nrhr9qldtxboyqd,3941583409,30,"6fi5hacjc8lj8zej0d2lfq66t, 2m6wew2746q1xsoio3703t8t1, c0my4y3kjf7jbbfujj5l8e8yx, eincxi6xa1nrhr9qldtxboyqd, anghujtc4achyb9mflowgg9n9, 6ypmyozp8zmq4tk36n49oz5xx, cij18xj0bx2zyx3mi9xwykn9x, amox5xqwe8gybft16wa7qbufp, 2hkkfeyzmu2pkqgjw3bpl7cnp, ctzcuzproy4kwpa5wweruw3px, 8m3okb64mh1m7dfmp0km4wct1, 6xrzl8rljlz8zmlaj69qqktlh, 1euxm106eodeidsr5gor1kbmd, 9ohn9m84cy89huz745lirkted, 9n2d2dv38kp2exb7z3xh2ykiy, 1cfhmihovl78l8osqbo1w9nth, ek8x7y3jt0xcebttt75qi5exh, 66f0rjs4c2yih8phn6meyj74l, 4wxqckb43bkeobwanys62zvmd, eb16y0nh6ekr5yyrgfqigyq5l",3941583415,130,18,3941583413,59,"30, 19, 21, 16, 4, 15, 22, 5, 28, 9, 14, 1, 3, 7, 10, 11, 17, 20, 26, 27",3941583417,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941583423,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941583411,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3941583421,197,735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490505057,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-12-11T18:02:00.047Z,2022-12-11T18:51:10Z,3941584449,130,21,3941584445,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3941584457,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3941584453,194,cannlc91eqjjy24i7keyvyaui,3941584455,197,5142,3941584443,30,"3q2zbn0eco577z0ss84g9f2s5, 6sq9uor68fca8nz7tes0vfdgp, 2jwojltrp06sa8qloordtohrd, 1o571356wx95l3qbpbe00o991, 4lshrw6i3uk9kx4kiutn06iuh, 9parlijxpxnfis96jwy9p37bp, 9aqn77y0knb58698qj46eee39, cdyp0hsm3q10ds5tv2ink2qxh, cannlc91eqjjy24i7keyvyaui, dly0s8kcg05jee3nkwnkd228l, blbeuhuw60c2dkx2ofl0xp82c, 5op3c93qca8mh67vkwrb3tvpx, 16gnoas9x34hm887omkmeee39, 3rh7yurfuhun7zvoymgjb7g7p, 1bpq54voea3pt7n7ppzoyvvth, 34vcol9n5hg1tv2v4tiq0et0q, b0fb391qk3blyandllrxt6fh1, dltovemexu20xdg1ff55b1ed, ce4cgftejsd46a0rahih0divp, 2eoggfnen5l1u32thxevo3sb8",3941584447,59,"25, 2, 28, 27, 14, 5, 9, 51, 12, 11, 37, 1, 3, 7, 10, 15, 17, 18, 23, 30",3941584451,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514189,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-12-11T18:45:07.162Z,2022-12-11T18:45:07Z,3941634047,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514183,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-12-11T18:45:07.162Z,2022-12-11T18:45:08Z,3941634027,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514213,3,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,49.8,49.9,2022-12-11T18:45:07.262Z,2022-12-11T18:45:11Z,3941634189,212,21.8,3941634191,213,3.2,3941634185,140,29.0,3941634193,279,S,3941634183,56,Back,3941634187,141,49.6,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514233,4,1,1,0,3,spi3g782q7m4evjxn1sv6cfa,0,30,48.5,2022-12-11T18:45:11.127Z,2022-12-11T18:45:14Z,3941634289,157,,3941634291,56,Left,3941634299,213,0.5,3941634295,141,87.8,3941634301,1,,3941634293,140,76.5,3941634297,212,55.7,,,,anghujtc4achyb9mflowgg9n9,M. Bright,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514251,3,1,1,0,8,bsbugp9qfasrrtg55bf7evvwv,1,22.4,19.4,2022-12-11T18:45:16.073Z,2022-12-11T18:45:45Z,3941634395,213,0.3,3941634385,157,,3941634389,140,40.0,3941634391,141,26.8,3941634387,56,Back,3941634397,1,,3941634393,212,19.2,,,,6sq9uor68fca8nz7tes0vfdgp,F. Bryson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514255,4,49,1,0,10,bsbugp9qfasrrtg55bf7evvwv,1,41.1,23.4,2022-12-11T18:45:17.920Z,2022-12-11T18:45:18Z,,,,,,,,,,,,,,,,,,,,,,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514261,5,1,1,0,11,bsbugp9qfasrrtg55bf7evvwv,0,41.2,24,2022-12-11T18:45:18.665Z,2022-12-11T18:45:20Z,3941634451,56,Center,3941634455,141,21.3,3941634459,213,6.2,3941634461,1,,3941634449,157,,3941634457,212,29.0,3941634453,140,68.8,,,,cdyp0hsm3q10ds5tv2ink2qxh,S. Troelsgaard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2490514293,5,1,1,0,14,spi3g782q7m4evjxn1sv6cfa,0,21.6,78.1,2022-12-11T18:45:22.087Z,2022-12-11T18:45:26Z,3941634645,212,22.3,3941634639,56,Back,3941634649,1,,3941634641,140,36.7,3941634643,141,100.0,3941634647,213,0.8,3941634637,157,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
