id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/8/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,assist,qualifier/13/value,qualifier/11/value,qualifier/15/value,qualifier/17/id,qualifier/17/qualifierId
2488768043,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-12-03T13:10:33.764Z,2022-12-03T14:00:11Z,3932371505,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3932371481,30,"dib5a7vebmtxqcksi1tuteklx, 8lfnj5bvo97dimx52no42nmqd, e3fa1ou90dirp8yjjterhrs9h, e8ivbfq0irn8f2p8krhkikzx1, bd1752qgxbodnsgdus42fc99l, d9zt8e8lnk9a22we6o6wqyndh, 1o0o6thivoulnmsklkpbwpiad, wupxscyf4x7rsjidpmp0wnv9, ec1vrqeqni3lmibeazgq62eol, 6679bfd6bjylogbe4ebese85x, ddagc0khq0zh1ywynyci8nzrp, bilgoekg6gqwr3qbp6dp0j1zp, 6zaowm8oua2nzpobekogff1lh, 1dbhha29epjmo8g4xfm5taaj9, 8jooatan3cxd38v2jyf23pot1, 8wvdn1f18jaxmjg4zkizons6i, e6pdkq17etv9k527m94sqqu39, 4payujvwgv750r4y1eeprn1g4",3932371507,194,6679bfd6bjylogbe4ebese85x,3932371501,130,4,3932371509,197,723,3932371491,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5",3932371511,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932371495,59,"1, 26, 7, 13, 3, 5, 12, 11, 25, 15, 19, 2, 6, 8, 16, 18, 23, 59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488772981,1,34,16,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-12-03T13:16:56.683Z,2022-12-03T14:09:06Z,3932398111,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3932398109,130,4,3932398113,194,3c80px00lrpe84s9yurszqcid,3932398115,197,726,3932398117,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3932398107,59,"12, 17, 27, 10, 4, 6, 28, 5, 25, 11, 15, 14, 18, 21, 22, 24, 55",3932398105,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5",3932398103,30,"8zpj2ov0kc2d7a2b14ys2y8dl, avttb0ne86ra4pqruk0d8al05, bdiuv7a7j50drm3gsc9ne28dl, 9x4qkir5sofsdi6jf3qdnvgx6, 8j67kyyfq5i300eeqbihgcqfp, 8e7wbpcbwxvdz0fojwuyov3rp, bqbs20rirfi1eh7k7ss4pt0ix, 3c80px00lrpe84s9yurszqcid, 27iu58a0k5jqsxidnaxbothbd, bmw6mvkeropjorm2rxzw2fzai, 69nz7p1izpw4i8tle2c8hls2y, 8k21bzux0l41m2cdsuetbco9h, ds8eeciyv1vk6nwh26qgy1lg5, c4ptt043q3lm4npuwpyviprdh, e2lt71eeqb97hw6wnebjrrgt1, 6krz9iy1cdya9kzw8thjeg4r8, egxn1df9397tv24tzmbmjc44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799775,2,32,1,0,0,7kt37xy93vjy6wac8vq6fqz3g,1,0,0,2022-12-03T13:59:52.127Z,2022-12-03T13:59:52Z,3932542709,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799777,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-12-03T13:59:52.127Z,2022-12-03T13:59:54Z,3932542711,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799805,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,50.4,50.1,2022-12-03T13:59:52.227Z,2022-12-03T15:25:20Z,3932542857,279,S,3932542855,213,3.0,3932542847,56,Back,3932542849,140,35.8,3932542853,212,15.6,3932542851,141,54.2,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799831,4,1,1,0,3,5rurqie3qt1qav9ir5mkqinn,1,27.9,50.9,2022-12-03T13:59:55.905Z,2022-12-03T13:59:57Z,3932543015,212,25.2,3932543017,213,4.3,3932543009,140,19.1,3932543013,141,16.5,3932543005,56,Back,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799871,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,19.1,16.5,2022-12-03T13:59:57.553Z,2022-12-03T14:00:01Z,3932543275,213,2.1,3932543267,56,Back,3932543271,141,35.8,3932543273,212,14.8,3932543269,140,12.5,,,,,,,,,,8lfnj5bvo97dimx52no42nmqd,L. Wienroither,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799901,6,1,1,0,9,5rurqie3qt1qav9ir5mkqinn,1,12.7,36,2022-12-03T14:00:01.466Z,2022-12-03T14:00:03Z,3932543405,56,Back,3932543411,212,16.7,3932543407,140,11.2,3932543409,141,60.5,3932543413,213,1.7,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799925,7,1,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,11.2,60.5,2022-12-03T14:00:03.794Z,2022-12-03T14:00:05Z,3932543505,212,19.4,3932543507,213,1.3,3932543499,56,Back,3932543503,141,88.3,3932543501,140,15.3,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488799939,8,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,0,15.3,88.3,2022-12-03T14:00:05.161Z,2022-12-03T14:00:06Z,3932543593,140,28.6,3932543591,56,Back,3932543599,213,0.6,3932543597,212,16.6,3932543595,141,100.0,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2488800007,3,5,1,0,14,7kt37xy93vjy6wac8vq6fqz3g,1,66.3,-1.8,2022-12-03T14:00:06.655Z,2022-12-03T14:13:32Z,3932543971,233,9,3932543943,347,,3932543941,56,Right,,,,,,,,,,,,,,,,avttb0ne86ra4pqruk0d8al05,L. Hope,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
