id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,assist,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,keyPass,qualifier/12/value,qualifier/13/value,qualifier/15/value,qualifier/14/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2486890139,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-11-20T12:15:08.345Z,2022-11-20T13:22:23Z,3922443801,194,30pcgn07mnn0sk4jp0t7bx9ed,3922443797,130,6,3922443805,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922443793,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5",3922443799,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3922443795,59,"1, 4, 13, 15, 5, 3, 14, 25, 7, 24, 29, 6, 8, 18, 22, 23, 26",3922443791,30,"7f3opq72gey1boxe6vcgmfvth, eoc724h5j6mnvvu1nbumezmxh, ceww6vauxaqddgogso515rcru, z8vdz64bgqus4c85451nsrf9, elelvar8kyxwpfqzwr1v00b85, 30pcgn07mnn0sk4jp0t7bx9ed, 8gh56ar8x8yxjfcm66m7532ll, 6aaes6ikbmrg75h6asm58wpg5, a1v4wcs80zp79nq6u2efnzgfd, drwlmmiguqz2mfzsh6gjmklx, tzc4bqcf2wkz1k7d96l8g3my, 2zdgbwd6y5u4pd08upf1sda6t, 7kx86ostcp0tfo53g9cpqn7px, dwclepmsssh2hd8381rjqbufp, 4vgx21i9mmnoud5h6px197f11, enqn8azrcz6vks9d21ze9w2c5, 8up2ey86u6cx49ujaanwuwokq",3922443803,197,6732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486890151,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-11-20T12:15:10.805Z,2022-11-20T12:52:06Z,3922443885,194,eincxi6xa1nrhr9qldtxboyqd,3922443889,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3922443881,130,13,3922443877,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3922443887,197,735,3922443879,59,"30, 15, 11, 16, 4, 26, 22, 5, 20, 10, 17, 1, 3, 7, 9, 13, 14, 19, 21, 27",3922443875,30,"6fi5hacjc8lj8zej0d2lfq66t, 6ypmyozp8zmq4tk36n49oz5xx, 1cfhmihovl78l8osqbo1w9nth, eincxi6xa1nrhr9qldtxboyqd, anghujtc4achyb9mflowgg9n9, 4wxqckb43bkeobwanys62zvmd, cij18xj0bx2zyx3mi9xwykn9x, amox5xqwe8gybft16wa7qbufp, 66f0rjs4c2yih8phn6meyj74l, 9n2d2dv38kp2exb7z3xh2ykiy, ek8x7y3jt0xcebttt75qi5exh, 6xrzl8rljlz8zmlaj69qqktlh, 1euxm106eodeidsr5gor1kbmd, 9ohn9m84cy89huz745lirkted, ctzcuzproy4kwpa5wweruw3px, 9gquu0c64ha2dtrwt5jv2vdn9, 8m3okb64mh1m7dfmp0km4wct1, 2m6wew2746q1xsoio3703t8t1, c0my4y3kjf7jbbfujj5l8e8yx, eb16y0nh6ekr5yyrgfqigyq5l",3922443883,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899933,2,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-11-20T13:00:12.028Z,2022-11-20T13:00:13Z,3922498369,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899929,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2022-11-20T13:00:12.028Z,2022-11-20T13:00:12Z,3922498365,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899937,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,50,50,2022-11-20T13:00:12.128Z,2022-11-20T13:00:14Z,3922498381,213,3.4,3922498373,56,Back,3922498379,212,10.8,3922498375,140,40.1,3922498377,141,45.8,3922498383,279,S,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899939,4,1,1,0,2,9ijyncrxsejz505dbadwr1dir,1,40.1,45.8,2022-11-20T13:00:14.825Z,2022-11-20T13:00:15Z,3922498395,213,2.0,3922498387,56,Back,3922498391,141,50.3,3922498393,212,3.4,3922498389,140,38.6,,,,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899947,3,43,1,0,3,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-11-20T13:00:15.490Z,2022-11-20T13:00:22Z,3922498425,212,32.3,3922498429,1,0,3922498421,140,30.8,3922498583,144,1,3922498419,56,Back,3922498427,213,3.7,3922498423,141,29.8,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899943,5,1,1,0,3,9ijyncrxsejz505dbadwr1dir,0,38.6,50.3,2022-11-20T13:00:15.729Z,2022-11-20T13:00:16Z,3922498409,141,69.4,3922498405,56,Center,3922498413,213,0.5,3922498407,140,60.2,3922498411,212,26.1,3922498403,155,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899969,6,1,1,0,6,9ijyncrxsejz505dbadwr1dir,1,58.4,70.8,2022-11-20T13:00:18.401Z,2022-11-20T13:00:20Z,3922498523,213,2.9,3922498515,56,Back,3922498519,141,75.6,3922498517,140,45.6,3922498521,212,13.8,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2486899975,7,1,1,0,8,9ijyncrxsejz505dbadwr1dir,1,45.6,75.6,2022-11-20T13:00:20.777Z,2022-11-20T13:00:22Z,3922498557,56,Back,3922498563,212,14.6,3922498565,213,3.1,3922498559,140,31.7,3922498561,141,76.4,,,,,,,,,,ceww6vauxaqddgogso515rcru,A. Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
