id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/10/value,qualifier/14/value,qualifier/15/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value
2515871027,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-03-05T13:15:44.381Z,2023-03-05T15:12:48Z,4075240503,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4075240495,30,"20ccu2ngcfo3cvczhzk682ju1, 470uu9issmbdfyhxjq75gdbs9, eb0h79vh5dwggjx7shj0ovetx, 7op9czmiln7ktmvetw97scz4l, 5vuw3lywsh90t394m8h6g5ihh, c6k1w8sothxmc08dbhqjzp1w5, 8gxse7h6ucubo3weq7sp9dnf9, 3ddo1m631pf9ruzzpaujs9gph, cm84oje8txj7m34zuhhv68ct1, 7gmh6g5c39asg7gnthx1jxp79, 10d8jj5vwrmib55tth0isfvft, 8hq106ex872xezlr1j901kpux, 1cyzpbgl74lage7toh7f1tgb9, brflebs8m00rgali2owyoyove, et72990p9axru09oxv51hokwl, bo5e35lsptja0pnlvk1y38dex, 6vqain7mmp94wueprv9aj5xp1, a8p1m5xzbpbzere0gmb3rye0a, 40markro1yh7eibx2ajv5tm38",4075240505,194,5vuw3lywsh90t394m8h6g5ihh,4075240497,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4075240509,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075240507,197,4268,4075240501,130,8,4075240499,59,"1, 4, 15, 25, 6, 5, 9, 12, 21, 7, 11, 2, 3, 8, 10, 14, 22, 41, 42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515871073,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-03-05T13:15:46.982Z,2023-03-05T14:16:39Z,4075240717,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4075240711,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",4075240703,30,"7f3opq72gey1boxe6vcgmfvth, 8gh56ar8x8yxjfcm66m7532ll, tzc4bqcf2wkz1k7d96l8g3my, 2zdgbwd6y5u4pd08upf1sda6t, elelvar8kyxwpfqzwr1v00b85, eoc724h5j6mnvvu1nbumezmxh, enqn8azrcz6vks9d21ze9w2c5, z8vdz64bgqus4c85451nsrf9, xfhvn9tfu8wwd1whgo1jgand, drwlmmiguqz2mfzsh6gjmklx, e6pdkq17etv9k527m94sqqu39, 6sblu3ysswbak8k955b6zff9w, 7kx86ostcp0tfo53g9cpqn7px, ceww6vauxaqddgogso515rcru, beeqbcwweng7zflrap12ph7qi, dwclepmsssh2hd8381rjqbufp, 4vgx21i9mmnoud5h6px197f11, 3kg34rp7ealsortc9i0bqyxw4",4075240705,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5",4075240715,197,10330,4075240709,130,11,4075240713,194,tzc4bqcf2wkz1k7d96l8g3my,4075240707,59,"1, 14, 29, 6, 5, 4, 23, 15, 9, 24, 20, 37, 8, 13, 16, 18, 22, 39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915875,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-03-05T14:02:00.754Z,2023-03-05T14:02:02Z,4075473867,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915863,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-03-05T14:02:00.754Z,2023-03-05T14:02:00Z,4075473835,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515915891,3,1,1,0,0,9ijyncrxsejz505dbadwr1dir,1,50,49.1,2023-03-05T14:02:00.878Z,2023-03-05T14:23:12Z,4075473937,212,13.4,4075473935,141,39.4,4075473931,56,Back,4075473939,213,3.7,4075473933,140,38.9,4075473941,279,S,,,,,,,xfhvn9tfu8wwd1whgo1jgand,N. Karczewska,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916023,4,1,1,0,2,9ijyncrxsejz505dbadwr1dir,1,40.4,38.2,2023-03-05T14:02:03.005Z,2023-03-05T14:23:09Z,4075474573,56,Back,4075474579,212,14.0,4075474575,140,27.1,4075474577,141,38.9,4075474581,213,3.1,,,,,,,,,,elelvar8kyxwpfqzwr1v00b85,M. Bartrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916069,5,1,1,0,5,9ijyncrxsejz505dbadwr1dir,0,33.3,17.7,2023-03-05T14:02:06.725Z,2023-03-05T14:02:08Z,4075474775,212,16.1,4075474777,213,0.9,4075474771,140,42.5,4075474769,56,Back,4075474773,141,36.6,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916083,3,49,1,0,8,36tr17foeaf9ejjmt2txuoy3y,1,61.7,69.9,2023-03-05T14:02:08.871Z,2023-03-05T14:02:09Z,,,,,,,,,,,,,,,,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916305,4,1,1,0,9,36tr17foeaf9ejjmt2txuoy3y,1,63.3,73.9,2023-03-05T14:02:09.951Z,2023-03-05T14:02:17Z,4075475905,140,72.3,4075475913,212,16.0,4075475901,56,Left,4075475909,141,92.9,4075475915,213,0.9,,,,,,,,,,3ddo1m631pf9ruzzpaujs9gph,F. Angeldahl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2515916409,5,1,1,0,16,36tr17foeaf9ejjmt2txuoy3y,1,90.9,89.3,2023-03-05T14:02:16.974Z,2023-03-05T14:57:04Z,4075476413,140,91.2,4075476407,155,,4075476415,141,58.7,4075476409,56,Center,4075476421,213,4.7,4075852219,210,13,4075476405,2,,4075852221,154,,10d8jj5vwrmib55tth0isfvft,L. Hemp,1,4075476417,212,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
