id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,keyPass,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/9/value,qualifier/11/value,qualifier/12/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,assist,qualifier/15/value
2472893447,8,49,1,1,16,28u3q82ip96ahymkup01vfxli,1,59.5,85.3,2022-10-16T13:04:21.190Z,2022-10-16T13:04:21Z,,,,,,,,,,,,,,,,,,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893469,9,1,1,1,16,28u3q82ip96ahymkup01vfxli,1,59.5,85.3,2022-10-16T13:04:21.590Z,2022-10-16T13:04:22Z,3848850401,56,Center,3848850407,212,9.2,3848850403,140,57.0,3848850409,213,4.4,3848850405,141,72.4,,,,,,,,,,3upyu7hn2q7voapvgtlnl1yad,J. Purfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893505,10,1,1,1,17,28u3q82ip96ahymkup01vfxli,1,57,72.4,2022-10-16T13:04:22.629Z,2022-10-16T13:04:25Z,3848850583,56,Center,3848850587,141,67.3,3848850585,140,69.5,3848850589,212,13.6,3848850591,213,6.0,,,,,,,,,,c7giuh90mnvajsobobcbx4ley,C. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893521,11,1,1,1,20,28u3q82ip96ahymkup01vfxli,0,69.5,67.3,2022-10-16T13:04:24.894Z,2022-10-16T13:04:25Z,3848850671,140,63.2,3848850677,213,4.4,3848850669,56,Center,3848850673,141,32.8,3848850675,212,24.4,,,,,,,,,,19qjvbtfwo55xwsqu5dmwh9ii,S. O’Brien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893533,22,49,1,1,22,36tr17foeaf9ejjmt2txuoy3y,1,30.1,56.7,2022-10-16T13:04:27.137Z,2022-10-16T13:04:27Z,,,,,,,,,,,,,,,,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893591,23,1,1,1,22,36tr17foeaf9ejjmt2txuoy3y,1,30.1,56.7,2022-10-16T13:04:27.529Z,2022-10-16T13:04:30Z,3848850991,140,13.9,3848850997,213,3.4,3848850989,56,Back,3848850995,212,17.5,3848850993,141,50.6,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893681,24,1,1,1,25,36tr17foeaf9ejjmt2txuoy3y,1,13.9,50.7,2022-10-16T13:04:29.921Z,2022-10-16T13:04:36Z,3848851455,140,23.5,3848851459,212,12.4,3848851461,213,0.6,3848851457,141,61.2,3848851453,56,Back,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893775,25,1,1,1,31,36tr17foeaf9ejjmt2txuoy3y,1,22.4,61.5,2022-10-16T13:04:36.089Z,2022-10-16T13:04:40Z,3848851931,141,94.4,3848851927,140,31.6,3848851923,56,Back,3848851935,213,1.2,3848851933,212,24.4,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893825,26,1,1,1,35,36tr17foeaf9ejjmt2txuoy3y,1,31.4,94.2,2022-10-16T13:04:39.921Z,2022-10-16T13:04:43Z,3848852135,1,,3848852127,140,6.8,3848852131,212,38.5,3848852129,141,52.2,3848852125,56,Back,3848852133,213,4.0,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893959,27,1,1,1,38,36tr17foeaf9ejjmt2txuoy3y,1,6.6,51.2,2022-10-16T13:04:43.105Z,2022-10-16T13:04:49Z,3848852847,141,31.3,3848852843,56,Back,3848852851,213,5.5,3848852849,212,19.5,3848852845,140,20.0,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472893987,28,1,1,1,44,36tr17foeaf9ejjmt2txuoy3y,1,31.6,13.1,2022-10-16T13:04:49.161Z,2022-10-16T13:04:50Z,3848853027,140,39.6,3848853031,212,8.4,3848853029,141,13.8,3848853033,213,0.1,3848853025,56,Back,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894019,29,1,1,1,45,36tr17foeaf9ejjmt2txuoy3y,1,39.6,13.8,2022-10-16T13:04:50.457Z,2022-10-16T13:04:51Z,3848853225,141,10.6,3848853229,213,3.4,3848853223,140,30.1,3848853227,212,10.2,3848853221,56,Back,,,,,,,,,,8gxse7h6ucubo3weq7sp9dnf9,C. Kelly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894045,30,1,1,1,47,36tr17foeaf9ejjmt2txuoy3y,1,30.1,10.6,2022-10-16T13:04:51.889Z,2022-10-16T13:04:53Z,3848853377,213,5.9,3848853367,141,3.8,3848853363,140,40.6,3848853359,56,Back,3848853371,212,12.0,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894083,31,1,1,1,48,36tr17foeaf9ejjmt2txuoy3y,1,40.6,3.8,2022-10-16T13:04:52.905Z,2022-10-16T13:04:54Z,3848853559,140,29.0,3848853563,212,14.8,3848853557,56,Back,3848853561,141,16.1,3848853565,213,2.5,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894143,32,1,1,1,49,36tr17foeaf9ejjmt2txuoy3y,1,29,16.1,2022-10-16T13:04:54.105Z,2022-10-16T13:04:56Z,3848853869,56,Back,3848853877,213,0.9,3848853871,140,37.2,3848853875,212,14.0,3848853873,141,32.4,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894219,33,1,1,1,51,36tr17foeaf9ejjmt2txuoy3y,1,37.2,32.4,2022-10-16T13:04:56.305Z,2022-10-16T13:04:59Z,3848854259,56,Back,3848854265,212,17.0,3848854263,141,16.5,3848854267,213,3.8,3848854261,140,24.7,,,,,,,,,,7op9czmiln7ktmvetw97scz4l,Y. Hasegawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894291,34,1,1,1,54,36tr17foeaf9ejjmt2txuoy3y,1,27.3,15.3,2022-10-16T13:04:59.265Z,2022-10-16T13:05:03Z,3848854701,56,Back,3848854707,212,19.9,3848854709,213,2.0,3848854703,140,19.3,3848854705,141,41.8,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894319,35,1,1,1,58,36tr17foeaf9ejjmt2txuoy3y,1,19.9,41.8,2022-10-16T13:05:02.968Z,2022-10-16T13:05:05Z,3848854837,56,Back,3848854843,212,21.8,3848854841,141,69.7,3848854839,140,30.1,3848854845,213,1.1,,,,,,,,,,20ccu2ngcfo3cvczhzk682ju1,E. Roebuck,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894451,36,1,1,2,4,36tr17foeaf9ejjmt2txuoy3y,1,37.8,78.1,2022-10-16T13:05:09.577Z,2022-10-16T13:05:11Z,3848855477,140,64.9,3848855481,212,31.1,3848855479,141,96.6,3848855483,213,0.4,3848855475,56,Left,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894513,37,1,1,2,6,36tr17foeaf9ejjmt2txuoy3y,0,64.9,96.6,2022-10-16T13:05:11.737Z,2022-10-16T13:13:30Z,3848855787,212,8.0,3848855781,56,Left,3848855783,140,60.8,3848855791,213,4.1,3848855785,141,86.6,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894457,12,8,1,2,7,28u3q82ip96ahymkup01vfxli,1,29.5,19.2,2022-10-16T13:05:12.174Z,2022-10-16T13:05:12Z,3848855491,56,Back,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894537,38,1,1,2,10,36tr17foeaf9ejjmt2txuoy3y,1,60.8,86.6,2022-10-16T13:05:14.984Z,2022-10-16T13:05:15Z,3848855915,213,5.5,3848855901,56,Center,3848855909,141,75.6,3848855911,212,10.3,3848855905,140,67.6,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894569,39,1,1,2,10,36tr17foeaf9ejjmt2txuoy3y,1,67.6,75.6,2022-10-16T13:05:15.706Z,2022-10-16T13:05:17Z,3848856033,213,2.3,3848856019,56,Left,3848856023,140,59.9,3848856027,141,87.8,3848856031,212,11.6,,,,,,,,,,7gmh6g5c39asg7gnthx1jxp79,L. Coombs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894629,40,1,1,2,12,36tr17foeaf9ejjmt2txuoy3y,1,59.9,87.8,2022-10-16T13:05:17.025Z,2022-10-16T13:05:19Z,3848856363,141,93.2,3848856359,56,Left,3848856365,212,5.9,3848856361,140,64.3,3848856367,213,0.7,,,,,,,,,,c6k1w8sothxmc08dbhqjzp1w5,A. Greenwood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894783,41,1,1,2,14,36tr17foeaf9ejjmt2txuoy3y,1,64.3,93.2,2022-10-16T13:05:19.281Z,2022-10-16T13:05:26Z,3848857089,212,13.6,3848857091,213,6.1,3848857085,140,77.1,3848857087,141,90.0,3848857083,56,Left,,,,,,,,,,bo5e35lsptja0pnlvk1y38dex,E. Morgan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894853,42,1,1,2,21,36tr17foeaf9ejjmt2txuoy3y,1,71.4,76.6,2022-10-16T13:05:25.929Z,2022-10-16T13:05:29Z,3848857447,141,46.7,3848857451,213,4.3,3848857449,212,22.6,3848857443,56,Center,3848857445,140,61.9,,,,,,,,,,et72990p9axru09oxv51hokwl,D. Castellanos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894905,43,1,1,2,24,36tr17foeaf9ejjmt2txuoy3y,1,64.9,28.3,2022-10-16T13:05:29.241Z,2022-10-16T13:05:31Z,3848857673,141,41.9,3848857675,212,11.4,3848857677,213,2.2,3848857671,140,58.6,3848857669,56,Center,,,,,,,,,,8hq106ex872xezlr1j901kpux,K. Casparij,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894927,44,1,1,2,26,36tr17foeaf9ejjmt2txuoy3y,0,58.6,41.9,2022-10-16T13:05:31.481Z,2022-10-16T13:05:32Z,3848857785,56,Center,3848857789,141,55.5,3848857791,212,9.8,3848857793,213,1.2,3848857787,140,61.8,,,,,,,,,,470uu9issmbdfyhxjq75gdbs9,Laia Aleixandri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894977,13,8,1,2,29,28u3q82ip96ahymkup01vfxli,1,49.5,51.9,2022-10-16T13:05:34.518Z,2022-10-16T13:05:34Z,3848857969,56,Back,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2472894993,14,49,1,2,30,28u3q82ip96ahymkup01vfxli,1,49.5,51.9,2022-10-16T13:05:35.062Z,2022-10-16T13:05:35Z,,,,,,,,,,,,,,,,,,,,,,,,,3km1u2mw1tkioh2mucow7d1pl,S. Tierney,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
