id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/10/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,assist,qualifier/15/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2487468573,1,34,16,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-11-24T18:07:31.763Z,2022-11-24T19:27:58Z,3925492995,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0",3925492985,30,"5op3c93qca8mh67vkwrb3tvpx, 9aqn77y0knb58698qj46eee39, 2jwojltrp06sa8qloordtohrd, 4lshrw6i3uk9kx4kiutn06iuh, b0fb391qk3blyandllrxt6fh1, 16gnoas9x34hm887omkmeee39, 1o571356wx95l3qbpbe00o991, ce4cgftejsd46a0rahih0divp, 3rh7yurfuhun7zvoymgjb7g7p, 1bpq54voea3pt7n7ppzoyvvth, blbeuhuw60c2dkx2ofl0xp82c, 6sq9uor68fca8nz7tes0vfdgp, 9parlijxpxnfis96jwy9p37bp, dly0s8kcg05jee3nkwnkd228l, cannlc91eqjjy24i7keyvyaui, dltovemexu20xdg1ff55b1ed, 2eoggfnen5l1u32thxevo3sb8, cdyp0hsm3q10ds5tv2ink2qxh",3925492991,59,"1, 9, 28, 14, 17, 3, 27, 23, 7, 10, 37, 2, 5, 11, 12, 18, 30, 51",3925492993,130,12,3925492989,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5",3925492999,197,5141,3925493001,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3925492997,194,16gnoas9x34hm887omkmeee39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487468655,1,34,16,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-11-24T18:08:03.956Z,2022-11-24T19:12:20Z,3925493561,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3925493557,194,5llfshqnnnclh5o2t1b1ckqtx,3925493547,30,"5llfshqnnnclh5o2t1b1ckqtx, 2wv3bsfv3jh5ar8xw97lpxr6d, 40drqeciuqe2j07g5cnc6xf55, cy0xegtxk9mml9bk8z3nx1lyi, 13ch4zgnhtydtkf9vlvh68hjp, 871cll4se1mtci0na61o632dx, 9v895fdc1blaaboscv14vp149, 87ann5tlunyp4nzahpl5wqoyd, dw593ezeekrbzlc2qhtc805p1, xhbmqvlmvk0gguvc9u806itx, 3tot15elwrc9lz9ohha1z0ij9, cmcx5h39wkd0cnsbq1vcob4r9, 8eixmur5ss02hjp0vh099jyz9, brppytuf1766c50274dkue5pm, en5gss0im4eenrtt3zctkpm8l, 153m45p2fkc2q8x9zq105g45, 768y6t2upduf30343ymkariwa, 4rz247hboaqnxo1mbdiw3ctsl, d1qqpvdx6b20aqcqav7l2dvdg",3925493559,197,738,3925493553,130,4,3925493551,59,"21, 2, 12, 8, 5, 6, 18, 10, 24, 19, 11, 3, 4, 7, 17, 20, 22, 28, 34",3925493555,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",3925493549,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477635,2,32,1,0,0,mjejb0x57ms54j9ry6s8njwh,1,0,0,2022-11-24T19:00:06.284Z,2022-11-24T19:00:10Z,3925540539,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477621,2,32,1,0,0,bsbugp9qfasrrtg55bf7evvwv,1,0,0,2022-11-24T19:00:06.284Z,2022-11-24T19:00:06Z,3925540491,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477681,3,49,1,0,7,bsbugp9qfasrrtg55bf7evvwv,1,17.8,88.4,2022-11-24T19:00:13.923Z,2022-11-24T19:00:14Z,,,,,,,,,,,,,,,,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477717,3,1,1,0,7,mjejb0x57ms54j9ry6s8njwh,0,44.3,55.5,2022-11-24T19:00:14.179Z,2022-11-24T19:07:09Z,3925540897,212,45.0,3925540901,1,,3925540895,141,8.6,3925540891,56,Right,3925540893,140,74.5,3925540899,213,5.5,3925540889,155,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477687,4,12,1,0,8,bsbugp9qfasrrtg55bf7evvwv,1,17.5,88.4,2022-11-24T19:00:14.346Z,2022-11-24T19:00:15Z,3925540747,140,20.9,3925540751,212,9.7,3925540749,141,100.0,3925540759,167,,3925540745,56,Back,3925540753,213,1.2,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477743,4,5,1,0,8,mjejb0x57ms54j9ry6s8njwh,1,73.6,-1.8,2022-11-24T19:00:14.965Z,2022-11-24T19:53:20Z,3925541001,56,Right,3925590007,233,5,3925541003,347,,,,,,,,,,,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477689,5,5,1,0,8,bsbugp9qfasrrtg55bf7evvwv,0,26.4,101.8,2022-11-24T19:00:14.965Z,2022-11-24T19:50:01Z,3925540755,56,Back,3925590011,233,4,3925540757,347,,,,,,,,,,,,,,,,,b0fb391qk3blyandllrxt6fh1,D. Caldwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2487477767,5,1,1,0,20,mjejb0x57ms54j9ry6s8njwh,1,68.2,0,2022-11-24T19:00:26.712Z,2022-11-24T19:00:26Z,3925541097,107,,3925541107,212,12.8,3925541109,213,1.4,3925541103,140,70.4,3925541101,56,Right,3925541105,141,16.5,,,,,,,2wv3bsfv3jh5ar8xw97lpxr6d,E. Koivisto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
