id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/8/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/11/value,qualifier/13/value,assist,qualifier/14/value,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2552301353,9,61,1,0,16,5rurqie3qt1qav9ir5mkqinn,0,28,93,2023-05-21T11:30:26.671Z,2023-05-21T22:21:24Z,4296650433,56,Back,,,,,,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301357,3,49,1,0,17,spi3g782q7m4evjxn1sv6cfa,1,82.9,7.4,2023-05-21T11:30:27.333Z,2023-05-21T22:21:25Z,,,,,,,,,,,,,,,,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301383,4,1,1,0,18,spi3g782q7m4evjxn1sv6cfa,1,82.9,7.4,2023-05-21T11:30:28.613Z,2023-05-21T11:30:31Z,4296650525,141,20.7,4296650521,56,Right,4296650529,213,2.3,4296650527,212,11.8,4296650523,140,75.7,,,,,,,,,,6ypmyozp8zmq4tk36n49oz5xx,È. Périsset,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301397,5,1,1,0,21,spi3g782q7m4evjxn1sv6cfa,1,70.5,23,2023-05-21T11:30:31.037Z,2023-05-21T11:30:32Z,4296650597,56,Center,4296650599,140,68.7,4296650603,212,9.1,4296650605,213,1.8,4296650601,141,36.1,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301431,6,1,1,0,22,spi3g782q7m4evjxn1sv6cfa,0,68.9,32.2,2023-05-21T11:30:32.453Z,2023-05-21T11:30:36Z,4296650755,1,,4296650753,213,0.9,4296650749,141,82.7,4296650747,140,97.2,4296650751,212,45.4,4296650743,155,,4296650745,56,Left,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301433,10,49,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,2.9,11.9,2023-05-21T11:30:35.871Z,2023-05-21T22:21:40Z,,,,,,,,,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301461,11,1,1,0,27,5rurqie3qt1qav9ir5mkqinn,1,2.9,11.7,2023-05-21T11:30:37.410Z,2023-05-21T11:30:40Z,4296650885,141,8.3,4296650893,213,6.1,4296650879,56,Back,4296650881,140,15.8,4296650889,212,13.7,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301463,12,61,1,0,29,5rurqie3qt1qav9ir5mkqinn,0,15.5,8.2,2023-05-21T11:30:39.231Z,2023-05-21T22:21:47Z,4296650897,56,Back,,,,,,,,,,,,,,,,,,,,,,24qwx85sfxy0r8pld85w7tzze,K. Kühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301543,7,5,1,0,30,spi3g782q7m4evjxn1sv6cfa,1,82.2,101.8,2023-05-21T11:30:40.591Z,2023-05-21T11:30:49Z,4296651313,233,13,4296651299,56,Left,4296651305,347,,,,,,,,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301475,13,5,1,0,30,5rurqie3qt1qav9ir5mkqinn,0,17.8,-1.8,2023-05-21T11:30:40.591Z,2023-05-21T11:44:58Z,4296650955,56,Back,4296650957,347,,4296651327,233,7,,,,,,,,,,,,,,,,24qwx85sfxy0r8pld85w7tzze,K. Kühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301561,8,1,1,0,39,spi3g782q7m4evjxn1sv6cfa,1,79.4,100,2023-05-21T11:30:49.213Z,2023-05-21T11:30:51Z,4296651413,212,26.8,4296651415,213,5.0,4296651405,107,,4296651417,1,,4296651411,141,64.2,4296651409,140,87.4,4296651407,56,Center,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301579,9,1,1,0,41,spi3g782q7m4evjxn1sv6cfa,1,87.4,64.2,2023-05-21T11:30:51.661Z,2023-05-21T11:30:53Z,4296651497,140,78.9,4296651499,141,73.2,4296651501,212,10.8,4296651493,3,,4296651495,56,Center,4296651503,213,2.5,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301593,10,1,1,0,43,spi3g782q7m4evjxn1sv6cfa,1,78.8,74.5,2023-05-21T11:30:53.157Z,2023-05-21T11:30:54Z,4296651569,56,Left,4296651575,212,15.1,4296651573,141,91.1,4296651577,213,0.8,4296651571,140,88.4,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301629,11,1,1,0,45,spi3g782q7m4evjxn1sv6cfa,1,88,92.3,2023-05-21T11:30:54.845Z,2023-05-21T22:22:28Z,4296651713,56,Center,4296651717,141,69.9,4296651719,212,18.3,4296651715,140,97.7,4296651721,213,5.3,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301643,12,1,1,0,46,spi3g782q7m4evjxn1sv6cfa,0,98.3,72.1,2023-05-21T11:30:55.869Z,2023-05-21T22:22:29Z,4296651791,212,14.2,4299336709,386,,4299336707,225,,4299336711,72,,4296651787,140,97.4,4296651789,141,51.3,4296651781,2,,4296651793,213,4.6,1cfhmihovl78l8osqbo1w9nth,G. Reiten,4296651783,155,4296651785,56,Center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552806235,902,11,1,0,47,5rurqie3qt1qav9ir5mkqinn,0,3.4,42.1,2023-05-21T11:30:56.789Z,2023-05-21T22:22:39Z,4299338015,377,,4299337865,56,Back,4299337867,88,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301645,14,52,1,0,48,5rurqie3qt1qav9ir5mkqinn,1,3.1,43.6,2023-05-21T11:30:58.678Z,2023-05-21T22:22:24Z,4299337353,377,,,,,,,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301923,15,80,1,1,12,5rurqie3qt1qav9ir5mkqinn,0,20.4,53.6,2023-05-21T11:31:22.678Z,2023-05-21T11:31:24Z,,,,,,,,,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301951,16,1,1,1,15,5rurqie3qt1qav9ir5mkqinn,0,22.9,55.3,2023-05-21T11:31:24.855Z,2023-05-21T11:31:38Z,4296653979,1,,4296653221,140,62.3,4296653227,213,6.3,4296653225,212,41.4,4296653223,141,54.2,4296653217,155,,4296653219,56,Center,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301977,13,44,1,1,16,spi3g782q7m4evjxn1sv6cfa,1,40,42,2023-05-21T11:31:26.204Z,2023-05-21T22:22:49Z,4296653345,285,,4296653383,233,17,4296653343,56,Back,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301979,17,44,1,1,16,5rurqie3qt1qav9ir5mkqinn,0,60,58,2023-05-21T11:31:26.205Z,2023-05-21T22:22:50Z,4296653433,233,13,4296653351,56,Center,4296653353,286,,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552301993,14,1,1,1,17,spi3g782q7m4evjxn1sv6cfa,1,39.9,40.2,2023-05-21T11:31:27.364Z,2023-05-21T11:32:16Z,4296653401,141,58.8,4296653397,56,Center,4296653399,140,59.0,4296653403,212,23.7,4296653405,213,0.6,4296653395,3,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302011,15,49,1,1,19,spi3g782q7m4evjxn1sv6cfa,1,60.1,53,2023-05-21T11:31:29.228Z,2023-05-21T11:31:29Z,,,,,,,,,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302031,16,1,1,1,20,spi3g782q7m4evjxn1sv6cfa,1,60.1,53,2023-05-21T11:31:30.068Z,2023-05-21T11:31:32Z,4296653565,213,2.0,4296653557,56,Center,4296653559,140,56.6,4296653563,212,9.8,4296653561,141,66.3,4296653555,3,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302043,17,1,1,1,21,spi3g782q7m4evjxn1sv6cfa,0,63.8,64,2023-05-21T11:31:30.948Z,2023-05-21T22:23:19Z,4299339487,4,,4296653629,140,88.6,4296653633,212,28.0,4296653627,56,Center,4296653635,213,5.9,4296653625,155,,4296653631,141,48.7,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302035,18,52,1,1,22,5rurqie3qt1qav9ir5mkqinn,1,12.4,42.7,2023-05-21T11:31:32.199Z,2023-05-21T22:23:17Z,4299339617,377,,,,,,,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302225,19,1,1,1,35,5rurqie3qt1qav9ir5mkqinn,1,9.7,45.1,2023-05-21T11:31:45.583Z,2023-05-21T11:31:48Z,4296654557,140,4.3,4296654559,141,33.7,4296654563,213,4.1,4296654555,56,Back,4296654561,212,9.6,4296654553,123,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302257,20,1,1,1,38,5rurqie3qt1qav9ir5mkqinn,1,4.3,33.7,2023-05-21T11:31:48.182Z,2023-05-21T11:31:51Z,4296654727,213,4.8,4296654721,140,5.8,4296654723,141,7.3,4296654725,212,18.0,4296654719,56,Back,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302259,21,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,0,5.8,7.3,2023-05-21T11:31:51.742Z,2023-05-21T11:31:52Z,4296654735,56,Back,4296654741,212,5.0,4296654733,155,,4296654739,141,7.3,4296654737,140,10.6,4296654743,213,0,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302265,18,61,1,1,43,spi3g782q7m4evjxn1sv6cfa,1,81.5,91.4,2023-05-21T11:31:52.904Z,2023-05-21T11:31:53Z,4296654767,56,Left,,,,,,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302299,19,1,1,1,44,spi3g782q7m4evjxn1sv6cfa,1,75.5,93,2023-05-21T11:31:54.156Z,2023-05-21T11:31:56Z,4296654937,3,,4296654943,141,93.6,4296654939,56,Left,4296654945,212,11.1,4296654947,213,0.0,4296654941,140,86.1,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302303,20,49,1,1,45,spi3g782q7m4evjxn1sv6cfa,1,86.1,93.6,2023-05-21T11:31:55.476Z,2023-05-21T22:24:03Z,,,,,,,,,,,,,,,,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302319,21,1,1,1,46,spi3g782q7m4evjxn1sv6cfa,0,86.1,93.6,2023-05-21T11:31:56.572Z,2023-05-21T22:24:04Z,4296655001,56,Left,4296655005,141,84.5,4296655007,212,8.1,4296655009,213,4.0,4296655003,140,81.1,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302309,22,3,1,1,47,5rurqie3qt1qav9ir5mkqinn,0,24.6,14,2023-05-21T11:31:56.766Z,2023-05-21T22:23:59Z,4296654979,285,,4296654975,56,Back,4299341529,465,,4296658831,233,28,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302975,28,7,1,1,47,spi3g782q7m4evjxn1sv6cfa,1,75.4,86,2023-05-21T11:31:56.767Z,2023-05-21T22:24:01Z,4296658805,233,22,4296658763,286,,4299341599,383,,4296658761,56,Left,,,,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302327,22,3,1,1,48,spi3g782q7m4evjxn1sv6cfa,0,84.9,89.1,2023-05-21T11:31:58.196Z,2023-05-21T22:24:17Z,4296655033,56,Left,4296655183,233,23,4296655035,286,,4299342173,465,,,,,,,,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302345,23,7,1,1,48,5rurqie3qt1qav9ir5mkqinn,1,15.1,10.9,2023-05-21T11:31:58.197Z,2023-05-21T22:24:20Z,4299342223,384,,4296655167,233,22,4296655103,285,,4296655101,56,Back,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302347,24,49,1,1,49,5rurqie3qt1qav9ir5mkqinn,1,12.9,14.3,2023-05-21T11:31:58.951Z,2023-05-21T22:24:23Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302371,25,1,1,1,50,5rurqie3qt1qav9ir5mkqinn,1,12.9,14.3,2023-05-21T11:31:59.984Z,2023-05-21T11:32:02Z,4296655221,140,2.6,4296655227,213,3.2,4296655219,56,Back,4296655223,141,12.9,4296655225,212,10.9,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302383,26,1,1,1,52,5rurqie3qt1qav9ir5mkqinn,1,2.6,12.9,2023-05-21T11:32:02.030Z,2023-05-21T11:32:03Z,4296655273,140,10.9,4296655271,56,Back,4296655275,141,3.7,4296655279,213,5.7,4296655277,212,10.7,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302391,27,3,1,1,53,5rurqie3qt1qav9ir5mkqinn,0,16.2,4.3,2023-05-21T11:32:03.182Z,2023-05-21T23:39:34Z,4296655319,56,Back,4299526629,233,23,4299343037,285,,4299343293,465,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302377,23,7,1,1,53,spi3g782q7m4evjxn1sv6cfa,1,83.8,95.7,2023-05-21T11:32:03.183Z,2023-05-21T23:39:34Z,4299343229,286,,4299343393,385,,4299526609,233,27,4296655259,56,Left,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302393,24,5,1,1,55,spi3g782q7m4evjxn1sv6cfa,0,84,101.6,2023-05-21T11:32:04.895Z,2023-05-21T11:44:58Z,4296655329,56,Left,4296655331,347,,4296655457,233,28,,,,,,,,,,,,,,,,1cfhmihovl78l8osqbo1w9nth,G. Reiten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302417,28,5,1,1,55,5rurqie3qt1qav9ir5mkqinn,1,16,-1.6,2023-05-21T11:32:04.895Z,2023-05-21T11:32:06Z,4296655421,56,Back,4296655431,233,24,4296655423,347,,,,,,,,,,,,,,,,,8jooatan3cxd38v2jyf23pot1,N. Maritz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302645,29,1,1,2,14,5rurqie3qt1qav9ir5mkqinn,1,18.9,0,2023-05-21T11:32:24.070Z,2023-05-21T11:32:25Z,4296656451,107,,4296656459,212,9.9,4296656457,141,12.3,4296656455,140,22.1,4296656461,213,1.2,4296656453,56,Back,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302659,30,1,1,2,15,5rurqie3qt1qav9ir5mkqinn,1,22.1,12.3,2023-05-21T11:32:25.438Z,2023-05-21T11:33:44Z,4296656509,140,13.5,4296656507,56,Back,4296660945,156,,4296656513,212,9.4,4296656511,141,8.6,4296656515,213,3.4,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2552302693,31,1,1,2,16,5rurqie3qt1qav9ir5mkqinn,1,13.5,8.6,2023-05-21T11:32:26.678Z,2023-05-21T11:32:28Z,4296656681,213,6.1,4296656673,56,Back,4296656671,155,,4296656675,140,28.3,4296656679,212,15.9,4296656677,141,3.4,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
