id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/9/value,qualifier/13/value,qualifier/10/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/12/value,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2482692333,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2022-11-06T18:08:33.225Z,2022-11-06T19:08:11Z,3900560501,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900560497,194,9ijnmgmapjcnctich86692tw5,3900560487,30,"eofeaerj2f8tm1xldw18e2o5x, 2s15k44faiinj3gz5tswtv4d1, 589yqifloa5j7qwp2gnemyml1, 9ijnmgmapjcnctich86692tw5, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, c705ailfiov40xwoysz0ggct1, 1haq2mkmbebj3jbt0z2jom4lx, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, d29d4xtq3ib0nim6keirgdx3p, 5vzr4dly8xl2hhybhel0comol, 5adluw93r1tx4n3ta3wyhj7bp, 9zdmc8v5sfrv9z7da49odn4a2, 321yjdo3gio1l33hc1pdps4wl, 1co13krvtz3b1p9m9038kpadx, 1ry82n1adajgmjtce487u9q1g, 1234a1tb7y6trj9xsoqvx0x5h, el8c138wsa0bnop68caop5uxh, cs8bo5xvtd2bq7kd91flepwwl",3900560499,197,8474,3900560491,59,"27, 6, 3, 10, 15, 21, 22, 12, 23, 7, 11, 4, 8, 9, 19, 20, 26, 28, 32, 37",3900560489,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900560493,130,8,3900560495,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482697283,1,34,16,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-11-06T18:17:27.485Z,2022-11-06T19:33:07Z,3900588277,194,eincxi6xa1nrhr9qldtxboyqd,3900588269,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3900588273,130,13,3900588267,30,"6fi5hacjc8lj8zej0d2lfq66t, c0my4y3kjf7jbbfujj5l8e8yx, 1cfhmihovl78l8osqbo1w9nth, eincxi6xa1nrhr9qldtxboyqd, anghujtc4achyb9mflowgg9n9, 4wxqckb43bkeobwanys62zvmd, cij18xj0bx2zyx3mi9xwykn9x, amox5xqwe8gybft16wa7qbufp, 66f0rjs4c2yih8phn6meyj74l, 9n2d2dv38kp2exb7z3xh2ykiy, dz9ye5g98flhuscti7l8nillh, 6xrzl8rljlz8zmlaj69qqktlh, 1euxm106eodeidsr5gor1kbmd, 9ohn9m84cy89huz745lirkted, ctzcuzproy4kwpa5wweruw3px, 6ypmyozp8zmq4tk36n49oz5xx, ek8x7y3jt0xcebttt75qi5exh, 2m6wew2746q1xsoio3703t8t1, eb16y0nh6ekr5yyrgfqigyq5l, 20r81m3w73y72kwdfvuhnyjje",3900588275,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3900588279,197,735,3900588271,59,"30, 21, 11, 16, 4, 26, 22, 5, 20, 10, 23, 1, 3, 7, 9, 15, 17, 19, 27, 32",3900588281,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708675,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2022-11-06T18:47:03.437Z,2022-11-06T18:47:05Z,3900654831,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708663,3,32,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,0,0,2022-11-06T18:47:03.437Z,2022-11-06T18:47:03Z,3900654759,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708705,4,1,1,0,0,spi3g782q7m4evjxn1sv6cfa,1,49.8,49.3,2022-11-06T18:47:03.537Z,2022-11-06T18:47:07Z,3900654997,141,52.7,3900655001,213,3.0,3900654999,212,22.1,3900654995,140,28.9,3900655003,279,S,3900654993,56,Back,,,,,,,cij18xj0bx2zyx3mi9xwykn9x,E. Cuthbert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708715,3,45,1,0,4,axwnneoekq2f2yq6r1l704y96,0,64.9,44.2,2022-11-06T18:47:07.616Z,2022-11-06T18:47:09Z,3900655065,285,,3900655085,233,5,3900655063,56,Center,,,,,,,,,,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708719,5,3,1,0,4,spi3g782q7m4evjxn1sv6cfa,1,35.1,55.8,2022-11-06T18:47:07.616Z,2022-11-06T18:47:09Z,3900655079,233,3,3900655077,286,,3900655075,56,Back,,,,,,,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708737,6,1,1,0,5,spi3g782q7m4evjxn1sv6cfa,1,37.3,59.7,2022-11-06T18:47:08.564Z,2022-11-06T18:47:11Z,3900655161,212,15.3,3900655157,140,38.5,3900655155,56,Back,3900655159,141,82.1,3900655163,213,1.5,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708781,7,1,1,0,7,spi3g782q7m4evjxn1sv6cfa,1,41.8,86.8,2022-11-06T18:47:11.193Z,2022-11-06T18:47:15Z,3900655417,56,Left,3900655421,141,94.7,3900655423,212,31.6,3900655425,213,0.2,3900655419,140,71.5,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2482708807,8,1,1,0,12,spi3g782q7m4evjxn1sv6cfa,1,63,93.6,2022-11-06T18:47:15.736Z,2022-11-06T18:47:21Z,3900655557,155,,3900655567,213,4.2,3900655561,140,49.9,3900655563,141,53.7,3900655559,56,Back,3900655565,212,30.4,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
