id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,assist,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/10/value,qualifier/12/value,qualifier/13/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId
2546715103,2,34,16,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2023-05-10T17:41:47.828Z,2023-05-10T18:30:58Z,4266899883,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4266899881,130,8,4266899885,197,5135,4266899877,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5",4266905671,194,8iu9bdow1xgzswzl78cbioyxh,4266899879,59,"1, 16, 3, 10, 21, 5, 15, 6, 9, 11, 22, 4, 7, 12, 13, 17, 18, 20, 40",4266899887,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266899875,30,"czz8zqjv03gdbbxiadp90pq6t, 7b1gryih37fohrff85f13o4ph, 8lf62k2iwmb23gywex08s6m09, 8iu9bdow1xgzswzl78cbioyxh, 9egpxgjpxaa3dkgkzy8brq1re, 18f6a50q9okw7dcii40i8vd91, a1654m0k2rptsqkxj96s955n9, af52uy5fmw1y9o4eq1sststex, 1yyfd17df158m5eymkechszpx, brs6i21j86k1w7cpgzorrxxwp, 5ye5h1o9ndhfeqdi8mh4f9une, 6038cudzzp36z0gsb621fp3sa, 6kitz3oodxt3ejj5u0fwzhhat, cluv8to27h67l6upuanv59bai, 92faf40oeermdhlvh8k482vo5, af3x1ptiil8vti00lxf1x8ewa, da8ymxqy00lunda8tq9oltuj9, an1ovi7c16xed4jqub6oxgclx, 6r271sec7c84p1vqi2b1p5td5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546716281,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-05-10T17:48:35.942Z,2023-05-10T18:31:18Z,4266906125,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0",4266906117,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, bilgoekg6gqwr3qbp6dp0j1zp, d9zt8e8lnk9a22we6o6wqyndh, bd1752qgxbodnsgdus42fc99l, 6ywketcafnc6x3tncvohzesx5, 1o0o6thivoulnmsklkpbwpiad, ec1vrqeqni3lmibeazgq62eol, 92k3ea1daqrl2ri1jn49v0vyt, 24qwx85sfxy0r8pld85w7tzze, e8ivbfq0irn8f2p8krhkikzx1, e0gysmymetthyhdkn2q54l51x, 8wvdn1f18jaxmjg4zkizons6i, ddagc0khq0zh1ywynyci8nzrp, cl94qe8su9mdjcijafr4gst4a, f0afav75l1iz383ozx84b7i3u, 5utqxprl108x404hqwul42plg, 8oodn5j37l323zriztyypkx78",4266906121,59,"1, 16, 15, 2, 5, 3, 21, 12, 25, 27, 22, 13, 14, 18, 19, 20, 29, 56, 50",4266906129,197,17070,4266906123,130,17,4266906127,194,6679bfd6bjylogbe4ebese85x,4266906131,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4266906119,44,"1, 3, 3, 2, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720011,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-05-10T18:30:08.403Z,2023-05-10T18:30:08Z,4266932059,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720017,3,32,1,0,0,dcdnoyf6kzhj46iyfm7xq43fy,1,0,0,2023-05-10T18:30:08.403Z,2023-05-10T20:57:16Z,4266932077,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720023,3,1,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,49.7,50,2023-05-10T18:30:08.503Z,2023-05-10T18:30:12Z,4266932103,213,2.6,4266932101,212,24.5,4266932097,140,30.3,4266932105,279,S,4266932099,141,69.9,4266932095,56,Back,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720029,4,1,1,0,4,5rurqie3qt1qav9ir5mkqinn,1,39.6,70.5,2023-05-10T18:30:12.685Z,2023-05-10T18:30:14Z,4266932141,213,4.1,4266932137,141,40.1,4266932133,56,Back,4266932139,212,25.1,4266932135,140,26.1,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720037,5,1,1,0,5,5rurqie3qt1qav9ir5mkqinn,1,27,40.9,2023-05-10T18:30:13.997Z,2023-05-10T18:30:15Z,4266932177,213,1.8,4266932175,212,14.3,4266932169,56,Back,4266932173,141,61.5,4266932171,140,24.1,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720047,6,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,1,22.1,64.9,2023-05-10T18:30:15.870Z,2023-05-10T18:30:19Z,4266932237,213,1.5,4266932229,56,Back,4266932235,212,16.6,4266932231,140,22.8,4266932233,141,89.3,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720059,7,1,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,25.6,92.4,2023-05-10T18:30:18.925Z,2023-05-10T18:30:22Z,4266932301,56,Back,4266932309,213,3.9,4266932303,140,14.4,4266932307,212,16.6,4266932305,141,75.1,,,,,,,,,,bilgoekg6gqwr3qbp6dp0j1zp,Rafaelle Souza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720063,8,1,1,0,13,5rurqie3qt1qav9ir5mkqinn,1,11.8,63.7,2023-05-10T18:30:22.318Z,2023-05-10T18:30:24Z,4266932345,213,4.4,4266932337,56,Back,4266932343,212,15.9,4266932341,141,41.6,4266932339,140,6.8,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720073,9,1,1,0,16,5rurqie3qt1qav9ir5mkqinn,1,8.5,35.4,2023-05-10T18:30:24.605Z,2023-05-10T18:30:28Z,4266932385,213,4.9,4266932377,56,Back,4266932381,141,15.5,4266932383,212,13.8,4266932379,140,10.9,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720079,10,1,1,0,19,5rurqie3qt1qav9ir5mkqinn,1,13.2,13.1,2023-05-10T18:30:28.061Z,2023-05-10T18:30:31Z,4266932415,212,23.2,4266932413,141,45.1,4266932411,140,5.5,4266932409,56,Back,4266932417,213,1.9,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720091,11,1,1,0,22,5rurqie3qt1qav9ir5mkqinn,1,7.6,44.9,2023-05-10T18:30:31.373Z,2023-05-10T18:30:35Z,4266932485,140,11.9,4266932487,141,69.0,4266932491,213,1.3,4266932489,212,17.0,4266932483,56,Back,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720095,12,1,1,0,26,5rurqie3qt1qav9ir5mkqinn,1,12.9,72.3,2023-05-10T18:30:35.341Z,2023-05-10T18:30:37Z,4266932515,141,82.0,4266932511,56,Back,4266932519,213,0.4,4266932513,140,26.7,4266932517,212,15.9,,,,,,,,,,d9zt8e8lnk9a22we6o6wqyndh,J. Beattie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720101,13,1,1,0,28,5rurqie3qt1qav9ir5mkqinn,1,27.7,82.9,2023-05-10T18:30:37.229Z,2023-05-10T19:20:49Z,4266932531,213,3.8,4266932527,141,76.0,4266932523,56,Back,4266932529,212,8.2,4266932525,140,21.3,,,,,,,,,,24qwx85sfxy0r8pld85w7tzze,K. Kühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720107,14,1,1,0,29,5rurqie3qt1qav9ir5mkqinn,0,20.4,75.9,2023-05-10T18:30:38.373Z,2023-05-10T18:33:06Z,4266932551,213,0.2,4266932547,141,78.7,4266932545,140,29.3,4266932543,56,Back,4266932549,212,9.5,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720099,4,49,1,0,30,dcdnoyf6kzhj46iyfm7xq43fy,1,67.1,18,2023-05-10T18:30:39.244Z,2023-05-10T18:30:39Z,,,,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720113,5,1,1,0,31,dcdnoyf6kzhj46iyfm7xq43fy,1,67,18.2,2023-05-10T18:30:39.667Z,2023-05-10T20:59:37Z,4266932583,213,1.6,4266932581,212,5.3,4266932577,140,66.7,4266932579,141,26.0,4266932575,56,Center,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720119,6,1,1,0,32,dcdnoyf6kzhj46iyfm7xq43fy,0,67.5,23.1,2023-05-10T18:30:40.571Z,2023-05-10T18:30:42Z,4266932619,233,15,4266932611,213,6.2,4266932607,141,22.5,4266932623,286,,4266932605,140,75.3,4266932603,56,Center,4266932617,236,,4266932609,212,8.2,af52uy5fmw1y9o4eq1sststex,D. Stefanović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720117,15,74,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,27.8,76.9,2023-05-10T18:30:40.572Z,2023-05-10T18:52:12Z,4266932601,285,,4266932599,56,Back,4266932637,233,6,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720283,30,61,1,0,33,5rurqie3qt1qav9ir5mkqinn,1,33.3,66.8,2023-05-10T18:30:41.606Z,2023-05-10T18:32:01Z,4266933803,56,Back,,,,,,,,,,,,,,,,,,,,,,24qwx85sfxy0r8pld85w7tzze,K. Kühl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720127,16,43,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,0,0,2023-05-10T18:30:43.149Z,2023-05-10T18:30:58Z,4266932965,144,49,,,,,,,,,,,,,,,,,,,,,,dib5a7vebmtxqcksi1tuteklx,M. Zinsberger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720129,17,49,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,32.7,75.7,2023-05-10T18:30:44.493Z,2023-05-10T18:31:13Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720139,18,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,34.9,71.3,2023-05-10T18:30:44.606Z,2023-05-10T21:00:09Z,4266932759,56,Back,4266932767,213,3.3,4266932761,140,26.9,4266932763,141,69.7,4266932765,212,8.5,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2546720151,19,1,1,0,38,5rurqie3qt1qav9ir5mkqinn,1,30.8,82.3,2023-05-10T18:30:46.493Z,2023-05-10T18:35:21Z,4266932839,140,38.1,4266932843,212,9.6,4266932841,141,90.9,4266932845,213,0.7,4266932837,56,Back,,,,,,,,,,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
