id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,keyPass,qualifier/8/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,assist,qualifier/17/id,qualifier/17/qualifierId
2499054989,1,34,16,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-01-21T10:39:28.784Z,2023-01-21T11:51:40Z,3986781455,130,8,3986781467,197,17481,3986781459,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",3986781463,194,6f8lpm5ckuv4z0tbur533qpxx,3986781443,30,"76tytt386zxh1tuqk6kko1gbt, 3tz0jq7tbg6u1dm6qlx53u6s5, b3i5okqaspq6w7w456ab4cxjp, dzfr9ktjmxqj2eh2xibt7konp, 9cjjs4piq3t12iltsfon52h91, 6f8lpm5ckuv4z0tbur533qpxx, 3f6hkia6zu8xuwasqdz3w759m, cs8bo5xvtd2bq7kd91flepwwl, amg2zai9038cdz9uuql3l9rkl, 1dbhha29epjmo8g4xfm5taaj9, cpvbitkove7bavl96lkgs1vc9, 6bejfvxorcqyawi2fmk2kbco9, dw2a5y50m5vbzpy53w2e7n179, f5j2zq9sslh38t8bhyifsjg89, dcv449u8n6hvahqbgdjwuidw5, 8d9pmbbdavzy4g7lw18pvhai2, 72urf7pms7afj0t3u8ipk08ut",3986781451,59,"21, 2, 33, 10, 15, 14, 19, 12, 8, 88, 20, 1, 6, 7, 9, 16, 31",3986781447,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",3986781469,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499055125,1,34,16,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-01-21T10:40:45.923Z,2023-01-21T10:40:46Z,3986782235,130,8,3986782239,194,c6k1w8sothxmc08dbhqjzp1w5,3986782229,30,"20ccu2ngcfo3cvczhzk682ju1, bo5e35lsptja0pnlvk1y38dex, eb0h79vh5dwggjx7shj0ovetx, 7gmh6g5c39asg7gnthx1jxp79, 6bcvcloym3tzxss5hgsw4h1at, c6k1w8sothxmc08dbhqjzp1w5, 8gxse7h6ucubo3weq7sp9dnf9, 7op9czmiln7ktmvetw97scz4l, cm84oje8txj7m34zuhhv68ct1, et72990p9axru09oxv51hokwl, 10d8jj5vwrmib55tth0isfvft, 8hq106ex872xezlr1j901kpux, 470uu9issmbdfyhxjq75gdbs9, 5vuw3lywsh90t394m8h6g5ihh, brflebs8m00rgali2owyoyove, 3ddo1m631pf9ruzzpaujs9gph, 1to70vfsch5kwvw3kjgo1iggl, 5t9mthxv6kthq6tnntv5q4fdh, 6vqain7mmp94wueprv9aj5xp1, a8p1m5xzbpbzere0gmb3rye0a",3986782233,59,"1, 14, 15, 7, 33, 5, 9, 25, 21, 10, 11, 2, 4, 6, 8, 12, 13, 17, 22, 41",3986782241,197,1154,3986782243,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3986782231,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",3986782237,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061335,2,32,1,0,0,36tr17foeaf9ejjmt2txuoy3y,1,0,0,2023-01-21T11:30:51.418Z,2023-01-22T08:04:51Z,3986812115,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061329,2,32,1,0,0,8l30dsub3sutr6j3ruvk650xc,1,0,0,2023-01-21T11:30:51.418Z,2023-01-21T11:30:51Z,3986812099,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061353,3,1,1,0,1,8l30dsub3sutr6j3ruvk650xc,1,50.3,50.1,2023-01-21T11:30:52.518Z,2023-01-22T08:10:57Z,3986812205,140,39.6,3986812213,279,S,3986812209,212,11.2,3986812211,213,3.1,3986812203,56,Back,3986812207,141,50.7,,,,,,,amg2zai9038cdz9uuql3l9rkl,R. Daly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061365,4,1,1,0,3,8l30dsub3sutr6j3ruvk650xc,1,39.3,59.3,2023-01-21T11:30:54.864Z,2023-01-21T11:30:56Z,3986812283,56,Back,3986812287,141,79.6,3986812289,212,14.8,3986812285,140,34.1,3986812291,213,1.9,,,,,,,,,,cs8bo5xvtd2bq7kd91flepwwl,L. Staniforth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061369,5,1,1,0,5,8l30dsub3sutr6j3ruvk650xc,1,34.1,79.6,2023-01-21T11:30:56.800Z,2023-01-21T11:30:59Z,3986812317,213,4.1,3986812311,140,29.4,3986812313,141,70.0,3986812315,212,8.2,3986812309,56,Back,,,,,,,,,,b3i5okqaspq6w7w456ab4cxjp,M. Pacheco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061379,6,1,1,0,7,8l30dsub3sutr6j3ruvk650xc,1,29.2,67.9,2023-01-21T11:30:58.944Z,2023-01-21T11:31:03Z,3986812383,213,4.5,3986812377,140,24.7,3986812375,56,Back,3986812381,212,25.1,3986812379,141,31.6,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061387,7,1,1,0,11,8l30dsub3sutr6j3ruvk650xc,1,26.4,31.3,2023-01-21T11:31:03.080Z,2023-01-21T11:31:06Z,3986812411,141,63.7,3986812407,56,Back,3986812413,212,22.0,3986812409,140,26.4,3986812415,213,1.6,,,,,,,,,,9cjjs4piq3t12iltsfon52h91,A. Patten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2499061401,8,1,1,0,15,8l30dsub3sutr6j3ruvk650xc,1,26.4,64.7,2023-01-21T11:31:06.504Z,2023-01-22T08:11:17Z,3986812489,141,32.4,3986812493,213,4.7,3986812485,56,Back,3986812491,212,22.0,3986812487,140,27.1,,,,,,,,,,6f8lpm5ckuv4z0tbur533qpxx,D. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
