id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,assist,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,keyPass,qualifier/11/value,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value
2524425189,5,12,1,0,11,9ijyncrxsejz505dbadwr1dir,1,10.5,17.6,2023-03-25T15:00:21.888Z,2023-03-25T17:41:32Z,4122790383,140,9.2,4122790385,141,0.0,4122790389,213,4.6,4122790381,56,Back,4122790419,167,,4122790387,212,13.2,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425191,6,5,1,0,11,9ijyncrxsejz505dbadwr1dir,0,8.2,-1.6,2023-03-25T15:00:22.608Z,2023-03-25T15:00:43Z,4122790391,56,Back,4122790393,347,,4122790831,233,7,,,,,,,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425291,7,5,1,0,11,5rurqie3qt1qav9ir5mkqinn,1,91.8,101.6,2023-03-25T15:00:22.608Z,2023-03-25T16:57:35Z,4122790823,233,6,4122790813,347,,4122790811,56,Left,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425307,8,1,1,0,32,5rurqie3qt1qav9ir5mkqinn,1,90.9,100,2023-03-25T15:00:43.125Z,2023-03-25T15:00:45Z,4122790917,141,73.2,4122790921,213,4.7,4122790911,107,,4122790919,212,19.6,4122790915,140,91.5,4122790913,56,Center,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425317,9,1,1,0,34,5rurqie3qt1qav9ir5mkqinn,1,91.6,73.2,2023-03-25T15:00:45.502Z,2023-03-25T15:00:47Z,4122790983,56,Left,4122790993,212,11.2,4122790995,213,1.5,4122790991,141,89.6,4122790987,140,92.5,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425331,10,1,1,0,36,5rurqie3qt1qav9ir5mkqinn,1,92.5,89.6,2023-03-25T15:00:46.998Z,2023-03-25T15:00:52Z,4122791061,213,2.9,4122791057,141,93.6,4122791055,140,83.5,4122791053,56,Left,4122791059,212,9.8,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425399,11,1,1,0,41,5rurqie3qt1qav9ir5mkqinn,1,91.3,89.1,2023-03-25T15:00:51.926Z,2023-03-25T15:00:59Z,4122791265,212,8.2,4122791263,141,95.4,4122791259,56,Left,4122791267,213,2.6,4122791261,140,84.6,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425407,12,50,1,0,46,5rurqie3qt1qav9ir5mkqinn,1,78.5,92.1,2023-03-25T15:00:57.030Z,2023-03-25T15:01:00Z,4122791303,56,Left,4122791305,286,,4122791325,233,7,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425395,7,7,1,0,46,9ijyncrxsejz505dbadwr1dir,0,21.5,7.9,2023-03-25T15:00:57.031Z,2023-03-25T17:43:55Z,4122791241,56,Back,4122791315,233,12,4123268617,383,,4122791243,285,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425421,13,61,1,0,47,5rurqie3qt1qav9ir5mkqinn,1,81.2,96.2,2023-03-25T15:00:57.894Z,2023-03-25T15:55:27Z,4122791321,56,Left,,,,,,,,,,,,,,,,,,,,,,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425401,8,43,1,0,47,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-03-25T15:00:58.328Z,2023-03-25T15:55:24Z,4122999255,144,61,4122791275,56,Back,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425411,9,49,1,0,48,9ijyncrxsejz505dbadwr1dir,1,23.1,14.6,2023-03-25T15:00:59.007Z,2023-03-25T15:00:59Z,,,,,,,,,,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425429,10,1,1,0,48,9ijyncrxsejz505dbadwr1dir,1,23.1,14.6,2023-03-25T15:00:59.184Z,2023-03-25T15:01:00Z,4122791343,212,5.7,4122791345,213,0,4122791337,56,Back,4122791341,141,14.6,4122791339,140,28.5,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425461,11,1,1,0,49,9ijyncrxsejz505dbadwr1dir,1,28.6,14.6,2023-03-25T15:01:00.640Z,2023-03-25T15:01:03Z,4122791419,212,11.4,4122791415,140,17.8,4122791413,56,Back,4122791417,141,12.6,4122791421,213,3.3,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425465,12,1,1,0,50,9ijyncrxsejz505dbadwr1dir,1,17.8,12.6,2023-03-25T15:01:00.976Z,2023-03-25T17:44:36Z,4122791445,141,15.3,4122791439,155,,4122791447,212,12.8,4122791441,56,Back,4122791443,140,29.9,4122791449,213,0.1,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425485,13,1,1,0,53,9ijyncrxsejz505dbadwr1dir,1,31.2,9.9,2023-03-25T15:01:04.559Z,2023-03-25T17:45:03Z,4122791549,213,4.3,4122791545,141,3.4,4122791543,140,29.2,4122791541,56,Back,4122791547,212,4.9,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425487,14,50,1,0,55,9ijyncrxsejz505dbadwr1dir,1,33,3.8,2023-03-25T15:01:06.327Z,2023-03-25T17:45:27Z,4122791609,233,14,4122791555,285,,4122791553,56,Back,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425493,14,7,1,0,55,5rurqie3qt1qav9ir5mkqinn,0,67,96.2,2023-03-25T15:01:06.328Z,2023-03-25T17:45:29Z,4122791579,56,Left,4122791599,233,14,4123271395,383,,4122791577,167,,4122791603,286,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425599,16,61,1,0,56,9ijyncrxsejz505dbadwr1dir,1,31.1,2.8,2023-03-25T15:01:07.134Z,2023-03-25T17:45:31Z,4122792025,56,Back,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425497,15,5,1,0,57,5rurqie3qt1qav9ir5mkqinn,1,67,102,2023-03-25T15:01:08.321Z,2023-03-25T16:57:36Z,4122791645,233,15,4122791595,56,Left,4122791597,347,,,,,,,,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425503,15,5,1,0,57,9ijyncrxsejz505dbadwr1dir,0,33,-2,2023-03-25T15:01:08.321Z,2023-03-25T15:56:03Z,4122791621,347,,4122791637,233,15,4122791615,56,Back,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425671,16,1,1,1,12,5rurqie3qt1qav9ir5mkqinn,0,65.5,100,2023-03-25T15:01:23.382Z,2023-03-25T17:46:08Z,4122792331,107,,4122792337,141,82.3,4122792335,140,78.9,4122792333,56,Left,4122792339,212,19.4,4122792341,213,5.5,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425675,17,44,1,1,13,5rurqie3qt1qav9ir5mkqinn,1,79,78.8,2023-03-25T15:01:24.723Z,2023-03-25T17:46:14Z,4123000737,233,408,4122792357,56,Center,4122792359,286,,,,,,,,,,,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524465365,408,44,1,1,14,9ijyncrxsejz505dbadwr1dir,0,21,21.2,2023-03-25T15:01:24.724Z,2023-03-25T17:46:16Z,4123000249,285,,4123000741,233,17,4123000247,56,Back,,,,,,,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524465377,454,1,1,1,14,5rurqie3qt1qav9ir5mkqinn,0,76.2,71.4,2023-03-25T15:01:25.024Z,2023-03-25T17:46:22Z,4123000347,56,Center,4123000353,212,8.7,4123000345,3,,4123000351,141,70.9,4123000355,213,3.2,4123000349,140,67.9,,,,,,,ec1vrqeqni3lmibeazgq62eol,S. Blackstenius,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425707,18,1,1,1,15,9ijyncrxsejz505dbadwr1dir,1,35.1,25,2023-03-25T15:01:26.024Z,2023-03-25T17:46:37Z,4122792495,212,6.3,4122792493,141,30.1,4122792489,56,Back,4122792487,3,,4122792491,140,30.1,4122792497,213,2.6,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425735,19,1,1,1,16,9ijyncrxsejz505dbadwr1dir,1,30.4,30.4,2023-03-25T15:01:26.799Z,2023-03-25T17:46:40Z,4122792585,3,,4122792595,213,4.9,4122792587,56,Back,4122792591,141,21.6,4122792589,140,31.7,4122792593,212,6.1,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425699,17,43,1,1,16,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-03-25T15:01:26.872Z,2023-03-25T15:56:48Z,4122792457,141,25.0,4122792461,213,0.0,4122792451,3,0,4123000283,144,1,4122792455,140,35.0,4122792459,212,11.4,4122792453,56,Back,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425777,20,1,1,1,17,9ijyncrxsejz505dbadwr1dir,1,31.7,21.9,2023-03-25T15:01:27.967Z,2023-03-25T17:46:43Z,4122792853,141,22.8,4122792855,212,3.7,4122792849,56,Back,4122792847,3,,4122792851,140,35.2,4122792857,213,0.2,,,,,,,z8vdz64bgqus4c85451nsrf9,A. James,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524465431,409,61,1,1,19,9ijyncrxsejz505dbadwr1dir,0,35.3,26.4,2023-03-25T15:01:29.724Z,2023-03-25T17:46:59Z,4123000617,56,Back,,,,,,,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425771,18,1,1,1,20,5rurqie3qt1qav9ir5mkqinn,0,70,85.7,2023-03-25T15:01:30.794Z,2023-03-25T17:47:02Z,4122792817,213,0.6,4122792811,140,72.5,4122792809,56,Left,4122792815,212,3.1,4122792813,141,88.1,,,,,,,,,,e8ivbfq0irn8f2p8krhkikzx1,L. Wälti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425783,21,61,1,1,20,9ijyncrxsejz505dbadwr1dir,1,36.4,18.2,2023-03-25T15:01:31.711Z,2023-03-25T17:47:06Z,4122792885,56,Back,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425793,22,49,1,1,21,9ijyncrxsejz505dbadwr1dir,1,39,17.6,2023-03-25T15:01:32.600Z,2023-03-25T17:47:10Z,,,,,,,,,,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425841,23,1,1,1,22,9ijyncrxsejz505dbadwr1dir,1,37.4,14.7,2023-03-25T15:01:32.921Z,2023-03-25T17:47:14Z,4122793153,140,42.3,4122793155,141,23.6,4122793159,213,0.9,4122793157,212,7.9,4122793151,56,Back,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425889,24,1,1,1,26,9ijyncrxsejz505dbadwr1dir,1,32.2,27.9,2023-03-25T15:01:37.503Z,2023-03-25T15:01:41Z,4122793379,141,31.5,4122793383,213,2.8,4122793377,140,24.7,4122793381,212,8.2,4122793375,56,Back,,,,,,,,,,ctzcuzproy4kwpa5wweruw3px,B. England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425939,25,1,1,1,30,9ijyncrxsejz505dbadwr1dir,1,31.2,24.1,2023-03-25T15:01:41.552Z,2023-03-25T15:01:45Z,4122793599,213,5.4,4122793593,140,36.9,4122793591,56,Back,4122793597,212,10.0,4122793595,141,12.3,,,,,,,,,,eoc724h5j6mnvvu1nbumezmxh,A. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425959,26,1,1,1,34,9ijyncrxsejz505dbadwr1dir,1,39.1,21.9,2023-03-25T15:01:45.071Z,2023-03-25T15:01:46Z,4122793705,212,15.0,4122793707,213,1.0,4122793701,140,46.6,4122793703,141,40.6,4122793699,56,Back,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425963,27,61,1,1,35,9ijyncrxsejz505dbadwr1dir,0,47,40.6,2023-03-25T15:01:46.496Z,2023-03-25T15:01:46Z,4122793731,56,Back,,,,,,,,,,,,,,,,,,,,,,drwlmmiguqz2mfzsh6gjmklx,D. Spence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524425969,19,49,1,1,36,5rurqie3qt1qav9ir5mkqinn,1,54.4,46,2023-03-25T15:01:47.278Z,2023-03-25T15:01:47Z,,,,,,,,,,,,,,,,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426025,20,1,1,1,39,5rurqie3qt1qav9ir5mkqinn,1,62.6,56.6,2023-03-25T15:01:49.790Z,2023-03-25T15:01:51Z,4122794011,56,Left,4122794017,212,17.6,4122794015,141,80.8,4122794013,140,68.6,4122794019,213,1.2,,,,,,,,,,6ywketcafnc6x3tncvohzesx5,V. Pelova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426049,21,1,1,1,41,5rurqie3qt1qav9ir5mkqinn,0,68.6,80.8,2023-03-25T15:01:51.774Z,2023-03-25T15:01:54Z,4122794137,56,Center,4122794143,212,2.7,4122794165,236,,4122794167,233,28,4122794171,286,,4122794145,213,5.5,4122794141,141,77.9,4122794139,140,70.4,ddagc0khq0zh1ywynyci8nzrp,C. Foord,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426043,28,74,1,1,41,9ijyncrxsejz505dbadwr1dir,1,36.7,21.9,2023-03-25T15:01:51.775Z,2023-03-25T15:01:54Z,4122794113,285,,4122794175,233,21,4122794111,56,Back,,,,,,,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426055,29,49,1,1,43,9ijyncrxsejz505dbadwr1dir,1,41.3,21.9,2023-03-25T15:01:53.920Z,2023-03-25T15:01:54Z,,,,,,,,,,,,,,,,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426113,30,1,1,1,45,9ijyncrxsejz505dbadwr1dir,1,38,21.5,2023-03-25T15:01:56.096Z,2023-03-25T15:01:58Z,4122794441,56,Back,4122794447,212,9.6,4122794445,141,10.3,4122794443,140,32.5,4122794449,213,4.1,,,,,,,,,,8gh56ar8x8yxjfcm66m7532ll,C. Bizet Ildhusøy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426137,31,1,1,1,47,9ijyncrxsejz505dbadwr1dir,1,29.7,11.1,2023-03-25T15:01:58.432Z,2023-03-25T15:02:00Z,4122794545,141,12.3,4122794543,140,39.3,4122794549,213,0.1,4122794547,212,10.1,4122794541,56,Back,,,,,,,,,,tzc4bqcf2wkz1k7d96l8g3my,A. Neville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426143,32,1,1,1,50,9ijyncrxsejz505dbadwr1dir,0,41.9,9.4,2023-03-25T15:02:00.760Z,2023-03-25T15:02:01Z,4122794579,213,0.4,4122794575,141,19.4,4122794573,140,56.9,4122794571,56,Right,4122794577,212,17.2,,,,,,,,,,6aaes6ikbmrg75h6asm58wpg5,E. Summanen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426153,22,49,1,1,51,5rurqie3qt1qav9ir5mkqinn,1,41.7,79.1,2023-03-25T15:02:01.861Z,2023-03-25T15:02:01Z,,,,,,,,,,,,,,,,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2524426241,23,1,1,1,52,5rurqie3qt1qav9ir5mkqinn,1,40.5,82.1,2023-03-25T15:02:03.078Z,2023-03-25T15:02:07Z,4122794985,212,27.5,4122794983,141,51.8,4122794979,56,Back,4122794987,213,4.0,4122794981,140,23.2,,,,,,,,,,bd1752qgxbodnsgdus42fc99l,L. Wubben-Moy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
