id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,keyPass,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/10/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/13/id,qualifier/13/qualifierId,qualifier/12/value,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/15/id,qualifier/15/qualifierId,assist,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/17/id,qualifier/17/qualifierId
2479714415,1,34,16,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-10-30T18:02:18.608Z,2022-10-30T20:54:20Z,3884970831,197,5225,3884970825,130,4,3884970821,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5",3884970827,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0",3884970829,194,9ov9x5gap2t34kv8clhwjqvh1,3884970823,59,"28, 3, 2, 12, 4, 22, 10, 19, 26, 7, 20, 9, 11, 17, 33, 41",3884970833,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884970819,30,"661dbl84kjewuzg0zkd62t0mi, 7mdnewy67dddv3ahqw1qhbx05, dfodeak21qhzgxr7qs85f3vf9, cvuaoz9c41od4r0j3sajszsut, emo8wffj0agou65ijs2seiaqd, 230r9tcwg89z5b9kxdqwi336d, 9ov9x5gap2t34kv8clhwjqvh1, 3fta0gg3ghja3x9ouubjjfzl5, e93vn46w6kk9xwdb8forgzil1, 19npqca9guxs7p2yl5sbjmbx1, 6ycwadiitmeemrk9qh5984iga, enjtkmi8hjldw767n70b6mxg5, 50ef8q2ctd099il4iq14i0cfd, 3539ai0d63d8hiq0e1nrptb3e, cqfxdqu4j8ws6ejoklc7ahz6y, 2zd7q1vj110evlsdjybgeltec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479714747,1,34,16,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-10-30T18:02:50.824Z,2022-10-30T20:54:22Z,3884972657,59,"1, 16, 15, 13, 3, 7, 10, 12, 25, 9, 19, 5, 8, 11, 17, 18, 23, 26, 59, 62",3884972651,30,"dib5a7vebmtxqcksi1tuteklx, 8jooatan3cxd38v2jyf23pot1, 6679bfd6bjylogbe4ebese85x, e8ivbfq0irn8f2p8krhkikzx1, bd1752qgxbodnsgdus42fc99l, e3fa1ou90dirp8yjjterhrs9h, 5m2ilglr6tlmgs2d4qzk5wno5, 1o0o6thivoulnmsklkpbwpiad, ec1vrqeqni3lmibeazgq62eol, 3sn815dsm0i0rnw9nigjyb0et, ddagc0khq0zh1ywynyci8nzrp, d9zt8e8lnk9a22we6o6wqyndh, 1dbhha29epjmo8g4xfm5taaj9, wupxscyf4x7rsjidpmp0wnv9, 3i4ljm3hqc6wg8s6l4onlagut, 8wvdn1f18jaxmjg4zkizons6i, e6pdkq17etv9k527m94sqqu39, 8lfnj5bvo97dimx52no42nmqd, 4payujvwgv750r4y1eeprn1g4, 70axdagp6dkm3fvv79ofsxfro",3884972655,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5",3884972663,194,5m2ilglr6tlmgs2d4qzk5wno5,3884972667,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884972661,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",3884972665,197,723,3884972659,130,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740747,2,32,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,0,0,2022-10-30T18:45:11.813Z,2022-10-30T18:45:14Z,3885113955,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740741,2,32,1,0,0,5rurqie3qt1qav9ir5mkqinn,1,0,0,2022-10-30T18:45:11.813Z,2022-10-30T18:45:12Z,3885113923,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740755,3,1,1,0,0,cz26xwowfjp8ei14n9z2ac135,1,50.1,49.7,2022-10-30T18:45:12.075Z,2022-10-30T19:15:25Z,3885114011,141,48.9,3885114009,140,45.7,3885114017,279,S,3885114015,213,3.3,3885114007,56,Back,3885114013,212,4.7,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740811,4,1,1,0,4,cz26xwowfjp8ei14n9z2ac135,0,26.7,50,2022-10-30T18:45:16.215Z,2022-10-30T18:45:18Z,3885114309,213,5.7,3885114303,140,63.8,3885114311,1,,3885114307,212,47.2,3885114301,56,Right,3885114305,141,10.9,3885114299,157,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740837,3,1,1,0,7,5rurqie3qt1qav9ir5mkqinn,0,28.6,94.1,2022-10-30T18:45:19.402Z,2022-10-30T18:45:21Z,3885114425,56,Back,3885114431,212,10.4,3885114429,141,87.1,3885114433,213,5.8,3885114427,140,37.4,,,,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740923,4,4,1,0,10,5rurqie3qt1qav9ir5mkqinn,1,48,80.9,2022-10-30T18:45:22.314Z,2022-10-30T19:35:38Z,3885114985,152,,3885114987,265,,3885260973,233,5,3885114981,13,,3885114989,286,,3885114983,56,Back,,,,,,,6679bfd6bjylogbe4ebese85x,K. McCabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740847,5,4,1,0,10,cz26xwowfjp8ei14n9z2ac135,0,52,19.1,2022-10-30T18:45:22.315Z,2022-10-30T19:43:30Z,3885115197,13,,3885115203,285,,3885115201,265,,3885115199,152,,3885114525,56,Right,3885260981,233,4,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479740963,5,1,1,0,23,5rurqie3qt1qav9ir5mkqinn,1,44.8,83.8,2022-10-30T18:45:35.202Z,2022-10-30T18:45:36Z,3885115239,140,26.7,3885115233,5,,3885115243,212,40.0,3885115247,1,,3885115241,141,32.1,3885115235,152,,3885115245,213,4.2,3885115237,56,Back,1o0o6thivoulnmsklkpbwpiad,F. Maanum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
