id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/14/value,qualifier/11/value,qualifier/13/value,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value,qualifier/16/value,qualifier/18/id,qualifier/18/qualifierId,qualifier/18/value,qualifier/19/id,qualifier/19/qualifierId,qualifier/19/value,qualifier/10/value,assist
2550326723,117,1,1,8,16,spi3g782q7m4evjxn1sv6cfa,1,58.8,32.7,2023-05-17T19:25:54.517Z,2023-05-17T19:27:07Z,4286105499,140,70.4,4286105495,56,Center,4286105503,141,33.4,4286105507,212,12.2,4286105509,213,0.0,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327291,131,1,1,8,17,spi3g782q7m4evjxn1sv6cfa,0,60.9,28.9,2023-05-17T19:25:54.973Z,2023-05-18T16:28:19Z,4286108809,140,66.5,4286108805,56,Center,4288094127,233,90,4287547925,236,,4286108819,213,0.0,4286108815,212,5.9,4287547929,286,,4286108811,141,29.2,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,4286108803,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327515,90,74,1,8,17,cz26xwowfjp8ei14n9z2ac135,1,33.9,47.5,2023-05-17T19:25:54.974Z,2023-05-18T16:28:19Z,4287547915,285,,4288094131,233,131,4286109953,56,Back,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326725,118,61,1,8,19,spi3g782q7m4evjxn1sv6cfa,1,70.3,30,2023-05-17T19:25:57.472Z,2023-05-17T19:27:10Z,4286105513,56,Center,,,,,,,,,,,,,,,,,,,,,,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326693,69,61,1,8,19,cz26xwowfjp8ei14n9z2ac135,1,26.5,66.6,2023-05-17T19:25:57.489Z,2023-05-17T19:28:06Z,4286105369,56,Back,,,,,,,,,,,,,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326715,70,49,1,8,20,cz26xwowfjp8ei14n9z2ac135,1,33.9,69.3,2023-05-17T19:25:58.281Z,2023-05-17T19:25:58Z,,,,,,,,,,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326733,71,1,1,8,20,cz26xwowfjp8ei14n9z2ac135,1,33.9,69.3,2023-05-17T19:25:58.441Z,2023-05-17T19:25:59Z,4286105559,56,Back,4286105561,140,45.8,4286105567,213,5.7,4286105565,212,14.8,4286105563,141,57.6,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326773,72,1,1,8,21,cz26xwowfjp8ei14n9z2ac135,1,48.2,63.1,2023-05-17T19:25:59.777Z,2023-05-17T19:26:03Z,4286105755,56,Left,4286105757,140,52.5,4286105759,141,90.0,4286105767,213,1.3,4286105763,212,18.8,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326801,73,1,1,8,25,cz26xwowfjp8ei14n9z2ac135,1,50.9,92.6,2023-05-17T19:26:03.673Z,2023-05-17T19:26:07Z,4286105931,140,33.9,4286105929,56,Back,4286105933,141,84.4,4286105937,213,3.4,4286105935,212,18.7,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326817,74,1,1,8,29,cz26xwowfjp8ei14n9z2ac135,1,28.5,80.3,2023-05-17T19:26:07.465Z,2023-05-17T19:26:10Z,4286106041,56,Back,4286106049,213,3.7,4286106045,141,57.9,4286106047,212,27.1,4286106043,140,7.2,,,,,,,,,,cs3pg64kurip4uftscemh01k9,A. Tysiak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326827,75,1,1,8,31,cz26xwowfjp8ei14n9z2ac135,0,7.9,56.7,2023-05-17T19:26:09.881Z,2023-05-17T19:26:10Z,4286106113,141,69.0,4286106117,213,0.3,4286106109,56,Back,4286106115,212,31.8,4286106111,140,37.1,4286106107,155,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326845,119,1,1,8,33,spi3g782q7m4evjxn1sv6cfa,1,62.9,28.6,2023-05-17T19:26:11.862Z,2023-05-17T19:26:12Z,4286106193,212,8.1,4286106185,3,,4286106189,140,70.4,4286106191,141,31.6,4286106195,213,0.3,4286106187,56,Center,,,,,,,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326851,120,49,1,8,34,spi3g782q7m4evjxn1sv6cfa,1,77.3,31.9,2023-05-17T19:26:12.801Z,2023-05-17T19:26:13Z,,,,,,,,,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326881,121,1,1,8,35,spi3g782q7m4evjxn1sv6cfa,1,78.1,32.2,2023-05-17T19:26:13.126Z,2023-05-17T19:26:17Z,4286106425,212,8.8,4286106427,213,4.2,4286106419,56,Right,4286106423,141,20.7,4286106421,140,74.3,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326885,122,1,1,8,39,spi3g782q7m4evjxn1sv6cfa,0,75.2,9.7,2023-05-17T19:26:17.358Z,2023-05-17T19:26:17Z,4286106455,212,12.5,4286106457,213,1.5,4286106453,141,28.0,4286106449,56,Center,4286106451,140,76.1,,,,,,,,,,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326887,76,49,1,8,40,cz26xwowfjp8ei14n9z2ac135,1,22.2,79.6,2023-05-17T19:26:17.983Z,2023-05-17T19:26:18Z,,,,,,,,,,,,,,,,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326913,77,1,1,8,40,cz26xwowfjp8ei14n9z2ac135,1,22.2,78.8,2023-05-17T19:26:18.545Z,2023-05-17T19:26:20Z,4286106577,141,65.1,4286106573,56,Back,4286106581,213,5.1,4286106575,140,26.1,4286106579,212,10.2,,,,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326977,78,1,1,8,42,cz26xwowfjp8ei14n9z2ac135,1,28.5,60.2,2023-05-17T19:26:20.601Z,2023-05-18T11:44:28Z,4286106975,56,Back,4286106983,213,4.5,4286106979,141,17.6,4286106977,140,22.9,4286106981,212,29.6,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326983,79,61,1,8,50,cz26xwowfjp8ei14n9z2ac135,0,21.2,13.7,2023-05-17T19:26:28.217Z,2023-05-17T19:26:28Z,4286107011,56,Back,,,,,,,,,,,,,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326991,80,5,1,8,50,cz26xwowfjp8ei14n9z2ac135,0,19.9,-1.6,2023-05-17T19:26:28.709Z,2023-05-17T19:43:45Z,4286107045,347,,4286107043,56,Back,4286107085,233,123,,,,,,,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550326993,123,5,1,8,50,spi3g782q7m4evjxn1sv6cfa,1,80.1,101.6,2023-05-17T19:26:28.709Z,2023-05-17T19:26:51Z,4286107057,347,,4286107055,56,Left,4286107075,233,80,,,,,,,,,,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327009,124,1,1,8,51,spi3g782q7m4evjxn1sv6cfa,1,78.6,100,2023-05-17T19:26:29.197Z,2023-05-17T19:26:31Z,4286107191,213,4.7,4286107177,140,77.9,4286107173,56,Center,4286107185,212,21.0,4286107171,107,,4286107181,141,71.1,,,,,,,c0my4y3kjf7jbbfujj5l8e8yx,N. Charles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327029,125,1,1,8,53,spi3g782q7m4evjxn1sv6cfa,1,77.9,71.1,2023-05-17T19:26:31.102Z,2023-05-17T19:26:32Z,4286107291,140,88.0,4286107295,212,10.6,4286107297,213,0.1,4286107293,141,72.3,4286107289,56,Center,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327063,126,1,1,8,54,spi3g782q7m4evjxn1sv6cfa,1,88.5,73.3,2023-05-17T19:26:32.806Z,2023-05-17T19:26:36Z,4286107503,140,88.9,4286107507,212,16.5,4286107509,213,4.7,4286107505,141,49.1,4286107501,56,Center,,,,,,,,,,66f0rjs4c2yih8phn6meyj74l,S. Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327117,127,1,1,8,58,spi3g782q7m4evjxn1sv6cfa,1,87.1,43.9,2023-05-17T19:26:36.245Z,2023-05-17T19:26:42Z,4286107759,140,76.5,4286107765,213,4.0,4286107761,141,25.6,4286107757,56,Center,4286107763,212,16.7,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327151,128,1,1,9,4,spi3g782q7m4evjxn1sv6cfa,1,87,39.8,2023-05-17T19:26:42.213Z,2023-05-17T19:26:46Z,4286107971,212,7.4,4286107967,140,85.3,4286107973,213,1.8,4286107965,56,Center,4286107969,141,50.3,,,,,,,,,,2m6wew2746q1xsoio3703t8t1,J. Rytting Kaneryd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327159,129,50,1,9,7,spi3g782q7m4evjxn1sv6cfa,1,88.9,49.2,2023-05-17T19:26:45.144Z,2023-05-17T19:26:47Z,4286108001,56,Center,4286108031,233,81,4286108003,286,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327157,81,7,1,9,7,cz26xwowfjp8ei14n9z2ac135,0,11.1,50.8,2023-05-17T19:26:45.145Z,2023-05-18T11:45:09Z,4286108023,233,129,4287549247,385,,4286107995,56,Back,4286107997,285,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550597571,1066,61,1,9,7,spi3g782q7m4evjxn1sv6cfa,1,86.5,51.6,2023-05-17T19:26:45.146Z,2023-05-18T11:45:30Z,4287549563,56,Center,,,,,,,,,,,,,,,,,,,,,,dz9ye5g98flhuscti7l8nillh,P. Harder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327163,82,49,1,9,8,cz26xwowfjp8ei14n9z2ac135,1,8.2,34,2023-05-17T19:26:46.144Z,2023-05-17T19:26:46Z,,,,,,,,,,,,,,,,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327197,83,12,1,9,8,cz26xwowfjp8ei14n9z2ac135,1,8.2,34,2023-05-17T19:26:46.409Z,2023-05-17T19:26:51Z,4286108215,141,47.8,4286108217,212,27.1,4286108213,140,32.4,4286108219,213,0.4,4286108211,56,Back,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327199,84,4,1,9,11,cz26xwowfjp8ei14n9z2ac135,1,35.2,47.2,2023-05-17T19:26:49.657Z,2023-05-17T19:26:51Z,4286108227,152,,4286108223,294,,4286108231,233,130,4286108225,56,Back,4286108229,286,,4286108221,13,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327193,130,4,1,9,11,spi3g782q7m4evjxn1sv6cfa,0,64.8,52.8,2023-05-17T19:26:49.658Z,2023-05-17T19:26:52Z,4286108191,294,,4286108195,152,,4286108189,13,,4286108197,285,,4286108193,56,Center,4286108237,233,84,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327409,85,1,1,9,39,cz26xwowfjp8ei14n9z2ac135,1,34.1,35.7,2023-05-17T19:27:17.680Z,2023-05-18T11:46:05Z,4286109477,1,,4286109473,212,49.6,4287550377,189,,4286109461,5,,4286109469,140,76.9,4286109465,152,,4286109475,213,5.8,4286109471,141,4.9,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,4286109467,56,Right,4286109463,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327431,86,1,1,9,40,cz26xwowfjp8ei14n9z2ac135,1,76.9,4.9,2023-05-17T19:27:18.416Z,2023-05-17T19:27:20Z,4286109561,56,Right,4286109569,212,9.9,4286109563,140,67.7,4286109567,141,1.9,4286109571,213,3.3,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327483,87,1,1,9,41,cz26xwowfjp8ei14n9z2ac135,1,67.4,5.6,2023-05-17T19:27:19.904Z,2023-05-17T19:27:26Z,4286109835,140,75.0,4286109837,141,8.0,4286109833,56,Right,4286109841,213,0.2,4286109839,212,8.1,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327485,88,61,1,9,47,cz26xwowfjp8ei14n9z2ac135,0,75,8,2023-05-17T19:27:25.472Z,2023-05-17T19:27:41Z,4286109845,56,Right,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327465,132,61,1,9,47,spi3g782q7m4evjxn1sv6cfa,1,20.9,96.9,2023-05-17T19:27:25.517Z,2023-05-17T19:27:25Z,4286109755,56,Back,,,,,,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327513,89,5,1,9,49,cz26xwowfjp8ei14n9z2ac135,1,77.3,-1.5,2023-05-17T19:27:27.221Z,2023-05-17T19:43:45Z,4286109963,233,133,4286109939,347,,4286109937,56,Right,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327491,133,5,1,9,49,spi3g782q7m4evjxn1sv6cfa,0,22.7,101.5,2023-05-17T19:27:27.221Z,2023-05-17T19:27:37Z,4286109861,56,Back,4286109987,233,89,4286109863,347,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327569,91,1,1,10,0,cz26xwowfjp8ei14n9z2ac135,1,80.6,0,2023-05-17T19:27:37.993Z,2023-05-17T19:27:39Z,4286110331,212,11.5,4286110327,140,82.8,4286110323,107,,4286110325,56,Right,4286110329,141,15.5,4286110333,213,1.4,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327575,92,1,1,10,1,cz26xwowfjp8ei14n9z2ac135,1,82.8,15.5,2023-05-17T19:27:39.736Z,2023-05-17T19:27:40Z,4286110351,56,Right,4286110359,213,4.3,4286110355,141,7.0,4286110357,212,6.4,4286110353,140,80.1,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327585,93,1,1,10,2,cz26xwowfjp8ei14n9z2ac135,1,80.2,8.6,2023-05-17T19:27:40.576Z,2023-05-17T19:27:42Z,4286110403,213,1.2,4286110397,140,82.1,4286110399,141,16.1,4286110401,212,5.5,4286110395,56,Right,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327595,94,1,1,10,4,cz26xwowfjp8ei14n9z2ac135,1,82.1,16.1,2023-05-17T19:27:41.920Z,2023-05-17T19:27:43Z,4286110449,212,8.6,4286110451,213,5.5,4286110445,140,87.8,4286110447,141,7.0,4286110443,56,Right,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327597,95,1,1,10,5,cz26xwowfjp8ei14n9z2ac135,0,86.7,7.7,2023-05-17T19:27:43.409Z,2023-05-17T19:27:43Z,4286110461,212,3.3,4286110463,213,1.1,4286110455,56,Right,4286110457,140,88.1,4286110459,141,12.0,,,,,,,,,,7mdnewy67dddv3ahqw1qhbx05,R. Shimizu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327613,134,61,1,10,7,spi3g782q7m4evjxn1sv6cfa,1,15.7,89.4,2023-05-17T19:27:45.229Z,2023-05-17T19:27:45Z,4286110541,56,Back,,,,,,,,,,,,,,,,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327651,96,1,1,10,8,cz26xwowfjp8ei14n9z2ac135,1,94.2,13.7,2023-05-17T19:27:46.040Z,2023-05-18T11:47:45Z,4286110715,140,89.9,4286110719,212,23.2,4286111003,154,,4286110721,213,1.8,4287551087,387,,4286110717,141,47.2,4286111001,210,15,4286110713,56,Center,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,4286110705,2,,4286110709,155,,1,4287551089,20,4287551085,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327655,97,15,1,10,10,cz26xwowfjp8ei14n9z2ac135,1,86,54.6,2023-05-17T19:27:48.865Z,2023-05-18T11:47:46Z,4286111013,154,,4286110913,233,136,4286110735,56,Center,4286111015,55,96,4286111019,102,50.0,4286110733,17,,4286111023,108,,4286111029,147,50.4,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,4286111025,328,,4286110731,22,,,4287552565,78,4286111011,29,4286111027,146,99.5,4286110893,20,4286111021,103,17.1,,,,,,,,,,,,,,,,,,,
2550327671,136,10,1,10,11,spi3g782q7m4evjxn1sv6cfa,1,3.5,50.1,2023-05-17T19:27:48.965Z,2023-05-18T11:47:49Z,4287552647,377,,4286110917,233,97,4286110841,177,,4286110847,182,,4286110843,178,,4286110851,56,Back,,,,,,,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327667,135,52,1,10,12,spi3g782q7m4evjxn1sv6cfa,1,3.5,50.1,2023-05-17T19:27:50.248Z,2023-05-18T11:47:52Z,4287552711,377,,,,,,,,,,,,,,,,,,,,,,,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327795,137,1,1,10,34,spi3g782q7m4evjxn1sv6cfa,1,8.8,46.9,2023-05-17T19:28:11.997Z,2023-05-17T19:28:33Z,4286111645,123,,4286111651,141,47.8,4286111649,140,31.2,4286111655,213,0.0,4286112573,189,,4286111647,56,Back,4286111653,212,23.5,,,,6xrzl8rljlz8zmlaj69qqktlh,Z. Mušović,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327811,138,1,1,10,36,spi3g782q7m4evjxn1sv6cfa,1,35.1,47.8,2023-05-17T19:28:14.725Z,2023-05-17T19:28:34Z,4286111741,213,0.0,4286111737,141,48.2,4286112623,189,,4286111733,56,Center,4286111739,212,18.5,4286111735,140,52.7,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327815,139,1,1,10,38,spi3g782q7m4evjxn1sv6cfa,0,52.7,48.2,2023-05-17T19:28:16.085Z,2023-05-17T19:28:16Z,4286111771,141,12.0,4286111775,213,5.3,4286111767,56,Right,4286111773,212,29.1,4286111769,140,67.4,4286111765,155,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327823,98,1,1,10,38,cz26xwowfjp8ei14n9z2ac135,0,27.9,81.4,2023-05-17T19:28:16.544Z,2023-05-17T19:28:17Z,4286111829,140,43.2,4286111825,3,,4286111833,212,16.1,4286111831,141,80.9,4286111827,56,Back,4286111835,213,6.3,,,,,,,dfodeak21qhzgxr7qs85f3vf9,K. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327857,140,1,1,10,40,spi3g782q7m4evjxn1sv6cfa,1,55.9,18.5,2023-05-17T19:28:18.076Z,2023-05-17T19:28:22Z,4286112031,140,40.7,4286112029,56,Back,4286112033,141,33.0,4286112037,213,2.6,4286112035,212,18.8,,,,,,,,,,9ohn9m84cy89huz745lirkted,J. Carter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327897,141,1,1,10,44,spi3g782q7m4evjxn1sv6cfa,1,49.1,35.2,2023-05-17T19:28:22.653Z,2023-05-17T19:28:27Z,4286112247,141,14.1,4286112243,56,Right,4286112245,140,55.9,4286112251,213,5.2,4286112249,212,16.0,,,,,,,,,,4wxqckb43bkeobwanys62zvmd,K. Buchanan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327921,142,1,1,10,49,spi3g782q7m4evjxn1sv6cfa,1,63.1,26.4,2023-05-17T19:28:27.349Z,2023-05-17T19:28:29Z,4286112395,213,2.2,4286112393,212,8.6,4286112391,141,36.7,4286112389,140,58.3,4286112387,56,Center,,,,,,,,,,2hkkfeyzmu2pkqgjw3bpl7cnp,J. Čanković,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327931,143,1,1,10,51,spi3g782q7m4evjxn1sv6cfa,0,57.9,37.9,2023-05-17T19:28:29.125Z,2023-05-17T19:28:29Z,4286112451,56,Center,4286112459,213,0,4286112457,212,10.1,4286112455,141,37.9,4286112453,140,67.5,,,,,,,,,,amox5xqwe8gybft16wa7qbufp,S. Ingle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327935,99,8,1,10,52,cz26xwowfjp8ei14n9z2ac135,1,27,59.3,2023-05-17T19:28:30.176Z,2023-05-18T11:48:43Z,4287553981,384,,4286112473,56,Back,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327939,100,49,1,10,53,cz26xwowfjp8ei14n9z2ac135,1,29.9,53.6,2023-05-17T19:28:31.160Z,2023-05-17T19:28:31Z,,,,,,,,,,,,,,,,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327959,101,1,1,10,53,cz26xwowfjp8ei14n9z2ac135,1,29.9,53.6,2023-05-17T19:28:31.312Z,2023-05-17T19:28:33Z,4286112601,140,27.2,4286112599,56,Back,4286112607,213,4.4,4286112605,212,10.2,4286112603,141,39.2,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550327979,102,1,1,10,55,cz26xwowfjp8ei14n9z2ac135,1,26.7,49.3,2023-05-17T19:28:33.800Z,2023-05-17T19:28:38Z,4286112763,212,20.7,4286112767,213,3.2,4286112751,56,Back,4286112759,141,47.3,4286112755,140,7.0,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550328011,103,1,1,11,0,cz26xwowfjp8ei14n9z2ac135,0,6.7,39.4,2023-05-17T19:28:38.457Z,2023-05-17T19:28:41Z,4286112929,56,Right,4286112933,141,10.9,4286112937,213,5.9,4286112927,155,,4286112931,140,58.2,4286112935,212,57.4,4286112939,1,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550328039,144,1,1,11,4,spi3g782q7m4evjxn1sv6cfa,0,46.1,75.9,2023-05-17T19:28:41.956Z,2023-05-17T19:28:46Z,4286113109,141,73.3,4286113111,212,20.3,4286113107,140,65.4,4286113105,56,Center,4286113103,3,,4286113113,213,6.2,,,,,,,eincxi6xa1nrhr9qldtxboyqd,M. Eriksson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550328029,104,44,1,11,5,cz26xwowfjp8ei14n9z2ac135,1,32.8,26.4,2023-05-17T19:28:43.728Z,2023-05-17T19:28:46Z,4286113137,233,145,4286113065,285,,4286113061,56,Back,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2550328041,145,44,1,11,5,spi3g782q7m4evjxn1sv6cfa,0,67.2,73.6,2023-05-17T19:28:43.729Z,2023-05-17T19:28:47Z,4286113119,286,,4286113117,56,Center,4286113159,233,104,,,,,,,,,,,,,,,,ek8x7y3jt0xcebttt75qi5exh,J. Fleming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
