id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,keyPass,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/11/value,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/16/id,qualifier/16/qualifierId,qualifier/16/value,qualifier/13/value,assist,qualifier/14/value
2506896955,1,34,16,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-02-12T11:18:46.732Z,2023-02-12T13:09:25Z,4027873729,44,"1, 2, 2, 2, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5",4027873739,197,6732,4027873731,59,"1, 14, 6, 3, 5, 4, 20, 25, 19, 24, 29, 9, 13, 15, 18, 22, 23",4027873741,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027873727,30,"7f3opq72gey1boxe6vcgmfvth, 8gh56ar8x8yxjfcm66m7532ll, 2zdgbwd6y5u4pd08upf1sda6t, 30pcgn07mnn0sk4jp0t7bx9ed, elelvar8kyxwpfqzwr1v00b85, eoc724h5j6mnvvu1nbumezmxh, e6pdkq17etv9k527m94sqqu39, 6aaes6ikbmrg75h6asm58wpg5, ctzcuzproy4kwpa5wweruw3px, drwlmmiguqz2mfzsh6gjmklx, tzc4bqcf2wkz1k7d96l8g3my, xfhvn9tfu8wwd1whgo1jgand, ceww6vauxaqddgogso515rcru, z8vdz64bgqus4c85451nsrf9, dwclepmsssh2hd8381rjqbufp, 4vgx21i9mmnoud5h6px197f11, enqn8azrcz6vks9d21ze9w2c5",4027873737,194,30pcgn07mnn0sk4jp0t7bx9ed,4027873733,130,11,4027873735,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506896959,1,34,16,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-02-12T11:18:47.152Z,2023-02-12T13:09:37Z,4027873761,197,8474,4027873755,130,8,4027873757,131,"1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0",4027873753,59,"27, 2, 6, 10, 15, 21, 22, 12, 23, 7, 11, 3, 5, 8, 9, 17, 20, 28, 29, 32",4027873751,44,"1, 2, 2, 3, 2, 2, 3, 3, 4, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5",4027873749,30,"eofeaerj2f8tm1xldw18e2o5x, 4ihrb3uj478vlzrbh94jj1i3t, 2s15k44faiinj3gz5tswtv4d1, 9ijnmgmapjcnctich86692tw5, 9t8eb24gwj56ucggp7x0n0ewa, bl6mkergo04815vpi73fgtwb9, c705ailfiov40xwoysz0ggct1, 1haq2mkmbebj3jbt0z2jom4lx, 5qxvej7pcqqr989sba7k0jv85, 2a45d0hq84uxfi5t9c65dw7vt, d29d4xtq3ib0nim6keirgdx3p, 589yqifloa5j7qwp2gnemyml1, 3u2e56fhs12qok7truspt65zp, 5adluw93r1tx4n3ta3wyhj7bp, 9zdmc8v5sfrv9z7da49odn4a2, 440p9vyf2bnhoivrea2biq9k9, 1co13krvtz3b1p9m9038kpadx, 1234a1tb7y6trj9xsoqvx0x5h, 7eq281s0sa083qvx8tfwp7pat, el8c138wsa0bnop68caop5uxh",4027873759,194,9ijnmgmapjcnctich86692tw5,4027873763,227,"0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914883,2,32,1,0,0,9ijyncrxsejz505dbadwr1dir,1,0,0,2023-02-12T12:01:17.311Z,2023-02-12T12:01:17Z,4027964529,127,Right to Left,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914875,2,32,1,0,0,axwnneoekq2f2yq6r1l704y96,1,0,0,2023-02-12T12:01:17.311Z,2023-02-12T12:01:17Z,4027964515,127,Left to Right,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914893,3,1,1,0,0,axwnneoekq2f2yq6r1l704y96,1,49.8,50,2023-02-12T12:01:17.411Z,2023-02-12T12:01:20Z,4027964593,279,S,4027964589,212,23.9,4027964585,140,28.1,4027964583,56,Back,4027964587,141,60.5,4027964591,213,2.8,,,,,,,5qxvej7pcqqr989sba7k0jv85,A. Russo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914915,4,1,1,0,2,axwnneoekq2f2yq6r1l704y96,1,28.1,60.5,2023-02-12T12:01:19.922Z,2023-02-12T12:01:22Z,4027964707,213,1.6,4027964703,141,93.2,4027964705,212,22.3,4027964699,56,Back,4027964701,140,27.2,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914939,5,1,1,0,5,axwnneoekq2f2yq6r1l704y96,1,30,90.9,2023-02-12T12:01:22.658Z,2023-02-12T12:01:24Z,4027964785,141,72.7,4027964781,56,Back,4027964783,140,24.4,4027964787,212,13.7,4027964789,213,4.3,,,,,,,,,,2s15k44faiinj3gz5tswtv4d1,H. Blundell,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506914985,6,1,1,0,7,axwnneoekq2f2yq6r1l704y96,1,24.4,72.6,2023-02-12T12:01:24.842Z,2023-02-12T12:01:29Z,4027964995,140,20.2,4027965001,213,4.5,4027964997,141,38.5,4027964999,212,23.6,4027964993,56,Back,,,,,,,,,,bl6mkergo04815vpi73fgtwb9,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915007,7,1,1,0,12,axwnneoekq2f2yq6r1l704y96,1,21.8,38.6,2023-02-12T12:01:29.906Z,2023-02-12T12:01:32Z,4027965123,212,12.7,4027965117,56,Back,4027965119,140,12.6,4027965125,213,2.4,4027965121,141,50.7,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915041,8,1,1,0,14,axwnneoekq2f2yq6r1l704y96,1,12.6,50.7,2023-02-12T12:01:32.267Z,2023-02-12T12:01:36Z,4027965245,213,4.8,4027965235,56,Back,4027965237,140,13.3,4027965241,212,12.1,4027965239,141,33.0,,,,,,,,,,eofeaerj2f8tm1xldw18e2o5x,M. Earps,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915077,9,1,1,0,20,axwnneoekq2f2yq6r1l704y96,1,13.1,22.7,2023-02-12T12:01:37.322Z,2023-02-12T12:01:39Z,4027965435,212,14.9,4027965433,141,5.8,4027965437,213,5.4,4027965431,140,22.2,4027965429,56,Back,,,,,,,,,,9t8eb24gwj56ucggp7x0n0ewa,M. Le Tissier,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915097,10,1,1,0,22,axwnneoekq2f2yq6r1l704y96,1,24.7,8.2,2023-02-12T12:01:39.747Z,2023-02-12T12:01:41Z,4027965525,140,24.0,4027965531,213,1.6,4027965529,212,15.7,4027965527,141,31.2,4027965517,56,Back,,,,,,,,,,4ihrb3uj478vlzrbh94jj1i3t,Ona Batlle,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2506915119,11,1,1,0,23,axwnneoekq2f2yq6r1l704y96,1,24,31.2,2023-02-12T12:01:41.026Z,2023-02-12T12:01:42Z,4027965625,213,4.6,4027965621,141,11.1,4027965619,140,21.9,4027965617,56,Back,4027965623,212,13.8,,,,,,,,,,9ijnmgmapjcnctich86692tw5,K. Zelem,,,,,,,,,,,,,,,,,,,,,,,,,,,,
