id,eventId,typeId,periodId,timeMin,timeSec,contestantId,outcome,x,y,timeStamp,lastModified,qualifier/0/id,qualifier/0/qualifierId,qualifier/0/value,qualifier/1/id,qualifier/1/qualifierId,qualifier/1/value,qualifier/2/id,qualifier/2/qualifierId,qualifier/2/value,qualifier/3/id,qualifier/3/qualifierId,qualifier/3/value,qualifier/4/id,qualifier/4/qualifierId,qualifier/4/value,qualifier/5/id,qualifier/5/qualifierId,qualifier/5/value,qualifier/6/id,qualifier/6/qualifierId,qualifier/6/value,qualifier/7/id,qualifier/7/qualifierId,qualifier/7/value,playerId,playerName,qualifier/8/id,qualifier/8/qualifierId,qualifier/8/value,keyPass,qualifier/9/id,qualifier/9/qualifierId,qualifier/9/value,qualifier/10/id,qualifier/10/qualifierId,qualifier/10/value,qualifier/11/id,qualifier/11/qualifierId,qualifier/12/id,qualifier/12/qualifierId,qualifier/12/value,qualifier/13/id,qualifier/13/qualifierId,qualifier/13/value,qualifier/14/id,qualifier/14/qualifierId,qualifier/15/id,qualifier/15/qualifierId,qualifier/15/value,qualifier/11/value,assist,qualifier/14/value,qualifier/16/id,qualifier/16/qualifierId,qualifier/17/id,qualifier/17/qualifierId,qualifier/17/value
2545169803,6,1,1,0,14,dcdnoyf6kzhj46iyfm7xq43fy,1,10.4,46.4,2023-05-07T13:02:48.303Z,2023-05-07T13:02:50Z,4258672937,213,5.3,4258672935,212,9.9,4258672931,140,15.5,4258672933,141,34.1,4258672929,56,Back,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545169847,7,1,1,0,16,dcdnoyf6kzhj46iyfm7xq43fy,1,15.5,34.1,2023-05-07T13:02:50.575Z,2023-05-07T13:02:52Z,4258673183,140,8.6,4258673181,56,Back,4258673189,213,2.1,4258673185,141,52.2,4258673187,212,14.3,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170025,8,1,1,0,17,dcdnoyf6kzhj46iyfm7xq43fy,0,8.3,53.9,2023-05-07T13:02:52.255Z,2023-05-07T13:02:59Z,4258674063,213,5.7,4258674055,140,62.5,4258674061,212,67.5,4258674065,1,,4258674043,157,,4258674047,56,Right,4258674059,141,0.4,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170173,8,5,1,0,24,cz26xwowfjp8ei14n9z2ac135,0,31.8,101.6,2023-05-07T13:02:58.684Z,2023-05-07T13:07:04Z,4258701439,233,9,4258674761,347,,4258674759,56,Back,,,,,,,,,,,,,,,,e93vn46w6kk9xwdb8forgzil1,V. Asseyi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170091,9,5,1,0,24,dcdnoyf6kzhj46iyfm7xq43fy,1,68.2,-1.6,2023-05-07T13:02:58.684Z,2023-05-07T13:07:49Z,4258674331,56,Right,4258674333,347,,4258701403,233,8,,,,,,,,,,,,,,,,czz8zqjv03gdbbxiadp90pq6t,M. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170141,10,1,1,0,27,dcdnoyf6kzhj46iyfm7xq43fy,0,62.7,0,2023-05-07T13:03:02.215Z,2023-05-07T13:03:04Z,4258674563,212,28.6,4258674561,141,6.0,4258674555,107,,4258674565,213,0.2,4258674557,56,Right,4258674567,1,,4258674559,140,89.5,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170185,9,12,1,0,32,cz26xwowfjp8ei14n9z2ac135,1,10.9,97.4,2023-05-07T13:03:06.531Z,2023-05-07T13:03:07Z,4258674861,167,,4258674843,140,23.2,4258674841,56,Back,4258674849,213,0.2,4258674845,141,100.0,4258674847,212,13.3,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170189,10,5,1,0,32,cz26xwowfjp8ei14n9z2ac135,0,23.8,102,2023-05-07T13:03:07.132Z,2023-05-07T13:03:19Z,4258674855,56,Back,4258676329,233,11,4258674857,347,,,,,,,,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170437,11,5,1,0,32,dcdnoyf6kzhj46iyfm7xq43fy,1,76.2,-2,2023-05-07T13:03:07.132Z,2023-05-07T13:07:49Z,4258676271,233,10,4258676229,56,Right,4258676231,347,,,,,,,,,,,,,,,,,5ye5h1o9ndhfeqdi8mh4f9une,K. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170525,12,1,1,0,44,dcdnoyf6kzhj46iyfm7xq43fy,1,75.7,0,2023-05-07T13:03:19.015Z,2023-05-07T13:07:21Z,4258676663,107,,4258676673,213,1.3,4258676665,56,Right,4258676671,212,11.2,4258676667,140,78.3,4258676669,141,13.9,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170539,13,1,1,0,46,dcdnoyf6kzhj46iyfm7xq43fy,0,76.7,16.1,2023-05-07T13:03:20.359Z,2023-05-07T13:07:24Z,4258676731,213,3.1,4258676723,56,Right,4258676729,212,5.5,4258676725,140,71.5,4258676727,141,16.6,,,,,,,,,,7julfat1nytmjyt6ylz8xkh5h,M. Connolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170517,11,49,1,0,47,cz26xwowfjp8ei14n9z2ac135,1,30.1,79.9,2023-05-07T13:03:21.939Z,2023-05-07T13:03:22Z,,,,,,,,,,,,,,,,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170533,12,1,1,0,47,cz26xwowfjp8ei14n9z2ac135,0,30.1,79.9,2023-05-07T13:03:22.051Z,2023-05-07T13:03:22Z,4258676691,141,79.3,4258676695,213,3.3,4258676687,56,Back,4258676689,140,28.1,4258676693,212,2.1,,,,,,,,,,8rt7o6te5ltvzz2srt8kpu2g9,E. Snerle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170601,14,1,1,0,49,dcdnoyf6kzhj46iyfm7xq43fy,1,56.9,13.7,2023-05-07T13:03:24.182Z,2023-05-07T13:03:25Z,4258677037,56,Center,4258677045,212,8.8,4258677049,213,1.9,4258677041,141,25.9,4258677039,140,54.1,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170607,15,49,1,0,51,dcdnoyf6kzhj46iyfm7xq43fy,1,57.8,28.5,2023-05-07T13:03:25.799Z,2023-05-07T13:03:26Z,,,,,,,,,,,,,,,,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170705,16,1,1,0,51,dcdnoyf6kzhj46iyfm7xq43fy,1,58.1,29.5,2023-05-07T13:03:26.294Z,2023-05-07T13:03:31Z,4258677555,141,52.2,4258677551,56,Center,4258677553,140,50.1,4258677557,212,17.6,4258677559,213,2.1,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170751,17,1,1,0,57,dcdnoyf6kzhj46iyfm7xq43fy,1,53.1,67,2023-05-07T13:03:31.326Z,2023-05-07T13:03:33Z,4258677809,213,3.7,4258677807,212,33.6,4258677803,140,26.1,4258677801,56,Back,4258677811,1,,4258677805,141,40.5,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170781,18,1,1,0,59,dcdnoyf6kzhj46iyfm7xq43fy,1,34.1,48.5,2023-05-07T13:03:33.303Z,2023-05-07T13:03:34Z,4258677963,212,24.0,4258677961,141,13.7,4258677965,213,4.9,4258677957,56,Back,4258677959,140,37.9,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170795,19,1,1,1,0,dcdnoyf6kzhj46iyfm7xq43fy,0,36.1,9.3,2023-05-07T13:03:34.383Z,2023-05-07T13:03:35Z,4258678063,56,Back,4258678067,141,6.7,4258678071,213,6.1,4258678065,140,45.8,4258678069,212,10.3,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170925,13,61,1,1,3,cz26xwowfjp8ei14n9z2ac135,1,52.1,94.5,2023-05-07T13:03:37.428Z,2023-05-07T13:05:15Z,4258678693,56,Left,,,,,,,,,,,,,,,,,,,,,,50ef8q2ctd099il4iq14i0cfd,I. Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170859,20,1,1,1,4,dcdnoyf6kzhj46iyfm7xq43fy,0,34.2,3.4,2023-05-07T13:03:38.590Z,2023-05-07T13:03:39Z,4258678439,141,0.0,4258678441,212,18.5,4258678435,56,Right,4258678437,140,51.5,4258678443,213,6.1,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171321,14,5,1,1,4,cz26xwowfjp8ei14n9z2ac135,1,48,101.6,2023-05-07T13:03:39.093Z,2023-05-07T13:07:49Z,4258680717,233,21,4258680685,347,,4258680683,56,Back,,,,,,,,,,,,,,,,50ef8q2ctd099il4iq14i0cfd,I. Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545170877,21,5,1,1,4,dcdnoyf6kzhj46iyfm7xq43fy,0,52,-1.6,2023-05-07T13:03:39.093Z,2023-05-07T13:04:01Z,4258678485,56,Right,4258680737,233,14,4258678487,347,,,,,,,,,,,,,,,,,9egpxgjpxaa3dkgkzy8brq1re,Z. Morse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171345,15,1,1,1,26,cz26xwowfjp8ei14n9z2ac135,0,51.1,100,2023-05-07T13:04:01.004Z,2023-05-07T13:04:01Z,4258680793,140,56.9,4258680789,107,,4258680797,212,7.0,4258680795,141,96.5,4258680799,213,5.8,4258680791,56,Left,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171361,22,8,1,1,28,dcdnoyf6kzhj46iyfm7xq43fy,1,23.4,7.9,2023-05-07T13:04:02.534Z,2023-05-07T13:04:02Z,4258680895,56,Back,,,,,,,,,,,,,,,,,,,,,,1vo1ye9ofjtt7avoll1cmc9re,J. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171423,16,1,1,1,30,cz26xwowfjp8ei14n9z2ac135,1,56.2,92.4,2023-05-07T13:04:04.380Z,2023-05-07T13:04:06Z,4258681253,140,49.2,4258681255,141,93.2,4258681251,56,Back,4258681257,212,7.4,4258681259,213,3.1,,,,,,,,,,50ef8q2ctd099il4iq14i0cfd,I. Atkinson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171545,17,1,1,1,36,cz26xwowfjp8ei14n9z2ac135,1,44.4,92.9,2023-05-07T13:04:10.644Z,2023-05-07T13:04:11Z,4258681891,1,,4258681887,212,41.3,4258681889,213,3.7,4258681883,140,11.9,4258681879,56,Back,4258681885,141,58.8,,,,,,,f1xb9y38jfjmrhgv22svv9sa2,A. Denton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171623,18,1,1,1,37,cz26xwowfjp8ei14n9z2ac135,1,11.9,58.8,2023-05-07T13:04:11.596Z,2023-05-07T13:04:14Z,4258682293,141,74.4,4258682289,56,Back,4258682291,140,22.2,4258682297,213,0.8,4258682295,212,15.1,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171753,19,1,1,1,39,cz26xwowfjp8ei14n9z2ac135,1,27,74.7,2023-05-07T13:04:14.180Z,2023-05-07T13:04:19Z,4258682949,140,14.0,4258682953,212,21.4,4258682947,56,Back,4258682955,213,4.0,4258682951,141,50.4,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171875,20,1,1,1,45,cz26xwowfjp8ei14n9z2ac135,1,13.2,49.9,2023-05-07T13:04:19.476Z,2023-05-07T13:04:26Z,4258683631,141,17.7,4258683635,213,5.0,4258683629,140,20.3,4258683633,212,23.1,4258683627,56,Back,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171929,21,1,1,1,51,cz26xwowfjp8ei14n9z2ac135,1,28.5,11.6,2023-05-07T13:04:25.980Z,2023-05-07T13:04:28Z,4258683813,141,17.6,4258683811,140,43.0,4258683815,212,15.8,4258683809,56,Back,4258683817,213,0.3,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171931,22,61,1,1,53,cz26xwowfjp8ei14n9z2ac135,0,43,17.6,2023-05-07T13:04:27.732Z,2023-05-07T13:06:51Z,4258683827,56,Back,,,,,,,,,,,,,,,,,,,,,,19npqca9guxs7p2yl5sbjmbx1,L. Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545171937,23,1,1,1,54,dcdnoyf6kzhj46iyfm7xq43fy,0,53.2,87.9,2023-05-07T13:04:28.375Z,2023-05-07T13:04:29Z,4258683843,140,54.4,4258683849,213,4.8,4258683841,56,Center,4258683847,212,13.8,4258683845,141,67.7,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172097,23,1,1,1,59,cz26xwowfjp8ei14n9z2ac135,1,49,23.3,2023-05-07T13:04:33.988Z,2023-05-07T13:04:36Z,4258684635,213,4.8,4258684633,212,9.9,4258684627,141,8.8,4258684623,140,49.9,4258684617,56,Back,,,,,,,,,,cvuaoz9c41od4r0j3sajszsut,K. Longhurst,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172107,24,1,1,1,59,cz26xwowfjp8ei14n9z2ac135,0,49.9,8.8,2023-05-07T13:04:34.004Z,2023-05-07T13:06:17Z,4258684695,213,0.4,4258684691,141,12.2,4258684689,140,54.6,4258684693,212,5.4,4258684687,56,Right,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172121,24,1,1,2,0,dcdnoyf6kzhj46iyfm7xq43fy,1,21,92.2,2023-05-07T13:04:34.934Z,2023-05-07T13:04:37Z,4258684771,56,Back,4258684779,213,6.3,4258684775,141,91.4,4258684777,212,16.6,4258684773,140,36.8,,,,,,,,,,18f6a50q9okw7dcii40i8vd91,G. Bergsvand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172135,25,49,1,2,3,dcdnoyf6kzhj46iyfm7xq43fy,1,36.9,89.1,2023-05-07T13:04:37.310Z,2023-05-07T13:04:37Z,,,,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172223,26,1,1,2,3,dcdnoyf6kzhj46iyfm7xq43fy,1,34.4,86.8,2023-05-07T13:04:38.064Z,2023-05-07T13:04:42Z,4258685359,141,65.9,4258685357,140,34.4,4258685361,212,14.2,4258685355,56,Back,4258685363,213,4.7,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172289,27,1,1,2,7,dcdnoyf6kzhj46iyfm7xq43fy,0,38,66.1,2023-05-07T13:04:42.023Z,2023-05-07T13:04:44Z,4258685699,212,41.2,4258685703,1,,4258685701,213,6.1,4258685691,140,76.3,4258685687,155,,4258685689,56,Center,4258685693,141,53.0,,,,8iu9bdow1xgzswzl78cbioyxh,J. Olme,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172299,25,49,1,2,10,cz26xwowfjp8ei14n9z2ac135,1,24,42.2,2023-05-07T13:04:44.444Z,2023-05-07T13:04:44Z,,,,,,,,,,,,,,,,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172363,26,1,1,2,10,cz26xwowfjp8ei14n9z2ac135,1,24,42.2,2023-05-07T13:04:44.636Z,2023-05-07T13:04:47Z,4258686105,141,37.7,4258686103,140,4.4,4258686107,212,20.8,4258686109,213,3.3,4258686099,56,Back,,,,,,,,,,stp0u46f1xc7a2mgvbkoy76x,H. Cissoko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172435,27,1,1,2,13,cz26xwowfjp8ei14n9z2ac135,1,3.6,34.3,2023-05-07T13:04:47.828Z,2023-05-07T13:04:51Z,4258686531,212,11.5,4258686533,213,4.9,4258686527,140,5.7,4258686525,56,Back,4258686529,141,17.7,,,,,,,,,,68a0jc6cin6hxx0bkdch9hc5x,M. Arnold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172509,28,1,1,2,17,cz26xwowfjp8ei14n9z2ac135,1,6.3,16.1,2023-05-07T13:04:51.460Z,2023-05-07T13:04:55Z,4258686893,212,18.1,4258686889,140,21.7,4258686887,56,Back,4258686895,213,5.8,4258686891,141,4.0,,,,,,,,,,230r9tcwg89z5b9kxdqwi336d,G. Fisk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172515,29,61,1,2,20,cz26xwowfjp8ei14n9z2ac135,1,21.7,4,2023-05-07T13:04:54.941Z,2023-05-07T13:04:55Z,4258686925,56,Back,,,,,,,,,,,,,,,,,,,,,,cnq88jph2nrn0o2tosrp4rmxh,L. Parker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172581,28,8,1,2,23,dcdnoyf6kzhj46iyfm7xq43fy,1,40.6,84.2,2023-05-07T13:04:57.742Z,2023-05-07T13:04:57Z,4258687295,56,Back,,,,,,,,,,,,,,,,,,,,,,7b1gryih37fohrff85f13o4ph,E. Kullberg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172649,30,1,1,2,24,cz26xwowfjp8ei14n9z2ac135,0,35.4,5.2,2023-05-07T13:04:58.908Z,2023-05-07T13:04:59Z,4258687591,141,13.8,4258687595,213,0.3,4258687587,56,Right,4258687589,140,53.2,4258687593,212,19.6,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172695,29,49,1,2,26,dcdnoyf6kzhj46iyfm7xq43fy,1,64.4,75.5,2023-05-07T13:05:00.543Z,2023-05-07T13:05:00Z,,,,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172707,30,61,1,2,26,dcdnoyf6kzhj46iyfm7xq43fy,0,63.9,75.5,2023-05-07T13:05:01.279Z,2023-05-07T13:05:01Z,4258687889,56,Center,,,,,,,,,,,,,,,,,,,,,,a1654m0k2rptsqkxj96s955n9,K. Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2545172753,31,49,1,2,27,cz26xwowfjp8ei14n9z2ac135,1,45.6,29.5,2023-05-07T13:05:01.309Z,2023-05-07T13:05:09Z,,,,,,,,,,,,,,,,,,,,,,,,,9ov9x5gap2t34kv8clhwjqvh1,D. Brynjarsdóttir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
